FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,PURPOSE_CALL,Motivi della chiamata,SEX,Sesso,NATIONALITY,Nazionalità,TIME_PERIOD,Osservazione,OBS_STATUS
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2016,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2017,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2018,3,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2019,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2020,4,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2021,4,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2022,4,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2023,10,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,WORLD,Mondo,2024,6,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2015,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2016,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2017,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2018,3,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2019,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2020,4,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2021,4,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2022,4,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2023,10,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,M,Maschi,IT,Italia,2024,6,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2015,17,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2016,17,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2017,16,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2018,19,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2019,13,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2020,25,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2021,13,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2022,22,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2023,30,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WORLD,Mondo,2024,60,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2015,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2016,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2018,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2019,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2021,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2022,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2023,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,WRL_X_ITA,Paesi esteri,2024,6,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2015,15,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2016,15,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2017,16,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2018,18,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2019,11,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2020,25,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2021,12,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2022,20,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2023,29,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,F,Femmine,IT,Italia,2024,54,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2015,19,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2016,18,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2017,17,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2018,22,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2019,15,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2020,29,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2021,17,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2022,26,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2023,40,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WORLD,Mondo,2024,66,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2015,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2016,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2018,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2019,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2021,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2022,2,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2023,1,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,WRL_X_ITA,Paesi esteri,2024,6,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2015,17,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2016,16,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2017,17,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2018,21,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2019,13,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2020,29,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2021,16,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2022,24,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2023,39,,",,,,,,,,,,,,,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',USERS,Utenti del 1522,ALL_VAL,Chiamate valide,T,Totale,IT,Italia,2024,60,,",,,,,,,,,,,,,,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2015,5,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2016,4,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2017,3,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2018,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2020,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2021,4,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2022,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2023,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,WORLD,Mondo,2024,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2015,5,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2016,4,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2017,3,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2018,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2020,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2021,4,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2022,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2023,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,M,Maschi,IT,Italia,2024,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2015,21,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2016,16,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2017,16,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2018,23,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2019,18,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2020,26,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2021,35,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2022,23,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2023,22,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WORLD,Mondo,2024,40,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2015,6,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2016,3,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2017,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2018,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2020,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2021,6,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2022,3,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2023,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,WRL_X_ITA,Paesi esteri,2024,5,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2015,15,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2016,13,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2017,14,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2018,22,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2019,18,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2020,25,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2021,29,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2022,20,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2023,21,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,F,Femmine,IT,Italia,2024,35,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2015,26,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2016,20,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2017,19,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2018,25,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2019,18,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2020,28,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2021,39,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2022,24,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2023,23,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WORLD,Mondo,2024,42,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2015,6,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2016,3,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2017,2,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2018,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2020,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2021,6,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2022,3,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2023,1,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,WRL_X_ITA,Paesi esteri,2024,5,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,IT,Italia,2015,20,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,IT,Italia,2016,17,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,IT,Italia,2017,17,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,IT,Italia,2018,24,
A,Annuale,ITC3,Liguria,USERS,Utenti del 1522,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,T,Totale,IT,Italia,2019,18,
