FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,NATIONALITY,Nazionalità,OUTCOME_CALL,Esito della telefonata,TIME_PERIOD,Osservazione,OBS_STATUS
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2017,13,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2018,17,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2019,12,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2020,15,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2021,24,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2022,20,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2023,24,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2024,26,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2015,5,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2016,5,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2017,4,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2018,10,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2019,3,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2020,11,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2021,6,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2022,8,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2023,11,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2024,9,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2015,20,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2016,20,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2017,17,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2018,27,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2019,15,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2020,26,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2021,30,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2022,28,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2023,35,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2024,35,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,112_REQUIRED,Richiesto intervento del 112,2023,1,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,112_REQUIRED,Richiesto intervento del 112,2024,5,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,113_REQUIRED,Richiesto  intervento 113,2018,1,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,113_REQUIRED,Richiesto  intervento 113,2023,1,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,113_REQUIRED,Richiesto  intervento 113,2024,6,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2018,1,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2023,1,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2024,6,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2015,92,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2016,84,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2017,47,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2018,94,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2019,108,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2020,143,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2021,141,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2022,108,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2023,174,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2024,250,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2015,27,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2016,23,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2017,27,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2018,54,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2019,67,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2020,79,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2021,112,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2022,111,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2023,162,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2024,153,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2015,119,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2016,107,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2017,74,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2018,148,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2019,175,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2020,222,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2021,253,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2022,219,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2023,336,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2024,403,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2015,3,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2018,2,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2023,16,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2024,30,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2015,3,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2018,2,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2023,22,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2024,38,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2015,3,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2018,2,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2023,22,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2024,39,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2015,87,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2016,71,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2017,69,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2018,53,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2019,71,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2020,85,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2021,80,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2022,58,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2023,134,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2024,168,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2015,32,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2016,21,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2017,24,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2018,96,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2019,81,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2020,107,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2021,133,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2022,121,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2023,169,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2024,214,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2015,119,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2016,92,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2017,93,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2018,149,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2019,152,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2020,192,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2021,213,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2022,179,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2023,303,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2024,382,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,118_REQUIRED,Richiesto intervento del 118,2023,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,118_REQUIRED,Richiesto intervento del 118,2024,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2016,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2018,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2023,26,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2024,39,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,113_REQUIRED,Richiesto  intervento 113,2023,28,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,113_REQUIRED,Richiesto  intervento 113,2024,46,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2016,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2018,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2023,29,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2024,47,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2015,4,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2016,6,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2017,2,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2018,4,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2019,5,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2020,5,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2021,6,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2022,2,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2023,6,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2024,6,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2015,2,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2016,2,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2018,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2019,6,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2020,4,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2021,3,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2022,5,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2023,3,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2024,5,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2015,6,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2016,8,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2017,2,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2018,5,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2019,11,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2020,9,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2021,9,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2022,7,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2023,9,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2024,11,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,112_REQUIRED,Richiesto intervento del 112,2023,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,112_REQUIRED,Richiesto intervento del 112,2024,3,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,113_REQUIRED,Richiesto  intervento 113,2023,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,113_REQUIRED,Richiesto  intervento 113,2024,3,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2023,1,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2024,3,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2015,83,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2016,65,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2017,67,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2018,49,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2019,66,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2020,80,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2021,74,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2022,56,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2023,128,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2024,162,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2015,30,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2016,19,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2017,24,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2018,95,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2019,75,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2020,103,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2021,130,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2022,116,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2023,166,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2024,209,
