FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,NATIONALITY,Nazionalità,OUTCOME_CALL,Esito della telefonata,TIME_PERIOD,Osservazione,OBS_STATUS
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2024,27,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2015,3583,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2016,2956,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2017,2511,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2018,3076,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2019,2725,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2020,3778,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2021,3597,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2022,2706,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2023,3612,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TRANSF_SER,Trasferito servizio,2024,5284,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2015,809,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2016,658,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2017,764,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2018,1580,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2019,1503,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2020,1697,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2021,2132,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2022,2418,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2023,2778,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2024,2968,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2015,4392,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2016,3614,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2017,3275,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2018,4656,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2019,4228,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2020,5475,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2021,5729,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2022,5124,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2023,6390,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,ALL_VAL,Chiamate valide,2024,8252,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2015,4,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2016,3,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2017,4,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2018,3,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2019,6,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2020,1,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2023,9,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,118_REQUIRED,Richiesto intervento del 118,2024,27,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2015,35,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2016,34,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2017,30,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2018,33,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2019,34,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2020,26,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2021,3,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2022,3,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2023,283,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2024,591,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2015,34,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2016,32,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2017,27,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2018,29,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2019,23,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2020,14,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2023,323,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2024,645,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2015,40,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2016,36,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2017,35,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2018,38,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2019,38,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2020,27,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2021,3,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2022,3,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2023,332,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2024,676,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,NRP,Non Indicato,NOTRANSF_SER,Non trasferito servizio,2023,2,
A,Annuale,ITF,Sud,USERS,Utenti del 1522,T,Totale,NRP,Non Indicato,ALL_VAL,Chiamate valide,2023,2,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2015,33,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2016,24,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2017,16,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2018,23,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2019,19,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2020,30,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2021,14,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2022,13,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2023,34,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2024,43,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2015,19,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2016,11,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2017,9,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2018,34,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2019,22,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2020,21,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2021,38,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2022,38,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2023,57,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2024,56,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2015,52,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2016,35,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2017,25,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2018,57,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2019,41,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2020,51,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2021,52,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2022,51,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2023,91,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,ALL_VAL,Chiamate valide,2024,99,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2015,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2023,5,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,112_REQUIRED,Richiesto intervento del 112,2024,8,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,113_REQUIRED,Richiesto  intervento 113,2023,5,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,113_REQUIRED,Richiesto  intervento 113,2024,9,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2015,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2023,5,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WORLD,Mondo,TOT_EMERG,Totale chiamate in emergenza,2024,9,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2016,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2020,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2023,2,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TRANSF_SER,Trasferito servizio,2024,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2017,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2018,3,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2021,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,NOTRANSF_SER,Non trasferito servizio,2023,5,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2016,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2017,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2018,3,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2020,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2021,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2023,7,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,ALL_VAL,Chiamate valide,2024,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,112_REQUIRED,Richiesto intervento del 112,2023,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,113_REQUIRED,Richiesto  intervento 113,2023,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,WRL_X_ITA,Paesi esteri,TOT_EMERG,Totale chiamate in emergenza,2023,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2015,33,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2016,23,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2017,16,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2018,23,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2019,19,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2020,29,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2021,14,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2022,13,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2023,32,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TRANSF_SER,Trasferito servizio,2024,42,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2015,19,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2016,11,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2017,8,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2018,31,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2019,22,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2020,21,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2021,37,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2022,38,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2023,52,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,NOTRANSF_SER,Non trasferito servizio,2024,56,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2015,52,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2016,34,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2017,24,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2018,54,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2019,41,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2020,50,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2021,51,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2022,51,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2023,84,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,ALL_VAL,Chiamate valide,2024,98,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2015,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2023,4,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,112_REQUIRED,Richiesto intervento del 112,2024,8,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2023,4,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,113_REQUIRED,Richiesto  intervento 113,2024,9,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2015,1,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2023,4,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,M,Maschi,IT,Italia,TOT_EMERG,Totale chiamate in emergenza,2024,9,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2015,397,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2016,343,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2017,297,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2018,334,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2019,293,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2020,344,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2021,350,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2022,299,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2023,405,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,TRANSF_SER,Trasferito servizio,2024,481,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2015,53,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2016,65,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2017,72,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2018,162,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2019,126,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2020,131,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2021,181,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2022,177,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2023,250,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,NOTRANSF_SER,Non trasferito servizio,2024,221,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2015,450,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2016,408,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2017,369,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2018,496,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2019,419,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2020,475,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2021,531,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2022,476,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2023,655,
A,Annuale,ITF1,Abruzzo,USERS,Utenti del 1522,F,Femmine,WORLD,Mondo,ALL_VAL,Chiamate valide,2024,702,
