FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,NATIONALITY,Nazionalità,KNOWLEDGE_1522,Modalità di conoscenza del 1522,TIME_PERIOD,Osservazione,OBS_STATUS
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2017,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2018,2,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2019,4,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2020,2,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2021,5,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2022,9,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2023,69,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2024,34,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2015,57,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2016,34,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2017,59,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2018,35,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2019,35,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2020,89,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2021,88,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2022,61,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2023,20,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2024,16,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2015,130,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2016,95,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2017,104,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2018,111,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2019,135,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2020,184,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2021,192,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2022,180,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2023,203,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2024,246,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2015,6,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2016,6,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2017,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2018,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2019,7,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2020,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2021,12,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2022,16,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2023,172,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2024,1030,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2015,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2016,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2017,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2018,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2021,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2022,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2023,2,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RADIO,Radio,2024,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2015,246,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2016,169,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2017,118,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2018,226,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2019,151,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2020,286,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2021,153,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2022,138,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2023,217,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TV,TV,2024,355,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2015,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2016,7,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2017,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2018,11,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2019,6,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2020,33,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2021,17,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2022,10,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2023,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2024,5,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2015,100,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2016,136,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2017,131,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2018,207,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2019,298,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2020,261,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2021,226,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2022,417,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2023,539,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2024,682,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SOCIALMEDIA,Social media,2021,10,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SOCIALMEDIA,Social media,2022,11,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SOCIALMEDIA,Social media,2023,35,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SOCIALMEDIA,Social media,2024,12,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NEWSWEB,Notizie dal web - ricerca sui motori di ricerca,2021,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NEWSWEB,Notizie dal web - ricerca sui motori di ricerca,2022,27,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,CHAT,Chat di amici e conoscenti,2021,5,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,CHAT,Chat di amici e conoscenti,2022,11,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2015,41,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2016,32,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2017,24,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2018,49,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2019,59,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2020,53,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2021,77,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2022,77,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE_REL,Parente,2023,19,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE_REL,Parente,2024,10,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE_FRACQ,Amico/conoscente,2023,57,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,RELATIVE_FRACQ,Amico/conoscente,2024,83,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2015,36,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2016,44,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2017,40,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2018,36,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2019,58,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2020,41,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2021,59,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2022,64,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2023,9,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2024,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2015,19,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2016,22,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2017,23,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2018,16,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2019,14,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2020,4,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2021,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,HEALTH_SERV,Strutture sanitarie,2023,14,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,HEALTH_SERV,Strutture sanitarie,2024,15,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,LOW_ENF,"'FFOO - forze dell""'ordine'",2023,59,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,LOW_ENF,"'FFOO - forze dell""'ordine'",2024,72,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SOC_SERV,Servizi sociali,2023,4,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SOC_SERV,Servizi sociali,2024,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,FAM_DOC,Medico di famiglia,2023,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,FAM_DOC,Medico di famiglia,2024,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PLACEW,Luogo di culto,2024,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SCHOOL,Scuola,2023,2,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,SCHOOL,Scuola,2024,4,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PSYC,Psicologo/a psichiatra,2023,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,PSYC,Psicologo/a psichiatra,2024,12,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2015,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2016,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2017,6,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2018,7,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2019,5,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2020,12,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2021,31,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2022,17,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2023,35,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2024,11,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2015,2,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2016,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2018,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2019,4,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2020,3,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2021,18,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2022,17,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2015,20,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2016,8,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2017,5,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2018,27,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2019,21,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2020,19,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2021,49,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2022,87,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2023,1492,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2024,896,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2015,354,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2016,359,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2017,299,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2018,408,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2019,367,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2020,707,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2021,806,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2022,513,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2023,200,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2024,225,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2015,836,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2016,786,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2017,658,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2018,990,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2019,990,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2020,1422,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2021,1475,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2022,1408,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2023,2875,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2024,3428,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,NRP,Non Indicato,UNAV,Non disponibile,2023,1,
A,Annuale,ITD5,Emilia-Romagna,USERS,Utenti del 1522,NRP,Non Indicato,TOTAL,Totale,2023,1,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2015,20,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2016,27,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2017,19,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2018,20,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2019,18,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2020,20,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2021,56,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2022,75,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2023,643,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2024,3568,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2015,6,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2016,8,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2017,5,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2018,4,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2019,6,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2020,1,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2021,13,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2022,11,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2023,10,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,RADIO,Radio,2024,3,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2015,1181,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2016,786,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2017,540,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2018,1064,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2019,728,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2020,971,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2021,534,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2022,497,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2023,762,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2024,1131,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2015,33,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2016,34,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2017,42,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2018,33,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2019,49,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2020,82,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2021,85,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2022,66,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2023,41,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2024,11,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2015,420,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2016,546,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2017,552,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2018,835,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2019,1359,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2020,1077,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2021,924,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2022,1501,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2023,2058,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2024,2065,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,SOCIALMEDIA,Social media,2021,30,
A,Annuale,ITE,Centro,USERS,Utenti del 1522,WORLD,Mondo,SOCIALMEDIA,Social media,2022,43,
