FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,NATIONALITY,Nazionalità,KNOWLEDGE_1522,Modalità di conoscenza del 1522,TIME_PERIOD,Osservazione,OBS_STATUS
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,SCHOOL,Scuola,2024,4,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,PSYC,Psicologo/a psichiatra,2023,16,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,PSYC,Psicologo/a psichiatra,2024,9,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2016,5,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2017,5,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2018,5,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2019,12,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2020,12,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2021,29,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2022,40,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2023,45,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,OTHER,Altro,2024,11,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2015,1,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2016,3,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2017,1,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2018,2,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2019,3,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2020,8,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2021,25,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NOKNOW,Non sa/non ricorda,2022,16,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2015,23,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2016,20,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2017,19,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2018,26,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2019,16,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2020,33,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2021,55,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2022,100,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2023,782,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,NRP,Non risponde,2024,575,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2015,628,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2016,619,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2017,561,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2018,666,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2019,546,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2020,964,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2021,933,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2022,537,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2023,213,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,UNAV,Non disponibile,2024,202,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2015,1351,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2016,1293,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2017,1142,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2018,1408,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2019,1359,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2020,1703,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2021,1646,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2022,1507,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2023,2206,
A,Annuale,ITC1,Piemonte,USERS,Utenti del 1522,IT,Italia,TOTAL,Totale,2024,2827,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2023,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,BROCHURE,Manifesti e locandine,2024,17,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2015,7,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2016,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2017,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2018,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2019,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2020,6,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2021,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2022,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2023,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TV,TV,2024,10,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2020,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PRESS,Stampa,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2015,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2016,7,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2017,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2018,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2019,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2020,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2022,10,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2023,9,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,INTERNET,Internet,2024,13,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,SOCIALMEDIA,Social media,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,SOCIALMEDIA,Social media,2023,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE,Parente / amico / conoscente,2016,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE,Parente / amico / conoscente,2017,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE,Parente / amico / conoscente,2018,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE,Parente / amico / conoscente,2019,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE,Parente / amico / conoscente,2020,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE,Parente / amico / conoscente,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE_FRACQ,Amico/conoscente,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,RELATIVE_FRACQ,Amico/conoscente,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PUB_SERV,Servizio pubblico,2015,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PUB_SERV,Servizio pubblico,2018,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PUB_SERV,Servizio pubblico,2019,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PUB_SERV,Servizio pubblico,2021,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PUB_SERV,Servizio pubblico,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PUB_SERV,Servizio pubblico,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PHONE_BOOK,Elenco telefonico,2018,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,PHONE_BOOK,Elenco telefonico,2019,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,HEALTH_SERV,Strutture sanitarie,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,LOW_ENF,"'FFOO - forze dell""'ordine'",2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,LOW_ENF,"'FFOO - forze dell""'ordine'",2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,FAM_DOC,Medico di famiglia,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,OTHER,Altro,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NOKNOW,Non sa/non ricorda,2021,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NRP,Non risponde,2016,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NRP,Non risponde,2020,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NRP,Non risponde,2021,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NRP,Non risponde,2022,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NRP,Non risponde,2023,13,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,NRP,Non risponde,2024,14,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2015,8,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2016,7,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2017,9,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2018,9,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2019,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2020,16,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2021,9,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2022,7,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2023,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,UNAV,Non disponibile,2024,6,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2015,19,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2016,18,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2017,17,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2018,22,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2019,15,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2020,29,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2021,17,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2022,26,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2023,40,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WORLD,Mondo,TOTAL,Totale,2024,66,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,BROCHURE,Manifesti e locandine,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TV,TV,2021,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,PRESS,Stampa,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,INTERNET,Internet,2016,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,INTERNET,Internet,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,INTERNET,Internet,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,RELATIVE,Parente / amico / conoscente,2019,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,PUB_SERV,Servizio pubblico,2015,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,PUB_SERV,Servizio pubblico,2018,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,PUB_SERV,Servizio pubblico,2019,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,NRP,Non risponde,2024,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2015,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,UNAV,Non disponibile,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2015,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2016,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2018,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2019,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2021,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2022,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,WRL_X_ITA,Paesi esteri,TOTAL,Totale,2024,6,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2023,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,BROCHURE,Manifesti e locandine,2024,16,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2015,7,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2016,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2017,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2018,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2019,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2020,6,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2021,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2022,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2023,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,TV,TV,2024,10,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2020,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PRESS,Stampa,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2015,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2016,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2017,5,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2018,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2019,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2020,4,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2022,9,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2023,8,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,INTERNET,Internet,2024,13,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,SOCIALMEDIA,Social media,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,SOCIALMEDIA,Social media,2023,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2016,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2017,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2018,3,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2019,2,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2020,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE,Parente / amico / conoscente,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE_FRACQ,Amico/conoscente,2023,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,RELATIVE_FRACQ,Amico/conoscente,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2018,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2021,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2022,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PUB_SERV,Servizio pubblico,2024,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2018,1,
A,Annuale,ITC2,"'Valle d""'Aosta / Vallée d""'Aoste'",USERS,Utenti del 1522,IT,Italia,PHONE_BOOK,Elenco telefonico,2019,2,
