FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,PURPOSE_CALL,Motivi della chiamata,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,9,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,11,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,9,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,11,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,23,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,23,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,28,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2015,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2016,3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2018,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2019,6,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2020,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2021,10,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2022,9,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2020,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,12,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,14,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,7,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,14,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,19,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,28,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,38,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,42,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,10,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,11,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,9,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,11,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,23,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,26,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,30,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,VICT_DISCR_SEEK,Richiesta di aiuto per discriminazione,2020,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2015,2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2016,3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2018,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2019,6,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2020,4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2021,10,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2022,9,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2020,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,14,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,14,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,7,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,14,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,19,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,32,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,41,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,44,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,8,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2015,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2017,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,EMERGENCY,Emergenza,2015,3,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,EMERGENCY,Emergenza,2018,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,5,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,3,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,3,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,10,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,4,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,4,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,5,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,9,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,26,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,30,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,16,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,40,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,44,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,61,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,86,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,57,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2015,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2016,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2017,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2018,8,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2019,12,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2020,9,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2021,22,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2022,9,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2018,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,36,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,41,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,23,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,57,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,62,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,76,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,113,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,75,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,4,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,1,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,6,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,9,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,27,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,31,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,17,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,42,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,44,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,67,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,94,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,58,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2015,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2016,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2017,7,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2018,8,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2019,12,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2020,9,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2021,22,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2022,9,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2015,3,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2018,3,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,41,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,44,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,25,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,60,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,62,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,82,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,123,,
A,Annuale,ITD2,Provincia Autonoma Trento,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,76,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,10,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,4,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,6,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,5,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,5,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,12,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,13,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,2,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2023,7,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2024,5,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,11,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,8,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,6,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,11,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,8,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,18,,
A,Annuale,ITD3,Veneto,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,9,,
