FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,PURPOSE_CALL,Motivi della chiamata,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2015,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2016,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2021,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2022,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,4,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,3,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,5,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,2,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2019,4,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,2,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,5,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,3,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,3,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,14,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,12,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,11,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,7,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,7,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,12,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,26,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,12,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2023,14,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2024,17,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,74,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,71,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,70,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,86,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,83,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,109,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,121,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,124,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2023,154,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2024,172,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2015,22,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2016,10,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2017,15,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2018,21,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2019,9,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2020,20,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2021,24,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2022,13,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2023,28,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2024,23,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2015,2,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2016,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2017,4,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2018,2,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2020,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,112,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,94,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,100,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,116,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,99,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,142,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,171,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,149,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2023,196,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2024,212,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,NRP,Non indicato,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2023,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,NRP,Non indicato,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2024,5,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2023,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2024,5,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,14,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,13,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,14,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,7,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,9,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,13,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,26,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,15,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2023,15,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2024,19,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,77,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,72,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,72,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,88,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,85,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,110,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,121,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,125,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2023,157,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2024,178,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2015,23,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2016,11,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2017,15,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2018,21,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2019,9,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2020,20,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2021,25,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2022,14,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2023,28,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,REPORT_VIOL,Segnalazione di un caso di violenza,2024,23,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2015,2,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2016,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2017,4,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2018,2,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,EMERGENCY,Emergenza,2020,1,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,116,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,97,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,105,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,118,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,103,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,144,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,172,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,154,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,200,,
A,Annuale,ITE2,Umbria,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,220,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2023,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2024,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,8,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2023,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2024,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2015,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2016,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2018,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2019,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2020,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2021,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2022,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2023,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,REPORT_VIOL,Segnalazione di un caso di violenza,2024,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,6,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2019,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,16,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,10,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,8,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,10,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2015,19,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2016,23,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2017,17,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2018,19,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2019,19,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2020,17,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2021,30,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2022,20,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2023,26,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2024,43,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2015,149,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2016,140,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2017,118,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2018,167,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2019,134,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2020,227,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2021,256,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2022,211,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2023,199,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2024,281,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,VICT_DISCR_SEEK,Richiesta di aiuto per discriminazione,2022,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2015,44,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2016,38,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2017,29,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2018,38,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2019,27,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2020,41,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2021,56,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2022,24,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2023,42,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,REPORT_VIOL,Segnalazione di un caso di violenza,2024,37,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2015,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2016,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2017,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2018,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2019,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,EMERGENCY,Emergenza,2021,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,215,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,203,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,171,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,226,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,181,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,285,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,343,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,256,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2023,267,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2024,361,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,NRP,Non indicato,VICT_STALK_SEEK,Richiesta di aiuto vittima di stalking,2024,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,NRP,Non indicato,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2023,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,NRP,Non indicato,VICT_VIOL_SEEK,Richiesta di aiuto vittima di violenza,2024,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,NRP,Non indicato,REPORT_VIOL,Segnalazione di un caso di violenza,2023,1,,
