FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,TYPE_VIOLENCE,Tipo_di_violenza,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2015,103,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2016,107,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2017,87,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2018,98,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2019,79,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2020,154,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2021,146,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2022,123,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2023,138,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2024,167,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2015,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2016,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2017,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2018,13,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2019,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2020,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2021,32,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2022,22,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2023,19,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2024,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2015,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2016,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2017,6,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2018,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2019,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2020,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2021,12,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2022,14,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2023,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2024,6,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2015,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2016,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2019,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2020,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2022,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2023,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,DIS_SEX_EXPL,Diffusione illecita di immagini o di video sessualmente espliciti,2024,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,EXPLOI_PROST,Sfruttamento della prostituzione,2024,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2015,83,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2016,80,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2017,60,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2018,101,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2019,84,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2020,114,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2021,145,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2022,89,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2023,87,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2024,150,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2015,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2016,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2017,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2018,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2019,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2020,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2021,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2022,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2023,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2024,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,STLK,Atti persecutori/ stalking,2023,20,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,STLK,Atti persecutori/ stalking,2024,38,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,OTH,Altro,2024,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2015,4,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2016,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2017,3,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2018,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2019,1,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2020,5,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2021,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2022,2,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2015,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2016,6,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2018,8,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2019,6,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,12,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,9,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,7,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,221,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,212,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,173,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,230,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,185,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,301,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,353,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,264,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,279,,
A,Annuale,ITE3,Marche,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,378,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2015,7,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2016,11,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2017,7,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2018,9,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2019,12,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2020,25,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2021,18,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2022,10,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2023,23,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2024,21,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2015,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2016,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2017,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2018,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2019,5,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2020,14,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2021,10,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2022,9,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2024,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2015,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2016,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2017,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2018,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2019,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2020,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2021,5,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2022,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2024,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,HARASS_WORK,Mobbing,2018,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,DIS_SEX_EXPL,Diffusione illecita di immagini o di video sessualmente espliciti,2024,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2015,22,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2016,19,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2017,15,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2018,18,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2019,14,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2020,22,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2021,16,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2022,13,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2023,12,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2024,16,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2020,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2022,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2023,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,STLK,Atti persecutori/ stalking,2023,9,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,STLK,Atti persecutori/ stalking,2024,11,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,OTH,Altro,2023,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2015,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2016,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2017,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2019,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2020,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2021,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2015,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2016,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2017,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2018,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2019,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2020,5,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2021,7,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2022,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,36,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,43,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,33,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,37,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2019,37,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,72,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,59,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,35,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,47,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,52,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2015,472,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2016,487,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2017,374,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2018,537,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2019,492,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2020,900,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2021,965,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2022,732,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2023,898,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2024,937,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2015,32,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2016,50,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2017,42,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2018,62,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2019,63,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2020,120,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2021,194,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2022,97,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2023,92,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2024,68,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2015,48,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2016,42,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2017,50,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2018,45,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2019,49,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2020,46,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2021,117,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2022,93,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2023,20,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2024,18,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2016,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2017,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2018,5,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2019,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2020,6,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2021,13,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2022,7,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2023,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2024,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,DIS_SEX_EXPL,Diffusione illecita di immagini o di video sessualmente espliciti,2023,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,DIS_SEX_EXPL,Diffusione illecita di immagini o di video sessualmente espliciti,2024,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,EXPLOI_PROST,Sfruttamento della prostituzione,2023,4,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,EXPLOI_PROST,Sfruttamento della prostituzione,2024,3,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2015,382,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2016,404,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2017,330,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2018,473,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2019,483,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2020,621,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2021,670,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2022,535,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2023,662,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2024,745,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2015,18,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2016,24,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2017,17,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2018,15,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2019,16,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2020,23,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2021,23,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2022,23,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2023,7,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ECON_VIOL,Violenza economica,2024,18,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,STLK,Atti persecutori/ stalking,2023,147,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,STLK,Atti persecutori/ stalking,2024,179,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ONL_VIOL,Violenza digitale,2023,6,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,ONL_VIOL,Violenza digitale,2024,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,FMARR,Matrimonio forzato,2024,2,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,OTH,Altro,2023,1,,
A,Annuale,ITE4,Lazio,VICTIMS,Vittime di violenza,F,Femmine,OTH,Altro,2024,2,,
