FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,TYPE_VIOLENCE,Tipo_di_violenza,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2019,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2020,6,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2021,8,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2022,6,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2023,4,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2024,3,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2015,26,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2016,11,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,26,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2018,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2019,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,29,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,18,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,21,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,27,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,17,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,669,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,703,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,651,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,722,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,647,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,1011,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,988,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,759,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,948,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,1112,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2018,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2015,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2016,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2017,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2018,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2020,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2021,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2022,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2024,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2015,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2022,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2015,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2016,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,THREATS,Minacce,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,HARASS_WORK,Mobbing,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2015,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2016,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2017,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2018,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2019,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2020,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,PHYVIOL,Violenza psicologica,2024,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,STLK,Atti persecutori/ stalking,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,STLK,Atti persecutori/ stalking,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,12,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,11,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,17,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,14,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2023,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2024,22,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2015,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2016,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2017,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2018,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2020,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2021,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2022,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHY,Violenza fisica,2024,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2015,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2022,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,SEXVIOL,Violenza sessuale,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2015,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2016,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,THREATS,Minacce,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,HARASS_WORK,Mobbing,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2015,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2016,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2017,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2018,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2019,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2020,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,PHYVIOL,Violenza psicologica,2024,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ECON_VIOL,Violenza economica,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,STLK,Atti persecutori/ stalking,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,STLK,Atti persecutori/ stalking,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,12,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,11,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,17,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,16,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,7,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,24,,"
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2015,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2016,3,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2017,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2018,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2022,2,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2023,3,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHY,Violenza fisica,2024,2,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2017,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2018,2,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2020,2,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2021,3,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,SEXVIOL,Violenza sessuale,2023,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2015,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2017,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2019,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,THREATS,Minacce,2021,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2015,4,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2016,3,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2017,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2018,3,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2019,2,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2020,12,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2021,4,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2022,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2023,3,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,PHYVIOL,Violenza psicologica,2024,5,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2019,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2020,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2021,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ECON_VIOL,Violenza economica,2023,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2015,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2017,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2022,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2019,1,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,7,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,6,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,5,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,6,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2019,5,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,15,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,9,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,4,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,8,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,7,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2015,105,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2016,94,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2017,69,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2018,118,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2019,78,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2020,142,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2021,140,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2022,101,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2023,115,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,PHY,Violenza fisica,2024,164,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2015,5,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2016,11,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2017,12,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2018,4,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2019,11,,
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,F,Femmine,SEXVIOL,Violenza sessuale,2020,21,,
