FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2017,168,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2018,179,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2019,159,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2020,175,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2021,160,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2022,146,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2023,176,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2024,181,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2015,141,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2016,140,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2017,144,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2018,152,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2019,153,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2020,175,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2021,177,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2022,152,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2023,181,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2024,174,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2015,81,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2016,102,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2017,67,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2018,92,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2019,74,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2020,103,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2021,96,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2022,76,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2023,71,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2024,58,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2015,69,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2016,67,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2017,68,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2018,70,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2019,54,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2020,103,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2021,98,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2022,68,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2023,106,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2024,74,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2015,669,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2016,703,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2017,651,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2018,722,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2019,647,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2020,1011,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2021,988,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2022,759,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2023,948,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2024,1112,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2015,37,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2016,20,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,42,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2018,49,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2019,28,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,211,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,210,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,50,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,64,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,348,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,NSP,Non indicato,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,Y18-24,18-24 anni,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,Y45-54,45-54 anni,2018,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,Y45-54,45-54 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,Y_GE65,65 anni e più,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,TOTAL,Totale,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,TOTAL,Totale,2018,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,TOTAL,Totale,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,TOTAL,Totale,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,NSP,Non indicato,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,NSP,Non indicato,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y18-24,18-24 anni,2016,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y18-24,18-24 anni,2018,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y18-24,18-24 anni,2022,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y18-24,18-24 anni,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y18-24,18-24 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2016,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2019,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2020,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2022,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y25-34,25-34 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2016,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2017,7,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2018,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2019,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2020,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2021,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y35-44,35-44 anni,2024,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2016,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2018,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2020,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2022,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y45-54,45-54 anni,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y55-64,55-64 anni,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y55-64,55-64 anni,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y55-64,55-64 anni,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y55-64,55-64 anni,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y55-64,55-64 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2016,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2018,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2020,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,Y_GE65,65 anni e più,2024,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2015,12,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2016,11,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2017,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2018,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2019,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2020,17,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2021,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2022,14,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2023,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,TOTAL,Totale,2024,22,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2024,7,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,NRP,Non indicato,TOTAL,Totale,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,NSP,Non indicato,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,NSP,Non indicato,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y18-24,18-24 anni,2016,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y18-24,18-24 anni,2018,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y18-24,18-24 anni,2022,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y18-24,18-24 anni,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y18-24,18-24 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2016,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2019,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2020,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2022,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y25-34,25-34 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2016,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2017,7,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2018,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2019,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2020,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2021,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y35-44,35-44 anni,2024,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2016,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2018,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2020,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2022,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y45-54,45-54 anni,2024,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y55-64,55-64 anni,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2016,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2018,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2020,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,Y_GE65,65 anni e più,2024,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2015,12,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2016,11,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2017,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2018,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2019,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2020,17,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2021,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2022,16,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2023,7,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,TOTAL,Totale,2024,24,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,8,,"
A,Annuale,ITC3,Liguria,VICTIMS,Vittime di violenza,M,Maschi,NSP,Non indicato,2015,1,,
