FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,SEXUAL_ORIENTATION,Orientamento sessuale,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2019,221,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2020,235,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2021,288,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2022,309,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2015,217,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2016,200,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2017,175,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2018,241,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2019,221,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2020,237,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2021,289,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2022,311,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2023,464,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2024,510,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2023,3,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2024,1,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2023,3,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2024,1,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2015,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2016,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2017,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2018,1,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2020,1,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2022,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2015,1,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2016,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2020,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2021,2,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2023,508,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2024,573,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2015,234,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2016,216,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2017,194,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2018,261,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2019,240,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2020,256,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2021,308,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2022,333,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2015,237,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2016,220,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2017,196,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2018,262,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2019,240,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2020,258,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2021,310,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2022,335,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2023,508,,
A,Annuale,ITE2,Umbria,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2024,573,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2016,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2019,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2020,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2022,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2020,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2023,83,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2024,114,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2015,54,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2016,35,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2017,26,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2018,48,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2019,43,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2020,64,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2021,62,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2022,64,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2015,54,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2016,36,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2017,26,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2018,48,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2019,44,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2020,66,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2021,62,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2022,65,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2023,83,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2024,114,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2015,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2016,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2017,3,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2018,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2020,2,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2022,2,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2023,656,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2024,839,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2015,443,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2016,406,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2017,354,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2018,454,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2019,386,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2020,509,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2021,587,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2022,505,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2015,444,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2016,407,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2017,357,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2018,455,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2019,386,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2020,511,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2021,587,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2022,507,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2023,656,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2024,839,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2023,3,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2024,2,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2023,3,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2024,2,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2016,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2019,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2020,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2022,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2015,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2016,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2017,3,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2018,1,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2020,3,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2022,2,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2023,742,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2024,955,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2015,497,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2016,441,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2017,380,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2018,502,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2019,429,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2020,573,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2021,649,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2022,569,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2015,498,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2016,443,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2017,383,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2018,503,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2019,430,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2020,577,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2021,649,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2022,572,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2023,742,,
A,Annuale,ITE3,Marche,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2024,955,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2015,1,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2016,5,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2017,8,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2018,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2019,11,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2020,12,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2021,15,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2022,13,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2015,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2016,2,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2017,9,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2018,1,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2019,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2020,8,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2021,5,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2022,7,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2023,556,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2024,688,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2015,242,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2016,174,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2017,214,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2018,270,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2019,289,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2020,354,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2021,317,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2022,340,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2015,246,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2016,180,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2017,225,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2018,273,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2019,303,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2020,369,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2021,334,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2022,357,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2023,556,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2024,688,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2015,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2016,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2017,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2018,2,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2019,8,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2020,15,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2021,10,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2022,5,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2015,9,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2016,2,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2017,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2018,2,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2019,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2020,31,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2021,33,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2022,7,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2023,4653,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2024,5468,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2015,2174,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2016,2070,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2017,1762,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2018,2594,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2019,2514,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2020,3281,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2021,3536,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2022,3153,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2015,2185,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2016,2075,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2017,1767,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2018,2598,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2019,2525,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2020,3326,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2021,3577,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2022,3165,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2023,4653,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2024,5468,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2023,33,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2024,16,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2023,33,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2024,16,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2015,4,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2016,8,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2017,11,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2018,5,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2019,19,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2020,27,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2021,25,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2022,18,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2015,12,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2016,4,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2017,12,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2018,3,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2019,6,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2020,39,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2021,38,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2022,14,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2023,5242,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2024,6172,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2015,2416,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2016,2244,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2017,1976,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2018,2864,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2019,2803,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2020,3635,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2021,3853,,
A,Annuale,ITE4,Lazio,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2022,3493,,
