Regione;Età;Celibi;Coniugati;Divorziati;Vedovi;Uniti civilmente;Maschi già in unione civile (per scioglimento unione);Maschi già in unione civile (per decesso del partner);Totale maschi;Nubili;Coniugate;Divorziate;Vedove;Unite civilmente;Femmine già in unione civile (per scioglimento unione);Femmine già in unione civile (per decesso del partner);Totale femmine;Totale
Abruzzo;30;5954;640;10;4;4;1;0;6613;4681;1363;37;2;4;1;0;6088;12701
Abruzzo;31;5927;866;12;7;2;0;0;6814;4570;1629;36;3;5;1;0;6244;13058
Abruzzo;32;5820;1171;19;4;2;0;0;7016;4447;1956;47;8;5;0;0;6463;13479
Abruzzo;33;5508;1424;30;9;8;0;0;6979;4130;2334;78;5;5;1;0;6553;13532
Abruzzo;34;5348;1744;31;9;3;0;0;7135;3965;2705;96;9;8;2;0;6785;13920
Abruzzo;35;5140;2047;58;4;9;0;0;7258;3603;2937;124;10;5;1;0;6680;13938
Abruzzo;36;4888;2362;81;11;6;0;0;7348;3494;3313;137;12;7;0;0;6963;14311
Abruzzo;37;4405;2561;82;15;8;0;0;7071;3218;3508;173;19;9;0;0;6927;13998
Abruzzo;38;4279;2921;92;9;8;0;0;7309;3093;3830;221;26;12;2;0;7184;14493
Abruzzo;39;4190;3254;118;14;3;0;0;7579;3084;4083;261;29;9;4;0;7470;15049
Abruzzo;40;3975;3609;164;15;11;0;0;7774;2813;4373;287;40;7;2;0;7522;15296
Abruzzo;41;3802;3726;189;16;4;0;0;7737;2629;4564;306;32;8;0;0;7539;15276
Abruzzo;42;3668;4027;225;12;8;1;0;7941;2656;4962;374;51;10;1;0;8054;15995
Abruzzo;43;3568;4189;239;26;10;0;0;8032;2384;5042;393;75;4;0;0;7898;15930
Abruzzo;44;3502;4505;256;18;7;0;1;8289;2350;5154;476;94;4;1;0;8079;16368
Abruzzo;45;3398;4856;316;32;6;0;0;8608;2210;5616;526;114;4;0;0;8470;17078
Abruzzo;46;3339;5222;364;22;12;0;0;8959;2102;5945;587;89;5;0;0;8728;17687
Abruzzo;47;3336;5266;389;34;8;0;0;9033;2054;6027;598;126;7;0;0;8812;17845
Abruzzo;48;3183;5635;458;33;8;0;0;9317;2080;6435;630;155;3;0;0;9303;18620
Abruzzo;49;3055;5820;485;58;8;0;0;9426;2068;6669;777;178;3;0;0;9695;19121
Abruzzo;50;3034;6337;532;45;6;0;0;9954;1876;7005;810;221;7;2;0;9921;19875
Abruzzo;51;2767;6271;580;62;6;0;0;9686;1756;7224;813;202;5;0;0;10000;19686
Abruzzo;52;2638;6644;631;63;6;0;0;9982;1749;7385;859;257;2;0;0;10252;20234
Abruzzo;53;2546;6711;682;52;5;1;0;9997;1715;7679;861;311;2;0;0;10568;20565
Abruzzo;54;2400;6780;624;67;8;0;0;9879;1447;7567;892;333;4;0;0;10243;20122
Abruzzo;55;2280;7283;692;71;10;0;0;10336;1513;7802;926;370;3;0;0;10614;20950
Abruzzo;56;2131;7297;691;98;6;0;1;10224;1377;7786;911;467;4;0;0;10545;20769
Abruzzo;57;1904;7446;733;100;10;0;1;10194;1347;8028;902;468;4;0;0;10749;20943
Abruzzo;58;1813;7706;728;126;7;0;0;10380;1227;8103;859;583;3;0;0;10775;21155
Abruzzo;59;1671;7736;768;155;11;0;0;10341;1107;8201;850;642;2;0;0;10802;21143
Abruzzo;60;1611;7947;719;168;6;0;0;10451;1071;8053;907;720;1;0;0;10752;21203
Abruzzo;61;1360;7546;666;162;7;0;0;9741;980;7697;798;782;1;0;0;10258;19999
Abruzzo;62;1260;7237;667;183;8;0;0;9355;884;7376;702;870;1;0;0;9833;19188
Abruzzo;63;1108;6969;641;190;1;1;0;8910;917;7339;679;940;2;0;0;9877;18787
Abruzzo;64;1046;7058;584;197;5;0;0;8890;826;7103;672;1025;4;0;0;9630;18520
Abruzzo;65;936;6990;497;225;4;0;0;8652;739;6982;590;1150;3;0;0;9464;18116
Abruzzo;66;895;6678;468;246;1;0;0;8288;722;6599;551;1168;3;0;0;9043;17331
Abruzzo;67;801;6679;437;268;4;0;0;8189;665;6404;497;1284;0;0;0;8850;17039
Abruzzo;68;693;6696;475;274;4;0;0;8142;584;6127;434;1475;0;0;0;8620;16762
Abruzzo;69;694;6441;397;329;2;0;0;7863;577;6171;462;1581;0;0;0;8791;16654
Abruzzo;70;621;6295;342;350;2;0;0;7610;531;5823;400;1734;1;2;0;8491;16101
Abruzzo;71;518;5938;332;320;3;0;0;7111;486;5326;373;1733;1;0;0;7919;15030
Abruzzo;72;530;5778;283;385;2;0;0;6978;464;5006;345;1978;1;0;0;7794;14772
Abruzzo;73;421;5715;250;391;1;0;0;6778;411;5048;324;2132;0;0;0;7915;14693
Abruzzo;74;412;5992;240;440;1;0;0;7085;416;4926;276;2324;1;0;0;7943;15028
Abruzzo;75;432;5868;216;485;4;0;0;7005;399;4762;261;2629;0;0;0;8051;15056
Abruzzo;76;405;5794;190;491;1;0;0;6881;426;4596;248;2888;1;0;0;8159;15040
Abruzzo;77;365;5361;193;551;0;0;0;6470;353;3940;217;3004;0;0;0;7514;13984
Abruzzo;78;351;5071;155;565;3;0;0;6145;314;3613;185;3087;0;0;0;7199;13344
Abruzzo;79;214;3620;107;408;1;0;0;4350;232;2550;145;2474;0;0;0;5401;9751
Abruzzo;80;228;3734;101;505;0;0;0;4568;246;2364;141;2832;0;0;0;5583;10151
Abruzzo;81;207;3396;81;523;1;0;0;4208;242;2175;110;2854;0;0;0;5381;9589
Abruzzo;82;187;3032;71;569;1;0;0;3860;221;1845;101;2928;0;0;0;5095;8955
Abruzzo;83;169;2871;53;608;0;0;0;3701;220;1652;96;3001;0;0;0;4969;8670
Abruzzo;84;175;3002;62;673;1;0;0;3913;238;1619;94;3533;0;0;0;5484;9397
Abruzzo;85;158;2802;76;670;0;0;0;3706;231;1328;64;3710;0;0;0;5333;9039
Abruzzo;86;121;2245;41;683;0;0;0;3090;224;1076;63;3227;0;0;0;4590;7680
Abruzzo;87;113;1970;34;661;0;0;0;2778;184;874;47;3132;0;0;0;4237;7015
Abruzzo;88;91;1517;27;574;0;0;0;2209;179;622;38;2828;0;0;0;3667;5876
Abruzzo;89;80;1322;23;559;0;0;0;1984;163;519;33;2704;0;0;0;3419;5403
Abruzzo;90;57;992;6;495;0;0;0;1550;122;351;20;2441;0;0;0;2934;4484
Abruzzo;91;52;823;12;421;1;0;0;1309;125;298;21;2217;0;0;0;2661;3970
Abruzzo;92;31;571;10;361;0;0;0;973;106;200;15;1725;0;0;0;2046;3019
Abruzzo;93;25;395;7;316;0;0;0;743;95;128;18;1506;0;0;0;1747;2490
Abruzzo;94;25;304;5;280;0;0;0;614;97;100;15;1292;0;0;0;1504;2118
Abruzzo;95;17;194;4;177;0;0;0;392;74;52;8;916;0;0;0;1050;1442
Abruzzo;96;3;106;1;141;0;0;0;251;48;46;4;667;0;0;0;765;1016
Abruzzo;97;10;80;0;103;0;0;0;193;32;27;4;481;0;0;0;544;737
Abruzzo;98;5;37;0;71;0;0;0;113;24;18;2;344;0;0;0;388;501
Abruzzo;99;2;25;1;45;0;0;0;73;18;10;1;260;0;0;0;289;362
Abruzzo;100;3;37;0;67;0;0;0;107;41;32;2;412;0;0;0;487;594
Abruzzo;999;295131;292687;18774;16330;282;5;3;623212;244192;293708;24859;82924;199;24;0;645906;1269118
Basilicata;0;1588;0;0;0;0;0;0;1588;1470;0;0;0;0;0;0;1470;3058
Basilicata;1;1572;0;0;0;0;0;0;1572;1526;0;0;0;0;0;0;1526;3098
Basilicata;2;1730;0;0;0;0;0;0;1730;1495;0;0;0;0;0;0;1495;3225
Basilicata;3;1735;0;0;0;0;0;0;1735;1616;0;0;0;0;0;0;1616;3351
Basilicata;4;1856;0;0;0;0;0;0;1856;1675;0;0;0;0;0;0;1675;3531
Basilicata;5;1928;0;0;0;0;0;0;1928;1754;0;0;0;0;0;0;1754;3682
Basilicata;6;1885;0;0;0;0;0;0;1885;1841;0;0;0;0;0;0;1841;3726
Basilicata;7;2067;0;0;0;0;0;0;2067;1871;0;0;0;0;0;0;1871;3938
Basilicata;8;2068;0;0;0;0;0;0;2068;1966;0;0;0;0;0;0;1966;4034
Basilicata;9;2094;0;0;0;0;0;0;2094;1991;0;0;0;0;0;0;1991;4085
Basilicata;10;2088;0;0;0;0;0;0;2088;2021;0;0;0;0;0;0;2021;4109
Basilicata;11;2108;0;0;0;0;0;0;2108;1964;0;0;0;0;0;0;1964;4072
Basilicata;12;2333;0;0;0;0;0;0;2333;2118;0;0;0;0;0;0;2118;4451
Basilicata;13;2287;0;0;0;0;0;0;2287;2146;0;0;0;0;0;0;2146;4433
Basilicata;14;2358;0;0;0;0;0;0;2358;2235;0;0;0;0;0;0;2235;4593
Basilicata;15;2500;0;0;0;0;0;0;2500;2282;0;0;0;0;0;0;2282;4782
Basilicata;16;2598;0;0;0;0;0;0;2598;2360;0;0;0;0;0;0;2360;4958
Basilicata;17;2684;0;0;0;0;0;0;2684;2335;1;1;0;0;0;0;2337;5021
Basilicata;18;2774;0;0;0;0;0;0;2774;2408;0;0;0;0;0;0;2408;5182
Basilicata;19;2773;1;0;0;0;0;0;2774;2406;5;0;0;0;0;0;2411;5185
Basilicata;20;2864;1;0;0;0;0;0;2865;2630;6;0;0;0;0;0;2636;5501
Basilicata;21;2957;3;0;0;0;0;0;2960;2520;22;1;0;0;0;0;2543;5503
Basilicata;22;2942;5;0;0;0;0;0;2947;2568;30;1;0;0;0;0;2599;5546
Basilicata;23;3005;6;0;0;0;0;0;3011;2494;54;0;0;0;0;0;2548;5559
Basilicata;24;3070;28;0;0;1;0;0;3099;2543;77;0;0;0;0;0;2620;5719
Basilicata;25;3012;39;1;0;1;0;0;3053;2560;107;2;0;0;0;0;2669;5722
Basilicata;26;3071;48;2;0;0;0;0;3121;2293;211;4;0;4;0;0;2512;5633
Basilicata;27;2892;86;2;0;1;0;0;2981;2258;255;3;0;0;0;0;2516;5497
Basilicata;28;2823;149;1;0;0;0;0;2973;2102;419;3;1;1;0;0;2526;5499
Basilicata;29;2710;194;4;0;0;0;0;2908;2057;520;4;1;1;0;0;2583;5491
Basilicata;30;2586;330;4;0;0;0;0;2920;1948;667;8;3;0;0;0;2626;5546
Basilicata;31;2503;425;11;0;0;0;0;2939;1828;765;14;0;2;0;0;2609;5548
Basilicata;32;2626;565;5;0;0;0;0;3196;1824;964;18;6;3;0;0;2815;6011
Basilicata;33;2283;733;10;2;1;0;0;3029;1601;1160;24;3;2;0;0;2790;5819
Basilicata;34;2259;909;14;2;1;0;0;3185;1500;1370;36;0;3;0;0;2909;6094
Basilicata;35;2183;1002;17;6;2;0;0;3210;1346;1424;39;11;0;0;0;2820;6030
Basilicata;36;1961;1151;25;4;1;0;0;3142;1216;1565;61;3;1;0;0;2846;5988
Basilicata;37;1897;1253;37;2;0;0;0;3189;1139;1606;65;9;3;0;0;2822;6011
Basilicata;38;1708;1332;32;3;2;0;0;3077;1033;1710;54;9;4;0;0;2810;5887
Basilicata;39;1666;1486;41;4;2;0;0;3199;977;1849;82;12;1;0;0;2921;6120
Basilicata;40;1573;1624;46;2;2;0;0;3247;972;1984;90;20;1;0;0;3067;6314
Basilicata;41;1494;1660;47;4;0;0;0;3205;869;2072;123;24;0;0;0;3088;6293
Basilicata;42;1380;1767;71;2;0;0;0;3220;901;2217;112;26;0;0;0;3256;6476
Basilicata;43;1341;1833;71;12;1;0;0;3258;746;2230;130;34;1;0;0;3141;6399
Basilicata;44;1235;1927;80;9;0;0;0;3251;770;2268;123;27;1;0;0;3189;6440
Basilicata;45;1261;2034;84;11;0;0;0;3390;668;2383;150;47;3;0;0;3251;6641
Basilicata;46;1278;2235;109;6;0;0;0;3628;668;2592;158;45;0;0;0;3463;7091
Basilicata;47;1170;2256;114;15;0;0;0;3555;666;2744;208;49;0;0;0;3667;7222
Basilicata;48;1259;2538;128;13;1;0;0;3939;709;2803;229;78;0;0;0;3819;7758
Basilicata;49;1103;2538;163;17;0;0;0;3821;692;3006;216;74;0;0;0;3988;7809
Basilicata;50;1135;2722;169;23;2;0;0;4051;650;3045;204;88;0;0;0;3987;8038
Basilicata;51;1019;2763;177;22;2;0;0;3983;655;2989;254;90;2;0;0;3990;7973
Basilicata;52;947;2806;194;30;3;0;0;3980;635;3161;252;108;2;0;0;4158;8138
Basilicata;53;947;2852;182;30;0;0;0;4011;598;3204;233;132;1;0;0;4168;8179
Basilicata;54;833;3041;177;36;1;0;0;4088;571;3322;223;159;0;0;0;4275;8363
Basilicata;55;849;3215;195;39;1;0;0;4299;552;3345;218;180;0;0;0;4295;8594
Basilicata;56;800;3189;172;39;1;0;0;4201;541;3364;231;218;1;0;0;4355;8556
Basilicata;57;757;3305;194;56;2;0;0;4314;520;3523;239;243;2;0;0;4527;8841
Basilicata;58;676;3207;171;63;1;0;0;4118;529;3488;210;261;0;0;0;4488;8606
Basilicata;59;690;3332;183;66;0;0;0;4271;511;3512;193;263;0;0;0;4479;8750
Basilicata;60;617;3535;187;84;0;0;0;4423;516;3584;216;319;0;0;0;4635;9058
Basilicata;61;558;3338;203;92;0;0;0;4191;489;3327;165;348;1;0;0;4330;8521
Basilicata;62;535;3459;177;72;1;0;0;4244;430;3323;192;388;0;0;0;4333;8577
Basilicata;63;461;3257;175;87;0;0;0;3980;397;3284;174;457;0;0;0;4312;8292
Basilicata;64;395;3285;137;91;1;0;0;3909;403;3155;174;497;0;0;0;4229;8138
Basilicata;65;430;3121;131;97;0;0;0;3779;391;2996;134;509;0;0;0;4030;7809
Basilicata;66;352;3071;126;101;2;0;0;3652;374;2850;128;524;0;0;0;3876;7528
Basilicata;67;337;2839;129;97;0;0;0;3402;347;2828;114;638;0;0;0;3927;7329
Basilicata;68;308;3010;127;131;0;0;0;3576;322;2731;124;699;0;0;0;3876;7452
Basilicata;69;290;2974;102;149;1;0;0;3516;277;2590;92;648;0;0;0;3607;7123
Basilicata;70;228;2888;93;143;0;0;0;3352;292;2536;105;768;1;0;0;3702;7054
Basilicata;71;230;2672;93;157;0;0;0;3152;266;2193;74;766;0;0;0;3299;6451
Basilicata;72;184;2535;73;169;0;0;0;2961;276;2134;84;832;0;0;0;3326;6287
Basilicata;73;166;2460;74;165;0;0;0;2865;204;2102;69;901;0;0;0;3276;6141
Basilicata;74;170;2563;73;201;0;0;0;3007;222;2007;67;991;0;0;0;3287;6294
Basilicata;75;159;2555;59;214;0;0;0;2987;196;1916;73;1094;0;0;0;3279;6266
Basilicata;76;145;2523;47;217;0;0;0;2932;221;1857;49;1293;0;0;0;3420;6352
Basilicata;77;138;2174;41;240;0;0;0;2593;208;1585;41;1268;0;0;0;3102;5695
Basilicata;78;111;1917;36;226;1;0;0;2291;166;1325;38;1203;0;0;0;2732;5023
Basilicata;79;64;1396;30;165;0;0;0;1655;153;953;26;1047;0;0;0;2179;3834
Basilicata;80;70;1399;21;182;0;0;0;1672;124;811;19;1073;0;0;0;2027;3699
Basilicata;81;67;1286;13;224;0;0;0;1590;121;738;27;1096;0;0;0;1982;3572
Basilicata;82;51;1148;13;207;0;0;0;1419;112;671;19;1156;0;0;0;1958;3377
Basilicata;83;52;1094;11;229;0;0;0;1386;107;597;15;1147;0;0;0;1866;3252
Basilicata;84;63;1208;19;289;0;0;0;1579;112;564;17;1422;0;0;0;2115;3694
Basilicata;85;42;1141;9;297;0;0;0;1489;107;574;11;1449;0;0;0;2141;3630
Basilicata;86;35;972;15;302;0;0;0;1324;115;423;10;1421;0;0;0;1969;3293
Basilicata;87;40;801;9;285;0;0;0;1135;104;365;16;1376;0;0;0;1861;2996
Basilicata;88;34;652;9;278;0;0;0;973;83;255;7;1290;0;0;0;1635;2608
Basilicata;89;28;551;6;231;0;0;0;816;85;221;6;1122;0;0;0;1434;2250
Basilicata;90;20;421;4;244;0;0;0;689;73;160;5;1051;0;0;0;1289;1978
Basilicata;91;13;326;3;212;0;0;0;554;50;104;7;937;0;0;0;1098;1652
Basilicata;92;8;247;0;203;0;0;0;458;54;63;4;682;0;0;0;803;1261
Basilicata;93;10;157;0;157;0;0;0;324;35;45;5;616;0;0;0;701;1025
Basilicata;94;9;105;4;127;0;0;0;245;42;33;2;532;0;0;0;609;854
Basilicata;95;5;82;0;101;0;0;0;188;36;23;1;385;0;0;0;445;633
Basilicata;96;4;36;1;70;0;0;0;111;23;15;1;266;0;0;0;305;416
Basilicata;97;2;35;1;54;0;0;0;92;16;11;1;181;0;0;0;209;301
Basilicata;98;1;13;1;38;0;0;0;53;8;3;0;153;0;0;0;164;217
Basilicata;99;0;7;0;24;0;0;0;31;9;6;0;98;0;0;0;113;144
Basilicata;100;3;8;0;38;0;0;0;49;12;9;1;138;0;0;0;160;209
Basilicata;999;122226;127851;5185;7208;35;0;0;262505;98918;127006;6529;35005;41;0;0;267499;530004
Calabria;0;6480;0;0;0;0;0;0;6480;6183;0;0;0;0;0;0;6183;12663
Calabria;1;6834;0;0;0;0;0;0;6834;6534;0;0;0;0;0;0;6534;13368
Calabria;2;6964;0;0;0;0;0;0;6964;6515;0;0;0;0;0;0;6515;13479
Calabria;3;6793;0;0;0;0;0;0;6793;6536;0;0;0;0;0;0;6536;13329
Calabria;4;7154;0;0;0;0;0;0;7154;6909;0;0;0;0;0;0;6909;14063
Calabria;5;7475;0;0;0;0;0;0;7475;7133;0;0;0;0;0;0;7133;14608
Calabria;6;7799;0;0;0;0;0;0;7799;7345;0;0;0;0;0;0;7345;15144
Calabria;7;7993;0;0;0;0;0;0;7993;7607;0;0;0;0;0;0;7607;15600
Calabria;8;8150;0;0;0;0;0;0;8150;7731;0;0;0;0;0;0;7731;15881
Calabria;9;8291;0;0;0;0;0;0;8291;7894;0;0;0;0;0;0;7894;16185
Calabria;10;8395;0;0;0;0;0;0;8395;7829;0;0;0;0;0;0;7829;16224
Calabria;11;8301;0;0;0;0;0;0;8301;7977;0;0;0;0;0;0;7977;16278
Calabria;12;8763;0;0;0;0;0;0;8763;8068;0;0;0;0;0;0;8068;16831
Calabria;13;8773;0;0;0;0;0;0;8773;8237;0;0;0;0;0;0;8237;17010
Calabria;14;8943;0;0;0;0;0;0;8943;8565;0;0;0;0;0;0;8565;17508
Calabria;15;9214;0;0;0;0;0;0;9214;8558;0;0;0;0;0;0;8558;17772
Calabria;16;9092;0;0;0;0;0;0;9092;8885;0;0;0;0;0;0;8885;17977
Calabria;17;9478;0;1;0;0;0;0;9479;8728;0;0;0;0;0;0;8728;18207
Calabria;18;9954;0;0;0;0;0;0;9954;8978;5;0;0;0;0;0;8983;18937
Calabria;19;9828;4;0;0;0;0;0;9832;8856;21;0;0;0;0;0;8877;18709
Calabria;20;10210;8;1;0;1;0;0;10220;9076;51;0;1;0;0;0;9128;19348
Calabria;21;10001;21;0;0;0;0;0;10022;8958;102;0;0;0;0;0;9060;19082
Calabria;22;9878;53;1;0;0;0;0;9932;8723;184;1;0;0;0;0;8908;18840
Calabria;23;9894;81;2;0;0;0;0;9977;8902;331;3;0;0;0;0;9236;19213
Calabria;24;10122;109;3;0;1;0;0;10235;8861;479;8;0;2;0;0;9350;19585
Calabria;25;9986;215;3;1;0;0;0;10205;8504;715;6;3;0;0;0;9228;19433
Calabria;26;9855;390;3;0;2;0;0;10250;8193;1061;8;3;2;0;0;9267;19517
Calabria;27;9299;594;8;2;1;0;0;9904;7615;1457;11;3;3;0;0;9089;18993
Calabria;28;9243;797;5;1;2;0;0;10048;7102;1934;28;2;1;0;0;9067;19115
Calabria;29;8730;1190;11;1;2;0;0;9934;6799;2499;27;2;7;0;0;9334;19268
Calabria;30;8500;1632;17;1;6;0;0;10156;6408;2952;57;7;5;0;0;9429;19585
Calabria;31;8348;2086;18;4;6;0;0;10462;6015;3692;60;5;5;0;0;9777;20239
Calabria;32;7983;2567;28;2;5;1;0;10586;5704;4427;81;6;3;0;0;10221;20807
Calabria;33;7508;3088;39;5;1;0;0;10641;5331;4777;93;18;3;1;0;10223;20864
Calabria;34;7193;3653;57;9;3;0;0;10915;4999;5175;136;21;6;0;0;10337;21252
Calabria;35;7000;4131;74;2;5;0;0;11212;4552;5937;158;21;8;0;0;10676;21888
Calabria;36;6465;4749;88;9;9;0;0;11320;4257;6380;195;34;3;0;0;10869;22189
Calabria;37;5984;4938;105;4;6;1;0;11038;3914;6792;218;33;5;0;0;10962;22000
Calabria;38;5603;5354;115;11;5;0;0;11088;3603;6959;269;59;3;0;0;10893;21981
Calabria;39;5433;5648;131;6;5;0;0;11223;3438;7282;301;57;2;0;0;11080;22303
Calabria;40;5159;6306;186;20;3;0;0;11674;3256;7412;329;71;4;0;0;11072;22746
Calabria;41;4811;6414;194;14;3;0;0;11436;2941;7851;370;61;2;0;0;11225;22661
Calabria;42;4604;6748;241;11;5;0;0;11609;2847;8260;437;103;0;0;0;11647;23256
Calabria;43;4370;6967;242;23;10;1;0;11613;2760;8291;442;92;2;0;0;11587;23200
Calabria;44;4158;7441;302;35;3;0;0;11939;2628;8613;473;130;2;0;0;11846;23785
Calabria;45;4149;7647;303;38;6;1;1;12145;2609;8939;536;137;2;0;0;12223;24368
Calabria;46;3911;8047;353;43;3;0;0;12357;2472;9060;576;181;1;1;0;12291;24648
Calabria;47;3791;8181;370;39;3;0;0;12384;2459;9616;639;221;2;0;0;12937;25321
Calabria;48;3767;8812;423;53;2;0;0;13057;2416;10097;686;269;3;0;0;13471;26528
Calabria;49;3596;8906;450;72;5;0;0;13029;2292;10120;701;296;1;0;0;13410;26439
Calabria;50;3477;9148;448;72;0;1;0;13146;2263;10473;682;314;1;0;1;13734;26880
Calabria;51;3293;9123;558;88;2;2;0;13066;2121;10424;712;414;0;0;0;13671;26737
Calabria;52;3132;9357;542;100;5;0;0;13136;2094;10649;763;452;0;0;0;13958;27094
Calabria;53;2985;9561;547;100;0;0;0;13193;1944;10928;815;529;1;0;0;14217;27410
Calabria;54;2722;9666;559;109;2;0;0;13058;2002;10730;738;605;1;0;0;14076;27134
Calabria;55;2775;10153;605;123;2;1;0;13659;1993;11547;776;643;3;0;0;14962;28621
Calabria;56;2611;10224;583;131;1;0;1;13551;1995;11181;777;715;1;0;0;14669;28220
Calabria;57;2432;10448;628;175;6;0;0;13689;1838;11324;752;885;1;1;0;14801;28490
Calabria;58;2290;10638;591;192;1;0;0;13712;1785;11526;683;957;0;0;0;14951;28663
Calabria;59;2131;10698;608;223;1;0;0;13661;1673;11313;679;1073;2;0;0;14740;28401
Calabria;60;2109;11194;620;276;4;0;0;14203;1738;11719;697;1277;1;0;0;15432;29635
Calabria;61;1824;10813;541;246;0;1;0;13425;1458;11059;649;1375;0;0;0;14541;27966
Calabria;62;1707;10796;490;267;2;0;0;13262;1488;11028;583;1421;0;0;0;14520;27782
Calabria;63;1608;10664;531;292;3;0;0;13098;1407;10733;539;1642;1;0;0;14322;27420
Calabria;64;1549;10654;538;318;0;0;0;13059;1327;10289;574;1869;0;0;0;14059;27118
Calabria;65;1374;10417;503;347;2;0;0;12643;1290;9894;491;1960;0;0;0;13635;26278
Calabria;66;1236;9630;444;353;2;0;0;11665;1093;9024;496;2005;2;0;0;12620;24285
Calabria;67;1126;10136;464;424;1;0;0;12151;1092;9002;457;2276;0;0;0;12827;24978
Calabria;68;1037;9719;359;440;0;0;0;11555;983;8648;436;2372;0;0;0;12439;23994
Calabria;69;956;9748;371;381;1;0;0;11457;960;8308;395;2601;0;0;0;12264;23721
Calabria;70;886;9648;327;486;2;0;0;11349;898;8009;355;2773;0;0;0;12035;23384
Calabria;71;762;8899;329;544;1;0;0;10535;890;7268;345;2804;0;0;0;11307;21842
Calabria;72;672;8336;267;517;0;0;0;9792;765;6680;305;2962;0;0;0;10712;20504
Calabria;73;619;8350;239;583;0;0;0;9791;783;6483;301;3313;0;0;0;10880;20671
Calabria;74;579;8403;210;627;1;0;0;9820;774;6331;281;3556;0;0;0;10942;20762
Calabria;75;515;8223;247;711;0;0;0;9696;739;5893;241;3930;0;0;0;10803;20499
Calabria;76;493;8020;210;714;2;0;0;9439;672;5718;222;4277;0;0;0;10889;20328
Calabria;77;456;7582;164;773;0;0;0;8975;630;4996;194;4493;0;0;0;10313;19288
Calabria;78;392;6627;133;779;0;0;0;7931;612;4296;170;4330;0;0;0;9408;17339
Calabria;79;281;4949;111;651;0;0;0;5992;477;3080;116;3464;0;0;0;7137;13129
Calabria;80;290;4776;92;698;0;0;0;5856;433;2755;104;3602;0;0;0;6894;12750
Calabria;81;232;4353;79;689;0;0;0;5353;456;2411;97;3791;0;0;0;6755;12108
Calabria;82;193;4074;69;752;0;0;0;5088;387;2107;80;3898;0;0;0;6472;11560
Calabria;83;203;3718;54;725;1;0;0;4701;381;1805;92;3892;0;0;0;6170;10871
Calabria;84;203;3860;53;946;0;0;0;5062;402;1796;91;4406;0;0;0;6695;11757
Calabria;85;166;3409;54;930;0;0;0;4559;374;1562;75;4295;0;0;0;6306;10865
Calabria;86;125;2753;34;860;0;0;0;3772;353;1270;64;4046;0;0;0;5733;9505
Calabria;87;124;2400;31;866;0;0;0;3421;300;931;39;3735;0;0;0;5005;8426
Calabria;88;108;1964;23;836;0;0;0;2931;273;816;38;3537;0;0;0;4664;7595
Calabria;89;94;1550;19;812;0;0;0;2475;284;595;31;3238;0;0;0;4148;6623
Calabria;90;68;1332;14;685;0;0;0;2099;229;436;34;2859;0;0;0;3558;5657
Calabria;91;59;1013;8;702;0;0;0;1782;206;315;23;2567;0;0;0;3111;4893
Calabria;92;35;754;4;538;0;0;0;1331;181;230;13;2221;0;0;0;2645;3976
Calabria;93;35;488;10;417;0;0;0;950;151;154;20;1749;0;0;0;2074;3024
Calabria;94;21;368;1;369;0;0;0;759;132;132;12;1430;0;0;0;1706;2465
Calabria;95;15;243;3;245;0;0;0;506;100;72;14;1037;0;0;0;1223;1729
Calabria;96;12;131;2;210;0;0;0;355;73;54;6;752;0;0;0;885;1240
Calabria;97;9;90;1;159;0;0;0;259;57;35;6;551;0;0;0;649;908
Calabria;98;6;65;0;107;0;0;0;178;46;41;2;384;0;0;0;473;651
Calabria;99;3;44;0;69;0;0;0;116;24;22;4;274;0;0;0;324;440
Calabria;100;11;90;1;103;0;0;0;205;56;56;4;482;0;0;0;598;803
Calabria;999;424266;436076;17093;23166;145;9;2;900757;357384;437619;22922;115869;91;3;1;933889;1834646
Campania;0;21235;0;0;0;0;0;0;21235;20088;0;0;0;0;0;0;20088;41323
Campania;1;21983;0;0;0;0;0;0;21983;20928;0;0;0;0;0;0;20928;42911
Campania;2;22878;0;0;0;0;0;0;22878;21691;0;0;0;0;0;0;21691;44569
Campania;3;22359;0;0;0;0;0;0;22359;21228;0;0;0;0;0;0;21228;43587
Campania;4;23431;0;0;0;0;0;0;23431;22128;0;0;0;0;0;0;22128;45559
Campania;5;24175;0;0;0;0;0;0;24175;23084;0;0;0;0;0;0;23084;47259
Campania;6;24926;0;0;0;0;0;0;24926;23273;0;0;0;0;0;0;23273;48199
Campania;7;25706;0;0;0;0;0;0;25706;24569;0;0;0;0;0;0;24569;50275
Campania;8;25948;0;0;0;0;0;0;25948;24525;0;0;0;0;0;0;24525;50473
Campania;9;26255;0;0;0;0;0;0;26255;24864;0;0;0;0;0;0;24864;51119
Campania;10;26847;0;0;0;0;0;0;26847;25085;0;0;0;0;0;0;25085;51932
Campania;11;26984;0;0;0;0;0;0;26984;25918;0;0;0;0;0;0;25918;52902
Campania;12;28542;0;0;0;0;0;0;28542;26659;0;0;0;0;0;0;26659;55201
Campania;13;29241;0;0;0;0;0;0;29241;27423;0;0;0;0;0;0;27423;56664
Campania;14;30219;0;0;0;0;0;0;30219;28082;0;0;0;0;0;0;28082;58301
Campania;15;30634;0;0;0;0;0;0;30634;29120;0;0;0;0;0;0;29120;59754
Campania;16;31007;1;1;0;0;0;0;31009;29554;4;0;0;0;0;0;29558;60567
