FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,MARITAL_STATUS,Stato civile,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2023,83,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2024,115,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2015,283,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2016,339,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2017,263,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2018,320,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2019,270,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2020,401,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2021,342,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2022,266,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2023,320,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2024,376,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2015,42,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2016,36,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2017,44,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2018,43,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2019,33,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2020,33,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2021,21,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2022,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2023,39,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2024,47,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2015,29,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2016,14,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2017,25,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2018,33,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2019,15,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2020,39,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2021,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2022,18,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2023,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2024,30,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2015,6,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2016,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2017,4,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2018,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2019,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2020,53,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2021,60,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2022,30,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2023,45,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2024,37,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2015,23,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2016,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,13,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2018,18,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2019,16,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,24,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2021,11,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2022,11,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2015,645,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2016,684,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2017,623,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2018,709,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2019,632,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2020,985,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2021,952,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2022,747,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2023,911,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2024,1076,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,SIN,Celibe/nubile,2023,3,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,SIN,Celibe/nubile,2024,1,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2023,1,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,NRP,Non indicato,2023,2,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2023,12,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2024,9,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Totale,2023,18,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Totale,2024,10,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2015,188,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2016,216,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2017,208,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2018,214,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2019,229,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2020,348,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2021,416,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2022,340,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2023,416,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SIN,Celibe/nubile,2024,489,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2015,83,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2016,78,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2017,79,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2018,81,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2019,71,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2020,99,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2021,101,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2022,65,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2023,86,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2024,116,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2015,296,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2016,348,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2017,271,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2018,327,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2019,276,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2020,411,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2021,348,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2022,269,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2023,325,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2024,384,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2015,42,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2016,36,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2017,44,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2018,43,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2019,34,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2020,34,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2021,21,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2022,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2023,40,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,DIV2,Divorziato da matrimonio/unione civile,2024,47,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2015,31,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2016,15,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2017,26,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2018,33,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2019,16,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2020,39,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2021,24,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2022,18,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2023,22,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,WID2,Vedovo da matrimonio/unione civile,2024,30,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2015,6,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2016,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2017,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2018,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2019,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2020,54,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2021,64,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2022,31,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2023,47,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,NRP,Non indicato,2024,37,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2015,23,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2016,5,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,18,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2018,19,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2019,16,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,26,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,14,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,14,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,12,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,9,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2015,669,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2016,703,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2017,651,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2018,722,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2019,647,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2020,1011,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2021,988,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2022,759,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2023,948,,
A,Annuale,ITC1,Piemonte,VICTIMS,Vittime di violenza,T,Totale,ALL,Totale,2024,1112,,
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,SIN,Celibe/nubile,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,SIN,Celibe/nubile,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2024,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2018,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Totale,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Totale,2018,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Totale,2022,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,M,Maschi,ALL,Totale,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2015,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2016,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2017,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2018,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2019,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2020,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2021,4,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2022,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SIN,Celibe/nubile,2024,8,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2015,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2019,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,SEP_FSEP,Separato di fatto/legalmente da matrimonio,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2015,7,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2016,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2017,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2018,6,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2019,5,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2020,10,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2022,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,MAR2,'Coniugato, unito civilmente, separato da matrimonio/unione civile',2024,9,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2019,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,DIV2,Divorziato da matrimonio/unione civile,2024,3,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2015,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2021,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2022,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,WID2,Vedovo da matrimonio/unione civile,2023,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2023,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,NRP,Non indicato,2024,2,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,1,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2015,12,,"
"A,Annuale,ITC2,'Valle d""'Aosta / Vallée d""'Aoste',VICTIMS,Vittime di violenza,F,Femmine,ALL,Totale,2016,11,,"
