FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,Y_PRESENCE_DISABILITY,Presenza di disabilità,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2016,4207,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2017,3769,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2018,4798,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2019,4527,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2020,5979,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2021,5818,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2022,5467,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2023,7692,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,F,Femmine,9,Totale,2024,10475,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,0,No,2023,1,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,0,No,2024,2,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,1,Si,2023,10,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,1,Si,2024,7,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,2,Non indicato,2023,31,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,2,Non indicato,2024,33,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,9,Totale,2023,42,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,NRP,Non indicato,9,Totale,2024,42,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2015,4073,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2016,4085,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2017,3818,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2018,5085,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2019,4849,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2020,5335,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2021,3852,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2022,3534,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2023,2018,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,0,No,2024,3812,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2015,106,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2016,107,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2017,111,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2018,118,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2019,106,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2020,347,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2021,539,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2022,291,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2023,1462,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,1,Si,2024,481,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2015,620,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2016,434,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2017,308,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2018,86,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2019,70,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2020,942,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2021,2005,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2022,2266,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2023,5185,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,2,Non indicato,2024,7365,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2015,4799,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2016,4626,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2017,4237,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2018,5289,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2019,5025,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2020,6624,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2021,6396,,
A,Annuale,ITC,Nord-ovest,USERS,Utenti del 1522,T,Totale,9,Totale,2022,6091,,
