FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,Y_PRESENCE_DISABILITY,Presenza di disabilità,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2018,18,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2019,4,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2020,20,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2021,29,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2022,20,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2023,50,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,1,Si,2024,22,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2015,33,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2016,28,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2017,31,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2018,11,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2019,10,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2020,45,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2021,115,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2022,187,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2023,448,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2024,618,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2015,235,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2016,243,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2017,262,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2018,308,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2019,307,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2020,405,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2021,363,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2022,403,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2023,577,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,M,Maschi,9,Totale,2024,733,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2015,2123,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2016,2126,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2017,2065,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2018,2777,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2019,2619,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2020,3014,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2021,2209,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2022,2030,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2023,1269,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,0,No,2024,2437,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2015,46,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2016,49,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2017,46,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2018,61,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2019,59,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2020,175,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2021,262,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2022,161,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2023,870,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,1,Si,2024,295,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2015,314,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2016,230,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2017,169,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2018,40,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2019,36,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2020,519,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2021,1129,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2022,1223,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2023,2713,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2024,4075,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2015,2483,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2016,2405,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2017,2280,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2018,2878,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2019,2714,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2020,3708,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2021,3600,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2022,3414,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2023,4852,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,F,Femmine,9,Totale,2024,6807,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,0,No,2024,1,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,1,Si,2023,5,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,1,Si,2024,3,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,2,Non indicato,2023,26,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,2,Non indicato,2024,23,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,9,Totale,2023,31,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,NRP,Non indicato,9,Totale,2024,27,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2015,2315,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2016,2328,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2017,2285,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2018,3056,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2019,2912,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2020,3354,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2021,2428,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2022,2226,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2023,1348,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,0,No,2024,2531,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2015,56,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2016,62,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2017,57,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2018,79,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2019,63,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2020,195,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2021,291,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2022,181,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2023,925,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,1,Si,2024,320,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2015,347,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2016,258,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2017,200,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2018,51,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2019,46,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2020,564,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2021,1244,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2022,1410,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2023,3187,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,2,Non indicato,2024,4716,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2015,2718,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2016,2648,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2017,2542,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2018,3186,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2019,3021,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2020,4113,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2021,3963,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2022,3817,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2023,5460,,
A,Annuale,ITC4,Lombardia,USERS,Utenti del 1522,T,Totale,9,Totale,2024,7567,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2015,231,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2016,173,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2017,182,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2018,273,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2019,286,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2020,316,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2021,230,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2022,175,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2023,74,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,0,No,2024,101,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2015,12,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2016,6,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2017,13,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2018,16,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2019,12,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2020,21,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2021,51,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2022,18,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2023,60,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,1,Si,2024,15,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2015,25,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2016,28,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2017,20,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2018,9,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2019,10,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2020,67,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2021,157,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2022,177,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2023,548,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2024,744,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2015,268,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2016,207,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2017,215,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2018,298,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2019,308,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2020,404,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2021,438,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2022,370,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2023,682,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,M,Maschi,9,Totale,2024,860,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2015,2011,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2016,1742,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2017,1690,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2018,2561,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2019,2661,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2020,2876,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2021,2363,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2022,2163,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2023,1248,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,0,No,2024,2561,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2015,49,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2016,65,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2017,36,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2018,57,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2019,80,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2020,184,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2021,344,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2022,157,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2023,847,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,1,Si,2024,301,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2015,244,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2016,191,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2017,130,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2018,40,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2019,35,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2020,553,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2021,1261,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2022,1360,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2023,3835,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,2,Non indicato,2024,4750,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2015,2304,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2016,1998,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2017,1856,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2018,2658,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2019,2776,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2020,3613,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2021,3968,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2022,3680,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2023,5930,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,F,Femmine,9,Totale,2024,7612,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,NRP,Non indicato,0,No,2024,6,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,NRP,Non indicato,1,Si,2023,3,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,NRP,Non indicato,2,Non indicato,2023,23,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,NRP,Non indicato,2,Non indicato,2024,20,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,NRP,Non indicato,9,Totale,2023,26,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,NRP,Non indicato,9,Totale,2024,26,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2015,2242,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2016,1915,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2017,1872,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2018,2834,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2019,2947,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2020,3192,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2021,2593,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2022,2338,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2023,1322,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,0,No,2024,2668,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2015,61,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2016,71,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2017,49,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2018,73,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2019,92,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2020,205,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2021,395,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2022,175,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2023,910,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,1,Si,2024,316,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2015,269,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2016,219,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2017,150,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2018,49,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2019,45,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2020,620,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2021,1418,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2022,1537,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2023,4406,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,2,Non indicato,2024,5514,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2015,2572,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2016,2205,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2017,2071,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2018,2956,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2019,3084,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2020,4017,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2021,4406,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2022,4050,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2023,6638,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,9,Totale,2024,8498,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2015,21,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2016,12,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2017,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2018,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2019,8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2020,27,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2021,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2022,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2023,5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,0,No,2024,10,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2015,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2018,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2019,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2020,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2021,15,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2022,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2023,6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,1,Si,2024,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2015,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2016,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2017,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2020,7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2021,7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2022,15,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2023,51,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,2,Non indicato,2024,35,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,9,Totale,2015,25,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,9,Totale,2016,14,,
