FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,COMP_REASWITHDRAWAL,Denucia_motivo_ritiro,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2021,11,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2022,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2023,8,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2024,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2016,2,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2017,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2019,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2020,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2023,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2024,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2015,36,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2016,28,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2017,24,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2018,21,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2019,25,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2020,49,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2021,36,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2022,24,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2023,42,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2024,41,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2019,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2023,9,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2024,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2015,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2016,4,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2017,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2018,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2019,2,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2020,23,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2021,14,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2022,4,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2024,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,49,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,39,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,36,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,31,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2019,32,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,78,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,61,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,29,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,60,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,50,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2015,124,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2016,127,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2017,132,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2018,158,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2019,188,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2020,221,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2021,300,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2022,250,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2023,296,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2024,369,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2015,37,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2016,43,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2017,25,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2018,37,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2019,40,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2020,25,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2021,47,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2022,57,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2023,45,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2024,91,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2015,803,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2016,778,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2017,748,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2018,958,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2019,859,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2020,1307,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2021,1564,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2022,1276,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2023,1622,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2024,2355,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2015,11,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2016,8,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2017,7,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2018,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2019,4,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2020,18,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2021,27,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2022,21,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2023,188,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2024,152,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2015,51,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2016,53,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,63,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2018,96,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2019,105,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,434,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2021,340,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2022,98,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2023,24,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2024,45,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,1026,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,1009,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,975,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,1255,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,1196,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,2005,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,2278,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,1702,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2023,2175,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2024,3012,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,REPORT,Denuncia,2023,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,REPORT,Denuncia,2024,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,NOREPORT,Non denuncia,2023,1,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,NOREPORT,Non denuncia,2024,10,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,NRP,Non risponde,2023,7,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,NRP,Non risponde,2024,2,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2023,22,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2024,39,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2023,36,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2024,52,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2015,131,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2016,132,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2017,137,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2018,162,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2019,191,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2020,226,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2021,311,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2022,251,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2023,310,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2024,376,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2015,37,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2016,45,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2017,26,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2018,37,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2019,41,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2020,26,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2021,47,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2022,57,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2023,46,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2024,92,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2015,839,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2016,806,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2017,772,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2018,979,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2019,884,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2020,1356,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2021,1600,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2022,1300,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2023,1665,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2024,2406,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2015,11,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2016,8,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2017,7,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2018,6,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2019,5,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2020,18,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2021,27,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2022,21,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2023,204,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2024,155,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2015,57,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2016,57,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,69,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2018,102,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2019,107,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,457,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,354,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,102,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,46,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,85,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,1075,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,1048,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,1011,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,1286,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,1228,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,2083,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,2339,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,1731,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,2271,,
A,Annuale,ITD,Nord-est,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,3114,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2024,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2023,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2024,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2020,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2020,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2023,20,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2024,18,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2024,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2020,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2022,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2023,110,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2024,115,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2023,6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2024,11,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2021,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2023,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2024,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2023,140,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2024,150,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,NRP,Non indicato,REPORT,Denuncia,2023,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,NRP,Non indicato,NRP,Non risponde,2023,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2023,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2020,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2023,21,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2024,19,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2024,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2020,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2022,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2023,114,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2024,118,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2023,7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2024,11,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,146,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,154,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2015,1,,
