FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,COMP_REASWITHDRAWAL,Denucia_motivo_ritiro,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2017,8,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2018,16,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2019,15,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2020,6,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2021,25,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2022,22,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2023,19,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2024,31,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2015,350,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2016,322,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2017,296,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2018,397,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2019,341,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2020,590,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2021,689,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2022,541,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2023,633,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2024,963,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2015,7,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2016,5,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2017,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2018,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2019,1,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2020,6,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2021,10,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2022,9,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2023,76,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2024,58,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2015,14,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2016,21,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,28,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2018,45,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2019,43,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,178,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2021,137,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2022,40,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2023,12,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2024,17,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,437,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,423,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,394,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,513,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,479,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,882,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,965,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2022,710,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2023,853,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2024,1208,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,REPORT,Denuncia,2023,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,REPORT,Denuncia,2024,1,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,NOREPORT,Non denuncia,2023,1,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,NOREPORT,Non denuncia,2024,3,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,NRP,Non risponde,2023,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,NRP,Non risponde,2024,1,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2023,12,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,UNAV,Non disponibile,2024,18,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2023,17,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,NRP,Non indicato,ALL,Tutte le voci,2024,23,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2015,50,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2016,58,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2017,62,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2018,55,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2019,79,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2020,104,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2021,107,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2022,99,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2023,118,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,REPORT,Denuncia,2024,141,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2015,18,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2016,20,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2017,9,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2018,16,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2019,15,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2020,7,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2021,25,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2022,22,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2023,20,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,WITHDR_COMP,Ritira la denuncia,2024,31,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2015,365,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2016,338,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2017,307,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2018,400,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2019,351,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2020,610,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2021,707,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2022,553,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2023,649,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NOREPORT,Non denuncia,2024,987,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2015,7,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2016,5,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2017,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2018,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2019,2,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2020,6,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2021,10,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2022,9,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2023,83,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,NRP,Non risponde,2024,60,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2015,16,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2016,22,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2017,33,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2018,49,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2019,44,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2020,186,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2021,145,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2022,44,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2023,24,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,UNAV,Non disponibile,2024,36,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2015,456,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2016,443,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2017,413,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2018,522,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2019,491,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2020,913,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2021,994,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2022,727,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2023,894,,
A,Annuale,ITD5,Emilia-Romagna,VICTIMS,Vittime di violenza,T,Totale,ALL,Tutte le voci,2024,1255,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2015,5,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2016,13,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2017,7,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2018,6,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2019,5,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2020,13,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2021,14,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2022,9,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2023,15,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,REPORT,Denuncia,2024,9,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2015,1,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2016,3,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2018,1,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2020,1,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2021,1,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2023,1,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,WITHDR_COMP,Ritira la denuncia,2024,4,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2015,44,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2016,50,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2017,45,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2018,43,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2019,40,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2020,83,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2021,65,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2022,56,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2023,49,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NOREPORT,Non denuncia,2024,65,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2016,1,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2023,11,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,NRP,Non risponde,2024,7,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2015,6,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2016,9,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2017,11,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2018,7,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2019,3,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2020,33,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2021,21,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2022,5,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,UNAV,Non disponibile,2024,2,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2015,56,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2016,76,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2017,63,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2018,57,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2019,48,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2020,130,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2021,101,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2022,70,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2023,76,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,M,Maschi,ALL,Tutte le voci,2024,87,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2015,248,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2016,273,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2017,253,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2018,320,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2019,281,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2020,352,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2021,541,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2022,382,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2023,447,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,REPORT,Denuncia,2024,499,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2015,62,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2016,60,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2017,53,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2018,48,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2019,58,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2020,62,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2021,78,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2022,67,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2023,51,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,WITHDR_COMP,Ritira la denuncia,2024,93,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2015,1297,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2016,1250,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2017,1095,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2018,1560,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2019,1490,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2020,1922,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2021,2237,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2022,1904,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2023,2253,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NOREPORT,Non denuncia,2024,2731,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2015,10,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2016,8,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2017,9,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2018,4,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2019,10,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2020,33,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2021,39,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2022,52,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2023,269,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,NRP,Non risponde,2024,186,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2015,98,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2016,87,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2017,160,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2018,164,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2019,102,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2020,684,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2021,490,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2022,168,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2023,42,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,UNAV,Non disponibile,2024,64,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2015,1715,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2016,1678,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2017,1570,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2018,2096,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2019,1941,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2020,3053,,
A,Annuale,ITE,Centro,VICTIMS,Vittime di violenza,F,Femmine,ALL,Tutte le voci,2021,3385,,
