territorio,tipologia_utenti,sesso,periodo,numero_vittime
basilicata,altre chiamate valide,femmine,2021,1
basilicata,altre chiamate valide,femmine,2023,11
basilicata,altre chiamate valide,femmine,2024,16
calabria,utenti che chiamano per sè,maschi,2015,54
calabria,utenti che chiamano per sè,maschi,2016,41
calabria,utenti che chiamano per sè,maschi,2017,66
calabria,utenti che chiamano per sè,maschi,2018,51
calabria,utenti che chiamano per sè,maschi,2019,46
calabria,utenti che chiamano per sè,maschi,2020,61
calabria,utenti che chiamano per sè,maschi,2021,53
calabria,utenti che chiamano per sè,maschi,2022,39
calabria,utenti che chiamano per sè,maschi,2023,37
calabria,utenti che chiamano per sè,maschi,2024,18
calabria,utenti che chiamano per sè,femmine,2015,405
calabria,utenti che chiamano per sè,femmine,2016,305
calabria,utenti che chiamano per sè,femmine,2017,264
calabria,utenti che chiamano per sè,femmine,2018,386
calabria,utenti che chiamano per sè,femmine,2019,417
calabria,utenti che chiamano per sè,femmine,2020,590
calabria,utenti che chiamano per sè,femmine,2021,550
calabria,utenti che chiamano per sè,femmine,2022,611
calabria,utenti che chiamano per sè,femmine,2023,547
calabria,utenti che chiamano per sè,femmine,2024,537
calabria,utenti che chiamano per sè,non indicato,2023,1
calabria,utenti che chiamano per sè,non indicato,2024,2
calabria,da operatori,maschi,2015,7
calabria,da operatori,maschi,2016,9
calabria,da operatori,maschi,2017,7
calabria,da operatori,maschi,2018,13
calabria,da operatori,maschi,2019,18
calabria,da operatori,maschi,2020,5
calabria,da operatori,maschi,2021,7
calabria,da operatori,maschi,2022,15
calabria,da operatori,maschi,2023,36
calabria,da operatori,maschi,2024,51
calabria,da operatori,femmine,2015,7
calabria,da operatori,femmine,2016,5
calabria,da operatori,femmine,2017,8
calabria,da operatori,femmine,2018,15
calabria,da operatori,femmine,2019,11
calabria,da operatori,femmine,2020,4
calabria,da operatori,femmine,2021,9
calabria,da operatori,femmine,2022,4
calabria,da operatori,femmine,2023,31
calabria,da operatori,femmine,2024,40
calabria,da parenti/amici/conoscenti,maschi,2015,9
calabria,da parenti/amici/conoscenti,maschi,2016,8
calabria,da parenti/amici/conoscenti,maschi,2017,7
calabria,da parenti/amici/conoscenti,maschi,2018,6
calabria,da parenti/amici/conoscenti,maschi,2019,7
calabria,da parenti/amici/conoscenti,maschi,2020,9
calabria,da parenti/amici/conoscenti,maschi,2021,6
calabria,da parenti/amici/conoscenti,maschi,2022,3
calabria,da parenti/amici/conoscenti,maschi,2023,22
calabria,da parenti/amici/conoscenti,maschi,2024,18
calabria,da parenti/amici/conoscenti,femmine,2015,41
calabria,da parenti/amici/conoscenti,femmine,2016,31
calabria,da parenti/amici/conoscenti,femmine,2017,18
calabria,da parenti/amici/conoscenti,femmine,2018,19
calabria,da parenti/amici/conoscenti,femmine,2019,10
calabria,da parenti/amici/conoscenti,femmine,2020,16
calabria,da parenti/amici/conoscenti,femmine,2021,26
calabria,da parenti/amici/conoscenti,femmine,2022,17
calabria,da parenti/amici/conoscenti,femmine,2023,58
calabria,da parenti/amici/conoscenti,femmine,2024,57
calabria,altre chiamate valide,maschi,2015,2
calabria,altre chiamate valide,maschi,2017,1
calabria,altre chiamate valide,maschi,2018,2
calabria,altre chiamate valide,maschi,2019,1
calabria,altre chiamate valide,maschi,2023,30
calabria,altre chiamate valide,maschi,2024,36
calabria,altre chiamate valide,femmine,2015,5
calabria,altre chiamate valide,femmine,2016,10
calabria,altre chiamate valide,femmine,2017,5
calabria,altre chiamate valide,femmine,2018,11
calabria,altre chiamate valide,femmine,2020,4
calabria,altre chiamate valide,femmine,2021,3
calabria,altre chiamate valide,femmine,2022,2
calabria,altre chiamate valide,femmine,2023,54
calabria,altre chiamate valide,femmine,2024,95
calabria,valore mancante,maschi,2023,1
calabria,valore mancante,femmine,2023,4
isole,utenti che chiamano per sè,maschi,2015,194
isole,utenti che chiamano per sè,maschi,2016,123
isole,utenti che chiamano per sè,maschi,2017,160
isole,utenti che chiamano per sè,maschi,2018,183
isole,utenti che chiamano per sè,maschi,2019,178
isole,utenti che chiamano per sè,maschi,2020,234
isole,utenti che chiamano per sè,maschi,2021,209
isole,utenti che chiamano per sè,maschi,2022,182
isole,utenti che chiamano per sè,maschi,2023,135
isole,utenti che chiamano per sè,maschi,2024,131
isole,utenti che chiamano per sè,femmine,2015,1559
isole,utenti che chiamano per sè,femmine,2016,1615
isole,utenti che chiamano per sè,femmine,2017,1338
isole,utenti che chiamano per sè,femmine,2018,1634
isole,utenti che chiamano per sè,femmine,2019,1500
isole,utenti che chiamano per sè,femmine,2020,1945
isole,utenti che chiamano per sè,femmine,2021,2153
isole,utenti che chiamano per sè,femmine,2022,1932
isole,utenti che chiamano per sè,femmine,2023,1755
isole,utenti che chiamano per sè,femmine,2024,2135
isole,utenti che chiamano per sè,non indicato,2023,11
isole,utenti che chiamano per sè,non indicato,2024,4
isole,da operatori,maschi,2015,11
isole,da operatori,maschi,2016,11
isole,da operatori,maschi,2017,27
isole,da operatori,maschi,2018,25
isole,da operatori,maschi,2019,45
isole,da operatori,maschi,2020,16
isole,da operatori,maschi,2021,25
isole,da operatori,maschi,2022,32
isole,da operatori,maschi,2023,71
isole,da operatori,maschi,2024,120
isole,da operatori,femmine,2015,24
isole,da operatori,femmine,2016,16
isole,da operatori,femmine,2017,24
isole,da operatori,femmine,2018,19
isole,da operatori,femmine,2019,22
isole,da operatori,femmine,2020,13
isole,da operatori,femmine,2021,16
isole,da operatori,femmine,2022,20
isole,da operatori,femmine,2023,166
isole,da operatori,femmine,2024,175
isole,da operatori,non indicato,2023,1
isole,da operatori,non indicato,2024,2
isole,da parenti/amici/conoscenti,maschi,2015,26
isole,da parenti/amici/conoscenti,maschi,2016,27
isole,da parenti/amici/conoscenti,maschi,2017,18
isole,da parenti/amici/conoscenti,maschi,2018,13
isole,da parenti/amici/conoscenti,maschi,2019,12
isole,da parenti/amici/conoscenti,maschi,2020,12
isole,da parenti/amici/conoscenti,maschi,2021,28
isole,da parenti/amici/conoscenti,maschi,2022,18
isole,da parenti/amici/conoscenti,maschi,2023,71
isole,da parenti/amici/conoscenti,maschi,2024,77
isole,da parenti/amici/conoscenti,femmine,2015,118
isole,da parenti/amici/conoscenti,femmine,2016,116
isole,da parenti/amici/conoscenti,femmine,2017,68
isole,da parenti/amici/conoscenti,femmine,2018,88
isole,da parenti/amici/conoscenti,femmine,2019,36
isole,da parenti/amici/conoscenti,femmine,2020,85
isole,da parenti/amici/conoscenti,femmine,2021,84
isole,da parenti/amici/conoscenti,femmine,2022,73
isole,da parenti/amici/conoscenti,femmine,2023,170
isole,da parenti/amici/conoscenti,femmine,2024,254
isole,da parenti/amici/conoscenti,non indicato,2023,4
isole,altre chiamate valide,maschi,2015,10
isole,altre chiamate valide,maschi,2016,7
isole,altre chiamate valide,maschi,2017,8
isole,altre chiamate valide,maschi,2018,4
isole,altre chiamate valide,maschi,2019,2
isole,altre chiamate valide,maschi,2020,3
isole,altre chiamate valide,maschi,2021,3
isole,altre chiamate valide,maschi,2023,64
isole,altre chiamate valide,maschi,2024,123
isole,altre chiamate valide,femmine,2015,44
isole,altre chiamate valide,femmine,2016,27
isole,altre chiamate valide,femmine,2017,56
isole,altre chiamate valide,femmine,2018,30
isole,altre chiamate valide,femmine,2019,12
isole,altre chiamate valide,femmine,2020,10
isole,altre chiamate valide,femmine,2021,9
isole,altre chiamate valide,femmine,2022,11
isole,altre chiamate valide,femmine,2023,208
isole,altre chiamate valide,femmine,2024,440
isole,altre chiamate valide,non indicato,2023,2
isole,valore mancante,maschi,2023,3
isole,valore mancante,maschi,2024,1
isole,valore mancante,femmine,2023,8
isole,valore mancante,femmine,2024,4
sicilia,utenti che chiamano per sè,maschi,2015,134
sicilia,utenti che chiamano per sè,maschi,2016,89
sicilia,utenti che chiamano per sè,maschi,2017,127
sicilia,utenti che chiamano per sè,maschi,2018,138
sicilia,utenti che chiamano per sè,maschi,2019,138
sicilia,utenti che chiamano per sè,maschi,2020,158
sicilia,utenti che chiamano per sè,maschi,2021,146
sicilia,utenti che chiamano per sè,maschi,2022,134
sicilia,utenti che chiamano per sè,maschi,2023,97
sicilia,utenti che chiamano per sè,maschi,2024,100
sicilia,utenti che chiamano per sè,femmine,2015,1094
sicilia,utenti che chiamano per sè,femmine,2016,1121
sicilia,utenti che chiamano per sè,femmine,2017,927
sicilia,utenti che chiamano per sè,femmine,2018,1124
sicilia,utenti che chiamano per sè,femmine,2019,1072
sicilia,utenti che chiamano per sè,femmine,2020,1422
sicilia,utenti che chiamano per sè,femmine,2021,1478
sicilia,utenti che chiamano per sè,femmine,2022,1303
sicilia,utenti che chiamano per sè,femmine,2023,1240
sicilia,utenti che chiamano per sè,femmine,2024,1539
sicilia,utenti che chiamano per sè,non indicato,2023,11
sicilia,utenti che chiamano per sè,non indicato,2024,4
sicilia,da operatori,maschi,2015,9
sicilia,da operatori,maschi,2016,10
sicilia,da operatori,maschi,2017,22
sicilia,da operatori,maschi,2018,20
sicilia,da operatori,maschi,2019,40
sicilia,da operatori,maschi,2020,12
sicilia,da operatori,maschi,2021,20
sicilia,da operatori,maschi,2022,27
sicilia,da operatori,maschi,2023,56
sicilia,da operatori,maschi,2024,84
sicilia,da operatori,femmine,2015,18
sicilia,da operatori,femmine,2016,9
sicilia,da operatori,femmine,2017,16
sicilia,da operatori,femmine,2018,16
sicilia,da operatori,femmine,2019,17
sicilia,da operatori,femmine,2020,9
sicilia,da operatori,femmine,2021,8
sicilia,da operatori,femmine,2022,15
sicilia,da operatori,femmine,2023,105
sicilia,da operatori,femmine,2024,112
sicilia,da operatori,non indicato,2023,1
sicilia,da operatori,non indicato,2024,1
sicilia,da parenti/amici/conoscenti,maschi,2015,20
sicilia,da parenti/amici/conoscenti,maschi,2016,21
sicilia,da parenti/amici/conoscenti,maschi,2017,12
sicilia,da parenti/amici/conoscenti,maschi,2018,9
sicilia,da parenti/amici/conoscenti,maschi,2019,10
sicilia,da parenti/amici/conoscenti,maschi,2020,7
sicilia,da parenti/amici/conoscenti,maschi,2021,21
sicilia,da parenti/amici/conoscenti,maschi,2022,13
sicilia,da parenti/amici/conoscenti,maschi,2023,53
sicilia,da parenti/amici/conoscenti,maschi,2024,56
sicilia,da parenti/amici/conoscenti,femmine,2015,85
sicilia,da parenti/amici/conoscenti,femmine,2016,97
sicilia,da parenti/amici/conoscenti,femmine,2017,48
sicilia,da parenti/amici/conoscenti,femmine,2018,61
sicilia,da parenti/amici/conoscenti,femmine,2019,23
sicilia,da parenti/amici/conoscenti,femmine,2020,62
sicilia,da parenti/amici/conoscenti,femmine,2021,59
sicilia,da parenti/amici/conoscenti,femmine,2022,48
sicilia,da parenti/amici/conoscenti,femmine,2023,108
sicilia,da parenti/amici/conoscenti,femmine,2024,169
sicilia,da parenti/amici/conoscenti,non indicato,2023,1
sicilia,altre chiamate valide,maschi,2015,10
sicilia,altre chiamate valide,maschi,2016,7
sicilia,altre chiamate valide,maschi,2017,8
sicilia,altre chiamate valide,maschi,2018,3
sicilia,altre chiamate valide,maschi,2019,2
sicilia,altre chiamate valide,maschi,2020,2
sicilia,altre chiamate valide,maschi,2021,1
sicilia,altre chiamate valide,maschi,2023,43
sicilia,altre chiamate valide,maschi,2024,89
sicilia,altre chiamate valide,femmine,2015,28
sicilia,altre chiamate valide,femmine,2016,19
sicilia,altre chiamate valide,femmine,2017,38
sicilia,altre chiamate valide,femmine,2018,21
sicilia,altre chiamate valide,femmine,2019,9
sicilia,altre chiamate valide,femmine,2020,5
sicilia,altre chiamate valide,femmine,2021,5
sicilia,altre chiamate valide,femmine,2022,8
sicilia,altre chiamate valide,femmine,2023,142
sicilia,altre chiamate valide,femmine,2024,324
sicilia,altre chiamate valide,non indicato,2023,1
sicilia,valore mancante,maschi,2023,3
sicilia,valore mancante,maschi,2024,1
sicilia,valore mancante,femmine,2023,7
sicilia,valore mancante,femmine,2024,4
sardegna,utenti che chiamano per sè,maschi,2015,60
sardegna,utenti che chiamano per sè,maschi,2016,34
sardegna,utenti che chiamano per sè,maschi,2017,33
sardegna,utenti che chiamano per sè,maschi,2018,45
sardegna,utenti che chiamano per sè,maschi,2019,40
sardegna,utenti che chiamano per sè,maschi,2020,76
sardegna,utenti che chiamano per sè,maschi,2021,63
sardegna,utenti che chiamano per sè,maschi,2022,48
sardegna,utenti che chiamano per sè,maschi,2023,38
sardegna,utenti che chiamano per sè,maschi,2024,31
sardegna,utenti che chiamano per sè,femmine,2015,465
sardegna,utenti che chiamano per sè,femmine,2016,494
sardegna,utenti che chiamano per sè,femmine,2017,411
sardegna,utenti che chiamano per sè,femmine,2018,510
sardegna,utenti che chiamano per sè,femmine,2019,428
sardegna,utenti che chiamano per sè,femmine,2020,523
sardegna,utenti che chiamano per sè,femmine,2021,675
sardegna,utenti che chiamano per sè,femmine,2022,629
sardegna,utenti che chiamano per sè,femmine,2023,515
sardegna,utenti che chiamano per sè,femmine,2024,596
sardegna,da operatori,maschi,2015,2
sardegna,da operatori,maschi,2016,1
sardegna,da operatori,maschi,2017,5
sardegna,da operatori,maschi,2018,5
sardegna,da operatori,maschi,2019,5
sardegna,da operatori,maschi,2020,4
sardegna,da operatori,maschi,2021,5
sardegna,da operatori,maschi,2022,5
sardegna,da operatori,maschi,2023,15
sardegna,da operatori,maschi,2024,36
sardegna,da operatori,femmine,2015,6
sardegna,da operatori,femmine,2016,7
sardegna,da operatori,femmine,2017,8
sardegna,da operatori,femmine,2018,3
sardegna,da operatori,femmine,2019,5
sardegna,da operatori,femmine,2020,4
sardegna,da operatori,femmine,2021,8
sardegna,da operatori,femmine,2022,5
sardegna,da operatori,femmine,2023,61
sardegna,da operatori,femmine,2024,63
sardegna,da operatori,non indicato,2024,1
sardegna,da parenti/amici/conoscenti,maschi,2015,6
sardegna,da parenti/amici/conoscenti,maschi,2016,6
sardegna,da parenti/amici/conoscenti,maschi,2017,6
sardegna,da parenti/amici/conoscenti,maschi,2018,4
sardegna,da parenti/amici/conoscenti,maschi,2019,2
sardegna,da parenti/amici/conoscenti,maschi,2020,5
sardegna,da parenti/amici/conoscenti,maschi,2021,7
sardegna,da parenti/amici/conoscenti,maschi,2022,5
sardegna,da parenti/amici/conoscenti,maschi,2023,18
sardegna,da parenti/amici/conoscenti,maschi,2024,21
sardegna,da parenti/amici/conoscenti,femmine,2015,33
sardegna,da parenti/amici/conoscenti,femmine,2016,19
sardegna,da parenti/amici/conoscenti,femmine,2017,20
sardegna,da parenti/amici/conoscenti,femmine,2018,27
sardegna,da parenti/amici/conoscenti,femmine,2019,13
sardegna,da parenti/amici/conoscenti,femmine,2020,23
sardegna,da parenti/amici/conoscenti,femmine,2021,25
sardegna,da parenti/amici/conoscenti,femmine,2022,25
sardegna,da parenti/amici/conoscenti,femmine,2023,62
sardegna,da parenti/amici/conoscenti,femmine,2024,85
sardegna,da parenti/amici/conoscenti,non indicato,2023,3
sardegna,altre chiamate valide,maschi,2018,1
sardegna,altre chiamate valide,maschi,2020,1
sardegna,altre chiamate valide,maschi,2021,2
sardegna,altre chiamate valide,maschi,2023,21
sardegna,altre chiamate valide,maschi,2024,34
sardegna,altre chiamate valide,femmine,2015,16
sardegna,altre chiamate valide,femmine,2016,8
sardegna,altre chiamate valide,femmine,2017,18
sardegna,altre chiamate valide,femmine,2018,9
sardegna,altre chiamate valide,femmine,2019,3
sardegna,altre chiamate valide,femmine,2020,5
sardegna,altre chiamate valide,femmine,2021,4
sardegna,altre chiamate valide,femmine,2022,3
sardegna,altre chiamate valide,femmine,2023,66
sardegna,altre chiamate valide,femmine,2024,116
sardegna,altre chiamate valide,non indicato,2023,1
sardegna,valore mancante,femmine,2023,1
non indicato,utenti che chiamano per sè,maschi,2015,286
non indicato,utenti che chiamano per sè,maschi,2016,215
non indicato,utenti che chiamano per sè,maschi,2017,400
non indicato,utenti che chiamano per sè,maschi,2018,522
non indicato,utenti che chiamano per sè,maschi,2019,288
non indicato,utenti che chiamano per sè,maschi,2020,818
non indicato,utenti che chiamano per sè,maschi,2021,1482
non indicato,utenti che chiamano per sè,maschi,2022,1406
non indicato,utenti che chiamano per sè,maschi,2023,1209
non indicato,utenti che chiamano per sè,maschi,2024,1300
non indicato,utenti che chiamano per sè,femmine,2015,1336
non indicato,utenti che chiamano per sè,femmine,2016,1131
non indicato,utenti che chiamano per sè,femmine,2017,2080
non indicato,utenti che chiamano per sè,femmine,2018,2558
non indicato,utenti che chiamano per sè,femmine,2019,1738
non indicato,utenti che chiamano per sè,femmine,2020,5839
non indicato,utenti che chiamano per sè,femmine,2021,8364
non indicato,utenti che chiamano per sè,femmine,2022,7154
non indicato,utenti che chiamano per sè,femmine,2023,9227
non indicato,utenti che chiamano per sè,femmine,2024,8940
non indicato,utenti che chiamano per sè,non indicato,2015,1
non indicato,utenti che chiamano per sè,non indicato,2019,2
non indicato,utenti che chiamano per sè,non indicato,2020,9
non indicato,utenti che chiamano per sè,non indicato,2021,11
non indicato,utenti che chiamano per sè,non indicato,2022,15
non indicato,utenti che chiamano per sè,non indicato,2023,3173
non indicato,utenti che chiamano per sè,non indicato,2024,3166
non indicato,da operatori,maschi,2015,1
non indicato,da operatori,maschi,2016,3
non indicato,da operatori,maschi,2017,7
non indicato,da operatori,maschi,2018,4
non indicato,da operatori,maschi,2019,2
non indicato,da operatori,maschi,2020,16
non indicato,da operatori,maschi,2021,21
non indicato,da operatori,maschi,2022,10
non indicato,da operatori,maschi,2023,279
non indicato,da operatori,maschi,2024,391
non indicato,da operatori,femmine,2015,1
non indicato,da operatori,femmine,2016,3
non indicato,da operatori,femmine,2017,8
non indicato,da operatori,femmine,2018,11
non indicato,da operatori,femmine,2019,3
non indicato,da operatori,femmine,2020,15
non indicato,da operatori,femmine,2021,17
non indicato,da operatori,femmine,2022,11
non indicato,da operatori,femmine,2023,736
non indicato,da operatori,femmine,2024,923
non indicato,da operatori,non indicato,2023,217
non indicato,da operatori,non indicato,2024,209
non indicato,da parenti/amici/conoscenti,maschi,2015,8
non indicato,da parenti/amici/conoscenti,maschi,2016,7
non indicato,da parenti/amici/conoscenti,maschi,2017,21
non indicato,da parenti/amici/conoscenti,maschi,2018,15
non indicato,da parenti/amici/conoscenti,maschi,2019,14
non indicato,da parenti/amici/conoscenti,maschi,2020,34
non indicato,da parenti/amici/conoscenti,maschi,2021,87
non indicato,da parenti/amici/conoscenti,maschi,2022,30
non indicato,da parenti/amici/conoscenti,maschi,2023,252
non indicato,da parenti/amici/conoscenti,maschi,2024,402
non indicato,da parenti/amici/conoscenti,femmine,2015,34
non indicato,da parenti/amici/conoscenti,femmine,2016,39
non indicato,da parenti/amici/conoscenti,femmine,2017,66
non indicato,da parenti/amici/conoscenti,femmine,2018,66
non indicato,da parenti/amici/conoscenti,femmine,2019,38
non indicato,da parenti/amici/conoscenti,femmine,2020,154
non indicato,da parenti/amici/conoscenti,femmine,2021,247
non indicato,da parenti/amici/conoscenti,femmine,2022,115
non indicato,da parenti/amici/conoscenti,femmine,2023,738
non indicato,da parenti/amici/conoscenti,femmine,2024,1061
non indicato,da parenti/amici/conoscenti,non indicato,2023,173
non indicato,da parenti/amici/conoscenti,non indicato,2024,199
non indicato,altre chiamate valide,maschi,2015,3
non indicato,altre chiamate valide,maschi,2016,1
non indicato,altre chiamate valide,maschi,2017,5
non indicato,altre chiamate valide,maschi,2018,1
non indicato,altre chiamate valide,maschi,2019,3
non indicato,altre chiamate valide,maschi,2020,8
non indicato,altre chiamate valide,maschi,2021,12
non indicato,altre chiamate valide,maschi,2022,8
non indicato,altre chiamate valide,maschi,2023,597
non indicato,altre chiamate valide,maschi,2024,1470
non indicato,altre chiamate valide,femmine,2015,4
non indicato,altre chiamate valide,femmine,2016,5
non indicato,altre chiamate valide,femmine,2017,16
non indicato,altre chiamate valide,femmine,2018,11
non indicato,altre chiamate valide,femmine,2019,6
non indicato,altre chiamate valide,femmine,2020,28
non indicato,altre chiamate valide,femmine,2021,33
non indicato,altre chiamate valide,femmine,2022,22
non indicato,altre chiamate valide,femmine,2023,1127
non indicato,altre chiamate valide,femmine,2024,3449
non indicato,altre chiamate valide,non indicato,2023,580
non indicato,altre chiamate valide,non indicato,2024,885
non indicato,valore mancante,maschi,2023,84
non indicato,valore mancante,maschi,2024,12
non indicato,valore mancante,femmine,2023,239
non indicato,valore mancante,femmine,2024,24
non indicato,valore mancante,non indicato,2023,8
non indicato,valore mancante,non indicato,2024,21
