territorio,tipologia_utenti,sesso,periodo,numero_vittime
trentino alto adige,da operatori,femmine,2024,29
trentino alto adige,da operatori,non indicato,2023,1
trentino alto adige,da parenti/amici/conoscenti,maschi,2015,2
trentino alto adige,da parenti/amici/conoscenti,maschi,2016,4
trentino alto adige,da parenti/amici/conoscenti,maschi,2017,2
trentino alto adige,da parenti/amici/conoscenti,maschi,2018,1
trentino alto adige,da parenti/amici/conoscenti,maschi,2019,1
trentino alto adige,da parenti/amici/conoscenti,maschi,2020,3
trentino alto adige,da parenti/amici/conoscenti,maschi,2021,2
trentino alto adige,da parenti/amici/conoscenti,maschi,2022,1
trentino alto adige,da parenti/amici/conoscenti,maschi,2023,8
trentino alto adige,da parenti/amici/conoscenti,maschi,2024,7
trentino alto adige,da parenti/amici/conoscenti,femmine,2015,11
trentino alto adige,da parenti/amici/conoscenti,femmine,2016,10
trentino alto adige,da parenti/amici/conoscenti,femmine,2017,6
trentino alto adige,da parenti/amici/conoscenti,femmine,2018,5
trentino alto adige,da parenti/amici/conoscenti,femmine,2019,12
trentino alto adige,da parenti/amici/conoscenti,femmine,2020,7
trentino alto adige,da parenti/amici/conoscenti,femmine,2021,19
trentino alto adige,da parenti/amici/conoscenti,femmine,2022,13
trentino alto adige,da parenti/amici/conoscenti,femmine,2023,28
trentino alto adige,da parenti/amici/conoscenti,femmine,2024,36
trentino alto adige,da parenti/amici/conoscenti,non indicato,2024,1
trentino alto adige,altre chiamate valide,maschi,2015,3
trentino alto adige,altre chiamate valide,maschi,2021,1
trentino alto adige,altre chiamate valide,maschi,2023,12
trentino alto adige,altre chiamate valide,maschi,2024,13
trentino alto adige,altre chiamate valide,femmine,2015,2
trentino alto adige,altre chiamate valide,femmine,2016,2
trentino alto adige,altre chiamate valide,femmine,2017,2
trentino alto adige,altre chiamate valide,femmine,2018,3
trentino alto adige,altre chiamate valide,femmine,2019,3
trentino alto adige,altre chiamate valide,femmine,2020,5
trentino alto adige,altre chiamate valide,femmine,2021,3
trentino alto adige,altre chiamate valide,femmine,2022,1
trentino alto adige,altre chiamate valide,femmine,2023,19
trentino alto adige,altre chiamate valide,femmine,2024,38
veneto,utenti che chiamano per sè,maschi,2015,87
veneto,utenti che chiamano per sè,maschi,2016,60
veneto,utenti che chiamano per sè,maschi,2017,56
veneto,utenti che chiamano per sè,maschi,2018,116
veneto,utenti che chiamano per sè,maschi,2019,120
veneto,utenti che chiamano per sè,maschi,2020,155
veneto,utenti che chiamano per sè,maschi,2021,134
veneto,utenti che chiamano per sè,maschi,2022,116
veneto,utenti che chiamano per sè,maschi,2023,85
veneto,utenti che chiamano per sè,maschi,2024,89
veneto,utenti che chiamano per sè,femmine,2015,935
veneto,utenti che chiamano per sè,femmine,2016,763
veneto,utenti che chiamano per sè,femmine,2017,819
veneto,utenti che chiamano per sè,femmine,2018,1118
veneto,utenti che chiamano per sè,femmine,2019,1254
veneto,utenti che chiamano per sè,femmine,2020,1522
veneto,utenti che chiamano per sè,femmine,2021,1769
veneto,utenti che chiamano per sè,femmine,2022,1617
veneto,utenti che chiamano per sè,femmine,2023,1837
veneto,utenti che chiamano per sè,femmine,2024,2455
veneto,utenti che chiamano per sè,non indicato,2023,4
veneto,utenti che chiamano per sè,non indicato,2024,2
veneto,da operatori,maschi,2015,13
veneto,da operatori,maschi,2016,14
veneto,da operatori,maschi,2017,13
veneto,da operatori,maschi,2018,13
veneto,da operatori,maschi,2019,23
veneto,da operatori,maschi,2020,9
veneto,da operatori,maschi,2021,41
veneto,da operatori,maschi,2022,46
veneto,da operatori,maschi,2023,108
veneto,da operatori,maschi,2024,154
veneto,da operatori,femmine,2015,14
veneto,da operatori,femmine,2016,8
veneto,da operatori,femmine,2017,12
veneto,da operatori,femmine,2018,15
veneto,da operatori,femmine,2019,24
veneto,da operatori,femmine,2020,34
veneto,da operatori,femmine,2021,16
veneto,da operatori,femmine,2022,20
veneto,da operatori,femmine,2023,178
veneto,da operatori,femmine,2024,256
veneto,da operatori,non indicato,2023,3
veneto,da operatori,non indicato,2024,4
veneto,da parenti/amici/conoscenti,maschi,2015,15
veneto,da parenti/amici/conoscenti,maschi,2016,16
veneto,da parenti/amici/conoscenti,maschi,2017,24
veneto,da parenti/amici/conoscenti,maschi,2018,16
veneto,da parenti/amici/conoscenti,maschi,2019,6
veneto,da parenti/amici/conoscenti,maschi,2020,25
veneto,da parenti/amici/conoscenti,maschi,2021,33
veneto,da parenti/amici/conoscenti,maschi,2022,10
veneto,da parenti/amici/conoscenti,maschi,2023,57
veneto,da parenti/amici/conoscenti,maschi,2024,64
veneto,da parenti/amici/conoscenti,femmine,2015,120
veneto,da parenti/amici/conoscenti,femmine,2016,82
veneto,da parenti/amici/conoscenti,femmine,2017,52
veneto,da parenti/amici/conoscenti,femmine,2018,55
veneto,da parenti/amici/conoscenti,femmine,2019,40
veneto,da parenti/amici/conoscenti,femmine,2020,66
veneto,da parenti/amici/conoscenti,femmine,2021,90
veneto,da parenti/amici/conoscenti,femmine,2022,54
veneto,da parenti/amici/conoscenti,femmine,2023,176
veneto,da parenti/amici/conoscenti,femmine,2024,268
veneto,da parenti/amici/conoscenti,non indicato,2024,1
veneto,altre chiamate valide,maschi,2015,4
veneto,altre chiamate valide,maschi,2016,2
veneto,altre chiamate valide,maschi,2018,4
veneto,altre chiamate valide,maschi,2019,3
veneto,altre chiamate valide,maschi,2020,3
veneto,altre chiamate valide,maschi,2021,5
veneto,altre chiamate valide,maschi,2022,7
veneto,altre chiamate valide,maschi,2023,49
veneto,altre chiamate valide,maschi,2024,75
veneto,altre chiamate valide,femmine,2015,17
veneto,altre chiamate valide,femmine,2016,14
veneto,altre chiamate valide,femmine,2017,21
veneto,altre chiamate valide,femmine,2018,22
veneto,altre chiamate valide,femmine,2019,16
veneto,altre chiamate valide,femmine,2020,10
veneto,altre chiamate valide,femmine,2021,21
veneto,altre chiamate valide,femmine,2022,18
veneto,altre chiamate valide,femmine,2023,161
veneto,altre chiamate valide,femmine,2024,310
veneto,altre chiamate valide,non indicato,2024,4
veneto,valore mancante,maschi,2023,4
veneto,valore mancante,femmine,2023,9
friuli venezia giulia,utenti che chiamano per sè,maschi,2015,12
friuli venezia giulia,utenti che chiamano per sè,maschi,2016,11
friuli venezia giulia,utenti che chiamano per sè,maschi,2017,25
friuli venezia giulia,utenti che chiamano per sè,maschi,2018,26
friuli venezia giulia,utenti che chiamano per sè,maschi,2019,25
friuli venezia giulia,utenti che chiamano per sè,maschi,2020,23
friuli venezia giulia,utenti che chiamano per sè,maschi,2021,17
friuli venezia giulia,utenti che chiamano per sè,maschi,2022,19
friuli venezia giulia,utenti che chiamano per sè,maschi,2023,21
friuli venezia giulia,utenti che chiamano per sè,maschi,2024,17
friuli venezia giulia,utenti che chiamano per sè,femmine,2015,216
friuli venezia giulia,utenti che chiamano per sè,femmine,2016,204
friuli venezia giulia,utenti che chiamano per sè,femmine,2017,179
friuli venezia giulia,utenti che chiamano per sè,femmine,2018,280
friuli venezia giulia,utenti che chiamano per sè,femmine,2019,247
friuli venezia giulia,utenti che chiamano per sè,femmine,2020,298
friuli venezia giulia,utenti che chiamano per sè,femmine,2021,301
friuli venezia giulia,utenti che chiamano per sè,femmine,2022,283
friuli venezia giulia,utenti che chiamano per sè,femmine,2023,331
friuli venezia giulia,utenti che chiamano per sè,femmine,2024,462
friuli venezia giulia,da operatori,maschi,2015,1
friuli venezia giulia,da operatori,maschi,2016,1
friuli venezia giulia,da operatori,maschi,2017,2
friuli venezia giulia,da operatori,maschi,2019,2
friuli venezia giulia,da operatori,maschi,2021,6
friuli venezia giulia,da operatori,maschi,2022,7
friuli venezia giulia,da operatori,maschi,2023,31
friuli venezia giulia,da operatori,maschi,2024,37
friuli venezia giulia,da operatori,femmine,2016,2
friuli venezia giulia,da operatori,femmine,2019,4
friuli venezia giulia,da operatori,femmine,2020,2
friuli venezia giulia,da operatori,femmine,2021,1
friuli venezia giulia,da operatori,femmine,2022,1
friuli venezia giulia,da operatori,femmine,2023,39
friuli venezia giulia,da operatori,femmine,2024,37
friuli venezia giulia,da operatori,non indicato,2024,1
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2015,8
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2016,2
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2017,3
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2018,4
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2021,6
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2022,3
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2023,12
friuli venezia giulia,da parenti/amici/conoscenti,maschi,2024,18
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2015,20
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2016,14
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2017,10
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2018,7
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2019,3
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2020,15
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2021,15
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2022,11
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2023,34
friuli venezia giulia,da parenti/amici/conoscenti,femmine,2024,41
friuli venezia giulia,altre chiamate valide,maschi,2015,1
friuli venezia giulia,altre chiamate valide,maschi,2017,1
friuli venezia giulia,altre chiamate valide,maschi,2023,15
friuli venezia giulia,altre chiamate valide,maschi,2024,22
friuli venezia giulia,altre chiamate valide,femmine,2015,4
friuli venezia giulia,altre chiamate valide,femmine,2016,4
friuli venezia giulia,altre chiamate valide,femmine,2017,1
friuli venezia giulia,altre chiamate valide,femmine,2018,4
friuli venezia giulia,altre chiamate valide,femmine,2019,2
friuli venezia giulia,altre chiamate valide,femmine,2020,1
friuli venezia giulia,altre chiamate valide,femmine,2021,1
friuli venezia giulia,altre chiamate valide,femmine,2022,3
friuli venezia giulia,altre chiamate valide,femmine,2023,33
friuli venezia giulia,altre chiamate valide,femmine,2024,67
friuli venezia giulia,valore mancante,femmine,2023,1
friuli venezia giulia,valore mancante,femmine,2024,2
emilia romagna,utenti che chiamano per sè,maschi,2015,74
emilia romagna,utenti che chiamano per sè,maschi,2016,62
emilia romagna,utenti che chiamano per sè,maschi,2017,63
emilia romagna,utenti che chiamano per sè,maschi,2018,91
emilia romagna,utenti che chiamano per sè,maschi,2019,97
emilia romagna,utenti che chiamano per sè,maschi,2020,134
emilia romagna,utenti che chiamano per sè,maschi,2021,115
emilia romagna,utenti che chiamano per sè,maschi,2022,101
emilia romagna,utenti che chiamano per sè,maschi,2023,85
emilia romagna,utenti che chiamano per sè,maschi,2024,93
emilia romagna,utenti che chiamano per sè,femmine,2015,758
emilia romagna,utenti che chiamano per sè,femmine,2016,712
emilia romagna,utenti che chiamano per sè,femmine,2017,616
emilia romagna,utenti che chiamano per sè,femmine,2018,916
emilia romagna,utenti che chiamano per sè,femmine,2019,961
emilia romagna,utenti che chiamano per sè,femmine,2020,1364
emilia romagna,utenti che chiamano per sè,femmine,2021,1403
emilia romagna,utenti che chiamano per sè,femmine,2022,1375
emilia romagna,utenti che chiamano per sè,femmine,2023,1840
emilia romagna,utenti che chiamano per sè,femmine,2024,2264
emilia romagna,utenti che chiamano per sè,non indicato,2023,13
emilia romagna,utenti che chiamano per sè,non indicato,2024,6
emilia romagna,da operatori,maschi,2015,4
emilia romagna,da operatori,maschi,2016,10
emilia romagna,da operatori,maschi,2017,3
emilia romagna,da operatori,maschi,2018,9
emilia romagna,da operatori,maschi,2019,9
emilia romagna,da operatori,maschi,2020,6
emilia romagna,da operatori,maschi,2021,19
emilia romagna,da operatori,maschi,2022,17
emilia romagna,da operatori,maschi,2023,73
emilia romagna,da operatori,maschi,2024,107
emilia romagna,da operatori,femmine,2015,6
emilia romagna,da operatori,femmine,2016,6
emilia romagna,da operatori,femmine,2017,8
emilia romagna,da operatori,femmine,2018,6
emilia romagna,da operatori,femmine,2019,6
emilia romagna,da operatori,femmine,2020,13
emilia romagna,da operatori,femmine,2021,10
emilia romagna,da operatori,femmine,2022,20
emilia romagna,da operatori,femmine,2023,129
emilia romagna,da operatori,femmine,2024,207
emilia romagna,da operatori,non indicato,2023,2
emilia romagna,da parenti/amici/conoscenti,maschi,2015,23
emilia romagna,da parenti/amici/conoscenti,maschi,2016,14
emilia romagna,da parenti/amici/conoscenti,maschi,2017,11
emilia romagna,da parenti/amici/conoscenti,maschi,2018,7
emilia romagna,da parenti/amici/conoscenti,maschi,2019,9
emilia romagna,da parenti/amici/conoscenti,maschi,2020,11
emilia romagna,da parenti/amici/conoscenti,maschi,2021,28
emilia romagna,da parenti/amici/conoscenti,maschi,2022,16
emilia romagna,da parenti/amici/conoscenti,maschi,2023,44
emilia romagna,da parenti/amici/conoscenti,maschi,2024,57
emilia romagna,da parenti/amici/conoscenti,femmine,2015,84
emilia romagna,da parenti/amici/conoscenti,femmine,2016,69
emilia romagna,da parenti/amici/conoscenti,femmine,2017,42
emilia romagna,da parenti/amici/conoscenti,femmine,2018,50
emilia romagna,da parenti/amici/conoscenti,femmine,2019,33
emilia romagna,da parenti/amici/conoscenti,femmine,2020,70
emilia romagna,da parenti/amici/conoscenti,femmine,2021,79
emilia romagna,da parenti/amici/conoscenti,femmine,2022,46
emilia romagna,da parenti/amici/conoscenti,femmine,2023,169
emilia romagna,da parenti/amici/conoscenti,femmine,2024,265
emilia romagna,da parenti/amici/conoscenti,non indicato,2023,1
emilia romagna,da parenti/amici/conoscenti,non indicato,2024,2
emilia romagna,altre chiamate valide,maschi,2015,1
emilia romagna,altre chiamate valide,maschi,2016,1
emilia romagna,altre chiamate valide,maschi,2017,2
emilia romagna,altre chiamate valide,maschi,2018,2
emilia romagna,altre chiamate valide,maschi,2019,5
emilia romagna,altre chiamate valide,maschi,2021,3
emilia romagna,altre chiamate valide,maschi,2023,35
emilia romagna,altre chiamate valide,maschi,2024,80
emilia romagna,altre chiamate valide,femmine,2015,16
emilia romagna,altre chiamate valide,femmine,2016,7
emilia romagna,altre chiamate valide,femmine,2017,17
emilia romagna,altre chiamate valide,femmine,2018,20
emilia romagna,altre chiamate valide,femmine,2019,5
emilia romagna,altre chiamate valide,femmine,2020,8
emilia romagna,altre chiamate valide,femmine,2021,10
emilia romagna,altre chiamate valide,femmine,2022,13
emilia romagna,altre chiamate valide,femmine,2023,674
emilia romagna,altre chiamate valide,femmine,2024,589
emilia romagna,altre chiamate valide,non indicato,2023,1
emilia romagna,altre chiamate valide,non indicato,2024,3
emilia romagna,valore mancante,maschi,2023,1
emilia romagna,valore mancante,femmine,2023,12
emilia romagna,valore mancante,femmine,2024,1
centro,utenti che chiamano per sè,maschi,2015,263
centro,utenti che chiamano per sè,maschi,2016,247
centro,utenti che chiamano per sè,maschi,2017,306
centro,utenti che chiamano per sè,maschi,2018,372
centro,utenti che chiamano per sè,maschi,2019,370
centro,utenti che chiamano per sè,maschi,2020,519
centro,utenti che chiamano per sè,maschi,2021,400
centro,utenti che chiamano per sè,maschi,2022,441
centro,utenti che chiamano per sè,maschi,2023,333
centro,utenti che chiamano per sè,maschi,2024,344
centro,utenti che chiamano per sè,femmine,2015,3238
centro,utenti che chiamano per sè,femmine,2016,2930
centro,utenti che chiamano per sè,femmine,2017,2832
centro,utenti che chiamano per sè,femmine,2018,4087
centro,utenti che chiamano per sè,femmine,2019,4099
centro,utenti che chiamano per sè,femmine,2020,5122
centro,utenti che chiamano per sè,femmine,2021,5458
centro,utenti che chiamano per sè,femmine,2022,4930
centro,utenti che chiamano per sè,femmine,2023,5688
centro,utenti che chiamano per sè,femmine,2024,6602
centro,utenti che chiamano per sè,non indicato,2023,31
centro,utenti che chiamano per sè,non indicato,2024,12
centro,da operatori,maschi,2015,31
centro,da operatori,maschi,2016,23
centro,da operatori,maschi,2017,34
centro,da operatori,maschi,2018,45
centro,da operatori,maschi,2019,57
centro,da operatori,maschi,2020,54
centro,da operatori,maschi,2021,86
centro,da operatori,maschi,2022,97
centro,da operatori,maschi,2023,272
centro,da operatori,maschi,2024,362
centro,da operatori,femmine,2015,36
centro,da operatori,femmine,2016,42
centro,da operatori,femmine,2017,50
centro,da operatori,femmine,2018,55
centro,da operatori,femmine,2019,48
centro,da operatori,femmine,2020,57
centro,da operatori,femmine,2021,81
centro,da operatori,femmine,2022,77
centro,da operatori,femmine,2023,586
centro,da operatori,femmine,2024,776
centro,da operatori,non indicato,2023,4
centro,da operatori,non indicato,2024,1
centro,da parenti/amici/conoscenti,maschi,2015,98
centro,da parenti/amici/conoscenti,maschi,2016,49
centro,da parenti/amici/conoscenti,maschi,2017,28
centro,da parenti/amici/conoscenti,maschi,2018,30
centro,da parenti/amici/conoscenti,maschi,2019,42
centro,da parenti/amici/conoscenti,maschi,2020,69
centro,da parenti/amici/conoscenti,maschi,2021,71
centro,da parenti/amici/conoscenti,maschi,2022,53
centro,da parenti/amici/conoscenti,maschi,2023,169
centro,da parenti/amici/conoscenti,maschi,2024,212
centro,da parenti/amici/conoscenti,femmine,2015,315
centro,da parenti/amici/conoscenti,femmine,2016,281
centro,da parenti/amici/conoscenti,femmine,2017,179
centro,da parenti/amici/conoscenti,femmine,2018,235
centro,da parenti/amici/conoscenti,femmine,2019,154
centro,da parenti/amici/conoscenti,femmine,2020,234
centro,da parenti/amici/conoscenti,femmine,2021,278
centro,da parenti/amici/conoscenti,femmine,2022,199
centro,da parenti/amici/conoscenti,femmine,2023,578
centro,da parenti/amici/conoscenti,femmine,2024,724
centro,da parenti/amici/conoscenti,non indicato,2023,9
centro,da parenti/amici/conoscenti,non indicato,2024,7
centro,altre chiamate valide,maschi,2015,7
centro,altre chiamate valide,maschi,2016,7
centro,altre chiamate valide,maschi,2017,14
centro,altre chiamate valide,maschi,2018,7
centro,altre chiamate valide,maschi,2019,9
centro,altre chiamate valide,maschi,2020,7
centro,altre chiamate valide,maschi,2021,17
centro,altre chiamate valide,maschi,2022,9
centro,altre chiamate valide,maschi,2023,142
centro,altre chiamate valide,maschi,2024,262
centro,altre chiamate valide,femmine,2015,61
centro,altre chiamate valide,femmine,2016,59
centro,altre chiamate valide,femmine,2017,78
centro,altre chiamate valide,femmine,2018,79
centro,altre chiamate valide,femmine,2019,41
centro,altre chiamate valide,femmine,2020,44
centro,altre chiamate valide,femmine,2021,66
centro,altre chiamate valide,femmine,2022,80
centro,altre chiamate valide,femmine,2023,577
centro,altre chiamate valide,femmine,2024,1095
centro,altre chiamate valide,non indicato,2023,6
centro,altre chiamate valide,non indicato,2024,6
centro,valore mancante,maschi,2023,11
centro,valore mancante,maschi,2024,1
centro,valore mancante,femmine,2023,39
centro,valore mancante,femmine,2024,4
toscana,utenti che chiamano per sè,maschi,2015,50
toscana,utenti che chiamano per sè,maschi,2016,71
toscana,utenti che chiamano per sè,maschi,2017,94
toscana,utenti che chiamano per sè,maschi,2018,90
toscana,utenti che chiamano per sè,maschi,2019,88
toscana,utenti che chiamano per sè,maschi,2020,159
toscana,utenti che chiamano per sè,maschi,2021,118
toscana,utenti che chiamano per sè,maschi,2022,120
toscana,utenti che chiamano per sè,maschi,2023,96
toscana,utenti che chiamano per sè,maschi,2024,106
toscana,utenti che chiamano per sè,femmine,2015,708
toscana,utenti che chiamano per sè,femmine,2016,560
toscana,utenti che chiamano per sè,femmine,2017,768
toscana,utenti che chiamano per sè,femmine,2018,1079
toscana,utenti che chiamano per sè,femmine,2019,1154
toscana,utenti che chiamano per sè,femmine,2020,1297
toscana,utenti che chiamano per sè,femmine,2021,1337
toscana,utenti che chiamano per sè,femmine,2022,1215
toscana,utenti che chiamano per sè,femmine,2023,1309
toscana,utenti che chiamano per sè,femmine,2024,1750
toscana,utenti che chiamano per sè,non indicato,2023,6
toscana,utenti che chiamano per sè,non indicato,2024,5
toscana,da operatori,maschi,2015,5
toscana,da operatori,maschi,2016,5
toscana,da operatori,maschi,2017,6
toscana,da operatori,maschi,2018,11
toscana,da operatori,maschi,2019,12
toscana,da operatori,maschi,2020,13
toscana,da operatori,maschi,2021,20
toscana,da operatori,maschi,2022,22
toscana,da operatori,maschi,2023,62
toscana,da operatori,maschi,2024,82
toscana,da operatori,femmine,2015,15
toscana,da operatori,femmine,2016,13
toscana,da operatori,femmine,2017,18
toscana,da operatori,femmine,2018,6
toscana,da operatori,femmine,2019,10
toscana,da operatori,femmine,2020,8
toscana,da operatori,femmine,2021,10
toscana,da operatori,femmine,2022,22
toscana,da operatori,femmine,2023,120
toscana,da operatori,femmine,2024,174
toscana,da operatori,non indicato,2023,1
toscana,da parenti/amici/conoscenti,maschi,2015,24
toscana,da parenti/amici/conoscenti,maschi,2016,12
toscana,da parenti/amici/conoscenti,maschi,2017,7
toscana,da parenti/amici/conoscenti,maschi,2018,9
toscana,da parenti/amici/conoscenti,maschi,2019,11
toscana,da parenti/amici/conoscenti,maschi,2020,19
toscana,da parenti/amici/conoscenti,maschi,2021,15
toscana,da parenti/amici/conoscenti,maschi,2022,11
toscana,da parenti/amici/conoscenti,maschi,2023,45
toscana,da parenti/amici/conoscenti,maschi,2024,56
toscana,da parenti/amici/conoscenti,femmine,2015,74
toscana,da parenti/amici/conoscenti,femmine,2016,47
toscana,da parenti/amici/conoscenti,femmine,2017,39
toscana,da parenti/amici/conoscenti,femmine,2018,60
toscana,da parenti/amici/conoscenti,femmine,2019,38
toscana,da parenti/amici/conoscenti,femmine,2020,69
toscana,da parenti/amici/conoscenti,femmine,2021,73
toscana,da parenti/amici/conoscenti,femmine,2022,54
toscana,da parenti/amici/conoscenti,femmine,2023,128
toscana,da parenti/amici/conoscenti,femmine,2024,216
toscana,da parenti/amici/conoscenti,non indicato,2023,3
toscana,da parenti/amici/conoscenti,non indicato,2024,1
toscana,altre chiamate valide,maschi,2016,2
toscana,altre chiamate valide,maschi,2017,3
toscana,altre chiamate valide,maschi,2018,2
toscana,altre chiamate valide,maschi,2019,1
toscana,altre chiamate valide,maschi,2020,2
toscana,altre chiamate valide,maschi,2021,4
toscana,altre chiamate valide,maschi,2022,1
toscana,altre chiamate valide,maschi,2023,39
toscana,altre chiamate valide,maschi,2024,73
toscana,altre chiamate valide,femmine,2015,7
toscana,altre chiamate valide,femmine,2016,10
toscana,altre chiamate valide,femmine,2017,15
toscana,altre chiamate valide,femmine,2018,17
toscana,altre chiamate valide,femmine,2019,8
toscana,altre chiamate valide,femmine,2020,9
toscana,altre chiamate valide,femmine,2021,10
toscana,altre chiamate valide,femmine,2022,12
toscana,altre chiamate valide,femmine,2023,131
toscana,altre chiamate valide,femmine,2024,243
toscana,altre chiamate valide,non indicato,2023,1
toscana,altre chiamate valide,non indicato,2024,1
toscana,valore mancante,maschi,2023,5
toscana,valore mancante,femmine,2023,7
toscana,valore mancante,femmine,2024,1
umbria,utenti che chiamano per sè,maschi,2015,12
umbria,utenti che chiamano per sè,maschi,2016,16
umbria,utenti che chiamano per sè,maschi,2017,16
umbria,utenti che chiamano per sè,maschi,2018,18
umbria,utenti che chiamano per sè,maschi,2019,15
umbria,utenti che chiamano per sè,maschi,2020,21
umbria,utenti che chiamano per sè,maschi,2021,16
umbria,utenti che chiamano per sè,maschi,2022,21
umbria,utenti che chiamano per sè,maschi,2023,18
umbria,utenti che chiamano per sè,maschi,2024,11
umbria,utenti che chiamano per sè,femmine,2015,185
umbria,utenti che chiamano per sè,femmine,2016,178
umbria,utenti che chiamano per sè,femmine,2017,158
umbria,utenti che chiamano per sè,femmine,2018,217
umbria,utenti che chiamano per sè,femmine,2019,208
umbria,utenti che chiamano per sè,femmine,2020,225
umbria,utenti che chiamano per sè,femmine,2021,272
umbria,utenti che chiamano per sè,femmine,2022,294
umbria,utenti che chiamano per sè,femmine,2023,371
umbria,utenti che chiamano per sè,femmine,2024,383
umbria,utenti che chiamano per sè,non indicato,2023,2
umbria,utenti che chiamano per sè,non indicato,2024,1
umbria,da operatori,maschi,2015,4
umbria,da operatori,maschi,2016,2
umbria,da operatori,maschi,2018,2
umbria,da operatori,maschi,2019,3
umbria,da operatori,maschi,2021,1
umbria,da operatori,maschi,2022,2
umbria,da operatori,maschi,2023,9
umbria,da operatori,maschi,2024,23
umbria,da operatori,femmine,2015,2
umbria,da operatori,femmine,2016,4
umbria,da operatori,femmine,2017,3
umbria,da operatori,femmine,2018,1
umbria,da operatori,femmine,2019,6
umbria,da operatori,femmine,2021,2
umbria,da operatori,femmine,2022,4
umbria,da operatori,femmine,2023,31
umbria,da operatori,femmine,2024,33
umbria,da parenti/amici/conoscenti,maschi,2015,4
umbria,da parenti/amici/conoscenti,maschi,2016,2
umbria,da parenti/amici/conoscenti,maschi,2017,3
umbria,da parenti/amici/conoscenti,maschi,2018,1
umbria,da parenti/amici/conoscenti,maschi,2019,1
umbria,da parenti/amici/conoscenti,maschi,2021,4
umbria,da parenti/amici/conoscenti,maschi,2022,1
umbria,da parenti/amici/conoscenti,maschi,2023,8
umbria,da parenti/amici/conoscenti,maschi,2024,11
umbria,da parenti/amici/conoscenti,femmine,2015,26
umbria,da parenti/amici/conoscenti,femmine,2016,10
umbria,da parenti/amici/conoscenti,femmine,2017,11
umbria,da parenti/amici/conoscenti,femmine,2018,18
umbria,da parenti/amici/conoscenti,femmine,2019,7
umbria,da parenti/amici/conoscenti,femmine,2020,12
umbria,da parenti/amici/conoscenti,femmine,2021,14
umbria,da parenti/amici/conoscenti,femmine,2022,10
umbria,da parenti/amici/conoscenti,femmine,2023,34
umbria,da parenti/amici/conoscenti,femmine,2024,38
umbria,altre chiamate valide,maschi,2017,2
umbria,altre chiamate valide,maschi,2023,5
umbria,altre chiamate valide,maschi,2024,17
umbria,altre chiamate valide,femmine,2015,4
umbria,altre chiamate valide,femmine,2016,8
umbria,altre chiamate valide,femmine,2017,3
umbria,altre chiamate valide,femmine,2018,5
umbria,altre chiamate valide,femmine,2021,1
umbria,altre chiamate valide,femmine,2022,3
umbria,altre chiamate valide,femmine,2023,25
umbria,altre chiamate valide,femmine,2024,56
umbria,altre chiamate valide,non indicato,2023,1
umbria,valore mancante,maschi,2023,1
umbria,valore mancante,femmine,2023,3
marche,utenti che chiamano per sè,maschi,2015,31
marche,utenti che chiamano per sè,maschi,2016,27
marche,utenti che chiamano per sè,maschi,2017,16
marche,utenti che chiamano per sè,maschi,2018,38
marche,utenti che chiamano per sè,maschi,2019,32
marche,utenti che chiamano per sè,maschi,2020,51
marche,utenti che chiamano per sè,maschi,2021,43
marche,utenti che chiamano per sè,maschi,2022,49
marche,utenti che chiamano per sè,maschi,2023,29
marche,utenti che chiamano per sè,maschi,2024,25
marche,utenti che chiamano per sè,femmine,2015,392
marche,utenti che chiamano per sè,femmine,2016,368
marche,utenti che chiamano per sè,femmine,2017,322
marche,utenti che chiamano per sè,femmine,2018,411
marche,utenti che chiamano per sè,femmine,2019,365
marche,utenti che chiamano per sè,femmine,2020,482
marche,utenti che chiamano per sè,femmine,2021,547
marche,utenti che chiamano per sè,femmine,2022,484
marche,utenti che chiamano per sè,femmine,2023,506
marche,utenti che chiamano per sè,femmine,2024,630
marche,utenti che chiamano per sè,non indicato,2023,1
marche,utenti che chiamano per sè,non indicato,2024,1
marche,da operatori,maschi,2015,6
marche,da operatori,maschi,2016,2
marche,da operatori,maschi,2017,6
marche,da operatori,maschi,2018,6
marche,da operatori,maschi,2019,6
marche,da operatori,maschi,2020,3
marche,da operatori,maschi,2021,9
marche,da operatori,maschi,2022,11
marche,da operatori,maschi,2023,32
marche,da operatori,maschi,2024,52
marche,da operatori,femmine,2015,4
marche,da operatori,femmine,2017,5
marche,da operatori,femmine,2018,8
marche,da operatori,femmine,2020,5
marche,da operatori,femmine,2021,4
marche,da operatori,femmine,2022,6
