territorio,nazionalità_utente,modalità_conoscenza_1522,periodo,numero_vittime
abruzzo,estero,altro,2015,1
abruzzo,estero,altro,2016,4
abruzzo,estero,altro,2017,2
abruzzo,estero,altro,2018,2
abruzzo,estero,altro,2019,6
abruzzo,estero,altro,2020,8
abruzzo,estero,altro,2021,8
abruzzo,estero,altro,2022,6
abruzzo,estero,altro,2023,18
abruzzo,estero,altro,2024,6
abruzzo,estero,digitale,2015,51
abruzzo,estero,digitale,2016,59
abruzzo,estero,digitale,2017,74
abruzzo,estero,digitale,2018,89
abruzzo,estero,digitale,2019,145
abruzzo,estero,digitale,2020,96
abruzzo,estero,digitale,2021,111
abruzzo,estero,digitale,2022,147
abruzzo,estero,digitale,2023,216
abruzzo,estero,digitale,2024,160
abruzzo,estero,media_tradizionali,2015,129
abruzzo,estero,media_tradizionali,2016,86
abruzzo,estero,media_tradizionali,2017,64
abruzzo,estero,media_tradizionali,2018,109
abruzzo,estero,media_tradizionali,2019,63
abruzzo,estero,media_tradizionali,2020,112
abruzzo,estero,media_tradizionali,2021,75
abruzzo,estero,media_tradizionali,2022,71
abruzzo,estero,media_tradizionali,2023,146
abruzzo,estero,media_tradizionali,2024,410
abruzzo,estero,non_risposta,2015,317
abruzzo,estero,non_risposta,2016,277
abruzzo,estero,non_risposta,2017,234
abruzzo,estero,non_risposta,2018,327
abruzzo,estero,non_risposta,2019,234
abruzzo,estero,non_risposta,2020,284
abruzzo,estero,non_risposta,2021,364
abruzzo,estero,non_risposta,2022,276
abruzzo,estero,non_risposta,2023,337
abruzzo,estero,non_risposta,2024,214
abruzzo,estero,rete_personale,2015,8
abruzzo,estero,rete_personale,2016,19
abruzzo,estero,rete_personale,2017,24
abruzzo,estero,rete_personale,2018,29
abruzzo,estero,rete_personale,2019,20
abruzzo,estero,rete_personale,2020,26
abruzzo,estero,rete_personale,2021,46
abruzzo,estero,rete_personale,2022,34
abruzzo,estero,rete_personale,2023,32
abruzzo,estero,rete_personale,2024,17
abruzzo,estero,servizi_istituzioni,2015,35
abruzzo,estero,servizi_istituzioni,2016,35
abruzzo,estero,servizi_istituzioni,2017,32
abruzzo,estero,servizi_istituzioni,2018,39
abruzzo,estero,servizi_istituzioni,2019,43
abruzzo,estero,servizi_istituzioni,2020,30
abruzzo,estero,servizi_istituzioni,2021,21
abruzzo,estero,servizi_istituzioni,2022,30
abruzzo,estero,servizi_istituzioni,2023,62
abruzzo,estero,servizi_istituzioni,2024,42
abruzzo,italia,altro,2015,1
abruzzo,italia,altro,2016,2
abruzzo,italia,altro,2018,2
abruzzo,italia,altro,2019,6
abruzzo,italia,altro,2020,8
abruzzo,italia,altro,2021,8
abruzzo,italia,altro,2022,6
abruzzo,italia,altro,2023,16
abruzzo,italia,altro,2024,4
abruzzo,italia,digitale,2015,51
abruzzo,italia,digitale,2016,49
abruzzo,italia,digitale,2017,56
abruzzo,italia,digitale,2018,73
abruzzo,italia,digitale,2019,107
abruzzo,italia,digitale,2020,88
abruzzo,italia,digitale,2021,91
abruzzo,italia,digitale,2022,127
abruzzo,italia,digitale,2023,176
abruzzo,italia,digitale,2024,144
abruzzo,italia,media_tradizionali,2015,115
abruzzo,italia,media_tradizionali,2016,70
abruzzo,italia,media_tradizionali,2017,52
abruzzo,italia,media_tradizionali,2018,89
abruzzo,italia,media_tradizionali,2019,55
abruzzo,italia,media_tradizionali,2020,96
abruzzo,italia,media_tradizionali,2021,71
abruzzo,italia,media_tradizionali,2022,65
abruzzo,italia,media_tradizionali,2023,134
abruzzo,italia,media_tradizionali,2024,360
abruzzo,italia,non_risposta,2015,269
abruzzo,italia,non_risposta,2016,243
abruzzo,italia,non_risposta,2017,208
abruzzo,italia,non_risposta,2018,297
abruzzo,italia,non_risposta,2019,194
abruzzo,italia,non_risposta,2020,266
abruzzo,italia,non_risposta,2021,326
abruzzo,italia,non_risposta,2022,242
abruzzo,italia,non_risposta,2023,293
abruzzo,italia,non_risposta,2024,194
abruzzo,italia,rete_personale,2015,4
abruzzo,italia,rete_personale,2016,13
abruzzo,italia,rete_personale,2017,18
abruzzo,italia,rete_personale,2018,19
abruzzo,italia,rete_personale,2019,12
abruzzo,italia,rete_personale,2020,14
abruzzo,italia,rete_personale,2021,26
abruzzo,italia,rete_personale,2022,22
abruzzo,italia,rete_personale,2023,22
abruzzo,italia,rete_personale,2024,17
abruzzo,italia,servizi_istituzioni,2015,23
abruzzo,italia,servizi_istituzioni,2016,29
abruzzo,italia,servizi_istituzioni,2017,24
abruzzo,italia,servizi_istituzioni,2018,31
abruzzo,italia,servizi_istituzioni,2019,35
abruzzo,italia,servizi_istituzioni,2020,24
abruzzo,italia,servizi_istituzioni,2021,19
abruzzo,italia,servizi_istituzioni,2022,28
abruzzo,italia,servizi_istituzioni,2023,52
abruzzo,italia,servizi_istituzioni,2024,36
basilicata,estero,altro,2018,1
basilicata,estero,altro,2019,1
basilicata,estero,altro,2021,3
basilicata,estero,altro,2022,4
basilicata,estero,altro,2023,2
basilicata,estero,altro,2024,2
basilicata,estero,digitale,2015,6
basilicata,estero,digitale,2016,17
basilicata,estero,digitale,2017,20
basilicata,estero,digitale,2018,26
basilicata,estero,digitale,2019,45
basilicata,estero,digitale,2020,32
basilicata,estero,digitale,2021,31
basilicata,estero,digitale,2022,48
basilicata,estero,digitale,2023,72
basilicata,estero,digitale,2024,35
basilicata,estero,media_tradizionali,2015,45
basilicata,estero,media_tradizionali,2016,22
basilicata,estero,media_tradizionali,2017,20
basilicata,estero,media_tradizionali,2018,36
basilicata,estero,media_tradizionali,2019,25
basilicata,estero,media_tradizionali,2020,33
basilicata,estero,media_tradizionali,2021,23
basilicata,estero,media_tradizionali,2022,28
basilicata,estero,media_tradizionali,2023,58
basilicata,estero,media_tradizionali,2024,97
basilicata,estero,non_risposta,2015,51
basilicata,estero,non_risposta,2016,45
basilicata,estero,non_risposta,2017,56
basilicata,estero,non_risposta,2018,65
basilicata,estero,non_risposta,2019,69
basilicata,estero,non_risposta,2020,89
basilicata,estero,non_risposta,2021,120
basilicata,estero,non_risposta,2022,75
basilicata,estero,non_risposta,2023,112
basilicata,estero,non_risposta,2024,76
basilicata,estero,rete_personale,2015,2
basilicata,estero,rete_personale,2016,6
basilicata,estero,rete_personale,2017,4
basilicata,estero,rete_personale,2018,8
basilicata,estero,rete_personale,2019,15
basilicata,estero,rete_personale,2020,3
basilicata,estero,rete_personale,2021,15
basilicata,estero,rete_personale,2022,15
basilicata,estero,rete_personale,2023,6
basilicata,estero,rete_personale,2024,5
basilicata,estero,servizi_istituzioni,2015,6
basilicata,estero,servizi_istituzioni,2016,7
basilicata,estero,servizi_istituzioni,2017,8
basilicata,estero,servizi_istituzioni,2018,10
basilicata,estero,servizi_istituzioni,2019,10
basilicata,estero,servizi_istituzioni,2020,4
basilicata,estero,servizi_istituzioni,2021,4
basilicata,estero,servizi_istituzioni,2022,7
basilicata,estero,servizi_istituzioni,2023,15
basilicata,estero,servizi_istituzioni,2024,16
basilicata,italia,altro,2018,1
basilicata,italia,altro,2019,1
basilicata,italia,altro,2021,1
basilicata,italia,altro,2022,4
basilicata,italia,altro,2023,2
basilicata,italia,altro,2024,2
basilicata,italia,digitale,2015,6
basilicata,italia,digitale,2016,15
basilicata,italia,digitale,2017,20
basilicata,italia,digitale,2018,26
basilicata,italia,digitale,2019,37
basilicata,italia,digitale,2020,28
basilicata,italia,digitale,2021,31
basilicata,italia,digitale,2022,44
basilicata,italia,digitale,2023,64
basilicata,italia,digitale,2024,31
basilicata,italia,media_tradizionali,2015,37
basilicata,italia,media_tradizionali,2016,22
basilicata,italia,media_tradizionali,2017,20
basilicata,italia,media_tradizionali,2018,36
basilicata,italia,media_tradizionali,2019,23
basilicata,italia,media_tradizionali,2020,29
basilicata,italia,media_tradizionali,2021,23
basilicata,italia,media_tradizionali,2022,28
basilicata,italia,media_tradizionali,2023,54
basilicata,italia,media_tradizionali,2024,91
basilicata,italia,non_risposta,2015,43
basilicata,italia,non_risposta,2016,37
basilicata,italia,non_risposta,2017,50
basilicata,italia,non_risposta,2018,59
basilicata,italia,non_risposta,2019,53
basilicata,italia,non_risposta,2020,87
basilicata,italia,non_risposta,2021,106
basilicata,italia,non_risposta,2022,71
basilicata,italia,non_risposta,2023,108
basilicata,italia,non_risposta,2024,70
basilicata,italia,rete_personale,2015,2
basilicata,italia,rete_personale,2016,6
basilicata,italia,rete_personale,2017,4
basilicata,italia,rete_personale,2018,4
basilicata,italia,rete_personale,2019,11
basilicata,italia,rete_personale,2020,3
basilicata,italia,rete_personale,2021,11
basilicata,italia,rete_personale,2022,11
basilicata,italia,rete_personale,2023,6
basilicata,italia,rete_personale,2024,5
basilicata,italia,servizi_istituzioni,2015,6
basilicata,italia,servizi_istituzioni,2016,5
basilicata,italia,servizi_istituzioni,2017,4
basilicata,italia,servizi_istituzioni,2018,8
basilicata,italia,servizi_istituzioni,2019,8
basilicata,italia,servizi_istituzioni,2020,4
basilicata,italia,servizi_istituzioni,2021,4
basilicata,italia,servizi_istituzioni,2022,7
basilicata,italia,servizi_istituzioni,2023,13
basilicata,italia,servizi_istituzioni,2024,16
calabria,estero,altro,2016,1
calabria,estero,altro,2017,1
calabria,estero,altro,2018,1
calabria,estero,altro,2019,2
calabria,estero,altro,2020,5
calabria,estero,altro,2021,4
calabria,estero,altro,2022,5
calabria,estero,altro,2023,15
calabria,estero,altro,2024,5
calabria,estero,digitale,2015,43
calabria,estero,digitale,2016,58
calabria,estero,digitale,2017,63
calabria,estero,digitale,2018,80
calabria,estero,digitale,2019,160
calabria,estero,digitale,2020,110
calabria,estero,digitale,2021,86
calabria,estero,digitale,2022,181
calabria,estero,digitale,2023,211
calabria,estero,digitale,2024,164
calabria,estero,media_tradizionali,2015,188
calabria,estero,media_tradizionali,2016,104
calabria,estero,media_tradizionali,2017,67
calabria,estero,media_tradizionali,2018,116
calabria,estero,media_tradizionali,2019,95
calabria,estero,media_tradizionali,2020,117
calabria,estero,media_tradizionali,2021,81
calabria,estero,media_tradizionali,2022,81
calabria,estero,media_tradizionali,2023,170
calabria,estero,media_tradizionali,2024,382
calabria,estero,non_risposta,2015,293
calabria,estero,non_risposta,2016,212
calabria,estero,non_risposta,2017,229
calabria,estero,non_risposta,2018,278
calabria,estero,non_risposta,2019,228
calabria,estero,non_risposta,2020,450
calabria,estero,non_risposta,2021,455
calabria,estero,non_risposta,2022,413
calabria,estero,non_risposta,2023,366
calabria,estero,non_risposta,2024,254
calabria,estero,rete_personale,2015,17
calabria,estero,rete_personale,2016,17
calabria,estero,rete_personale,2017,24
calabria,estero,rete_personale,2018,22
calabria,estero,rete_personale,2019,18
calabria,estero,rete_personale,2020,15
calabria,estero,rete_personale,2021,37
calabria,estero,rete_personale,2022,33
calabria,estero,rete_personale,2023,28
calabria,estero,rete_personale,2024,19
calabria,estero,servizi_istituzioni,2015,28
calabria,estero,servizi_istituzioni,2016,39
calabria,estero,servizi_istituzioni,2017,19
calabria,estero,servizi_istituzioni,2018,36
calabria,estero,servizi_istituzioni,2019,42
calabria,estero,servizi_istituzioni,2020,19
calabria,estero,servizi_istituzioni,2021,22
calabria,estero,servizi_istituzioni,2022,19
calabria,estero,servizi_istituzioni,2023,62
calabria,estero,servizi_istituzioni,2024,50
calabria,italia,altro,2016,1
calabria,italia,altro,2017,1
calabria,italia,altro,2018,1
calabria,italia,altro,2019,2
calabria,italia,altro,2020,5
calabria,italia,altro,2021,4
calabria,italia,altro,2022,5
calabria,italia,altro,2023,15
calabria,italia,altro,2024,3
calabria,italia,digitale,2015,37
calabria,italia,digitale,2016,48
calabria,italia,digitale,2017,55
calabria,italia,digitale,2018,66
calabria,italia,digitale,2019,140
calabria,italia,digitale,2020,94
calabria,italia,digitale,2021,76
calabria,italia,digitale,2022,155
calabria,italia,digitale,2023,187
calabria,italia,digitale,2024,156
calabria,italia,media_tradizionali,2015,152
calabria,italia,media_tradizionali,2016,96
calabria,italia,media_tradizionali,2017,63
calabria,italia,media_tradizionali,2018,104
calabria,italia,media_tradizionali,2019,83
calabria,italia,media_tradizionali,2020,107
calabria,italia,media_tradizionali,2021,65
calabria,italia,media_tradizionali,2022,71
calabria,italia,media_tradizionali,2023,162
calabria,italia,media_tradizionali,2024,364
calabria,italia,non_risposta,2015,263
calabria,italia,non_risposta,2016,192
calabria,italia,non_risposta,2017,199
calabria,italia,non_risposta,2018,256
calabria,italia,non_risposta,2019,200
calabria,italia,non_risposta,2020,424
calabria,italia,non_risposta,2021,433
calabria,italia,non_risposta,2022,367
calabria,italia,non_risposta,2023,336
calabria,italia,non_risposta,2024,246
calabria,italia,rete_personale,2015,13
calabria,italia,rete_personale,2016,13
calabria,italia,rete_personale,2017,14
calabria,italia,rete_personale,2018,16
calabria,italia,rete_personale,2019,12
calabria,italia,rete_personale,2020,13
calabria,italia,rete_personale,2021,27
calabria,italia,rete_personale,2022,33
calabria,italia,rete_personale,2023,28
calabria,italia,rete_personale,2024,17
calabria,italia,servizi_istituzioni,2015,26
calabria,italia,servizi_istituzioni,2016,37
calabria,italia,servizi_istituzioni,2017,17
calabria,italia,servizi_istituzioni,2018,30
calabria,italia,servizi_istituzioni,2019,38
calabria,italia,servizi_istituzioni,2020,19
calabria,italia,servizi_istituzioni,2021,18
calabria,italia,servizi_istituzioni,2022,19
calabria,italia,servizi_istituzioni,2023,62
calabria,italia,servizi_istituzioni,2024,48
campania,estero,altro,2015,4
campania,estero,altro,2016,6
campania,estero,altro,2018,14
campania,estero,altro,2019,11
campania,estero,altro,2020,30
campania,estero,altro,2021,33
campania,estero,altro,2022,45
campania,estero,altro,2023,54
campania,estero,altro,2024,10
campania,estero,digitale,2015,218
campania,estero,digitale,2016,215
campania,estero,digitale,2017,247
campania,estero,digitale,2018,339
campania,estero,digitale,2019,533
campania,estero,digitale,2020,435
campania,estero,digitale,2021,380
campania,estero,digitale,2022,627
campania,estero,digitale,2023,732
campania,estero,digitale,2024,782
campania,estero,media_tradizionali,2015,663
campania,estero,media_tradizionali,2016,464
campania,estero,media_tradizionali,2017,332
campania,estero,media_tradizionali,2018,595
campania,estero,media_tradizionali,2019,361
campania,estero,media_tradizionali,2020,495
campania,estero,media_tradizionali,2021,360
campania,estero,media_tradizionali,2022,315
campania,estero,media_tradizionali,2023,606
campania,estero,media_tradizionali,2024,1964
campania,estero,non_risposta,2015,1194
campania,estero,non_risposta,2016,1029
campania,estero,non_risposta,2017,1012
campania,estero,non_risposta,2018,1223
campania,estero,non_risposta,2019,1032
campania,estero,non_risposta,2020,1641
campania,estero,non_risposta,2021,1925
campania,estero,non_risposta,2022,1255
campania,estero,non_risposta,2023,1351
campania,estero,non_risposta,2024,1126
campania,estero,rete_personale,2015,85
campania,estero,rete_personale,2016,93
campania,estero,rete_personale,2017,78
campania,estero,rete_personale,2018,101
campania,estero,rete_personale,2019,107
campania,estero,rete_personale,2020,102
campania,estero,rete_personale,2021,121
campania,estero,rete_personale,2022,144
campania,estero,rete_personale,2023,134
campania,estero,rete_personale,2024,96
campania,estero,servizi_istituzioni,2015,99
campania,estero,servizi_istituzioni,2016,121
campania,estero,servizi_istituzioni,2017,84
campania,estero,servizi_istituzioni,2018,110
campania,estero,servizi_istituzioni,2019,166
campania,estero,servizi_istituzioni,2020,70
campania,estero,servizi_istituzioni,2021,109
campania,estero,servizi_istituzioni,2022,95
campania,estero,servizi_istituzioni,2023,137
campania,estero,servizi_istituzioni,2024,156
campania,italia,altro,2015,4
campania,italia,altro,2016,6
campania,italia,altro,2018,14
campania,italia,altro,2019,11
campania,italia,altro,2020,30
campania,italia,altro,2021,25
campania,italia,altro,2022,39
campania,italia,altro,2023,52
campania,italia,altro,2024,6
campania,italia,digitale,2015,196
campania,italia,digitale,2016,189
campania,italia,digitale,2017,211
campania,italia,digitale,2018,305
campania,italia,digitale,2019,479
campania,italia,digitale,2020,395
campania,italia,digitale,2021,344
campania,italia,digitale,2022,561
campania,italia,digitale,2023,674
campania,italia,digitale,2024,714
campania,italia,media_tradizionali,2015,595
campania,italia,media_tradizionali,2016,396
campania,italia,media_tradizionali,2017,310
campania,italia,media_tradizionali,2018,569
campania,italia,media_tradizionali,2019,333
campania,italia,media_tradizionali,2020,461
campania,italia,media_tradizionali,2021,336
campania,italia,media_tradizionali,2022,295
campania,italia,media_tradizionali,2023,572
campania,italia,media_tradizionali,2024,1818
campania,italia,non_risposta,2015,1120
campania,italia,non_risposta,2016,953
campania,italia,non_risposta,2017,906
campania,italia,non_risposta,2018,1133
campania,italia,non_risposta,2019,970
campania,italia,non_risposta,2020,1529
campania,italia,non_risposta,2021,1793
campania,italia,non_risposta,2022,1169
campania,italia,non_risposta,2023,1269
campania,italia,non_risposta,2024,1044
campania,italia,rete_personale,2015,65
campania,italia,rete_personale,2016,79
campania,italia,rete_personale,2017,64
campania,italia,rete_personale,2018,89
campania,italia,rete_personale,2019,89
campania,italia,rete_personale,2020,82
campania,italia,rete_personale,2021,109
campania,italia,rete_personale,2022,114
campania,italia,rete_personale,2023,116
campania,italia,rete_personale,2024,88
campania,italia,servizi_istituzioni,2015,81
campania,italia,servizi_istituzioni,2016,105
campania,italia,servizi_istituzioni,2017,80
campania,italia,servizi_istituzioni,2018,92
campania,italia,servizi_istituzioni,2019,146
campania,italia,servizi_istituzioni,2020,66
campania,italia,servizi_istituzioni,2021,99
campania,italia,servizi_istituzioni,2022,89
campania,italia,servizi_istituzioni,2023,127
campania,italia,servizi_istituzioni,2024,148
campania,non indicato,non_risposta,2023,2
centro,estero,altro,2015,5
centro,estero,altro,2016,17
centro,estero,altro,2017,20
centro,estero,altro,2018,31
centro,estero,altro,2019,43
centro,estero,altro,2020,68
centro,estero,altro,2021,141
centro,estero,altro,2022,152
centro,estero,altro,2023,213
centro,estero,altro,2024,93
centro,estero,digitale,2015,468
centro,estero,digitale,2016,609
centro,estero,digitale,2017,608
centro,estero,digitale,2018,917
centro,estero,digitale,2019,1498
centro,estero,digitale,2020,1171
centro,estero,digitale,2021,1088
centro,estero,digitale,2022,1823
centro,estero,digitale,2023,2325
centro,estero,digitale,2024,2255
centro,estero,media_tradizionali,2015,1360
centro,estero,media_tradizionali,2016,931
centro,estero,media_tradizionali,2017,656
centro,estero,media_tradizionali,2018,1206
centro,estero,media_tradizionali,2019,871
centro,estero,media_tradizionali,2020,1160
centro,estero,media_tradizionali,2021,741
centro,estero,media_tradizionali,2022,702
centro,estero,media_tradizionali,2023,1539
centro,estero,media_tradizionali,2024,5083
centro,estero,non_risposta,2015,2143
centro,estero,non_risposta,2016,1889
centro,estero,non_risposta,2017,2089
centro,estero,non_risposta,2018,2513
centro,estero,non_risposta,2019,2114
centro,estero,non_risposta,2020,3758
centro,estero,non_risposta,2021,4343
centro,estero,non_risposta,2022,3010
centro,estero,non_risposta,2023,3946
centro,estero,non_risposta,2024,2934
centro,estero,rete_personale,2015,168
centro,estero,rete_personale,2016,202
centro,estero,rete_personale,2017,200
centro,estero,rete_personale,2018,337
centro,estero,rete_personale,2019,325
centro,estero,rete_personale,2020,257
centro,estero,rete_personale,2021,392
centro,estero,rete_personale,2022,430
centro,estero,rete_personale,2023,421
centro,estero,rete_personale,2024,315
centro,estero,servizi_istituzioni,2015,272
centro,estero,servizi_istituzioni,2016,333
centro,estero,servizi_istituzioni,2017,282
centro,estero,servizi_istituzioni,2018,339
centro,estero,servizi_istituzioni,2019,401
centro,estero,servizi_istituzioni,2020,240
centro,estero,servizi_istituzioni,2021,344
centro,estero,servizi_istituzioni,2022,341
centro,estero,servizi_istituzioni,2023,628
centro,estero,servizi_istituzioni,2024,584
centro,italia,altro,2015,5
centro,italia,altro,2016,13
centro,italia,altro,2017,14
centro,italia,altro,2018,23
centro,italia,altro,2019,37
centro,italia,altro,2020,54
centro,italia,altro,2021,109
centro,italia,altro,2022,122
centro,italia,altro,2023,189
centro,italia,altro,2024,69
centro,italia,digitale,2015,372
centro,italia,digitale,2016,483
centro,italia,digitale,2017,496
centro,italia,digitale,2018,753
centro,italia,digitale,2019,1220
centro,italia,digitale,2020,983
centro,italia,digitale,2021,886
centro,italia,digitale,2022,1473
centro,italia,digitale,2023,1985
centro,italia,digitale,2024,1915
centro,italia,media_tradizionali,2015,1120
centro,italia,media_tradizionali,2016,779
centro,italia,media_tradizionali,2017,556
centro,italia,media_tradizionali,2018,1036
centro,italia,media_tradizionali,2019,731
centro,italia,media_tradizionali,2020,988
centro,italia,media_tradizionali,2021,635
centro,italia,media_tradizionali,2022,596
centro,italia,media_tradizionali,2023,1373
centro,italia,media_tradizionali,2024,4343
centro,italia,non_risposta,2015,1853
centro,italia,non_risposta,2016,1641
centro,italia,non_risposta,2017,1757
centro,italia,non_risposta,2018,2179
centro,italia,non_risposta,2019,1854
centro,italia,non_risposta,2020,3154
centro,italia,non_risposta,2021,3671
centro,italia,non_risposta,2022,2580
centro,italia,non_risposta,2023,3453
centro,italia,non_risposta,2024,2530
centro,italia,rete_personale,2015,120
centro,italia,rete_personale,2016,134
centro,italia,rete_personale,2017,144
centro,italia,rete_personale,2018,235
centro,italia,rete_personale,2019,249
centro,italia,rete_personale,2020,179
centro,italia,rete_personale,2021,302
centro,italia,rete_personale,2022,304
centro,italia,rete_personale,2023,321
centro,italia,rete_personale,2024,229
centro,italia,servizi_istituzioni,2015,212
centro,italia,servizi_istituzioni,2016,245
centro,italia,servizi_istituzioni,2017,220
centro,italia,servizi_istituzioni,2018,251
centro,italia,servizi_istituzioni,2019,297
centro,italia,servizi_istituzioni,2020,200
centro,italia,servizi_istituzioni,2021,262
centro,italia,servizi_istituzioni,2022,239
centro,italia,servizi_istituzioni,2023,496
centro,italia,servizi_istituzioni,2024,466
centro,non indicato,non_risposta,2023,1
emilia romagna,estero,altro,2015,3
emilia romagna,estero,altro,2016,5
emilia romagna,estero,altro,2017,10
emilia romagna,estero,altro,2018,9
emilia romagna,estero,altro,2019,7
emilia romagna,estero,altro,2020,14
emilia romagna,estero,altro,2021,43
emilia romagna,estero,altro,2022,31
emilia romagna,estero,altro,2023,35
emilia romagna,estero,altro,2024,13
emilia romagna,estero,digitale,2015,126
emilia romagna,estero,digitale,2016,158
emilia romagna,estero,digitale,2017,155
emilia romagna,estero,digitale,2018,273
emilia romagna,estero,digitale,2019,382
emilia romagna,estero,digitale,2020,329
emilia romagna,estero,digitale,2021,322
emilia romagna,estero,digitale,2022,565
emilia romagna,estero,digitale,2023,694
emilia romagna,estero,digitale,2024,796
emilia romagna,estero,media_tradizionali,2015,337
emilia romagna,estero,media_tradizionali,2016,237
emilia romagna,estero,media_tradizionali,2017,172
emilia romagna,estero,media_tradizionali,2018,271
emilia romagna,estero,media_tradizionali,2019,208
emilia romagna,estero,media_tradizionali,2020,384
emilia romagna,estero,media_tradizionali,2021,233
emilia romagna,estero,media_tradizionali,2022,199
emilia romagna,estero,media_tradizionali,2023,439
emilia romagna,estero,media_tradizionali,2024,1625
emilia romagna,estero,non_risposta,2015,492
emilia romagna,estero,non_risposta,2016,436
emilia romagna,estero,non_risposta,2017,424
emilia romagna,estero,non_risposta,2018,510
emilia romagna,estero,non_risposta,2019,472
emilia romagna,estero,non_risposta,2020,911
emilia romagna,estero,non_risposta,2021,1067
emilia romagna,estero,non_risposta,2022,763
emilia romagna,estero,non_risposta,2023,1871
emilia romagna,estero,non_risposta,2024,1221
emilia romagna,estero,rete_personale,2015,55
emilia romagna,estero,rete_personale,2016,48
emilia romagna,estero,rete_personale,2017,34
emilia romagna,estero,rete_personale,2018,81
emilia romagna,estero,rete_personale,2019,89
emilia romagna,estero,rete_personale,2020,85
emilia romagna,estero,rete_personale,2021,118
emilia romagna,estero,rete_personale,2022,112
emilia romagna,estero,rete_personale,2023,106
emilia romagna,estero,rete_personale,2024,117
emilia romagna,estero,servizi_istituzioni,2015,83
emilia romagna,estero,servizi_istituzioni,2016,92
emilia romagna,estero,servizi_istituzioni,2017,71
emilia romagna,estero,servizi_istituzioni,2018,68
emilia romagna,estero,servizi_istituzioni,2019,102
emilia romagna,estero,servizi_istituzioni,2020,67
emilia romagna,estero,servizi_istituzioni,2021,76
emilia romagna,estero,servizi_istituzioni,2022,98
emilia romagna,estero,servizi_istituzioni,2023,137
emilia romagna,estero,servizi_istituzioni,2024,148
emilia romagna,italia,altro,2015,3
emilia romagna,italia,altro,2016,1
emilia romagna,italia,altro,2017,6
emilia romagna,italia,altro,2018,7
emilia romagna,italia,altro,2019,5
emilia romagna,italia,altro,2020,12
emilia romagna,italia,altro,2021,31
emilia romagna,italia,altro,2022,17
emilia romagna,italia,altro,2023,35
emilia romagna,italia,altro,2024,11
emilia romagna,italia,digitale,2015,100
emilia romagna,italia,digitale,2016,136
emilia romagna,italia,digitale,2017,131
emilia romagna,italia,digitale,2018,207
emilia romagna,italia,digitale,2019,298
emilia romagna,italia,digitale,2020,261
emilia romagna,italia,digitale,2021,244
emilia romagna,italia,digitale,2022,455
emilia romagna,italia,digitale,2023,574
emilia romagna,italia,digitale,2024,694
emilia romagna,italia,media_tradizionali,2015,261
emilia romagna,italia,media_tradizionali,2016,183
emilia romagna,italia,media_tradizionali,2017,130
emilia romagna,italia,media_tradizionali,2018,239
emilia romagna,italia,media_tradizionali,2019,164
emilia romagna,italia,media_tradizionali,2020,322
emilia romagna,italia,media_tradizionali,2021,183
emilia romagna,italia,media_tradizionali,2022,167
emilia romagna,italia,media_tradizionali,2023,399
emilia romagna,italia,media_tradizionali,2024,1391
emilia romagna,italia,non_risposta,2015,376
emilia romagna,italia,non_risposta,2016,368
emilia romagna,italia,non_risposta,2017,304
emilia romagna,italia,non_risposta,2018,436
emilia romagna,italia,non_risposta,2019,392
emilia romagna,italia,non_risposta,2020,729
emilia romagna,italia,non_risposta,2021,873
emilia romagna,italia,non_risposta,2022,617
emilia romagna,italia,non_risposta,2023,1692
emilia romagna,italia,non_risposta,2024,1121
emilia romagna,italia,rete_personale,2015,41
emilia romagna,italia,rete_personale,2016,32
emilia romagna,italia,rete_personale,2017,24
emilia romagna,italia,rete_personale,2018,49
emilia romagna,italia,rete_personale,2019,59
emilia romagna,italia,rete_personale,2020,53
emilia romagna,italia,rete_personale,2021,82
emilia romagna,italia,rete_personale,2022,88
emilia romagna,italia,rete_personale,2023,76
emilia romagna,italia,rete_personale,2024,93
emilia romagna,italia,servizi_istituzioni,2015,55
emilia romagna,italia,servizi_istituzioni,2016,66
emilia romagna,italia,servizi_istituzioni,2017,63
emilia romagna,italia,servizi_istituzioni,2018,52
emilia romagna,italia,servizi_istituzioni,2019,72
emilia romagna,italia,servizi_istituzioni,2020,45
emilia romagna,italia,servizi_istituzioni,2021,62
emilia romagna,italia,servizi_istituzioni,2022,64
emilia romagna,italia,servizi_istituzioni,2023,99
emilia romagna,italia,servizi_istituzioni,2024,118
emilia romagna,non indicato,non_risposta,2023,1
friuli venezia giulia,estero,altro,2016,2
friuli venezia giulia,estero,altro,2018,4
friuli venezia giulia,estero,altro,2020,3
friuli venezia giulia,estero,altro,2021,5
friuli venezia giulia,estero,altro,2022,8
friuli venezia giulia,estero,altro,2023,6
friuli venezia giulia,estero,altro,2024,2
friuli venezia giulia,estero,digitale,2015,30
friuli venezia giulia,estero,digitale,2016,36
friuli venezia giulia,estero,digitale,2017,33
friuli venezia giulia,estero,digitale,2018,63
friuli venezia giulia,estero,digitale,2019,77
friuli venezia giulia,estero,digitale,2020,60
friuli venezia giulia,estero,digitale,2021,60
friuli venezia giulia,estero,digitale,2022,115
friuli venezia giulia,estero,digitale,2023,131
friuli venezia giulia,estero,digitale,2024,153
friuli venezia giulia,estero,media_tradizionali,2015,74
friuli venezia giulia,estero,media_tradizionali,2016,51
friuli venezia giulia,estero,media_tradizionali,2017,43
friuli venezia giulia,estero,media_tradizionali,2018,82
