territorio,nazionalità_utente,modalità_conoscenza_1522,periodo,numero_vittime
toscana,estero,digitale,2020,325
toscana,estero,digitale,2021,312
toscana,estero,digitale,2022,462
toscana,estero,digitale,2023,553
toscana,estero,digitale,2024,616
toscana,estero,media_tradizionali,2015,332
toscana,estero,media_tradizionali,2016,166
toscana,estero,media_tradizionali,2017,184
toscana,estero,media_tradizionali,2018,323
toscana,estero,media_tradizionali,2019,239
toscana,estero,media_tradizionali,2020,309
toscana,estero,media_tradizionali,2021,186
toscana,estero,media_tradizionali,2022,187
toscana,estero,media_tradizionali,2023,376
toscana,estero,media_tradizionali,2024,1349
toscana,estero,non_risposta,2015,421
toscana,estero,non_risposta,2016,340
toscana,estero,non_risposta,2017,568
toscana,estero,non_risposta,2018,623
toscana,estero,non_risposta,2019,592
toscana,estero,non_risposta,2020,948
toscana,estero,non_risposta,2021,1045
toscana,estero,non_risposta,2022,718
toscana,estero,non_risposta,2023,907
toscana,estero,non_risposta,2024,745
toscana,estero,rete_personale,2015,21
toscana,estero,rete_personale,2016,44
toscana,estero,rete_personale,2017,60
toscana,estero,rete_personale,2018,87
toscana,estero,rete_personale,2019,88
toscana,estero,rete_personale,2020,60
toscana,estero,rete_personale,2021,94
toscana,estero,rete_personale,2022,127
toscana,estero,rete_personale,2023,91
toscana,estero,rete_personale,2024,92
toscana,estero,servizi_istituzioni,2015,66
toscana,estero,servizi_istituzioni,2016,87
toscana,estero,servizi_istituzioni,2017,80
toscana,estero,servizi_istituzioni,2018,88
toscana,estero,servizi_istituzioni,2019,100
toscana,estero,servizi_istituzioni,2020,56
toscana,estero,servizi_istituzioni,2021,63
toscana,estero,servizi_istituzioni,2022,73
toscana,estero,servizi_istituzioni,2023,113
toscana,estero,servizi_istituzioni,2024,95
toscana,italia,altro,2015,1
toscana,italia,altro,2016,3
toscana,italia,altro,2017,1
toscana,italia,altro,2018,10
toscana,italia,altro,2019,11
toscana,italia,altro,2020,13
toscana,italia,altro,2021,26
toscana,italia,altro,2022,31
toscana,italia,altro,2023,41
toscana,italia,altro,2024,18
toscana,italia,digitale,2015,81
toscana,italia,digitale,2016,102
toscana,italia,digitale,2017,137
toscana,italia,digitale,2018,192
toscana,italia,digitale,2019,337
toscana,italia,digitale,2020,275
toscana,italia,digitale,2021,240
toscana,italia,digitale,2022,366
toscana,italia,digitale,2023,473
toscana,italia,digitale,2024,534
toscana,italia,media_tradizionali,2015,290
toscana,italia,media_tradizionali,2016,144
toscana,italia,media_tradizionali,2017,150
toscana,italia,media_tradizionali,2018,281
toscana,italia,media_tradizionali,2019,199
toscana,italia,media_tradizionali,2020,261
toscana,italia,media_tradizionali,2021,166
toscana,italia,media_tradizionali,2022,155
toscana,italia,media_tradizionali,2023,334
toscana,italia,media_tradizionali,2024,1143
toscana,italia,non_risposta,2015,379
toscana,italia,non_risposta,2016,318
toscana,italia,non_risposta,2017,454
toscana,italia,non_risposta,2018,565
toscana,italia,non_risposta,2019,498
toscana,italia,non_risposta,2020,802
toscana,italia,non_risposta,2021,883
toscana,italia,non_risposta,2022,614
toscana,italia,non_risposta,2023,795
toscana,italia,non_risposta,2024,655
toscana,italia,rete_personale,2015,17
toscana,italia,rete_personale,2016,26
toscana,italia,rete_personale,2017,42
toscana,italia,rete_personale,2018,59
toscana,italia,rete_personale,2019,68
toscana,italia,rete_personale,2020,34
toscana,italia,rete_personale,2021,72
toscana,italia,rete_personale,2022,91
toscana,italia,rete_personale,2023,79
toscana,italia,rete_personale,2024,66
toscana,italia,servizi_istituzioni,2015,58
toscana,italia,servizi_istituzioni,2016,69
toscana,italia,servizi_istituzioni,2017,56
toscana,italia,servizi_istituzioni,2018,70
toscana,italia,servizi_istituzioni,2019,72
toscana,italia,servizi_istituzioni,2020,50
toscana,italia,servizi_istituzioni,2021,51
toscana,italia,servizi_istituzioni,2022,59
toscana,italia,servizi_istituzioni,2023,97
toscana,italia,servizi_istituzioni,2024,79
trentino alto adige,estero,altro,2019,1
trentino alto adige,estero,altro,2021,10
trentino alto adige,estero,altro,2022,7
trentino alto adige,estero,altro,2023,4
trentino alto adige,estero,altro,2024,2
trentino alto adige,estero,digitale,2015,17
trentino alto adige,estero,digitale,2016,20
trentino alto adige,estero,digitale,2017,15
trentino alto adige,estero,digitale,2018,40
trentino alto adige,estero,digitale,2019,55
trentino alto adige,estero,digitale,2020,71
trentino alto adige,estero,digitale,2021,46
trentino alto adige,estero,digitale,2022,93
trentino alto adige,estero,digitale,2023,125
trentino alto adige,estero,digitale,2024,90
trentino alto adige,estero,media_tradizionali,2015,49
trentino alto adige,estero,media_tradizionali,2016,24
trentino alto adige,estero,media_tradizionali,2017,25
trentino alto adige,estero,media_tradizionali,2018,45
trentino alto adige,estero,media_tradizionali,2019,32
trentino alto adige,estero,media_tradizionali,2020,46
trentino alto adige,estero,media_tradizionali,2021,30
trentino alto adige,estero,media_tradizionali,2022,29
trentino alto adige,estero,media_tradizionali,2023,75
trentino alto adige,estero,media_tradizionali,2024,208
trentino alto adige,estero,non_risposta,2015,70
trentino alto adige,estero,non_risposta,2016,80
trentino alto adige,estero,non_risposta,2017,50
trentino alto adige,estero,non_risposta,2018,97
trentino alto adige,estero,non_risposta,2019,84
trentino alto adige,estero,non_risposta,2020,135
trentino alto adige,estero,non_risposta,2021,191
trentino alto adige,estero,non_risposta,2022,111
trentino alto adige,estero,non_risposta,2023,172
trentino alto adige,estero,non_risposta,2024,133
trentino alto adige,estero,rete_personale,2015,7
trentino alto adige,estero,rete_personale,2016,7
trentino alto adige,estero,rete_personale,2017,4
trentino alto adige,estero,rete_personale,2018,6
trentino alto adige,estero,rete_personale,2019,9
trentino alto adige,estero,rete_personale,2020,7
trentino alto adige,estero,rete_personale,2021,18
trentino alto adige,estero,rete_personale,2022,18
trentino alto adige,estero,rete_personale,2023,15
trentino alto adige,estero,rete_personale,2024,23
trentino alto adige,estero,servizi_istituzioni,2015,16
trentino alto adige,estero,servizi_istituzioni,2016,16
trentino alto adige,estero,servizi_istituzioni,2017,14
trentino alto adige,estero,servizi_istituzioni,2018,14
trentino alto adige,estero,servizi_istituzioni,2019,24
trentino alto adige,estero,servizi_istituzioni,2020,15
trentino alto adige,estero,servizi_istituzioni,2021,18
trentino alto adige,estero,servizi_istituzioni,2022,17
trentino alto adige,estero,servizi_istituzioni,2023,15
trentino alto adige,estero,servizi_istituzioni,2024,17
trentino alto adige,italia,altro,2019,1
trentino alto adige,italia,altro,2021,10
trentino alto adige,italia,altro,2022,7
trentino alto adige,italia,altro,2023,2
trentino alto adige,italia,altro,2024,2
trentino alto adige,italia,digitale,2015,11
trentino alto adige,italia,digitale,2016,14
trentino alto adige,italia,digitale,2017,15
trentino alto adige,italia,digitale,2018,22
trentino alto adige,italia,digitale,2019,45
trentino alto adige,italia,digitale,2020,57
trentino alto adige,italia,digitale,2021,42
trentino alto adige,italia,digitale,2022,75
trentino alto adige,italia,digitale,2023,109
trentino alto adige,italia,digitale,2024,74
trentino alto adige,italia,media_tradizionali,2015,39
trentino alto adige,italia,media_tradizionali,2016,14
trentino alto adige,italia,media_tradizionali,2017,13
trentino alto adige,italia,media_tradizionali,2018,39
trentino alto adige,italia,media_tradizionali,2019,26
trentino alto adige,italia,media_tradizionali,2020,40
trentino alto adige,italia,media_tradizionali,2021,24
trentino alto adige,italia,media_tradizionali,2022,23
trentino alto adige,italia,media_tradizionali,2023,67
trentino alto adige,italia,media_tradizionali,2024,182
trentino alto adige,italia,non_risposta,2015,58
trentino alto adige,italia,non_risposta,2016,62
trentino alto adige,italia,non_risposta,2017,36
trentino alto adige,italia,non_risposta,2018,71
trentino alto adige,italia,non_risposta,2019,76
trentino alto adige,italia,non_risposta,2020,109
trentino alto adige,italia,non_risposta,2021,153
trentino alto adige,italia,non_risposta,2022,91
trentino alto adige,italia,non_risposta,2023,128
trentino alto adige,italia,non_risposta,2024,115
trentino alto adige,italia,rete_personale,2015,3
trentino alto adige,italia,rete_personale,2016,5
trentino alto adige,italia,rete_personale,2017,2
trentino alto adige,italia,rete_personale,2018,6
trentino alto adige,italia,rete_personale,2019,9
trentino alto adige,italia,rete_personale,2020,7
trentino alto adige,italia,rete_personale,2021,14
trentino alto adige,italia,rete_personale,2022,10
trentino alto adige,italia,rete_personale,2023,15
trentino alto adige,italia,rete_personale,2024,17
trentino alto adige,italia,servizi_istituzioni,2015,8
trentino alto adige,italia,servizi_istituzioni,2016,12
trentino alto adige,italia,servizi_istituzioni,2017,8
trentino alto adige,italia,servizi_istituzioni,2018,10
trentino alto adige,italia,servizi_istituzioni,2019,18
trentino alto adige,italia,servizi_istituzioni,2020,9
trentino alto adige,italia,servizi_istituzioni,2021,10
trentino alto adige,italia,servizi_istituzioni,2022,13
trentino alto adige,italia,servizi_istituzioni,2023,15
trentino alto adige,italia,servizi_istituzioni,2024,13
umbria,estero,altro,2015,1
umbria,estero,altro,2016,3
umbria,estero,altro,2017,1
umbria,estero,altro,2019,3
umbria,estero,altro,2020,3
umbria,estero,altro,2021,10
umbria,estero,altro,2022,5
umbria,estero,altro,2023,11
umbria,estero,altro,2024,10
umbria,estero,digitale,2015,26
umbria,estero,digitale,2016,29
umbria,estero,digitale,2017,33
umbria,estero,digitale,2018,47
umbria,estero,digitale,2019,81
umbria,estero,digitale,2020,50
umbria,estero,digitale,2021,61
umbria,estero,digitale,2022,109
umbria,estero,digitale,2023,148
umbria,estero,digitale,2024,131
umbria,estero,media_tradizionali,2015,79
umbria,estero,media_tradizionali,2016,61
umbria,estero,media_tradizionali,2017,36
umbria,estero,media_tradizionali,2018,65
umbria,estero,media_tradizionali,2019,48
umbria,estero,media_tradizionali,2020,46
umbria,estero,media_tradizionali,2021,40
umbria,estero,media_tradizionali,2022,52
umbria,estero,media_tradizionali,2023,100
umbria,estero,media_tradizionali,2024,299
umbria,estero,non_risposta,2015,134
umbria,estero,non_risposta,2016,113
umbria,estero,non_risposta,2017,121
umbria,estero,non_risposta,2018,132
umbria,estero,non_risposta,2019,97
umbria,estero,non_risposta,2020,164
umbria,estero,non_risposta,2021,187
umbria,estero,non_risposta,2022,160
umbria,estero,non_risposta,2023,227
umbria,estero,non_risposta,2024,145
umbria,estero,rete_personale,2015,6
umbria,estero,rete_personale,2016,6
umbria,estero,rete_personale,2017,7
umbria,estero,rete_personale,2018,20
umbria,estero,rete_personale,2019,15
umbria,estero,rete_personale,2020,8
umbria,estero,rete_personale,2021,19
umbria,estero,rete_personale,2022,21
umbria,estero,rete_personale,2023,29
umbria,estero,rete_personale,2024,18
umbria,estero,servizi_istituzioni,2015,21
umbria,estero,servizi_istituzioni,2016,37
umbria,estero,servizi_istituzioni,2017,13
umbria,estero,servizi_istituzioni,2018,16
umbria,estero,servizi_istituzioni,2019,21
umbria,estero,servizi_istituzioni,2020,18
umbria,estero,servizi_istituzioni,2021,13
umbria,estero,servizi_istituzioni,2022,22
umbria,estero,servizi_istituzioni,2023,36
umbria,estero,servizi_istituzioni,2024,40
umbria,italia,altro,2015,1
umbria,italia,altro,2016,3
umbria,italia,altro,2017,1
umbria,italia,altro,2019,3
umbria,italia,altro,2020,1
umbria,italia,altro,2021,8
umbria,italia,altro,2022,5
umbria,italia,altro,2023,11
umbria,italia,altro,2024,6
umbria,italia,digitale,2015,18
umbria,italia,digitale,2016,21
umbria,italia,digitale,2017,27
umbria,italia,digitale,2018,41
umbria,italia,digitale,2019,63
umbria,italia,digitale,2020,38
umbria,italia,digitale,2021,53
umbria,italia,digitale,2022,85
umbria,italia,digitale,2023,124
umbria,italia,digitale,2024,95
umbria,italia,media_tradizionali,2015,67
umbria,italia,media_tradizionali,2016,49
umbria,italia,media_tradizionali,2017,28
umbria,italia,media_tradizionali,2018,57
umbria,italia,media_tradizionali,2019,38
umbria,italia,media_tradizionali,2020,38
umbria,italia,media_tradizionali,2021,36
umbria,italia,media_tradizionali,2022,42
umbria,italia,media_tradizionali,2023,78
umbria,italia,media_tradizionali,2024,253
umbria,italia,non_risposta,2015,104
umbria,italia,non_risposta,2016,95
umbria,italia,non_risposta,2017,105
umbria,italia,non_risposta,2018,118
umbria,italia,non_risposta,2019,85
umbria,italia,non_risposta,2020,126
umbria,italia,non_risposta,2021,167
umbria,italia,non_risposta,2022,138
umbria,italia,non_risposta,2023,203
umbria,italia,non_risposta,2024,103
umbria,italia,rete_personale,2015,4
umbria,italia,rete_personale,2016,2
umbria,italia,rete_personale,2017,7
umbria,italia,rete_personale,2018,16
umbria,italia,rete_personale,2019,11
umbria,italia,rete_personale,2020,8
umbria,italia,rete_personale,2021,17
umbria,italia,rete_personale,2022,17
umbria,italia,rete_personale,2023,19
umbria,italia,rete_personale,2024,16
umbria,italia,servizi_istituzioni,2015,13
umbria,italia,servizi_istituzioni,2016,21
umbria,italia,servizi_istituzioni,2017,13
umbria,italia,servizi_istituzioni,2018,12
umbria,italia,servizi_istituzioni,2019,15
umbria,italia,servizi_istituzioni,2020,16
umbria,italia,servizi_istituzioni,2021,9
umbria,italia,servizi_istituzioni,2022,14
umbria,italia,servizi_istituzioni,2023,30
umbria,italia,servizi_istituzioni,2024,30
valle d'aosta,estero,altro,2024,1
valle d'aosta,estero,digitale,2015,3
valle d'aosta,estero,digitale,2016,9
valle d'aosta,estero,digitale,2017,5
valle d'aosta,estero,digitale,2018,2
valle d'aosta,estero,digitale,2019,3
valle d'aosta,estero,digitale,2020,4
valle d'aosta,estero,digitale,2022,12
valle d'aosta,estero,digitale,2023,12
valle d'aosta,estero,digitale,2024,13
valle d'aosta,estero,media_tradizionali,2015,7
valle d'aosta,estero,media_tradizionali,2016,1
valle d'aosta,estero,media_tradizionali,2017,2
valle d'aosta,estero,media_tradizionali,2018,5
valle d'aosta,estero,media_tradizionali,2019,4
valle d'aosta,estero,media_tradizionali,2020,7
valle d'aosta,estero,media_tradizionali,2021,6
valle d'aosta,estero,media_tradizionali,2022,4
valle d'aosta,estero,media_tradizionali,2023,10
valle d'aosta,estero,media_tradizionali,2024,30
valle d'aosta,estero,non_risposta,2015,9
valle d'aosta,estero,non_risposta,2016,8
valle d'aosta,estero,non_risposta,2017,9
valle d'aosta,estero,non_risposta,2018,9
valle d'aosta,estero,non_risposta,2019,2
valle d'aosta,estero,non_risposta,2020,17
valle d'aosta,estero,non_risposta,2021,11
valle d'aosta,estero,non_risposta,2022,10
valle d'aosta,estero,non_risposta,2023,16
valle d'aosta,estero,non_risposta,2024,24
valle d'aosta,estero,rete_personale,2016,2
valle d'aosta,estero,rete_personale,2017,1
valle d'aosta,estero,rete_personale,2018,3
valle d'aosta,estero,rete_personale,2019,4
valle d'aosta,estero,rete_personale,2020,1
valle d'aosta,estero,rete_personale,2022,1
valle d'aosta,estero,rete_personale,2023,1
valle d'aosta,estero,rete_personale,2024,1
valle d'aosta,estero,servizi_istituzioni,2015,2
valle d'aosta,estero,servizi_istituzioni,2018,4
valle d'aosta,estero,servizi_istituzioni,2019,4
valle d'aosta,estero,servizi_istituzioni,2021,1
valle d'aosta,estero,servizi_istituzioni,2022,1
valle d'aosta,estero,servizi_istituzioni,2023,2
valle d'aosta,estero,servizi_istituzioni,2024,3
valle d'aosta,italia,altro,2024,1
valle d'aosta,italia,digitale,2015,3
valle d'aosta,italia,digitale,2016,5
valle d'aosta,italia,digitale,2017,5
valle d'aosta,italia,digitale,2018,2
valle d'aosta,italia,digitale,2019,3
valle d'aosta,italia,digitale,2020,4
valle d'aosta,italia,digitale,2022,10
valle d'aosta,italia,digitale,2023,10
valle d'aosta,italia,digitale,2024,13
valle d'aosta,italia,media_tradizionali,2015,7
valle d'aosta,italia,media_tradizionali,2016,1
valle d'aosta,italia,media_tradizionali,2017,2
valle d'aosta,italia,media_tradizionali,2018,5
valle d'aosta,italia,media_tradizionali,2019,4
valle d'aosta,italia,media_tradizionali,2020,7
valle d'aosta,italia,media_tradizionali,2021,4
valle d'aosta,italia,media_tradizionali,2022,4
valle d'aosta,italia,media_tradizionali,2023,10
valle d'aosta,italia,media_tradizionali,2024,26
valle d'aosta,italia,non_risposta,2015,7
valle d'aosta,italia,non_risposta,2016,8
valle d'aosta,italia,non_risposta,2017,9
valle d'aosta,italia,non_risposta,2018,9
valle d'aosta,italia,non_risposta,2019,2
valle d'aosta,italia,non_risposta,2020,17
valle d'aosta,italia,non_risposta,2021,11
valle d'aosta,italia,non_risposta,2022,8
valle d'aosta,italia,non_risposta,2023,16
valle d'aosta,italia,non_risposta,2024,16
valle d'aosta,italia,rete_personale,2016,2
valle d'aosta,italia,rete_personale,2017,1
valle d'aosta,italia,rete_personale,2018,3
valle d'aosta,italia,rete_personale,2019,2
valle d'aosta,italia,rete_personale,2020,1
valle d'aosta,italia,rete_personale,2022,1
valle d'aosta,italia,rete_personale,2023,1
valle d'aosta,italia,rete_personale,2024,1
valle d'aosta,italia,servizi_istituzioni,2018,2
valle d'aosta,italia,servizi_istituzioni,2019,2
valle d'aosta,italia,servizi_istituzioni,2021,1
valle d'aosta,italia,servizi_istituzioni,2022,1
valle d'aosta,italia,servizi_istituzioni,2023,2
valle d'aosta,italia,servizi_istituzioni,2024,3
veneto,estero,altro,2015,3
veneto,estero,altro,2016,6
veneto,estero,altro,2018,10
veneto,estero,altro,2019,17
veneto,estero,altro,2020,14
veneto,estero,altro,2021,47
veneto,estero,altro,2022,74
veneto,estero,altro,2023,69
veneto,estero,altro,2024,10
veneto,estero,digitale,2015,155
veneto,estero,digitale,2016,176
veneto,estero,digitale,2017,190
veneto,estero,digitale,2018,272
veneto,estero,digitale,2019,443
veneto,estero,digitale,2020,368
veneto,estero,digitale,2021,381
veneto,estero,digitale,2022,604
veneto,estero,digitale,2023,725
veneto,estero,digitale,2024,812
veneto,estero,media_tradizionali,2015,385
veneto,estero,media_tradizionali,2016,264
veneto,estero,media_tradizionali,2017,200
veneto,estero,media_tradizionali,2018,331
veneto,estero,media_tradizionali,2019,230
veneto,estero,media_tradizionali,2020,302
veneto,estero,media_tradizionali,2021,231
veneto,estero,media_tradizionali,2022,209
veneto,estero,media_tradizionali,2023,537
veneto,estero,media_tradizionali,2024,1823
veneto,estero,non_risposta,2015,653
veneto,estero,non_risposta,2016,450
veneto,estero,non_risposta,2017,532
veneto,estero,non_risposta,2018,671
veneto,estero,non_risposta,2019,705
veneto,estero,non_risposta,2020,1112
veneto,estero,non_risposta,2021,1383
veneto,estero,non_risposta,2022,923
veneto,estero,non_risposta,2023,1223
veneto,estero,non_risposta,2024,964
veneto,estero,rete_personale,2015,52
veneto,estero,rete_personale,2016,42
veneto,estero,rete_personale,2017,41
veneto,estero,rete_personale,2018,110
veneto,estero,rete_personale,2019,114
veneto,estero,rete_personale,2020,101
veneto,estero,rete_personale,2021,163
veneto,estero,rete_personale,2022,139
veneto,estero,rete_personale,2023,127
veneto,estero,rete_personale,2024,125
veneto,estero,servizi_istituzioni,2015,101
veneto,estero,servizi_istituzioni,2016,122
veneto,estero,servizi_istituzioni,2017,127
veneto,estero,servizi_istituzioni,2018,121
veneto,estero,servizi_istituzioni,2019,176
veneto,estero,servizi_istituzioni,2020,101
veneto,estero,servizi_istituzioni,2021,122
veneto,estero,servizi_istituzioni,2022,151
veneto,estero,servizi_istituzioni,2023,243
veneto,estero,servizi_istituzioni,2024,244
veneto,italia,altro,2015,3
veneto,italia,altro,2016,4
veneto,italia,altro,2018,4
veneto,italia,altro,2019,15
veneto,italia,altro,2020,14
veneto,italia,altro,2021,39
veneto,italia,altro,2022,56
veneto,italia,altro,2023,63
veneto,italia,altro,2024,10
veneto,italia,digitale,2015,125
veneto,italia,digitale,2016,136
veneto,italia,digitale,2017,152
veneto,italia,digitale,2018,220
veneto,italia,digitale,2019,333
veneto,italia,digitale,2020,294
veneto,italia,digitale,2021,303
veneto,italia,digitale,2022,470
veneto,italia,digitale,2023,591
veneto,italia,digitale,2024,686
veneto,italia,media_tradizionali,2015,299
veneto,italia,media_tradizionali,2016,206
veneto,italia,media_tradizionali,2017,166
veneto,italia,media_tradizionali,2018,261
veneto,italia,media_tradizionali,2019,186
veneto,italia,media_tradizionali,2020,260
veneto,italia,media_tradizionali,2021,193
veneto,italia,media_tradizionali,2022,171
veneto,italia,media_tradizionali,2023,473
veneto,italia,media_tradizionali,2024,1559
veneto,italia,non_risposta,2015,521
veneto,italia,non_risposta,2016,394
veneto,italia,non_risposta,2017,464
veneto,italia,non_risposta,2018,577
veneto,italia,non_risposta,2019,547
veneto,italia,non_risposta,2020,948
veneto,italia,non_risposta,2021,1145
veneto,italia,non_risposta,2022,771
veneto,italia,non_risposta,2023,1019
veneto,italia,non_risposta,2024,830
veneto,italia,rete_personale,2015,42
veneto,italia,rete_personale,2016,30
veneto,italia,rete_personale,2017,31
veneto,italia,rete_personale,2018,62
veneto,italia,rete_personale,2019,78
veneto,italia,rete_personale,2020,63
veneto,italia,rete_personale,2021,115
veneto,italia,rete_personale,2022,95
veneto,italia,rete_personale,2023,91
veneto,italia,rete_personale,2024,107
veneto,italia,servizi_istituzioni,2015,71
veneto,italia,servizi_istituzioni,2016,88
veneto,italia,servizi_istituzioni,2017,91
veneto,italia,servizi_istituzioni,2018,79
veneto,italia,servizi_istituzioni,2019,128
veneto,italia,servizi_istituzioni,2020,71
veneto,italia,servizi_istituzioni,2021,96
veneto,italia,servizi_istituzioni,2022,113
veneto,italia,servizi_istituzioni,2023,181
veneto,italia,servizi_istituzioni,2024,194
