sesso,titolo_studio,imput_affermazione,grado_accordo,percentuale
femmine,diploma_o_equivalente,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,3.3
femmine,diploma_o_equivalente,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,12.7
femmine,diploma_o_equivalente,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,76.8
femmine,diploma_o_equivalente,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,6.5
femmine,diploma_o_equivalente,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,2.6
femmine,diploma_o_equivalente,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,10.2
femmine,diploma_o_equivalente,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.5
femmine,diploma_o_equivalente,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,71.0
femmine,diploma_o_equivalente,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,3.8
femmine,diploma_o_equivalente,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.8
femmine,diploma_o_equivalente,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,5.4
femmine,diploma_o_equivalente,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,31.8
femmine,diploma_o_equivalente,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,55.3
femmine,diploma_o_equivalente,Spesso le accuse di violenza sessuale sono false,non_risponde,6.7
femmine,laurea,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,2.1
femmine,laurea,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,8.5
femmine,laurea,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,17.3
femmine,laurea,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,70.0
femmine,laurea,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,2.2
femmine,laurea,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,8.2
femmine,laurea,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,20.7
femmine,laurea,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,27.9
femmine,laurea,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,40.4
femmine,laurea,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,2.9
femmine,laurea,Le donne serie non vengono violentate,molto_d_accordo,0.3
femmine,laurea,Le donne serie non vengono violentate,abbastanza_d_accordo,1.4
femmine,laurea,Le donne serie non vengono violentate,poco_d_accordo,6.1
femmine,laurea,Le donne serie non vengono violentate,per_niente_d_accordo,89.9
femmine,laurea,Le donne serie non vengono violentate,non_risponde,2.3
femmine,laurea,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.2
femmine,laurea,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.2
femmine,laurea,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,3.6
femmine,laurea,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,94.0
femmine,laurea,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,2.1
femmine,laurea,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.4
femmine,laurea,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,1.8
femmine,laurea,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,10.7
femmine,laurea,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,83.5
femmine,laurea,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,3.7
femmine,laurea,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,1.1
femmine,laurea,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,5.2
femmine,laurea,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.0
femmine,laurea,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,78.9
femmine,laurea,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,2.9
femmine,laurea,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.5
femmine,laurea,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,4.8
femmine,laurea,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,28.3
femmine,laurea,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,60.3
femmine,laurea,Spesso le accuse di violenza sessuale sono false,non_risponde,6.1
