territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
isole,emergenza,maschi,estero,2023,1
isole,emergenza,maschi,estero,2024,1
isole,emergenza,maschi,italia,2015,2
isole,emergenza,maschi,italia,2016,1
isole,emergenza,maschi,italia,2018,1
isole,emergenza,maschi,italia,2019,2
isole,emergenza,maschi,italia,2020,1
isole,emergenza,maschi,italia,2023,1
isole,emergenza,maschi,italia,2024,1
isole,emergenza,femmine,estero,2015,16
isole,emergenza,femmine,estero,2016,14
isole,emergenza,femmine,estero,2017,8
isole,emergenza,femmine,estero,2018,11
isole,emergenza,femmine,estero,2019,13
isole,emergenza,femmine,estero,2020,5
isole,emergenza,femmine,estero,2021,3
isole,emergenza,femmine,estero,2022,1
isole,emergenza,femmine,estero,2023,3
isole,emergenza,femmine,estero,2024,2
isole,emergenza,femmine,estero,2016,2
isole,emergenza,femmine,estero,2017,2
isole,emergenza,femmine,estero,2018,1
isole,emergenza,femmine,estero,2021,1
isole,emergenza,femmine,italia,2015,16
isole,emergenza,femmine,italia,2016,12
isole,emergenza,femmine,italia,2017,6
isole,emergenza,femmine,italia,2018,10
isole,emergenza,femmine,italia,2019,13
isole,emergenza,femmine,italia,2020,5
isole,emergenza,femmine,italia,2021,2
isole,emergenza,femmine,italia,2022,1
isole,emergenza,femmine,italia,2023,3
isole,emergenza,femmine,italia,2024,2
isole,informazioni sul servizio 1522,maschi,estero,2015,31
isole,informazioni sul servizio 1522,maschi,estero,2016,42
isole,informazioni sul servizio 1522,maschi,estero,2017,62
isole,informazioni sul servizio 1522,maschi,estero,2018,75
isole,informazioni sul servizio 1522,maschi,estero,2019,119
isole,informazioni sul servizio 1522,maschi,estero,2020,82
isole,informazioni sul servizio 1522,maschi,estero,2021,96
isole,informazioni sul servizio 1522,maschi,estero,2022,89
isole,informazioni sul servizio 1522,maschi,estero,2023,135
isole,informazioni sul servizio 1522,maschi,estero,2024,166
isole,informazioni sul servizio 1522,maschi,estero,2015,1
isole,informazioni sul servizio 1522,maschi,estero,2016,1
isole,informazioni sul servizio 1522,maschi,estero,2017,1
isole,informazioni sul servizio 1522,maschi,estero,2019,1
isole,informazioni sul servizio 1522,maschi,estero,2020,1
isole,informazioni sul servizio 1522,maschi,estero,2021,2
isole,informazioni sul servizio 1522,maschi,estero,2022,1
isole,informazioni sul servizio 1522,maschi,estero,2024,1
isole,informazioni sul servizio 1522,maschi,italia,2015,30
isole,informazioni sul servizio 1522,maschi,italia,2016,41
isole,informazioni sul servizio 1522,maschi,italia,2017,61
isole,informazioni sul servizio 1522,maschi,italia,2018,75
isole,informazioni sul servizio 1522,maschi,italia,2019,118
isole,informazioni sul servizio 1522,maschi,italia,2020,81
isole,informazioni sul servizio 1522,maschi,italia,2021,94
isole,informazioni sul servizio 1522,maschi,italia,2022,88
isole,informazioni sul servizio 1522,maschi,italia,2023,135
isole,informazioni sul servizio 1522,maschi,italia,2024,165
isole,informazioni sul servizio 1522,femmine,estero,2015,113
isole,informazioni sul servizio 1522,femmine,estero,2016,138
isole,informazioni sul servizio 1522,femmine,estero,2017,158
isole,informazioni sul servizio 1522,femmine,estero,2018,299
isole,informazioni sul servizio 1522,femmine,estero,2019,462
isole,informazioni sul servizio 1522,femmine,estero,2020,332
isole,informazioni sul servizio 1522,femmine,estero,2021,382
isole,informazioni sul servizio 1522,femmine,estero,2022,446
isole,informazioni sul servizio 1522,femmine,estero,2023,541
isole,informazioni sul servizio 1522,femmine,estero,2024,656
isole,informazioni sul servizio 1522,femmine,estero,2015,1
isole,informazioni sul servizio 1522,femmine,estero,2016,6
isole,informazioni sul servizio 1522,femmine,estero,2017,9
isole,informazioni sul servizio 1522,femmine,estero,2018,8
isole,informazioni sul servizio 1522,femmine,estero,2019,12
isole,informazioni sul servizio 1522,femmine,estero,2020,6
isole,informazioni sul servizio 1522,femmine,estero,2021,4
isole,informazioni sul servizio 1522,femmine,estero,2022,7
isole,informazioni sul servizio 1522,femmine,estero,2023,13
isole,informazioni sul servizio 1522,femmine,estero,2024,24
isole,informazioni sul servizio 1522,femmine,italia,2015,112
isole,informazioni sul servizio 1522,femmine,italia,2016,132
isole,informazioni sul servizio 1522,femmine,italia,2017,149
isole,informazioni sul servizio 1522,femmine,italia,2018,291
isole,informazioni sul servizio 1522,femmine,italia,2019,450
isole,informazioni sul servizio 1522,femmine,italia,2020,326
isole,informazioni sul servizio 1522,femmine,italia,2021,378
isole,informazioni sul servizio 1522,femmine,italia,2022,439
isole,informazioni sul servizio 1522,femmine,italia,2023,528
isole,informazioni sul servizio 1522,femmine,italia,2024,632
isole,informazioni sul servizio 1522,non indicato,estero,2023,4
isole,informazioni sul servizio 1522,non indicato,estero,2024,3
isole,informazioni sul servizio 1522,non indicato,estero,2023,1
isole,informazioni sul servizio 1522,non indicato,italia,2023,3
isole,informazioni sul servizio 1522,non indicato,italia,2024,3
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2015,80
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,27
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2017,55
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2018,53
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2019,40
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,40
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2021,27
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,28
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,37
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2024,63
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2015,3
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,1
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2018,1
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,1
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,1
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,3
isole,informazioni sui centri antiviolenza nazionali,maschi,estero,2024,1
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2015,77
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2016,26
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2017,55
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2018,52
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2019,40
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2020,39
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2021,27
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2022,27
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2023,34
isole,informazioni sui centri antiviolenza nazionali,maschi,italia,2024,62
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,709
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,675
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,449
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,437
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,262
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,363
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,380
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,382
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,411
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,587
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,15
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,22
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,26
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,5
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,22
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,22
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,13
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,11
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,5
isole,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,22
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2015,694
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2016,653
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2017,423
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2018,432
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2019,240
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2020,341
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2021,367
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2022,371
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2023,406
isole,informazioni sui centri antiviolenza nazionali,femmine,italia,2024,565
isole,informazioni sui centri antiviolenza nazionali,non indicato,estero,2023,3
isole,informazioni sui centri antiviolenza nazionali,non indicato,estero,2024,1
isole,informazioni sui centri antiviolenza nazionali,non indicato,italia,2023,3
isole,informazioni sui centri antiviolenza nazionali,non indicato,italia,2024,1
isole,informazioni giuridiche,maschi,estero,2015,13
isole,informazioni giuridiche,maschi,estero,2016,4
isole,informazioni giuridiche,maschi,estero,2017,12
isole,informazioni giuridiche,maschi,estero,2018,16
isole,informazioni giuridiche,maschi,estero,2019,3
isole,informazioni giuridiche,maschi,estero,2020,2
isole,informazioni giuridiche,maschi,estero,2021,7
isole,informazioni giuridiche,maschi,estero,2022,5
isole,informazioni giuridiche,maschi,estero,2023,6
isole,informazioni giuridiche,maschi,estero,2024,21
isole,informazioni giuridiche,maschi,italia,2015,13
isole,informazioni giuridiche,maschi,italia,2016,4
isole,informazioni giuridiche,maschi,italia,2017,12
isole,informazioni giuridiche,maschi,italia,2018,16
isole,informazioni giuridiche,maschi,italia,2019,3
isole,informazioni giuridiche,maschi,italia,2020,2
isole,informazioni giuridiche,maschi,italia,2021,7
isole,informazioni giuridiche,maschi,italia,2022,5
isole,informazioni giuridiche,maschi,italia,2023,6
isole,informazioni giuridiche,maschi,italia,2024,21
isole,informazioni giuridiche,femmine,estero,2015,46
isole,informazioni giuridiche,femmine,estero,2016,55
isole,informazioni giuridiche,femmine,estero,2017,39
isole,informazioni giuridiche,femmine,estero,2018,69
isole,informazioni giuridiche,femmine,estero,2019,21
isole,informazioni giuridiche,femmine,estero,2020,17
isole,informazioni giuridiche,femmine,estero,2021,49
isole,informazioni giuridiche,femmine,estero,2022,45
isole,informazioni giuridiche,femmine,estero,2023,54
isole,informazioni giuridiche,femmine,estero,2024,80
isole,informazioni giuridiche,femmine,estero,2016,3
isole,informazioni giuridiche,femmine,estero,2017,1
isole,informazioni giuridiche,femmine,estero,2018,1
isole,informazioni giuridiche,femmine,estero,2020,2
isole,informazioni giuridiche,femmine,estero,2021,1
isole,informazioni giuridiche,femmine,estero,2022,2
isole,informazioni giuridiche,femmine,estero,2023,1
isole,informazioni giuridiche,femmine,estero,2024,2
isole,informazioni giuridiche,femmine,italia,2015,46
isole,informazioni giuridiche,femmine,italia,2016,52
isole,informazioni giuridiche,femmine,italia,2017,38
isole,informazioni giuridiche,femmine,italia,2018,68
isole,informazioni giuridiche,femmine,italia,2019,21
isole,informazioni giuridiche,femmine,italia,2020,15
isole,informazioni giuridiche,femmine,italia,2021,48
isole,informazioni giuridiche,femmine,italia,2022,43
isole,informazioni giuridiche,femmine,italia,2023,53
isole,informazioni giuridiche,femmine,italia,2024,78
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2015,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2016,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2017,4
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2018,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2019,7
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2021,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2022,6
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2023,4
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2024,7
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2015,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2016,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2017,4
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2018,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2019,7
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2021,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2022,6
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2023,4
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2024,7
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2015,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2016,3
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2017,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2020,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2021,3
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2022,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2023,4
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2015,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2015,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2016,3
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2017,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2020,1
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2021,3
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2022,2
isole,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2023,4
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2015,2
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2016,3
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2017,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2018,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2019,6
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2020,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2015,2
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2016,3
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2017,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2018,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2019,6
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2020,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2015,3
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2017,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2018,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2019,2
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2020,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2022,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2015,3
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2016,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2017,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2018,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2019,2
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2020,1
isole,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2022,1
isole,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2023,2
isole,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2023,1
isole,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2023,1
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2017,3
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2018,1
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2019,3
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,3
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,5
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,1
isole,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2024,1
isole,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2017,3
isole,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2018,1
isole,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2019,3
isole,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2020,3
isole,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2021,5
isole,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2022,1
isole,segnalazione di informazione scorretta sui media,femmine,estero,2017,1
isole,segnalazione di informazione scorretta sui media,femmine,italia,2017,1
isole,segnalazione di informazione scorretta sui media,non indicato,estero,2023,2
isole,segnalazione di informazione scorretta sui media,non indicato,italia,2023,2
isole,chiamata internazionale fuori orario,maschi,estero,2016,2
isole,chiamata internazionale fuori orario,maschi,estero,2017,1
isole,chiamata internazionale fuori orario,maschi,estero,2019,1
isole,chiamata internazionale fuori orario,femmine,estero,2017,1
isole,chiamata internazionale fuori orario,femmine,estero,2019,9
isole,chiamata internazionale fuori orario,femmine,estero,2019,7
isole,chiamata internazionale fuori orario,femmine,italia,2017,1
isole,chiamata internazionale fuori orario,femmine,italia,2019,2
isole,numeri utili per chiamate fuori target,maschi,estero,2015,61
isole,numeri utili per chiamate fuori target,maschi,estero,2016,26
isole,numeri utili per chiamate fuori target,maschi,estero,2017,36
isole,numeri utili per chiamate fuori target,maschi,estero,2018,46
isole,numeri utili per chiamate fuori target,maschi,estero,2019,21
isole,numeri utili per chiamate fuori target,maschi,estero,2020,72
isole,numeri utili per chiamate fuori target,maschi,estero,2021,42
isole,numeri utili per chiamate fuori target,maschi,estero,2022,62
isole,numeri utili per chiamate fuori target,maschi,estero,2023,104
isole,numeri utili per chiamate fuori target,maschi,estero,2024,149
isole,numeri utili per chiamate fuori target,maschi,estero,2015,5
isole,numeri utili per chiamate fuori target,maschi,estero,2016,1
isole,numeri utili per chiamate fuori target,maschi,estero,2020,4
isole,numeri utili per chiamate fuori target,maschi,estero,2021,1
isole,numeri utili per chiamate fuori target,maschi,estero,2022,2
isole,numeri utili per chiamate fuori target,maschi,italia,2015,56
isole,numeri utili per chiamate fuori target,maschi,italia,2016,25
isole,numeri utili per chiamate fuori target,maschi,italia,2017,36
isole,numeri utili per chiamate fuori target,maschi,italia,2018,46
isole,numeri utili per chiamate fuori target,maschi,italia,2019,21
isole,numeri utili per chiamate fuori target,maschi,italia,2020,68
isole,numeri utili per chiamate fuori target,maschi,italia,2021,41
isole,numeri utili per chiamate fuori target,maschi,italia,2022,60
isole,numeri utili per chiamate fuori target,maschi,italia,2023,104
isole,numeri utili per chiamate fuori target,maschi,italia,2024,149
isole,numeri utili per chiamate fuori target,femmine,estero,2015,178
isole,numeri utili per chiamate fuori target,femmine,estero,2016,161
isole,numeri utili per chiamate fuori target,femmine,estero,2017,134
isole,numeri utili per chiamate fuori target,femmine,estero,2018,189
isole,numeri utili per chiamate fuori target,femmine,estero,2019,135
isole,numeri utili per chiamate fuori target,femmine,estero,2020,242
isole,numeri utili per chiamate fuori target,femmine,estero,2021,302
isole,numeri utili per chiamate fuori target,femmine,estero,2022,340
isole,numeri utili per chiamate fuori target,femmine,estero,2023,435
isole,numeri utili per chiamate fuori target,femmine,estero,2024,595
isole,numeri utili per chiamate fuori target,femmine,estero,2015,10
isole,numeri utili per chiamate fuori target,femmine,estero,2016,3
isole,numeri utili per chiamate fuori target,femmine,estero,2017,11
isole,numeri utili per chiamate fuori target,femmine,estero,2018,6
isole,numeri utili per chiamate fuori target,femmine,estero,2019,8
isole,numeri utili per chiamate fuori target,femmine,estero,2020,5
isole,numeri utili per chiamate fuori target,femmine,estero,2021,5
isole,numeri utili per chiamate fuori target,femmine,estero,2022,7
isole,numeri utili per chiamate fuori target,femmine,estero,2023,3
isole,numeri utili per chiamate fuori target,femmine,estero,2024,9
isole,numeri utili per chiamate fuori target,femmine,italia,2015,168
isole,numeri utili per chiamate fuori target,femmine,italia,2016,158
isole,numeri utili per chiamate fuori target,femmine,italia,2017,123
isole,numeri utili per chiamate fuori target,femmine,italia,2018,183
isole,numeri utili per chiamate fuori target,femmine,italia,2019,127
isole,numeri utili per chiamate fuori target,femmine,italia,2020,237
isole,numeri utili per chiamate fuori target,femmine,italia,2021,297
isole,numeri utili per chiamate fuori target,femmine,italia,2022,333
isole,numeri utili per chiamate fuori target,femmine,italia,2023,432
isole,numeri utili per chiamate fuori target,femmine,italia,2024,586
isole,numeri utili per chiamate fuori target,non indicato,estero,2023,3
isole,numeri utili per chiamate fuori target,non indicato,estero,2024,2
isole,numeri utili per chiamate fuori target,non indicato,italia,2023,3
isole,numeri utili per chiamate fuori target,non indicato,italia,2024,2
isole,consulenza,femmine,estero,2023,4
isole,consulenza,femmine,estero,2024,5
isole,consulenza,femmine,estero,2024,1
isole,consulenza,femmine,italia,2023,4
isole,consulenza,femmine,italia,2024,4
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2015,7
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2016,11
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2017,4
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2018,2
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2020,5
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2021,8
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2022,4
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2023,4
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2024,8
sicilia,richiesta di aiuto vittima di stalking,maschi,estero,2021,1
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2015,7
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2016,11
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2017,4
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2018,2
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2020,5
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2021,7
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2022,4
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2023,4
sicilia,richiesta di aiuto vittima di stalking,maschi,italia,2024,8
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2015,56
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2016,67
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2017,40
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2018,38
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2019,29
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2020,55
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2021,63
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2022,46
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2023,57
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2024,81
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2015,1
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2016,3
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2017,1
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2018,1
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2019,1
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2020,2
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2021,1
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2022,1
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2023,4
sicilia,richiesta di aiuto vittima di stalking,femmine,estero,2024,3
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2015,55
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2016,64
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2017,39
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2018,37
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2019,28
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2020,53
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2021,62
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2022,45
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2023,53
sicilia,richiesta di aiuto vittima di stalking,femmine,italia,2024,78
sicilia,richiesta di aiuto vittima di stalking,non indicato,estero,2023,1
sicilia,richiesta di aiuto vittima di stalking,non indicato,italia,2023,1
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2015,10
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2016,7
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2017,13
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2018,11
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2019,11
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2020,17
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2021,19
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2022,7
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2023,15
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2024,17
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2020,1
sicilia,richiesta di aiuto vittima di violenza,maschi,estero,2021,2
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2015,10
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2016,7
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2017,13
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2018,11
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2019,11
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2020,16
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2021,17
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2022,7
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2023,15
sicilia,richiesta di aiuto vittima di violenza,maschi,italia,2024,17
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2015,345
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2016,362
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2017,374
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2018,434
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2019,428
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2020,612
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2021,667
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2022,461
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2023,510
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2024,622
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2015,26
