territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
lombardia,richiesta di aiuto vittima di stalking,femmine,italia,2022,153
lombardia,richiesta di aiuto vittima di stalking,femmine,italia,2023,219
lombardia,richiesta di aiuto vittima di stalking,femmine,italia,2024,344
lombardia,richiesta di aiuto vittima di stalking,non indicato,estero,2023,1
lombardia,richiesta di aiuto vittima di stalking,non indicato,italia,2023,1
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2015,16
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2016,18
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2017,23
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2018,21
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2019,24
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2020,30
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2021,23
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2022,16
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2023,46
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2024,48
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2015,2
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2016,3
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2018,1
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2019,3
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2020,2
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2021,2
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2022,2
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2023,5
lombardia,richiesta di aiuto vittima di violenza,maschi,estero,2024,5
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2015,14
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2016,15
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2017,23
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2018,20
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2019,21
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2020,28
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2021,21
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2022,14
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2023,41
lombardia,richiesta di aiuto vittima di violenza,maschi,italia,2024,43
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2015,789
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2016,844
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2017,827
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2018,982
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2019,973
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2020,1655
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2021,1656
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2022,1356
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2023,1644
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2024,2196
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2015,142
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2016,149
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2017,190
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2018,174
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2019,206
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2020,253
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2021,255
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2022,255
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2023,275
lombardia,richiesta di aiuto vittima di violenza,femmine,estero,2024,342
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2015,647
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2016,695
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2017,637
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2018,808
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2019,767
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2020,1402
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2021,1401
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2022,1101
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2023,1369
lombardia,richiesta di aiuto vittima di violenza,femmine,italia,2024,1854
lombardia,richiesta di aiuto vittima di violenza,non indicato,estero,2023,5
lombardia,richiesta di aiuto vittima di violenza,non indicato,estero,2024,2
lombardia,richiesta di aiuto vittima di violenza,non indicato,italia,2023,5
lombardia,richiesta di aiuto vittima di violenza,non indicato,italia,2024,2
lombardia,richiesta di aiuto per discriminazione,maschi,estero,2020,1
lombardia,richiesta di aiuto per discriminazione,maschi,estero,2021,1
lombardia,richiesta di aiuto per discriminazione,maschi,italia,2020,1
lombardia,richiesta di aiuto per discriminazione,maschi,italia,2021,1
lombardia,segnalazione di un caso di violenza,maschi,estero,2015,49
lombardia,segnalazione di un caso di violenza,maschi,estero,2016,61
lombardia,segnalazione di un caso di violenza,maschi,estero,2017,58
lombardia,segnalazione di un caso di violenza,maschi,estero,2018,26
lombardia,segnalazione di un caso di violenza,maschi,estero,2019,36
lombardia,segnalazione di un caso di violenza,maschi,estero,2020,84
lombardia,segnalazione di un caso di violenza,maschi,estero,2021,116
lombardia,segnalazione di un caso di violenza,maschi,estero,2022,63
lombardia,segnalazione di un caso di violenza,maschi,estero,2023,69
lombardia,segnalazione di un caso di violenza,maschi,estero,2024,47
lombardia,segnalazione di un caso di violenza,maschi,estero,2015,6
lombardia,segnalazione di un caso di violenza,maschi,estero,2016,7
lombardia,segnalazione di un caso di violenza,maschi,estero,2017,14
lombardia,segnalazione di un caso di violenza,maschi,estero,2018,3
lombardia,segnalazione di un caso di violenza,maschi,estero,2019,3
lombardia,segnalazione di un caso di violenza,maschi,estero,2020,6
lombardia,segnalazione di un caso di violenza,maschi,estero,2021,6
lombardia,segnalazione di un caso di violenza,maschi,estero,2022,5
lombardia,segnalazione di un caso di violenza,maschi,estero,2023,2
lombardia,segnalazione di un caso di violenza,maschi,estero,2024,4
lombardia,segnalazione di un caso di violenza,maschi,italia,2015,43
lombardia,segnalazione di un caso di violenza,maschi,italia,2016,54
lombardia,segnalazione di un caso di violenza,maschi,italia,2017,44
lombardia,segnalazione di un caso di violenza,maschi,italia,2018,23
lombardia,segnalazione di un caso di violenza,maschi,italia,2019,33
lombardia,segnalazione di un caso di violenza,maschi,italia,2020,78
lombardia,segnalazione di un caso di violenza,maschi,italia,2021,110
lombardia,segnalazione di un caso di violenza,maschi,italia,2022,58
lombardia,segnalazione di un caso di violenza,maschi,italia,2023,67
lombardia,segnalazione di un caso di violenza,maschi,italia,2024,43
lombardia,segnalazione di un caso di violenza,femmine,estero,2015,199
lombardia,segnalazione di un caso di violenza,femmine,estero,2016,251
lombardia,segnalazione di un caso di violenza,femmine,estero,2017,214
lombardia,segnalazione di un caso di violenza,femmine,estero,2018,199
lombardia,segnalazione di un caso di violenza,femmine,estero,2019,157
lombardia,segnalazione di un caso di violenza,femmine,estero,2020,334
lombardia,segnalazione di un caso di violenza,femmine,estero,2021,311
lombardia,segnalazione di un caso di violenza,femmine,estero,2022,222
lombardia,segnalazione di un caso di violenza,femmine,estero,2023,298
lombardia,segnalazione di un caso di violenza,femmine,estero,2024,270
lombardia,segnalazione di un caso di violenza,femmine,estero,2015,24
lombardia,segnalazione di un caso di violenza,femmine,estero,2016,27
lombardia,segnalazione di un caso di violenza,femmine,estero,2017,23
lombardia,segnalazione di un caso di violenza,femmine,estero,2018,22
lombardia,segnalazione di un caso di violenza,femmine,estero,2019,21
lombardia,segnalazione di un caso di violenza,femmine,estero,2020,35
lombardia,segnalazione di un caso di violenza,femmine,estero,2021,17
lombardia,segnalazione di un caso di violenza,femmine,estero,2022,22
lombardia,segnalazione di un caso di violenza,femmine,estero,2023,26
lombardia,segnalazione di un caso di violenza,femmine,estero,2024,14
lombardia,segnalazione di un caso di violenza,femmine,italia,2015,175
lombardia,segnalazione di un caso di violenza,femmine,italia,2016,224
lombardia,segnalazione di un caso di violenza,femmine,italia,2017,191
lombardia,segnalazione di un caso di violenza,femmine,italia,2018,177
lombardia,segnalazione di un caso di violenza,femmine,italia,2019,136
lombardia,segnalazione di un caso di violenza,femmine,italia,2020,299
lombardia,segnalazione di un caso di violenza,femmine,italia,2021,294
lombardia,segnalazione di un caso di violenza,femmine,italia,2022,200
lombardia,segnalazione di un caso di violenza,femmine,italia,2023,272
lombardia,segnalazione di un caso di violenza,femmine,italia,2024,256
lombardia,segnalazione di un caso di violenza,non indicato,estero,2023,2
lombardia,segnalazione di un caso di violenza,non indicato,estero,2024,2
lombardia,segnalazione di un caso di violenza,non indicato,estero,2024,1
lombardia,segnalazione di un caso di violenza,non indicato,italia,2023,2
lombardia,segnalazione di un caso di violenza,non indicato,italia,2024,1
lombardia,emergenza,maschi,estero,2015,1
lombardia,emergenza,maschi,estero,2017,1
lombardia,emergenza,maschi,estero,2019,1
lombardia,emergenza,maschi,estero,2021,1
lombardia,emergenza,maschi,estero,2022,1
lombardia,emergenza,maschi,estero,2023,1
lombardia,emergenza,maschi,estero,2024,1
lombardia,emergenza,maschi,italia,2015,1
lombardia,emergenza,maschi,italia,2017,1
lombardia,emergenza,maschi,italia,2019,1
lombardia,emergenza,maschi,italia,2022,1
lombardia,emergenza,maschi,italia,2023,1
lombardia,emergenza,femmine,estero,2015,26
lombardia,emergenza,femmine,estero,2016,8
lombardia,emergenza,femmine,estero,2017,24
lombardia,emergenza,femmine,estero,2018,23
lombardia,emergenza,femmine,estero,2019,26
lombardia,emergenza,femmine,estero,2020,16
lombardia,emergenza,femmine,estero,2021,12
lombardia,emergenza,femmine,estero,2022,4
lombardia,emergenza,femmine,estero,2023,4
lombardia,emergenza,femmine,estero,2024,8
lombardia,emergenza,femmine,estero,2015,5
lombardia,emergenza,femmine,estero,2016,1
lombardia,emergenza,femmine,estero,2017,5
lombardia,emergenza,femmine,estero,2018,4
lombardia,emergenza,femmine,estero,2019,3
lombardia,emergenza,femmine,estero,2020,4
lombardia,emergenza,femmine,estero,2021,2
lombardia,emergenza,femmine,estero,2022,1
lombardia,emergenza,femmine,estero,2024,1
lombardia,emergenza,femmine,italia,2015,21
lombardia,emergenza,femmine,italia,2016,7
lombardia,emergenza,femmine,italia,2017,19
lombardia,emergenza,femmine,italia,2018,19
lombardia,emergenza,femmine,italia,2019,23
lombardia,emergenza,femmine,italia,2020,12
lombardia,emergenza,femmine,italia,2021,10
lombardia,emergenza,femmine,italia,2022,3
lombardia,emergenza,femmine,italia,2023,4
lombardia,emergenza,femmine,italia,2024,7
lombardia,emergenza,non indicato,estero,2023,1
lombardia,emergenza,non indicato,non indicato,2023,1
lombardia,informazioni sul servizio 1522,maschi,estero,2015,43
lombardia,informazioni sul servizio 1522,maschi,estero,2016,42
lombardia,informazioni sul servizio 1522,maschi,estero,2017,72
lombardia,informazioni sul servizio 1522,maschi,estero,2018,120
lombardia,informazioni sul servizio 1522,maschi,estero,2019,156
lombardia,informazioni sul servizio 1522,maschi,estero,2020,134
lombardia,informazioni sul servizio 1522,maschi,estero,2021,102
lombardia,informazioni sul servizio 1522,maschi,estero,2022,195
lombardia,informazioni sul servizio 1522,maschi,estero,2023,258
lombardia,informazioni sul servizio 1522,maschi,estero,2024,345
lombardia,informazioni sul servizio 1522,maschi,estero,2016,2
lombardia,informazioni sul servizio 1522,maschi,estero,2017,1
lombardia,informazioni sul servizio 1522,maschi,estero,2018,4
lombardia,informazioni sul servizio 1522,maschi,estero,2019,9
lombardia,informazioni sul servizio 1522,maschi,estero,2021,6
lombardia,informazioni sul servizio 1522,maschi,estero,2022,7
lombardia,informazioni sul servizio 1522,maschi,estero,2023,12
lombardia,informazioni sul servizio 1522,maschi,estero,2024,14
lombardia,informazioni sul servizio 1522,maschi,italia,2015,43
lombardia,informazioni sul servizio 1522,maschi,italia,2016,40
lombardia,informazioni sul servizio 1522,maschi,italia,2017,71
lombardia,informazioni sul servizio 1522,maschi,italia,2018,116
lombardia,informazioni sul servizio 1522,maschi,italia,2019,147
lombardia,informazioni sul servizio 1522,maschi,italia,2020,134
lombardia,informazioni sul servizio 1522,maschi,italia,2021,96
lombardia,informazioni sul servizio 1522,maschi,italia,2022,188
lombardia,informazioni sul servizio 1522,maschi,italia,2023,246
lombardia,informazioni sul servizio 1522,maschi,italia,2024,331
lombardia,informazioni sul servizio 1522,femmine,estero,2015,196
lombardia,informazioni sul servizio 1522,femmine,estero,2016,197
lombardia,informazioni sul servizio 1522,femmine,estero,2017,233
lombardia,informazioni sul servizio 1522,femmine,estero,2018,485
lombardia,informazioni sul servizio 1522,femmine,estero,2019,699
lombardia,informazioni sul servizio 1522,femmine,estero,2020,595
lombardia,informazioni sul servizio 1522,femmine,estero,2021,469
lombardia,informazioni sul servizio 1522,femmine,estero,2022,678
lombardia,informazioni sul servizio 1522,femmine,estero,2023,1199
lombardia,informazioni sul servizio 1522,femmine,estero,2024,1620
lombardia,informazioni sul servizio 1522,femmine,estero,2015,9
lombardia,informazioni sul servizio 1522,femmine,estero,2016,10
lombardia,informazioni sul servizio 1522,femmine,estero,2017,17
lombardia,informazioni sul servizio 1522,femmine,estero,2018,42
lombardia,informazioni sul servizio 1522,femmine,estero,2019,44
lombardia,informazioni sul servizio 1522,femmine,estero,2020,45
lombardia,informazioni sul servizio 1522,femmine,estero,2021,37
lombardia,informazioni sul servizio 1522,femmine,estero,2022,52
lombardia,informazioni sul servizio 1522,femmine,estero,2023,76
lombardia,informazioni sul servizio 1522,femmine,estero,2024,108
lombardia,informazioni sul servizio 1522,femmine,italia,2015,187
lombardia,informazioni sul servizio 1522,femmine,italia,2016,187
lombardia,informazioni sul servizio 1522,femmine,italia,2017,216
lombardia,informazioni sul servizio 1522,femmine,italia,2018,443
lombardia,informazioni sul servizio 1522,femmine,italia,2019,655
lombardia,informazioni sul servizio 1522,femmine,italia,2020,550
lombardia,informazioni sul servizio 1522,femmine,italia,2021,432
lombardia,informazioni sul servizio 1522,femmine,italia,2022,626
lombardia,informazioni sul servizio 1522,femmine,italia,2023,1123
lombardia,informazioni sul servizio 1522,femmine,italia,2024,1512
lombardia,informazioni sul servizio 1522,non indicato,estero,2023,12
lombardia,informazioni sul servizio 1522,non indicato,estero,2024,13
lombardia,informazioni sul servizio 1522,non indicato,estero,2024,2
lombardia,informazioni sul servizio 1522,non indicato,italia,2023,12
lombardia,informazioni sul servizio 1522,non indicato,italia,2024,11
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2015,51
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,57
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2017,52
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2018,58
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2019,32
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,42
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2021,35
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,45
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,73
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2024,88
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,3
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2017,2
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2018,1
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2021,3
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,1
lombardia,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,2
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2015,51
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2016,54
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2017,50
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2018,57
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2019,32
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2020,42
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2021,32
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2022,44
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2023,71
lombardia,informazioni sui centri antiviolenza nazionali,maschi,italia,2024,88
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,809
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,726
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,578
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,594
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,505
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,556
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,618
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,618
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,816
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,1382
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,42
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,64
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,64
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,55
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,51
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,55
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,45
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,46
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,79
lombardia,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,96
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2015,767
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2016,662
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2017,514
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2018,539
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2019,454
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2020,501
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2021,573
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2022,572
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2023,737
lombardia,informazioni sui centri antiviolenza nazionali,femmine,italia,2024,1286
lombardia,informazioni sui centri antiviolenza nazionali,non indicato,estero,2023,2
lombardia,informazioni sui centri antiviolenza nazionali,non indicato,estero,2024,2
lombardia,informazioni sui centri antiviolenza nazionali,non indicato,italia,2023,2
lombardia,informazioni sui centri antiviolenza nazionali,non indicato,italia,2024,2
lombardia,informazioni giuridiche,maschi,estero,2015,20
lombardia,informazioni giuridiche,maschi,estero,2016,16
lombardia,informazioni giuridiche,maschi,estero,2017,9
lombardia,informazioni giuridiche,maschi,estero,2018,18
lombardia,informazioni giuridiche,maschi,estero,2019,11
lombardia,informazioni giuridiche,maschi,estero,2020,13
lombardia,informazioni giuridiche,maschi,estero,2021,23
lombardia,informazioni giuridiche,maschi,estero,2022,14
lombardia,informazioni giuridiche,maschi,estero,2023,17
lombardia,informazioni giuridiche,maschi,estero,2024,37
lombardia,informazioni giuridiche,maschi,estero,2021,3
lombardia,informazioni giuridiche,maschi,estero,2022,1
lombardia,informazioni giuridiche,maschi,estero,2023,4
lombardia,informazioni giuridiche,maschi,estero,2024,4
lombardia,informazioni giuridiche,maschi,italia,2015,20
lombardia,informazioni giuridiche,maschi,italia,2016,16
lombardia,informazioni giuridiche,maschi,italia,2017,9
lombardia,informazioni giuridiche,maschi,italia,2018,18
lombardia,informazioni giuridiche,maschi,italia,2019,11
lombardia,informazioni giuridiche,maschi,italia,2020,13
lombardia,informazioni giuridiche,maschi,italia,2021,20
lombardia,informazioni giuridiche,maschi,italia,2022,13
lombardia,informazioni giuridiche,maschi,italia,2023,13
lombardia,informazioni giuridiche,maschi,italia,2024,33
lombardia,informazioni giuridiche,femmine,estero,2015,74
lombardia,informazioni giuridiche,femmine,estero,2016,83
lombardia,informazioni giuridiche,femmine,estero,2017,89
lombardia,informazioni giuridiche,femmine,estero,2018,119
lombardia,informazioni giuridiche,femmine,estero,2019,42
lombardia,informazioni giuridiche,femmine,estero,2020,46
lombardia,informazioni giuridiche,femmine,estero,2021,89
lombardia,informazioni giuridiche,femmine,estero,2022,65
lombardia,informazioni giuridiche,femmine,estero,2023,98
lombardia,informazioni giuridiche,femmine,estero,2024,176
lombardia,informazioni giuridiche,femmine,estero,2015,4
lombardia,informazioni giuridiche,femmine,estero,2016,5
lombardia,informazioni giuridiche,femmine,estero,2017,7
lombardia,informazioni giuridiche,femmine,estero,2018,5
lombardia,informazioni giuridiche,femmine,estero,2019,5
lombardia,informazioni giuridiche,femmine,estero,2020,2
lombardia,informazioni giuridiche,femmine,estero,2021,7
lombardia,informazioni giuridiche,femmine,estero,2022,6
lombardia,informazioni giuridiche,femmine,estero,2023,6
lombardia,informazioni giuridiche,femmine,estero,2024,8
lombardia,informazioni giuridiche,femmine,italia,2015,70
lombardia,informazioni giuridiche,femmine,italia,2016,78
lombardia,informazioni giuridiche,femmine,italia,2017,82
lombardia,informazioni giuridiche,femmine,italia,2018,114
lombardia,informazioni giuridiche,femmine,italia,2019,37
lombardia,informazioni giuridiche,femmine,italia,2020,44
lombardia,informazioni giuridiche,femmine,italia,2021,82
lombardia,informazioni giuridiche,femmine,italia,2022,59
lombardia,informazioni giuridiche,femmine,italia,2023,92
lombardia,informazioni giuridiche,femmine,italia,2024,168
lombardia,informazioni giuridiche,non indicato,estero,2024,1
lombardia,informazioni giuridiche,non indicato,italia,2024,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2015,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2016,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2017,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2018,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2019,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2020,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2021,4
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2022,13
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2023,10
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2024,12
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2018,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2015,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2016,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2017,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2018,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2019,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2020,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2021,4
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2022,13
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2023,10
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2024,12
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2015,3
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2016,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2017,2
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2018,4
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2019,4
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2020,5
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2021,8
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2022,14
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2023,10
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2024,14
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2017,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2015,3
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2016,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2017,1
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2018,4
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2019,4
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2020,5
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2021,8
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2022,14
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2023,10
lombardia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2024,14
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2018,5
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2019,5
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2023,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2024,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2018,5
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2019,5
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2023,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2024,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2015,2
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2017,4
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2018,3
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2019,4
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2020,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2023,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2015,2
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2016,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2017,4
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2018,3
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2019,4
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2020,1
lombardia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2023,1
lombardia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2018,1
