sesso,età,imput_affermazione,grado_accordo,percentuale
femmine,60-74,Le donne serie non vengono violentate,poco_d_accordo,6.1
femmine,60-74,Le donne serie non vengono violentate,per_niente_d_accordo,76.1
femmine,60-74,Le donne serie non vengono violentate,non_risponde,8.7
femmine,60-74,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,1.1
femmine,60-74,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,2.2
femmine,60-74,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,4.6
femmine,60-74,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,83.5
femmine,60-74,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,8.7
femmine,60-74,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.8
femmine,60-74,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,5.5
femmine,60-74,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,12.0
femmine,60-74,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,59.7
femmine,60-74,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,21.0
femmine,60-74,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,4.0
femmine,60-74,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,15.1
femmine,60-74,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.8
femmine,60-74,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,56.6
femmine,60-74,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,11.5
femmine,60-74,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,1.3
femmine,60-74,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,9.2
femmine,60-74,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,27.0
femmine,60-74,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,45.3
femmine,60-74,Spesso le accuse di violenza sessuale sono false,non_risponde,17.2
