territorio,sesso,imput_affermazione,grado_accordo,percentuale
liguria,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,5.3
liguria,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,6.0
liguria,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,86.5
liguria,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.5
liguria,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,9.6
liguria,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,16.1
liguria,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,19.4
liguria,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,54.0
liguria,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.9
liguria,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,7.5
liguria,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,23.6
liguria,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,16.7
liguria,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,50.4
liguria,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,1.8
lombardia,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,1.9
lombardia,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,7.6
lombardia,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,12.2
lombardia,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,77.9
lombardia,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,0.4
lombardia,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,6.3
lombardia,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,16.0
lombardia,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,18.0
lombardia,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,59.5
lombardia,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,0.1
lombardia,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,2.7
lombardia,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,3.8
lombardia,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,11.7
lombardia,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,81.7
lombardia,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.1
lombardia,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,8.8
lombardia,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,18.0
lombardia,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,19.6
lombardia,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,53.5
lombardia,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.1
lombardia,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,7.0
lombardia,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,20.8
lombardia,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,19.7
lombardia,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,51.6
lombardia,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,0.9
lombardia,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,3.2
lombardia,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,7.9
lombardia,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,9.0
lombardia,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,79.7
lombardia,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,0.2
lombardia,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,4.4
lombardia,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,15.0
lombardia,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,17.2
lombardia,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,63.3
lombardia,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,0.1
lombardia,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,1.2
lombardia,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,3.6
lombardia,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,7.9
lombardia,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,87.2
lombardia,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.1
lombardia,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,7.6
lombardia,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,20.6
lombardia,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,19.9
lombardia,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,51.4
lombardia,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.4
lombardia,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,9.7
lombardia,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,27.1
lombardia,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,15.5
lombardia,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,46.7
lombardia,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,1.1
nord est,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,2.7
nord est,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,8.6
nord est,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,13.2
nord est,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,74.1
nord est,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,1.3
nord est,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,8.3
nord est,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,19.2
nord est,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,18.4
nord est,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,53.2
nord est,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,0.8
nord est,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,1.7
nord est,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,4.7
nord est,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,13.4
nord est,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,79.5
nord est,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.6
nord est,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,9.3
nord est,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,21.4
nord est,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,18.4
nord est,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,50.2
nord est,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.8
nord est,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,7.9
nord est,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,17.1
nord est,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,18.8
nord est,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,55.0
nord est,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,1.2
nord est,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,3.0
nord est,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,7.8
nord est,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,11.4
nord est,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,77.2
nord est,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,0.6
nord est,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,5.0
nord est,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,14.2
nord est,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,18.6
nord est,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,61.6
nord est,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,0.6
nord est,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,0.7
nord est,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,2.7
nord est,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,8.7
nord est,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,87.6
nord est,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.4
nord est,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,9.1
nord est,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,18.2
nord est,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,18.0
nord est,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,54.0
nord est,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.7
nord est,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,7.8
nord est,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,20.8
nord est,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,18.4
nord est,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,51.8
nord est,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,1.2
trentino alto adige,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,2.5
trentino alto adige,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,12.8
trentino alto adige,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,11.2
trentino alto adige,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,70.7
trentino alto adige,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,2.7
trentino alto adige,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,9.3
trentino alto adige,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,18.2
trentino alto adige,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,15.3
trentino alto adige,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,55.2
trentino alto adige,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,1.9
trentino alto adige,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,2.3
trentino alto adige,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,3.7
trentino alto adige,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,16.5
trentino alto adige,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,77.0
trentino alto adige,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.5
trentino alto adige,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,9.4
trentino alto adige,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,14.2
trentino alto adige,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,22.5
trentino alto adige,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,53.0
trentino alto adige,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.9
trentino alto adige,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,6.0
trentino alto adige,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,23.6
trentino alto adige,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,15.7
trentino alto adige,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,53.6
trentino alto adige,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,1.1
trentino alto adige,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,4.8
trentino alto adige,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,10.1
trentino alto adige,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,11.2
trentino alto adige,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,72.6
trentino alto adige,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,1.3
trentino alto adige,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,8.3
trentino alto adige,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,15.7
trentino alto adige,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,15.5
trentino alto adige,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,59.5
trentino alto adige,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,1.0
trentino alto adige,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,2.0
trentino alto adige,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,4.9
trentino alto adige,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,10.1
trentino alto adige,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,82.6
trentino alto adige,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.3
trentino alto adige,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,6.5
trentino alto adige,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,19.5
trentino alto adige,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,17.7
trentino alto adige,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,54.4
trentino alto adige,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,1.9
trentino alto adige,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,9.2
trentino alto adige,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,23.1
trentino alto adige,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,13.9
trentino alto adige,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,51.8
trentino alto adige,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,2.0
bolzano,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,2.4
bolzano,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,8.5
bolzano,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,13.6
bolzano,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,73.4
bolzano,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,2.1
bolzano,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,10.7
bolzano,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,16.2
bolzano,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,15.8
bolzano,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,56.8
bolzano,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,0.4
bolzano,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,2.9
bolzano,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,1.5
bolzano,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,18.9
bolzano,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,75.7
bolzano,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,1.1
bolzano,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,5.3
bolzano,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,15.2
bolzano,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,21.8
bolzano,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,56.7
bolzano,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,1.1
bolzano,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,8.2
bolzano,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,24.0
bolzano,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,21.9
bolzano,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,43.5
bolzano,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,2.5
bolzano,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,4.9
bolzano,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,13.7
bolzano,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,14.7
bolzano,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,64.6
bolzano,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,2.2
bolzano,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,6.9
bolzano,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,19.8
bolzano,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,15.0
bolzano,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,57.2
bolzano,femmine,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,1.0
bolzano,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,1.0
bolzano,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,6.9
bolzano,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,12.1
bolzano,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,79.6
bolzano,femmine,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.4
bolzano,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,5.4
bolzano,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,27.1
bolzano,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,14.4
bolzano,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,51.3
bolzano,femmine,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,1.8
bolzano,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,10.3
bolzano,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,25.3
bolzano,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,15.3
bolzano,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,46.5
bolzano,femmine,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,2.5
trento,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,2.6
trento,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",abbastanza_d_accordo,16.6
trento,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",poco_d_accordo,9.2
trento,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",per_niente_d_accordo,68.4
trento,maschi,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",non_risponde,3.3
trento,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,molto_d_accordo,9.8
trento,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,abbastanza_d_accordo,16.4
trento,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,poco_d_accordo,17.7
trento,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,per_niente_d_accordo,52.0
trento,maschi,È soprattutto l'uomo che deve provvedere alle necessità economiche della famiglia,non_risponde,4.1
trento,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,molto_d_accordo,1.9
trento,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,abbastanza_d_accordo,5.5
trento,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,poco_d_accordo,14.5
trento,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,per_niente_d_accordo,78.1
trento,maschi,È l'uomo che deve prendere le decisioni più importanti riguardanti la famiglia,non_risponde,0.0
trento,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,molto_d_accordo,12.9
trento,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,abbastanza_d_accordo,13.3
trento,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,poco_d_accordo,23.2
trento,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,per_niente_d_accordo,49.9
trento,maschi,Gli uomini sono meno adatti ad occuparsi delle faccende domestiche,non_risponde,0.7
trento,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",molto_d_accordo,4.0
trento,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",abbastanza_d_accordo,23.3
trento,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",poco_d_accordo,10.3
trento,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",per_niente_d_accordo,62.4
trento,maschi,"Per l’uomo, più che per la donna, è molto importante avere successo nel lavoro",non_risponde,0.0
trento,femmine,"In condizioni di scarsità di lavoro, i datori di lavoro dovrebbero dare la precedenza agli uomini rispetto alle donne",molto_d_accordo,4.8
