territorio,sesso,imput_affermazione,grado_accordo,percentuale
centro,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,1.0
centro,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,3.4
centro,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,90.7
centro,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,4.3
centro,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.6
centro,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,3.6
centro,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,11.8
centro,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,75.3
centro,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,8.7
centro,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.3
centro,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,10.5
centro,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,11.3
centro,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,69.6
centro,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,5.4
centro,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.8
centro,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,6.3
centro,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,30.7
centro,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,53.0
centro,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,9.3
toscana,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,3.8
toscana,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,13.0
toscana,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,19.3
toscana,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,59.7
toscana,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,4.2
toscana,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,10.9
toscana,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,23.9
toscana,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,23.1
toscana,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,33.6
toscana,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,8.5
toscana,maschi,Le donne serie non vengono violentate,molto_d_accordo,1.2
toscana,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,4.1
toscana,maschi,Le donne serie non vengono violentate,poco_d_accordo,6.0
toscana,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,83.7
toscana,maschi,Le donne serie non vengono violentate,non_risponde,4.9
toscana,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.7
toscana,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.8
toscana,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,1.8
toscana,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,92.3
toscana,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,4.4
toscana,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.9
toscana,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,8.8
toscana,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,14.4
toscana,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,66.7
toscana,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,9.3
toscana,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,2.0
toscana,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,9.6
toscana,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.8
toscana,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,69.7
toscana,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,6.0
toscana,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,1.4
toscana,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,7.5
toscana,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,35.7
toscana,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,44.7
toscana,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,10.7
toscana,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,4.9
toscana,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,14.7
toscana,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,15.1
toscana,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,60.3
toscana,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,5.0
toscana,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,11.1
toscana,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,25.2
toscana,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,25.1
toscana,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,32.3
toscana,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,6.3
toscana,femmine,Le donne serie non vengono violentate,molto_d_accordo,1.1
toscana,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,2.2
toscana,femmine,Le donne serie non vengono violentate,poco_d_accordo,8.2
toscana,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,82.9
toscana,femmine,Le donne serie non vengono violentate,non_risponde,5.6
toscana,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.2
toscana,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.7
toscana,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,2.1
toscana,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,91.3
toscana,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,5.7
toscana,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.3
toscana,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,2.6
toscana,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,11.5
toscana,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,76.8
toscana,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,8.7
toscana,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,2.9
toscana,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,9.7
toscana,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.7
toscana,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,67.6
toscana,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,7.0
toscana,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.8
toscana,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,5.4
toscana,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,30.5
toscana,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,53.7
toscana,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,9.6
umbria,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,5.7
umbria,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,20.7
umbria,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,21.8
umbria,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,47.5
umbria,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,4.3
umbria,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,18.2
umbria,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,32.4
umbria,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,24.0
umbria,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,20.8
umbria,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,4.6
umbria,maschi,Le donne serie non vengono violentate,molto_d_accordo,5.0
umbria,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,6.9
umbria,maschi,Le donne serie non vengono violentate,poco_d_accordo,9.6
umbria,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,73.0
umbria,maschi,Le donne serie non vengono violentate,non_risponde,5.5
umbria,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.0
umbria,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.0
umbria,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,6.7
umbria,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,87.7
umbria,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,5.6
umbria,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,3.5
umbria,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,8.0
umbria,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,10.6
umbria,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,66.9
umbria,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,11.1
umbria,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.2
umbria,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,9.9
umbria,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,5.6
umbria,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,77.4
umbria,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,4.0
umbria,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,2.7
umbria,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,15.9
umbria,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,30.7
umbria,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,42.1
umbria,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,8.6
umbria,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,3.7
umbria,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,13.5
umbria,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,16.5
umbria,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,62.6
umbria,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,3.8
umbria,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,10.5
umbria,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,27.7
umbria,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,27.2
umbria,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,27.8
umbria,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,6.8
umbria,femmine,Le donne serie non vengono violentate,molto_d_accordo,2.1
umbria,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,3.7
umbria,femmine,Le donne serie non vengono violentate,poco_d_accordo,8.8
umbria,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,82.1
umbria,femmine,Le donne serie non vengono violentate,non_risponde,3.4
umbria,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,1.1
umbria,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,1.3
umbria,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,3.2
umbria,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,90.5
umbria,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,3.8
umbria,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.5
umbria,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,3.8
umbria,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,10.6
umbria,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,78.1
umbria,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,6.9
umbria,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,2.2
umbria,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,10.4
umbria,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,10.7
umbria,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,71.7
umbria,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,5.1
umbria,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.0
umbria,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,7.5
umbria,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,36.6
umbria,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,45.5
umbria,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,10.4
marche,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,6.8
marche,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,20.9
marche,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,22.3
marche,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,46.2
marche,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,3.9
marche,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,9.2
marche,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,38.0
marche,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,27.1
marche,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,18.0
marche,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,7.7
marche,maschi,Le donne serie non vengono violentate,molto_d_accordo,1.5
marche,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,4.2
marche,maschi,Le donne serie non vengono violentate,poco_d_accordo,11.3
marche,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,75.7
marche,maschi,Le donne serie non vengono violentate,non_risponde,7.3
marche,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.3
marche,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.2
marche,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,5.1
marche,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,89.3
marche,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,5.1
marche,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.6
marche,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,4.6
marche,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,15.6
marche,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,62.5
marche,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,15.7
marche,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,1.1
marche,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,8.8
marche,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,19.1
marche,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,66.5
marche,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,4.6
marche,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,2.8
marche,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,10.0
marche,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,43.6
marche,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,30.7
marche,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,13.0
marche,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,9.0
marche,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,16.2
marche,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,23.5
marche,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,46.7
marche,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,4.6
marche,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,13.7
marche,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,31.6
marche,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,17.8
marche,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,28.8
marche,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,8.0
marche,femmine,Le donne serie non vengono violentate,molto_d_accordo,1.8
marche,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,3.8
marche,femmine,Le donne serie non vengono violentate,poco_d_accordo,10.6
marche,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,78.8
marche,femmine,Le donne serie non vengono violentate,non_risponde,5.0
marche,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,1.2
marche,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.0
marche,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,7.7
marche,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,86.2
marche,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,4.8
marche,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.7
marche,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,4.6
marche,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,18.2
marche,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,66.1
marche,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,10.4
marche,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,6.6
marche,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,9.4
marche,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,15.4
marche,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,62.0
marche,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,6.7
marche,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.1
marche,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,7.4
marche,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,29.4
marche,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,52.2
marche,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,11.0
lazio,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,6.5
lazio,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,12.5
lazio,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,22.5
lazio,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,52.5
lazio,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,6.0
lazio,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,16.8
lazio,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,24.6
lazio,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,23.6
lazio,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,26.4
lazio,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,8.5
lazio,maschi,Le donne serie non vengono violentate,molto_d_accordo,2.6
lazio,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,2.1
lazio,maschi,Le donne serie non vengono violentate,poco_d_accordo,9.0
lazio,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,80.6
lazio,maschi,Le donne serie non vengono violentate,non_risponde,5.6
lazio,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.4
lazio,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.2
lazio,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,5.1
lazio,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,89.0
lazio,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,5.2
lazio,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.4
lazio,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,7.1
lazio,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,16.9
lazio,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,60.8
lazio,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,13.8
lazio,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.3
lazio,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,11.7
lazio,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.9
