territorio,sesso,imput_affermazione,grado_accordo,percentuale
nord est,maschi,Le donne serie non vengono violentate,non_risponde,7.1
nord est,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.7
nord est,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,1.0
nord est,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,5.1
nord est,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,86.6
nord est,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,6.6
nord est,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.6
nord est,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,6.2
nord est,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,13.6
nord est,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,66.7
nord est,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,11.9
nord est,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.8
nord est,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,10.7
nord est,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,13.7
nord est,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,64.5
nord est,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,7.4
nord est,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,2.2
nord est,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,10.8
nord est,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,31.3
nord est,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,44.0
nord est,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,11.7
nord est,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,6.6
nord est,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,18.5
nord est,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,19.1
nord est,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,52.7
nord est,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,3.0
nord est,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,12.7
nord est,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,24.6
nord est,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,23.4
nord est,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,33.4
nord est,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,5.8
nord est,femmine,Le donne serie non vengono violentate,molto_d_accordo,1.8
nord est,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,3.7
nord est,femmine,Le donne serie non vengono violentate,poco_d_accordo,7.5
nord est,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,83.4
nord est,femmine,Le donne serie non vengono violentate,non_risponde,3.6
nord est,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.3
nord est,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,1.4
nord est,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,4.7
nord est,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,90.3
nord est,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,3.4
nord est,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.4
nord est,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,4.1
nord est,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,12.0
nord est,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,74.0
nord est,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,8.5
nord est,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.7
nord est,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,11.7
nord est,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.3
nord est,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,67.5
nord est,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,4.7
nord est,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.9
nord est,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,6.1
nord est,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,28.7
nord est,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,55.2
nord est,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,9.1
trentino alto adige,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,3.4
trentino alto adige,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,19.8
trentino alto adige,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,23.8
trentino alto adige,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,44.4
trentino alto adige,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,8.6
trentino alto adige,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,16.5
trentino alto adige,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,29.2
trentino alto adige,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,25.2
trentino alto adige,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,17.7
trentino alto adige,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,11.4
trentino alto adige,maschi,Le donne serie non vengono violentate,molto_d_accordo,1.7
trentino alto adige,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,4.8
trentino alto adige,maschi,Le donne serie non vengono violentate,poco_d_accordo,13.3
trentino alto adige,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,68.9
trentino alto adige,maschi,Le donne serie non vengono violentate,non_risponde,11.3
trentino alto adige,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.6
trentino alto adige,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,2.2
trentino alto adige,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,4.0
trentino alto adige,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,82.9
trentino alto adige,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,10.3
trentino alto adige,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,2.0
trentino alto adige,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,5.3
trentino alto adige,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,14.2
trentino alto adige,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,64.8
trentino alto adige,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,13.7
trentino alto adige,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,4.2
trentino alto adige,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,9.2
trentino alto adige,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,13.1
trentino alto adige,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,62.4
trentino alto adige,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,11.1
trentino alto adige,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,2.4
trentino alto adige,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,15.9
trentino alto adige,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,24.8
trentino alto adige,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,38.6
trentino alto adige,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,18.3
trentino alto adige,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,8.8
trentino alto adige,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,19.6
trentino alto adige,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,20.3
trentino alto adige,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,46.1
trentino alto adige,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,5.3
trentino alto adige,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,9.5
trentino alto adige,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,25.2
trentino alto adige,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,28.0
trentino alto adige,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,29.1
trentino alto adige,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,8.2
trentino alto adige,femmine,Le donne serie non vengono violentate,molto_d_accordo,1.9
trentino alto adige,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,2.6
trentino alto adige,femmine,Le donne serie non vengono violentate,poco_d_accordo,9.5
trentino alto adige,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,79.0
trentino alto adige,femmine,Le donne serie non vengono violentate,non_risponde,7.0
trentino alto adige,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.3
trentino alto adige,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.9
trentino alto adige,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,3.8
trentino alto adige,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,88.5
trentino alto adige,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,6.6
trentino alto adige,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,0.9
trentino alto adige,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,8.9
trentino alto adige,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,9.9
trentino alto adige,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,69.3
trentino alto adige,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,11.1
trentino alto adige,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.0
trentino alto adige,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,11.5
trentino alto adige,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.3
trentino alto adige,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,64.6
trentino alto adige,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,8.6
trentino alto adige,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,1.7
trentino alto adige,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,8.4
trentino alto adige,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,30.0
trentino alto adige,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,47.0
trentino alto adige,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,12.8
bolzano,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,4.0
bolzano,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,21.7
bolzano,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,26.1
bolzano,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,35.9
bolzano,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,12.2
bolzano,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,17.8
bolzano,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,29.4
bolzano,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,20.1
bolzano,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,17.6
bolzano,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,15.1
bolzano,maschi,Le donne serie non vengono violentate,molto_d_accordo,2.2
bolzano,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,2.8
bolzano,maschi,Le donne serie non vengono violentate,poco_d_accordo,15.4
bolzano,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,64.4
bolzano,maschi,Le donne serie non vengono violentate,non_risponde,15.3
bolzano,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.6
bolzano,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,1.9
bolzano,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,4.2
bolzano,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,80.0
bolzano,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,13.3
bolzano,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,3.0
bolzano,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,5.1
bolzano,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,13.1
bolzano,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,61.5
bolzano,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,17.3
bolzano,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,3.5
bolzano,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,5.2
bolzano,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.3
bolzano,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,64.7
bolzano,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,14.3
bolzano,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,5.1
bolzano,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,15.8
bolzano,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,25.6
bolzano,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,33.3
bolzano,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,20.1
bolzano,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,7.3
bolzano,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,23.5
bolzano,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,18.6
bolzano,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,42.5
bolzano,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,8.2
bolzano,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,12.6
bolzano,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,25.4
bolzano,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,31.3
bolzano,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,20.3
bolzano,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,10.4
bolzano,femmine,Le donne serie non vengono violentate,molto_d_accordo,4.3
bolzano,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,1.2
bolzano,femmine,Le donne serie non vengono violentate,poco_d_accordo,13.5
bolzano,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,70.6
bolzano,femmine,Le donne serie non vengono violentate,non_risponde,10.4
bolzano,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.3
bolzano,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,0.0
bolzano,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,2.1
bolzano,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,89.8
bolzano,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,7.7
bolzano,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.1
bolzano,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,10.2
bolzano,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,8.9
bolzano,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,66.6
bolzano,femmine,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,13.1
bolzano,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,1.0
bolzano,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,9.4
bolzano,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,12.6
bolzano,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,66.0
bolzano,femmine,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,11.0
bolzano,femmine,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,4.1
bolzano,femmine,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,8.6
bolzano,femmine,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,29.0
bolzano,femmine,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,39.6
bolzano,femmine,Spesso le accuse di violenza sessuale sono false,non_risponde,18.6
trento,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,2.9
trento,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,18.0
trento,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,21.8
trento,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,51.9
trento,maschi,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,5.4
trento,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,15.5
trento,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,29.0
trento,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,29.6
trento,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,17.7
trento,maschi,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,8.2
trento,maschi,Le donne serie non vengono violentate,molto_d_accordo,1.4
trento,maschi,Le donne serie non vengono violentate,abbastanza_d_accordo,6.5
trento,maschi,Le donne serie non vengono violentate,poco_d_accordo,11.4
trento,maschi,Le donne serie non vengono violentate,per_niente_d_accordo,72.8
trento,maschi,Le donne serie non vengono violentate,non_risponde,7.9
trento,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.7
trento,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,2.5
trento,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,3.8
trento,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,85.4
trento,maschi,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,7.6
trento,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,molto_d_accordo,1.1
trento,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,abbastanza_d_accordo,5.4
trento,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,poco_d_accordo,15.2
trento,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,per_niente_d_accordo,67.7
trento,maschi,Di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì,non_risponde,10.5
trento,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,molto_d_accordo,4.9
trento,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,abbastanza_d_accordo,12.7
trento,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,poco_d_accordo,13.8
trento,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,per_niente_d_accordo,60.4
trento,maschi,Se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile,non_risponde,8.2
trento,maschi,Spesso le accuse di violenza sessuale sono false,molto_d_accordo,0.0
trento,maschi,Spesso le accuse di violenza sessuale sono false,abbastanza_d_accordo,16.0
trento,maschi,Spesso le accuse di violenza sessuale sono false,poco_d_accordo,24.1
trento,maschi,Spesso le accuse di violenza sessuale sono false,per_niente_d_accordo,43.1
trento,maschi,Spesso le accuse di violenza sessuale sono false,non_risponde,16.7
trento,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,molto_d_accordo,9.7
trento,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,abbastanza_d_accordo,17.2
trento,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,poco_d_accordo,21.3
trento,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,per_niente_d_accordo,48.3
trento,femmine,Le donne possono provocare la violenza sessuale con il loro modo di vestire,non_risponde,3.6
trento,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,molto_d_accordo,7.7
trento,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,abbastanza_d_accordo,25.0
trento,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,poco_d_accordo,26.1
trento,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,per_niente_d_accordo,34.4
trento,femmine,Le donne che non vogliono un rapporto sessuale riescono ad evitarlo,non_risponde,6.8
trento,femmine,Le donne serie non vengono violentate,molto_d_accordo,0.4
trento,femmine,Le donne serie non vengono violentate,abbastanza_d_accordo,3.5
trento,femmine,Le donne serie non vengono violentate,poco_d_accordo,7.0
trento,femmine,Le donne serie non vengono violentate,per_niente_d_accordo,84.1
trento,femmine,Le donne serie non vengono violentate,non_risponde,5.0
trento,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",molto_d_accordo,0.2
trento,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",abbastanza_d_accordo,1.4
trento,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",poco_d_accordo,4.9
trento,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",per_niente_d_accordo,87.7
trento,femmine,"Se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza",non_risponde,5.9
