territorio,sesso,tipo_violenza,periodo,numero_vittime
lombardia,maschi,non risponde,2018,2
lombardia,maschi,non risponde,2019,2
lombardia,maschi,non risponde,2020,2
lombardia,maschi,non risponde,2022,5
lombardia,maschi,non risponde,2023,1
lombardia,maschi,non disponibile,2015,3
lombardia,maschi,non disponibile,2017,2
lombardia,maschi,non disponibile,2018,2
lombardia,maschi,non disponibile,2019,2
lombardia,maschi,non disponibile,2020,2
lombardia,maschi,non disponibile,2021,2
lombardia,maschi,non disponibile,2022,3
lombardia,maschi,non disponibile,2024,1
lombardia,femmine,violenza fisica,2015,558
lombardia,femmine,violenza fisica,2016,649
lombardia,femmine,violenza fisica,2017,597
lombardia,femmine,violenza fisica,2018,628
lombardia,femmine,violenza fisica,2019,578
lombardia,femmine,violenza fisica,2020,1104
lombardia,femmine,violenza fisica,2021,1057
lombardia,femmine,violenza fisica,2022,845
lombardia,femmine,violenza fisica,2023,998
lombardia,femmine,violenza fisica,2024,1241
lombardia,femmine,violenza sessuale,2015,49
lombardia,femmine,violenza sessuale,2016,55
lombardia,femmine,violenza sessuale,2017,64
lombardia,femmine,violenza sessuale,2018,78
lombardia,femmine,violenza sessuale,2019,88
lombardia,femmine,violenza sessuale,2020,162
lombardia,femmine,violenza sessuale,2021,216
lombardia,femmine,violenza sessuale,2022,150
lombardia,femmine,violenza sessuale,2023,111
lombardia,femmine,violenza sessuale,2024,130
lombardia,femmine,minacce,2015,44
lombardia,femmine,minacce,2016,55
lombardia,femmine,minacce,2017,54
lombardia,femmine,minacce,2018,48
lombardia,femmine,minacce,2019,52
lombardia,femmine,minacce,2020,72
lombardia,femmine,minacce,2021,120
lombardia,femmine,minacce,2022,100
lombardia,femmine,minacce,2023,15
lombardia,femmine,minacce,2024,31
lombardia,femmine,mobbing,2015,6
lombardia,femmine,mobbing,2016,3
lombardia,femmine,mobbing,2017,6
lombardia,femmine,mobbing,2018,3
lombardia,femmine,mobbing,2019,3
lombardia,femmine,mobbing,2020,10
lombardia,femmine,mobbing,2021,12
lombardia,femmine,mobbing,2022,7
lombardia,femmine,mobbing,2023,5
lombardia,femmine,mobbing,2024,9
lombardia,femmine,tratta,2021,1
lombardia,femmine,tratta,2022,1
lombardia,femmine,tratta,2024,2
lombardia,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,4
lombardia,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,5
lombardia,femmine,sfruttamento della prostituzione,2024,1
lombardia,femmine,violenza psicologica,2015,452
lombardia,femmine,violenza psicologica,2016,482
lombardia,femmine,violenza psicologica,2017,457
lombardia,femmine,violenza psicologica,2018,535
lombardia,femmine,violenza psicologica,2019,544
lombardia,femmine,violenza psicologica,2020,833
lombardia,femmine,violenza psicologica,2021,762
lombardia,femmine,violenza psicologica,2022,617
lombardia,femmine,violenza psicologica,2023,839
lombardia,femmine,violenza psicologica,2024,1086
lombardia,femmine,violenza economica,2015,25
lombardia,femmine,violenza economica,2016,20
lombardia,femmine,violenza economica,2017,21
lombardia,femmine,violenza economica,2018,15
lombardia,femmine,violenza economica,2019,19
lombardia,femmine,violenza economica,2020,20
lombardia,femmine,violenza economica,2021,20
lombardia,femmine,violenza economica,2022,15
lombardia,femmine,violenza economica,2023,11
lombardia,femmine,violenza economica,2024,25
lombardia,femmine,atti persecutori/stalking,2023,184
lombardia,femmine,atti persecutori/stalking,2024,317
lombardia,femmine,violenza digitale,2023,5
lombardia,femmine,violenza digitale,2024,2
lombardia,femmine,matrimonio forzato,2024,2
lombardia,femmine,altro,2023,2
lombardia,femmine,altro,2024,3
lombardia,femmine,non risponde,2015,29
lombardia,femmine,non risponde,2016,19
lombardia,femmine,non risponde,2017,13
lombardia,femmine,non risponde,2018,15
lombardia,femmine,non risponde,2019,7
lombardia,femmine,non risponde,2020,16
lombardia,femmine,non risponde,2021,25
lombardia,femmine,non risponde,2022,23
lombardia,femmine,non risponde,2023,8
lombardia,femmine,non risponde,2024,1
lombardia,femmine,non disponibile,2015,52
lombardia,femmine,non disponibile,2016,26
lombardia,femmine,non disponibile,2017,48
lombardia,femmine,non disponibile,2018,52
lombardia,femmine,non disponibile,2019,43
lombardia,femmine,non disponibile,2020,46
lombardia,femmine,non disponibile,2021,51
lombardia,femmine,non disponibile,2022,44
lombardia,femmine,non disponibile,2023,22
lombardia,femmine,non disponibile,2024,22
lombardia,non indicato,violenza fisica,2023,8
lombardia,non indicato,violenza fisica,2024,9
lombardia,non indicato,violenza sessuale,2023,1
lombardia,non indicato,violenza psicologica,2023,2
lombardia,non indicato,atti persecutori/stalking,2024,1
lombardia,non indicato,non risponde,2023,1
lombardia,non indicato,non disponibile,2023,33
lombardia,non indicato,non disponibile,2024,27
nord est,maschi,violenza fisica,2015,9
nord est,maschi,violenza fisica,2016,5
nord est,maschi,violenza fisica,2017,4
nord est,maschi,violenza fisica,2018,13
nord est,maschi,violenza fisica,2019,12
nord est,maschi,violenza fisica,2020,22
nord est,maschi,violenza fisica,2021,19
nord est,maschi,violenza fisica,2022,11
nord est,maschi,violenza fisica,2023,20
nord est,maschi,violenza fisica,2024,20
nord est,maschi,violenza sessuale,2015,6
nord est,maschi,violenza sessuale,2016,3
nord est,maschi,violenza sessuale,2017,5
nord est,maschi,violenza sessuale,2018,4
nord est,maschi,violenza sessuale,2019,5
nord est,maschi,violenza sessuale,2020,20
nord est,maschi,violenza sessuale,2021,17
nord est,maschi,violenza sessuale,2022,3
nord est,maschi,violenza sessuale,2023,3
nord est,maschi,violenza sessuale,2024,3
nord est,maschi,minacce,2015,3
nord est,maschi,minacce,2016,3
nord est,maschi,minacce,2017,2
nord est,maschi,minacce,2018,2
nord est,maschi,minacce,2019,3
nord est,maschi,minacce,2020,6
nord est,maschi,minacce,2021,3
nord est,maschi,minacce,2022,1
nord est,maschi,mobbing,2015,1
nord est,maschi,mobbing,2016,1
nord est,maschi,mobbing,2020,2
nord est,maschi,mobbing,2021,3
nord est,maschi,diffusione illecita di immagini o di video sessualmente espliciti,2023,2
nord est,maschi,violenza psicologica,2015,23
nord est,maschi,violenza psicologica,2016,23
nord est,maschi,violenza psicologica,2017,19
nord est,maschi,violenza psicologica,2018,7
nord est,maschi,violenza psicologica,2019,10
nord est,maschi,violenza psicologica,2020,21
nord est,maschi,violenza psicologica,2021,12
nord est,maschi,violenza psicologica,2022,11
nord est,maschi,violenza psicologica,2023,20
nord est,maschi,violenza psicologica,2024,14
nord est,maschi,violenza economica,2015,1
nord est,maschi,violenza economica,2016,1
nord est,maschi,violenza economica,2017,1
nord est,maschi,violenza economica,2018,1
nord est,maschi,violenza economica,2019,1
nord est,maschi,violenza economica,2020,1
nord est,maschi,atti persecutori/stalking,2023,15
nord est,maschi,atti persecutori/stalking,2024,11
nord est,maschi,altro,2024,1
nord est,maschi,non risponde,2015,4
nord est,maschi,non risponde,2016,1
nord est,maschi,non risponde,2017,2
nord est,maschi,non risponde,2018,3
nord est,maschi,non risponde,2020,2
nord est,maschi,non risponde,2021,1
nord est,maschi,non risponde,2022,2
nord est,maschi,non disponibile,2015,2
nord est,maschi,non disponibile,2016,2
nord est,maschi,non disponibile,2017,3
nord est,maschi,non disponibile,2018,1
nord est,maschi,non disponibile,2019,1
nord est,maschi,non disponibile,2020,4
nord est,maschi,non disponibile,2021,6
nord est,maschi,non disponibile,2022,1
nord est,maschi,non disponibile,2024,1
nord est,femmine,violenza fisica,2015,488
nord est,femmine,violenza fisica,2016,474
nord est,femmine,violenza fisica,2017,436
nord est,femmine,violenza fisica,2018,545
nord est,femmine,violenza fisica,2019,527
nord est,femmine,violenza fisica,2020,948
nord est,femmine,violenza fisica,2021,1036
nord est,femmine,violenza fisica,2022,771
nord est,femmine,violenza fisica,2023,974
nord est,femmine,violenza fisica,2024,1289
nord est,femmine,violenza sessuale,2015,41
nord est,femmine,violenza sessuale,2016,42
nord est,femmine,violenza sessuale,2017,78
nord est,femmine,violenza sessuale,2018,56
nord est,femmine,violenza sessuale,2019,84
nord est,femmine,violenza sessuale,2020,160
nord est,femmine,violenza sessuale,2021,240
nord est,femmine,violenza sessuale,2022,144
nord est,femmine,violenza sessuale,2023,114
nord est,femmine,violenza sessuale,2024,111
nord est,femmine,minacce,2015,47
nord est,femmine,minacce,2016,54
nord est,femmine,minacce,2017,46
nord est,femmine,minacce,2018,53
nord est,femmine,minacce,2019,54
nord est,femmine,minacce,2020,57
nord est,femmine,minacce,2021,106
nord est,femmine,minacce,2022,88
nord est,femmine,minacce,2023,20
nord est,femmine,minacce,2024,28
nord est,femmine,mobbing,2015,4
nord est,femmine,mobbing,2016,3
nord est,femmine,mobbing,2017,3
nord est,femmine,mobbing,2018,6
nord est,femmine,mobbing,2019,1
nord est,femmine,mobbing,2020,10
nord est,femmine,mobbing,2021,8
nord est,femmine,mobbing,2022,9
nord est,femmine,mobbing,2023,5
nord est,femmine,mobbing,2024,5
nord est,femmine,tratta,2021,3
nord est,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,3
nord est,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,5
nord est,femmine,sfruttamento della prostituzione,2023,1
nord est,femmine,sfruttamento della prostituzione,2024,2
nord est,femmine,violenza psicologica,2015,374
nord est,femmine,violenza psicologica,2016,374
nord est,femmine,violenza psicologica,2017,352
nord est,femmine,violenza psicologica,2018,525
nord est,femmine,violenza psicologica,2019,461
nord est,femmine,violenza psicologica,2020,719
nord est,femmine,violenza psicologica,2021,789
nord est,femmine,violenza psicologica,2022,607
nord est,femmine,violenza psicologica,2023,822
nord est,femmine,violenza psicologica,2024,1192
nord est,femmine,violenza economica,2015,17
nord est,femmine,violenza economica,2016,16
nord est,femmine,violenza economica,2017,25
nord est,femmine,violenza economica,2018,18
nord est,femmine,violenza economica,2019,7
nord est,femmine,violenza economica,2020,35
nord est,femmine,violenza economica,2021,24
nord est,femmine,violenza economica,2022,22
nord est,femmine,violenza economica,2023,21
nord est,femmine,violenza economica,2024,16
nord est,femmine,atti persecutori/stalking,2023,175
nord est,femmine,atti persecutori/stalking,2024,330
nord est,femmine,violenza digitale,2023,7
nord est,femmine,violenza digitale,2024,5
nord est,femmine,matrimonio forzato,2023,2
nord est,femmine,matrimonio forzato,2024,1
nord est,femmine,altro,2023,2
nord est,femmine,altro,2024,3
nord est,femmine,non risponde,2015,18
nord est,femmine,non risponde,2016,16
nord est,femmine,non risponde,2017,12
nord est,femmine,non risponde,2018,9
nord est,femmine,non risponde,2019,7
nord est,femmine,non risponde,2020,20
nord est,femmine,non risponde,2021,19
nord est,femmine,non risponde,2022,29
nord est,femmine,non risponde,2023,6
nord est,femmine,non risponde,2024,1
nord est,femmine,non disponibile,2015,37
nord est,femmine,non disponibile,2016,30
nord est,femmine,non disponibile,2017,23
nord est,femmine,non disponibile,2018,43
nord est,femmine,non disponibile,2019,55
nord est,femmine,non disponibile,2020,56
nord est,femmine,non disponibile,2021,53
nord est,femmine,non disponibile,2022,32
nord est,femmine,non disponibile,2023,23
nord est,femmine,non disponibile,2024,24
nord est,non indicato,violenza fisica,2023,12
nord est,non indicato,violenza fisica,2024,9
nord est,non indicato,violenza sessuale,2024,1
nord est,non indicato,minacce,2023,1
nord est,non indicato,violenza psicologica,2023,1
nord est,non indicato,violenza psicologica,2024,2
nord est,non indicato,atti persecutori/stalking,2024,1
nord est,non indicato,non disponibile,2023,22
nord est,non indicato,non disponibile,2024,39
trentino alto adige,maschi,violenza fisica,2024,1
trentino alto adige,maschi,violenza sessuale,2020,1
trentino alto adige,maschi,violenza sessuale,2023,1
trentino alto adige,maschi,violenza sessuale,2024,1
trentino alto adige,maschi,violenza psicologica,2023,1
trentino alto adige,maschi,violenza psicologica,2024,1
trentino alto adige,maschi,atti persecutori/stalking,2023,2
trentino alto adige,maschi,atti persecutori/stalking,2024,1
trentino alto adige,femmine,violenza fisica,2020,4
trentino alto adige,femmine,violenza fisica,2021,1
trentino alto adige,femmine,violenza fisica,2023,49
trentino alto adige,femmine,violenza fisica,2024,61
trentino alto adige,femmine,violenza sessuale,2020,1
trentino alto adige,femmine,violenza sessuale,2023,13
trentino alto adige,femmine,violenza sessuale,2024,3
trentino alto adige,femmine,minacce,2023,2
trentino alto adige,femmine,mobbing,2023,2
trentino alto adige,femmine,mobbing,2024,2
trentino alto adige,femmine,violenza psicologica,2020,1
trentino alto adige,femmine,violenza psicologica,2021,1
trentino alto adige,femmine,violenza psicologica,2022,1
trentino alto adige,femmine,violenza psicologica,2023,56
trentino alto adige,femmine,violenza psicologica,2024,62
trentino alto adige,femmine,violenza economica,2023,2
trentino alto adige,femmine,atti persecutori/stalking,2023,11
trentino alto adige,femmine,atti persecutori/stalking,2024,20
trentino alto adige,femmine,altro,2023,1
trentino alto adige,femmine,non disponibile,2021,1
trentino alto adige,femmine,non disponibile,2023,4
trentino alto adige,femmine,non disponibile,2024,2
trentino alto adige,non indicato,violenza fisica,2023,2
bolzano,maschi,violenza fisica,2021,1
bolzano,maschi,violenza sessuale,2015,1
bolzano,maschi,violenza sessuale,2020,3
bolzano,maschi,violenza sessuale,2021,2
bolzano,maschi,minacce,2015,1
bolzano,maschi,violenza psicologica,2022,2
bolzano,maschi,non disponibile,2020,1
bolzano,femmine,violenza fisica,2015,7
bolzano,femmine,violenza fisica,2016,7
bolzano,femmine,violenza fisica,2017,2
bolzano,femmine,violenza fisica,2018,5
bolzano,femmine,violenza fisica,2019,3
bolzano,femmine,violenza fisica,2020,16
bolzano,femmine,violenza fisica,2021,15
bolzano,femmine,violenza fisica,2022,18
bolzano,femmine,violenza sessuale,2017,2
bolzano,femmine,violenza sessuale,2018,4
bolzano,femmine,violenza sessuale,2019,3
bolzano,femmine,violenza sessuale,2020,1
bolzano,femmine,violenza sessuale,2021,3
bolzano,femmine,violenza sessuale,2022,4
bolzano,femmine,minacce,2015,1
bolzano,femmine,minacce,2020,2
bolzano,femmine,minacce,2021,5
bolzano,femmine,minacce,2022,2
bolzano,femmine,mobbing,2021,1
bolzano,femmine,violenza psicologica,2015,1
bolzano,femmine,violenza psicologica,2016,7
bolzano,femmine,violenza psicologica,2017,3
bolzano,femmine,violenza psicologica,2018,4
bolzano,femmine,violenza psicologica,2019,12
bolzano,femmine,violenza psicologica,2020,8
bolzano,femmine,violenza psicologica,2021,14
bolzano,femmine,violenza psicologica,2022,17
bolzano,femmine,violenza economica,2015,2
bolzano,femmine,non risponde,2015,1
bolzano,femmine,non risponde,2019,1
bolzano,femmine,non risponde,2020,1
bolzano,femmine,non disponibile,2018,1
bolzano,femmine,non disponibile,2022,1
trento,maschi,violenza fisica,2015,1
trento,maschi,violenza fisica,2018,1
trento,maschi,violenza fisica,2020,4
trento,maschi,violenza fisica,2021,4
trento,maschi,violenza fisica,2022,1
trento,maschi,violenza sessuale,2021,2
trento,maschi,violenza psicologica,2015,1
trento,maschi,violenza psicologica,2016,3
trento,maschi,violenza psicologica,2017,2
trento,maschi,violenza psicologica,2018,1
trento,maschi,violenza psicologica,2020,2
trento,maschi,violenza psicologica,2021,3
trento,maschi,non disponibile,2015,3
trento,maschi,non disponibile,2018,1
trento,maschi,non disponibile,2021,1
trento,femmine,violenza fisica,2015,16
trento,femmine,violenza fisica,2016,18
trento,femmine,violenza fisica,2017,14
trento,femmine,violenza fisica,2018,16
trento,femmine,violenza fisica,2019,31
trento,femmine,violenza fisica,2020,40
trento,femmine,violenza fisica,2021,50
trento,femmine,violenza fisica,2022,34
trento,femmine,violenza sessuale,2015,1
trento,femmine,violenza sessuale,2016,3
trento,femmine,violenza sessuale,2018,4
trento,femmine,violenza sessuale,2019,7
trento,femmine,violenza sessuale,2020,8
trento,femmine,violenza sessuale,2021,12
trento,femmine,violenza sessuale,2022,8
trento,femmine,minacce,2015,2
trento,femmine,minacce,2018,3
trento,femmine,minacce,2019,2
trento,femmine,minacce,2020,2
trento,femmine,minacce,2021,2
trento,femmine,minacce,2022,1
trento,femmine,mobbing,2021,1
trento,femmine,mobbing,2022,1
trento,femmine,violenza psicologica,2015,15
trento,femmine,violenza psicologica,2016,15
trento,femmine,violenza psicologica,2017,7
trento,femmine,violenza psicologica,2018,28
trento,femmine,violenza psicologica,2019,18
trento,femmine,violenza psicologica,2020,25
trento,femmine,violenza psicologica,2021,40
trento,femmine,violenza psicologica,2022,28
trento,femmine,violenza economica,2016,2
trento,femmine,violenza economica,2018,1
trento,femmine,violenza economica,2019,3
trento,femmine,violenza economica,2020,1
trento,femmine,violenza economica,2021,4
trento,femmine,violenza economica,2022,1
trento,femmine,non risponde,2015,1
trento,femmine,non risponde,2016,2
trento,femmine,non risponde,2017,1
trento,femmine,non risponde,2018,1
trento,femmine,non risponde,2021,2
trento,femmine,non disponibile,2015,1
trento,femmine,non disponibile,2016,1
trento,femmine,non disponibile,2017,1
trento,femmine,non disponibile,2018,4
trento,femmine,non disponibile,2019,1
trento,femmine,non disponibile,2021,2
trento,femmine,non disponibile,2022,2
veneto,maschi,violenza fisica,2015,7
veneto,maschi,violenza fisica,2016,3
veneto,maschi,violenza fisica,2017,1
veneto,maschi,violenza fisica,2018,7
veneto,maschi,violenza fisica,2019,7
veneto,maschi,violenza fisica,2020,11
veneto,maschi,violenza fisica,2021,7
veneto,maschi,violenza fisica,2022,4
veneto,maschi,violenza fisica,2023,10
veneto,maschi,violenza fisica,2024,10
veneto,maschi,violenza sessuale,2015,4
veneto,maschi,violenza sessuale,2016,2
veneto,maschi,violenza sessuale,2017,1
veneto,maschi,violenza sessuale,2018,1
veneto,maschi,violenza sessuale,2019,2
veneto,maschi,violenza sessuale,2020,11
veneto,maschi,violenza sessuale,2021,9
veneto,maschi,violenza sessuale,2022,1
veneto,maschi,violenza sessuale,2023,2
veneto,maschi,violenza sessuale,2024,2
veneto,maschi,minacce,2017,2
veneto,maschi,minacce,2018,1
veneto,maschi,minacce,2019,1
veneto,maschi,minacce,2020,1
veneto,maschi,minacce,2021,1
veneto,maschi,mobbing,2015,1
veneto,maschi,mobbing,2020,1
veneto,maschi,mobbing,2021,1
veneto,maschi,diffusione illecita di immagini o di video sessualmente espliciti,2023,1
veneto,maschi,violenza psicologica,2015,10
veneto,maschi,violenza psicologica,2016,10
veneto,maschi,violenza psicologica,2017,8
veneto,maschi,violenza psicologica,2018,4
veneto,maschi,violenza psicologica,2019,5
veneto,maschi,violenza psicologica,2020,9
veneto,maschi,violenza psicologica,2021,6
veneto,maschi,violenza psicologica,2022,4
veneto,maschi,violenza psicologica,2023,10
veneto,maschi,violenza psicologica,2024,3
veneto,maschi,violenza economica,2016,1
veneto,maschi,violenza economica,2017,1
veneto,maschi,violenza economica,2018,1
veneto,maschi,atti persecutori/stalking,2023,5
veneto,maschi,atti persecutori/stalking,2024,5
veneto,maschi,non risponde,2015,1
veneto,maschi,non risponde,2017,2
veneto,maschi,non risponde,2018,3
veneto,maschi,non risponde,2020,1
veneto,maschi,non risponde,2022,1
veneto,maschi,non disponibile,2015,1
veneto,maschi,non disponibile,2016,2
veneto,maschi,non disponibile,2018,1
veneto,maschi,non disponibile,2020,2
veneto,maschi,non disponibile,2021,4
veneto,femmine,violenza fisica,2015,238
veneto,femmine,violenza fisica,2016,216
veneto,femmine,violenza fisica,2017,223
veneto,femmine,violenza fisica,2018,273
veneto,femmine,violenza fisica,2019,274
veneto,femmine,violenza fisica,2020,482
veneto,femmine,violenza fisica,2021,530
veneto,femmine,violenza fisica,2022,412
veneto,femmine,violenza fisica,2023,494
veneto,femmine,violenza fisica,2024,619
veneto,femmine,violenza sessuale,2015,21
veneto,femmine,violenza sessuale,2016,22
veneto,femmine,violenza sessuale,2017,34
veneto,femmine,violenza sessuale,2018,25
veneto,femmine,violenza sessuale,2019,44
veneto,femmine,violenza sessuale,2020,69
veneto,femmine,violenza sessuale,2021,130
veneto,femmine,violenza sessuale,2022,76
veneto,femmine,violenza sessuale,2023,44
veneto,femmine,violenza sessuale,2024,54
veneto,femmine,minacce,2015,23
veneto,femmine,minacce,2016,30
veneto,femmine,minacce,2017,22
veneto,femmine,minacce,2018,28
veneto,femmine,minacce,2019,26
veneto,femmine,minacce,2020,21
veneto,femmine,minacce,2021,61
veneto,femmine,minacce,2022,48
veneto,femmine,minacce,2023,7
veneto,femmine,minacce,2024,13
veneto,femmine,mobbing,2015,1
veneto,femmine,mobbing,2016,1
veneto,femmine,mobbing,2017,2
veneto,femmine,mobbing,2018,3
veneto,femmine,mobbing,2020,3
veneto,femmine,mobbing,2021,3
veneto,femmine,mobbing,2022,5
veneto,femmine,mobbing,2023,2
veneto,femmine,mobbing,2024,2
veneto,femmine,tratta,2021,2
veneto,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,1
veneto,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,1
veneto,femmine,sfruttamento della prostituzione,2023,1
veneto,femmine,violenza psicologica,2015,164
veneto,femmine,violenza psicologica,2016,179
veneto,femmine,violenza psicologica,2017,159
veneto,femmine,violenza psicologica,2018,247
veneto,femmine,violenza psicologica,2019,230
veneto,femmine,violenza psicologica,2020,328
veneto,femmine,violenza psicologica,2021,370
veneto,femmine,violenza psicologica,2022,278
veneto,femmine,violenza psicologica,2023,366
veneto,femmine,violenza psicologica,2024,528
veneto,femmine,violenza economica,2015,6
veneto,femmine,violenza economica,2016,7
veneto,femmine,violenza economica,2017,18
veneto,femmine,violenza economica,2018,10
veneto,femmine,violenza economica,2019,3
veneto,femmine,violenza economica,2020,17
veneto,femmine,violenza economica,2021,9
veneto,femmine,violenza economica,2022,15
veneto,femmine,violenza economica,2023,9
veneto,femmine,violenza economica,2024,11
veneto,femmine,atti persecutori/stalking,2023,77
veneto,femmine,atti persecutori/stalking,2024,148
veneto,femmine,violenza digitale,2023,5
veneto,femmine,violenza digitale,2024,2
veneto,femmine,altro,2024,2
veneto,femmine,non risponde,2015,7
veneto,femmine,non risponde,2016,3
veneto,femmine,non risponde,2017,7
veneto,femmine,non risponde,2018,7
veneto,femmine,non risponde,2019,3
veneto,femmine,non risponde,2020,8
veneto,femmine,non risponde,2021,13
veneto,femmine,non risponde,2022,12
veneto,femmine,non risponde,2023,2
veneto,femmine,non risponde,2024,1
veneto,femmine,non disponibile,2015,20
veneto,femmine,non disponibile,2016,10
veneto,femmine,non disponibile,2017,10
veneto,femmine,non disponibile,2018,21
veneto,femmine,non disponibile,2019,31
veneto,femmine,non disponibile,2020,28
veneto,femmine,non disponibile,2021,23
veneto,femmine,non disponibile,2022,15
veneto,femmine,non disponibile,2023,6
veneto,femmine,non disponibile,2024,12
veneto,non indicato,violenza fisica,2023,5
veneto,non indicato,violenza fisica,2024,5
veneto,non indicato,violenza psicologica,2024,1
veneto,non indicato,atti persecutori/stalking,2024,1
veneto,non indicato,non disponibile,2023,9
veneto,non indicato,non disponibile,2024,16
friuli venezia giulia,maschi,violenza fisica,2018,3
friuli venezia giulia,maschi,violenza fisica,2019,3
friuli venezia giulia,maschi,violenza fisica,2020,4
friuli venezia giulia,maschi,violenza fisica,2021,1
friuli venezia giulia,maschi,violenza fisica,2022,1
friuli venezia giulia,maschi,violenza sessuale,2015,1
friuli venezia giulia,maschi,violenza sessuale,2020,2
friuli venezia giulia,maschi,violenza sessuale,2021,1
friuli venezia giulia,maschi,minacce,2015,2
friuli venezia giulia,maschi,minacce,2018,1
friuli venezia giulia,maschi,minacce,2019,1
friuli venezia giulia,maschi,minacce,2020,2
friuli venezia giulia,maschi,mobbing,2016,1
friuli venezia giulia,maschi,mobbing,2021,1
friuli venezia giulia,maschi,violenza psicologica,2015,2
friuli venezia giulia,maschi,violenza psicologica,2017,2
friuli venezia giulia,maschi,violenza psicologica,2019,1
friuli venezia giulia,maschi,violenza psicologica,2020,2
friuli venezia giulia,maschi,violenza psicologica,2022,1
friuli venezia giulia,maschi,violenza psicologica,2023,3
friuli venezia giulia,maschi,violenza psicologica,2024,2
friuli venezia giulia,maschi,atti persecutori/stalking,2023,1
friuli venezia giulia,maschi,non risponde,2015,1
friuli venezia giulia,maschi,non disponibile,2021,1
friuli venezia giulia,femmine,violenza fisica,2015,49
friuli venezia giulia,femmine,violenza fisica,2016,56
friuli venezia giulia,femmine,violenza fisica,2017,43
friuli venezia giulia,femmine,violenza fisica,2018,52
friuli venezia giulia,femmine,violenza fisica,2019,49
friuli venezia giulia,femmine,violenza fisica,2020,61
friuli venezia giulia,femmine,violenza fisica,2021,76
friuli venezia giulia,femmine,violenza fisica,2022,58
friuli venezia giulia,femmine,violenza fisica,2023,70
friuli venezia giulia,femmine,violenza fisica,2024,83
friuli venezia giulia,femmine,violenza sessuale,2015,6
friuli venezia giulia,femmine,violenza sessuale,2016,4
friuli venezia giulia,femmine,violenza sessuale,2017,9
friuli venezia giulia,femmine,violenza sessuale,2018,6
friuli venezia giulia,femmine,violenza sessuale,2019,3
friuli venezia giulia,femmine,violenza sessuale,2020,19
friuli venezia giulia,femmine,violenza sessuale,2021,20
friuli venezia giulia,femmine,violenza sessuale,2022,11
friuli venezia giulia,femmine,violenza sessuale,2023,8
friuli venezia giulia,femmine,violenza sessuale,2024,11
friuli venezia giulia,femmine,minacce,2015,3
friuli venezia giulia,femmine,minacce,2016,4
friuli venezia giulia,femmine,minacce,2017,4
friuli venezia giulia,femmine,minacce,2018,2
friuli venezia giulia,femmine,minacce,2019,3
friuli venezia giulia,femmine,minacce,2020,4
friuli venezia giulia,femmine,minacce,2021,1
friuli venezia giulia,femmine,minacce,2022,4
friuli venezia giulia,femmine,minacce,2024,3
friuli venezia giulia,femmine,mobbing,2018,1
friuli venezia giulia,femmine,mobbing,2020,2
friuli venezia giulia,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,1
friuli venezia giulia,femmine,violenza psicologica,2015,41
friuli venezia giulia,femmine,violenza psicologica,2016,45
friuli venezia giulia,femmine,violenza psicologica,2017,42
friuli venezia giulia,femmine,violenza psicologica,2018,59
friuli venezia giulia,femmine,violenza psicologica,2019,44
friuli venezia giulia,femmine,violenza psicologica,2020,67
friuli venezia giulia,femmine,violenza psicologica,2021,61
friuli venezia giulia,femmine,violenza psicologica,2022,52
friuli venezia giulia,femmine,violenza psicologica,2023,74
friuli venezia giulia,femmine,violenza psicologica,2024,135
friuli venezia giulia,femmine,violenza economica,2015,1
friuli venezia giulia,femmine,violenza economica,2016,1
friuli venezia giulia,femmine,violenza economica,2017,2
friuli venezia giulia,femmine,violenza economica,2018,3
friuli venezia giulia,femmine,violenza economica,2019,2
friuli venezia giulia,femmine,violenza economica,2020,5
friuli venezia giulia,femmine,violenza economica,2021,2
friuli venezia giulia,femmine,violenza economica,2022,1
friuli venezia giulia,femmine,violenza economica,2024,1
friuli venezia giulia,femmine,atti persecutori/stalking,2023,13
friuli venezia giulia,femmine,atti persecutori/stalking,2024,25
friuli venezia giulia,femmine,violenza digitale,2023,1
friuli venezia giulia,femmine,matrimonio forzato,2023,1
friuli venezia giulia,femmine,altro,2024,1
friuli venezia giulia,femmine,non risponde,2015,1
friuli venezia giulia,femmine,non risponde,2016,6
friuli venezia giulia,femmine,non risponde,2017,2
friuli venezia giulia,femmine,non risponde,2018,1
friuli venezia giulia,femmine,non risponde,2019,1
friuli venezia giulia,femmine,non risponde,2020,2
friuli venezia giulia,femmine,non risponde,2021,2
friuli venezia giulia,femmine,non risponde,2022,3
friuli venezia giulia,femmine,non disponibile,2015,8
friuli venezia giulia,femmine,non disponibile,2016,2
friuli venezia giulia,femmine,non disponibile,2017,4
friuli venezia giulia,femmine,non disponibile,2018,4
friuli venezia giulia,femmine,non disponibile,2019,4
friuli venezia giulia,femmine,non disponibile,2020,1
friuli venezia giulia,femmine,non disponibile,2021,7
friuli venezia giulia,femmine,non disponibile,2022,1
friuli venezia giulia,femmine,non disponibile,2023,1
friuli venezia giulia,femmine,non disponibile,2024,1
