territorio,sesso,tipo_violenza,periodo,numero_vittime
friuli venezia giulia,non indicato,violenza fisica,2023,2
friuli venezia giulia,non indicato,violenza fisica,2024,1
friuli venezia giulia,non indicato,non disponibile,2023,1
friuli venezia giulia,non indicato,non disponibile,2024,5
emilia romagna,maschi,violenza fisica,2015,2
emilia romagna,maschi,violenza fisica,2016,2
emilia romagna,maschi,violenza fisica,2017,3
emilia romagna,maschi,violenza fisica,2018,3
emilia romagna,maschi,violenza fisica,2019,2
emilia romagna,maschi,violenza fisica,2020,7
emilia romagna,maschi,violenza fisica,2021,11
emilia romagna,maschi,violenza fisica,2022,6
emilia romagna,maschi,violenza fisica,2023,10
emilia romagna,maschi,violenza fisica,2024,9
emilia romagna,maschi,violenza sessuale,2015,1
emilia romagna,maschi,violenza sessuale,2016,1
emilia romagna,maschi,violenza sessuale,2017,4
emilia romagna,maschi,violenza sessuale,2018,3
emilia romagna,maschi,violenza sessuale,2019,3
emilia romagna,maschi,violenza sessuale,2020,6
emilia romagna,maschi,violenza sessuale,2021,7
emilia romagna,maschi,violenza sessuale,2022,2
emilia romagna,maschi,minacce,2015,1
emilia romagna,maschi,minacce,2016,3
emilia romagna,maschi,minacce,2019,1
emilia romagna,maschi,minacce,2020,3
emilia romagna,maschi,minacce,2021,2
emilia romagna,maschi,minacce,2022,1
emilia romagna,maschi,mobbing,2020,1
emilia romagna,maschi,mobbing,2021,1
emilia romagna,maschi,diffusione illecita di immagini o di video sessualmente espliciti,2023,1
emilia romagna,maschi,violenza psicologica,2015,11
emilia romagna,maschi,violenza psicologica,2016,13
emilia romagna,maschi,violenza psicologica,2017,9
emilia romagna,maschi,violenza psicologica,2018,3
emilia romagna,maschi,violenza psicologica,2019,4
emilia romagna,maschi,violenza psicologica,2020,10
emilia romagna,maschi,violenza psicologica,2021,6
emilia romagna,maschi,violenza psicologica,2022,6
emilia romagna,maschi,violenza psicologica,2023,6
emilia romagna,maschi,violenza psicologica,2024,8
emilia romagna,maschi,violenza economica,2015,1
emilia romagna,maschi,violenza economica,2019,1
emilia romagna,maschi,violenza economica,2020,1
emilia romagna,maschi,atti persecutori/stalking,2023,7
emilia romagna,maschi,atti persecutori/stalking,2024,5
emilia romagna,maschi,altro,2024,1
emilia romagna,maschi,non risponde,2015,2
emilia romagna,maschi,non risponde,2016,1
emilia romagna,maschi,non risponde,2020,1
emilia romagna,maschi,non risponde,2021,1
emilia romagna,maschi,non risponde,2022,1
emilia romagna,maschi,non disponibile,2015,1
emilia romagna,maschi,non disponibile,2017,3
emilia romagna,maschi,non disponibile,2019,1
emilia romagna,maschi,non disponibile,2020,2
emilia romagna,maschi,non disponibile,2021,1
emilia romagna,maschi,non disponibile,2022,1
emilia romagna,maschi,non disponibile,2024,1
emilia romagna,femmine,violenza fisica,2015,201
emilia romagna,femmine,violenza fisica,2016,202
emilia romagna,femmine,violenza fisica,2017,170
emilia romagna,femmine,violenza fisica,2018,220
emilia romagna,femmine,violenza fisica,2019,204
emilia romagna,femmine,violenza fisica,2020,401
emilia romagna,femmine,violenza fisica,2021,429
emilia romagna,femmine,violenza fisica,2022,301
emilia romagna,femmine,violenza fisica,2023,361
emilia romagna,femmine,violenza fisica,2024,526
emilia romagna,femmine,violenza sessuale,2015,14
emilia romagna,femmine,violenza sessuale,2016,16
emilia romagna,femmine,violenza sessuale,2017,35
emilia romagna,femmine,violenza sessuale,2018,25
emilia romagna,femmine,violenza sessuale,2019,37
emilia romagna,femmine,violenza sessuale,2020,71
emilia romagna,femmine,violenza sessuale,2021,90
emilia romagna,femmine,violenza sessuale,2022,57
emilia romagna,femmine,violenza sessuale,2023,49
emilia romagna,femmine,violenza sessuale,2024,43
emilia romagna,femmine,minacce,2015,21
emilia romagna,femmine,minacce,2016,20
emilia romagna,femmine,minacce,2017,20
emilia romagna,femmine,minacce,2018,23
emilia romagna,femmine,minacce,2019,25
emilia romagna,femmine,minacce,2020,32
emilia romagna,femmine,minacce,2021,44
emilia romagna,femmine,minacce,2022,36
emilia romagna,femmine,minacce,2023,11
emilia romagna,femmine,minacce,2024,12
emilia romagna,femmine,mobbing,2015,3
emilia romagna,femmine,mobbing,2016,2
emilia romagna,femmine,mobbing,2017,1
emilia romagna,femmine,mobbing,2018,2
emilia romagna,femmine,mobbing,2019,1
emilia romagna,femmine,mobbing,2020,5
emilia romagna,femmine,mobbing,2021,5
emilia romagna,femmine,mobbing,2022,4
emilia romagna,femmine,mobbing,2023,1
emilia romagna,femmine,mobbing,2024,1
emilia romagna,femmine,tratta,2021,1
emilia romagna,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,2
emilia romagna,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,3
emilia romagna,femmine,sfruttamento della prostituzione,2024,2
emilia romagna,femmine,violenza psicologica,2015,169
emilia romagna,femmine,violenza psicologica,2016,150
emilia romagna,femmine,violenza psicologica,2017,151
emilia romagna,femmine,violenza psicologica,2018,219
emilia romagna,femmine,violenza psicologica,2019,187
emilia romagna,femmine,violenza psicologica,2020,323
emilia romagna,femmine,violenza psicologica,2021,357
emilia romagna,femmine,violenza psicologica,2022,276
emilia romagna,femmine,violenza psicologica,2023,326
emilia romagna,femmine,violenza psicologica,2024,467
emilia romagna,femmine,violenza economica,2015,10
emilia romagna,femmine,violenza economica,2016,8
emilia romagna,femmine,violenza economica,2017,5
emilia romagna,femmine,violenza economica,2018,5
emilia romagna,femmine,violenza economica,2019,2
emilia romagna,femmine,violenza economica,2020,13
emilia romagna,femmine,violenza economica,2021,13
emilia romagna,femmine,violenza economica,2022,6
emilia romagna,femmine,violenza economica,2023,10
emilia romagna,femmine,violenza economica,2024,4
emilia romagna,femmine,atti persecutori/stalking,2023,74
emilia romagna,femmine,atti persecutori/stalking,2024,137
emilia romagna,femmine,violenza digitale,2023,1
emilia romagna,femmine,violenza digitale,2024,3
emilia romagna,femmine,matrimonio forzato,2023,1
emilia romagna,femmine,matrimonio forzato,2024,1
emilia romagna,femmine,altro,2023,1
emilia romagna,femmine,non risponde,2015,10
emilia romagna,femmine,non risponde,2016,7
emilia romagna,femmine,non risponde,2017,3
emilia romagna,femmine,non risponde,2018,1
emilia romagna,femmine,non risponde,2019,3
emilia romagna,femmine,non risponde,2020,10
emilia romagna,femmine,non risponde,2021,4
emilia romagna,femmine,non risponde,2022,14
emilia romagna,femmine,non risponde,2023,4
emilia romagna,femmine,non disponibile,2015,9
emilia romagna,femmine,non disponibile,2016,18
emilia romagna,femmine,non disponibile,2017,9
emilia romagna,femmine,non disponibile,2018,18
emilia romagna,femmine,non disponibile,2019,20
emilia romagna,femmine,non disponibile,2020,27
emilia romagna,femmine,non disponibile,2021,22
emilia romagna,femmine,non disponibile,2022,16
emilia romagna,femmine,non disponibile,2023,12
emilia romagna,femmine,non disponibile,2024,9
emilia romagna,non indicato,violenza fisica,2023,3
emilia romagna,non indicato,violenza fisica,2024,3
emilia romagna,non indicato,violenza sessuale,2024,1
emilia romagna,non indicato,minacce,2023,1
emilia romagna,non indicato,violenza psicologica,2023,1
emilia romagna,non indicato,violenza psicologica,2024,1
emilia romagna,non indicato,non disponibile,2023,12
emilia romagna,non indicato,non disponibile,2024,18
centro,maschi,violenza fisica,2015,16
centro,maschi,violenza fisica,2016,24
centro,maschi,violenza fisica,2017,16
centro,maschi,violenza fisica,2018,19
centro,maschi,violenza fisica,2019,14
centro,maschi,violenza fisica,2020,46
centro,maschi,violenza fisica,2021,33
centro,maschi,violenza fisica,2022,21
centro,maschi,violenza fisica,2023,33
centro,maschi,violenza fisica,2024,32
centro,maschi,violenza sessuale,2015,4
centro,maschi,violenza sessuale,2016,7
centro,maschi,violenza sessuale,2017,7
centro,maschi,violenza sessuale,2018,3
centro,maschi,violenza sessuale,2019,6
centro,maschi,violenza sessuale,2020,26
centro,maschi,violenza sessuale,2021,20
centro,maschi,violenza sessuale,2022,16
centro,maschi,violenza sessuale,2023,2
centro,maschi,violenza sessuale,2024,3
centro,maschi,minacce,2015,1
centro,maschi,minacce,2016,6
centro,maschi,minacce,2017,5
centro,maschi,minacce,2018,3
centro,maschi,minacce,2019,3
centro,maschi,minacce,2020,7
centro,maschi,minacce,2021,7
centro,maschi,minacce,2022,8
centro,maschi,minacce,2023,1
centro,maschi,minacce,2024,4
centro,maschi,mobbing,2015,2
centro,maschi,mobbing,2018,1
centro,maschi,mobbing,2020,1
centro,maschi,diffusione illecita di immagini o di video sessualmente espliciti,2024,2
centro,maschi,violenza psicologica,2015,26
centro,maschi,violenza psicologica,2016,30
centro,maschi,violenza psicologica,2017,27
centro,maschi,violenza psicologica,2018,26
centro,maschi,violenza psicologica,2019,19
centro,maschi,violenza psicologica,2020,40
centro,maschi,violenza psicologica,2021,28
centro,maschi,violenza psicologica,2022,22
centro,maschi,violenza psicologica,2023,24
centro,maschi,violenza psicologica,2024,28
centro,maschi,violenza economica,2016,2
centro,maschi,violenza economica,2019,1
centro,maschi,violenza economica,2020,1
centro,maschi,violenza economica,2021,1
centro,maschi,violenza economica,2022,1
centro,maschi,violenza economica,2023,2
centro,maschi,atti persecutori/stalking,2023,12
centro,maschi,atti persecutori/stalking,2024,18
centro,maschi,altro,2023,2
centro,maschi,non risponde,2015,4
centro,maschi,non risponde,2016,1
centro,maschi,non risponde,2017,5
centro,maschi,non risponde,2019,3
centro,maschi,non risponde,2020,3
centro,maschi,non risponde,2021,3
centro,maschi,non risponde,2022,1
centro,maschi,non disponibile,2015,3
centro,maschi,non disponibile,2016,6
centro,maschi,non disponibile,2017,3
centro,maschi,non disponibile,2018,5
centro,maschi,non disponibile,2019,2
centro,maschi,non disponibile,2020,6
centro,maschi,non disponibile,2021,9
centro,maschi,non disponibile,2022,1
centro,femmine,violenza fisica,2015,802
centro,femmine,violenza fisica,2016,775
centro,femmine,violenza fisica,2017,699
centro,femmine,violenza fisica,2018,910
centro,femmine,violenza fisica,2019,829
centro,femmine,violenza fisica,2020,1534
centro,femmine,violenza fisica,2021,1552
centro,femmine,violenza fisica,2022,1216
centro,femmine,violenza fisica,2023,1497
centro,femmine,violenza fisica,2024,1653
centro,femmine,violenza sessuale,2015,57
centro,femmine,violenza sessuale,2016,77
centro,femmine,violenza sessuale,2017,84
centro,femmine,violenza sessuale,2018,102
centro,femmine,violenza sessuale,2019,115
centro,femmine,violenza sessuale,2020,188
centro,femmine,violenza sessuale,2021,326
centro,femmine,violenza sessuale,2022,177
centro,femmine,violenza sessuale,2023,154
centro,femmine,violenza sessuale,2024,124
centro,femmine,minacce,2015,68
centro,femmine,minacce,2016,66
centro,femmine,minacce,2017,81
centro,femmine,minacce,2018,89
centro,femmine,minacce,2019,74
centro,femmine,minacce,2020,87
centro,femmine,minacce,2021,180
centro,femmine,minacce,2022,152
centro,femmine,minacce,2023,30
centro,femmine,minacce,2024,42
centro,femmine,mobbing,2015,4
centro,femmine,mobbing,2016,4
centro,femmine,mobbing,2017,4
centro,femmine,mobbing,2018,7
centro,femmine,mobbing,2019,3
centro,femmine,mobbing,2020,14
centro,femmine,mobbing,2021,14
centro,femmine,mobbing,2022,9
centro,femmine,mobbing,2023,5
centro,femmine,mobbing,2024,4
centro,femmine,tratta,2024,1
centro,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,6
centro,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,5
centro,femmine,sfruttamento della prostituzione,2023,4
centro,femmine,sfruttamento della prostituzione,2024,4
centro,femmine,violenza psicologica,2015,661
centro,femmine,violenza psicologica,2016,642
centro,femmine,violenza psicologica,2017,571
centro,femmine,violenza psicologica,2018,867
centro,femmine,violenza psicologica,2019,824
centro,femmine,violenza psicologica,2020,1068
centro,femmine,violenza psicologica,2021,1179
centro,femmine,violenza psicologica,2022,877
centro,femmine,violenza psicologica,2023,1058
centro,femmine,violenza psicologica,2024,1350
centro,femmine,violenza economica,2015,34
centro,femmine,violenza economica,2016,43
centro,femmine,violenza economica,2017,32
centro,femmine,violenza economica,2018,24
centro,femmine,violenza economica,2019,28
centro,femmine,violenza economica,2020,34
centro,femmine,violenza economica,2021,32
centro,femmine,violenza economica,2022,37
centro,femmine,violenza economica,2023,12
centro,femmine,violenza economica,2024,27
centro,femmine,atti persecutori/stalking,2023,236
centro,femmine,atti persecutori/stalking,2024,323
centro,femmine,violenza digitale,2023,9
centro,femmine,violenza digitale,2024,3
centro,femmine,matrimonio forzato,2024,3
centro,femmine,altro,2023,3
centro,femmine,altro,2024,3
centro,femmine,non risponde,2015,27
centro,femmine,non risponde,2016,21
centro,femmine,non risponde,2017,22
centro,femmine,non risponde,2018,7
centro,femmine,non risponde,2019,14
centro,femmine,non risponde,2020,39
centro,femmine,non risponde,2021,27
centro,femmine,non risponde,2022,26
centro,femmine,non risponde,2023,6
centro,femmine,non risponde,2024,2
centro,femmine,non disponibile,2015,62
centro,femmine,non disponibile,2016,50
centro,femmine,non disponibile,2017,77
centro,femmine,non disponibile,2018,90
centro,femmine,non disponibile,2019,54
centro,femmine,non disponibile,2020,89
centro,femmine,non disponibile,2021,75
centro,femmine,non disponibile,2022,79
centro,femmine,non disponibile,2023,42
centro,femmine,non disponibile,2024,29
centro,non indicato,violenza fisica,2023,19
centro,non indicato,violenza fisica,2024,9
centro,non indicato,violenza psicologica,2023,3
centro,non indicato,violenza psicologica,2024,2
centro,non indicato,atti persecutori/stalking,2023,2
centro,non indicato,non risponde,2024,1
centro,non indicato,non disponibile,2021,1
centro,non indicato,non disponibile,2023,51
centro,non indicato,non disponibile,2024,52
toscana,maschi,violenza fisica,2015,5
toscana,maschi,violenza fisica,2016,11
toscana,maschi,violenza fisica,2017,7
toscana,maschi,violenza fisica,2018,8
toscana,maschi,violenza fisica,2019,1
toscana,maschi,violenza fisica,2020,14
toscana,maschi,violenza fisica,2021,13
toscana,maschi,violenza fisica,2022,7
toscana,maschi,violenza fisica,2023,6
toscana,maschi,violenza fisica,2024,5
toscana,maschi,violenza sessuale,2015,1
toscana,maschi,violenza sessuale,2016,2
toscana,maschi,violenza sessuale,2017,3
toscana,maschi,violenza sessuale,2019,1
toscana,maschi,violenza sessuale,2020,8
toscana,maschi,violenza sessuale,2021,9
toscana,maschi,violenza sessuale,2022,5
toscana,maschi,violenza sessuale,2023,2
toscana,maschi,violenza sessuale,2024,2
toscana,maschi,minacce,2016,1
toscana,maschi,minacce,2017,2
toscana,maschi,minacce,2020,4
toscana,maschi,minacce,2021,1
toscana,maschi,minacce,2022,4
toscana,maschi,minacce,2023,1
toscana,maschi,minacce,2024,1
toscana,maschi,mobbing,2015,2
toscana,maschi,violenza psicologica,2015,1
toscana,maschi,violenza psicologica,2016,5
toscana,maschi,violenza psicologica,2017,9
toscana,maschi,violenza psicologica,2018,5
toscana,maschi,violenza psicologica,2019,1
toscana,maschi,violenza psicologica,2020,13
toscana,maschi,violenza psicologica,2021,6
toscana,maschi,violenza psicologica,2022,5
toscana,maschi,violenza psicologica,2023,7
toscana,maschi,violenza psicologica,2024,9
toscana,maschi,violenza economica,2016,1
toscana,maschi,violenza economica,2021,1
toscana,maschi,atti persecutori/stalking,2023,3
toscana,maschi,atti persecutori/stalking,2024,5
toscana,maschi,non risponde,2017,1
toscana,maschi,non risponde,2022,1
toscana,maschi,non disponibile,2015,1
toscana,maschi,non disponibile,2016,1
toscana,maschi,non disponibile,2017,1
toscana,maschi,non disponibile,2018,1
toscana,maschi,non disponibile,2020,1
toscana,maschi,non disponibile,2021,1
toscana,femmine,violenza fisica,2015,183
toscana,femmine,violenza fisica,2016,135
toscana,femmine,violenza fisica,2017,189
toscana,femmine,violenza fisica,2018,227
toscana,femmine,violenza fisica,2019,208
toscana,femmine,violenza fisica,2020,416
toscana,femmine,violenza fisica,2021,374
toscana,femmine,violenza fisica,2022,290
toscana,femmine,violenza fisica,2023,353
toscana,femmine,violenza fisica,2024,455
toscana,femmine,violenza sessuale,2015,13
toscana,femmine,violenza sessuale,2016,19
toscana,femmine,violenza sessuale,2017,31
toscana,femmine,violenza sessuale,2018,25
toscana,femmine,violenza sessuale,2019,38
toscana,femmine,violenza sessuale,2020,49
toscana,femmine,violenza sessuale,2021,80
toscana,femmine,violenza sessuale,2022,48
toscana,femmine,violenza sessuale,2023,35
toscana,femmine,violenza sessuale,2024,41
toscana,femmine,minacce,2015,7
toscana,femmine,minacce,2016,14
toscana,femmine,minacce,2017,22
toscana,femmine,minacce,2018,35
toscana,femmine,minacce,2019,18
toscana,femmine,minacce,2020,32
toscana,femmine,minacce,2021,42
toscana,femmine,minacce,2022,39
toscana,femmine,minacce,2023,7
toscana,femmine,minacce,2024,14
toscana,femmine,mobbing,2015,2
toscana,femmine,mobbing,2016,1
toscana,femmine,mobbing,2017,2
toscana,femmine,mobbing,2018,1
toscana,femmine,mobbing,2020,5
toscana,femmine,mobbing,2021,1
toscana,femmine,mobbing,2022,1
toscana,femmine,mobbing,2023,1
toscana,femmine,mobbing,2024,1
toscana,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,2
toscana,femmine,violenza psicologica,2015,147
toscana,femmine,violenza psicologica,2016,125
toscana,femmine,violenza psicologica,2017,154
toscana,femmine,violenza psicologica,2018,238
toscana,femmine,violenza psicologica,2019,225
toscana,femmine,violenza psicologica,2020,290
toscana,femmine,violenza psicologica,2021,304
toscana,femmine,violenza psicologica,2022,204
toscana,femmine,violenza psicologica,2023,252
toscana,femmine,violenza psicologica,2024,380
toscana,femmine,violenza economica,2015,10
toscana,femmine,violenza economica,2016,15
toscana,femmine,violenza economica,2017,11
toscana,femmine,violenza economica,2018,6
toscana,femmine,violenza economica,2019,7
toscana,femmine,violenza economica,2020,8
toscana,femmine,violenza economica,2021,4
toscana,femmine,violenza economica,2022,8
toscana,femmine,violenza economica,2023,4
toscana,femmine,violenza economica,2024,6
toscana,femmine,atti persecutori/stalking,2023,55
toscana,femmine,atti persecutori/stalking,2024,92
toscana,femmine,violenza digitale,2023,3
toscana,femmine,violenza digitale,2024,1
toscana,femmine,matrimonio forzato,2024,1
toscana,femmine,altro,2023,1
toscana,femmine,non risponde,2015,6
toscana,femmine,non risponde,2016,6
toscana,femmine,non risponde,2017,5
toscana,femmine,non risponde,2019,5
toscana,femmine,non risponde,2020,10
toscana,femmine,non risponde,2021,5
toscana,femmine,non risponde,2022,10
toscana,femmine,non risponde,2023,2
toscana,femmine,non risponde,2024,1
toscana,femmine,non disponibile,2015,11
toscana,femmine,non disponibile,2016,8
toscana,femmine,non disponibile,2017,13
toscana,femmine,non disponibile,2018,27
toscana,femmine,non disponibile,2019,15
toscana,femmine,non disponibile,2020,19
toscana,femmine,non disponibile,2021,17
toscana,femmine,non disponibile,2022,16
toscana,femmine,non disponibile,2023,9
toscana,femmine,non disponibile,2024,3
toscana,non indicato,violenza fisica,2023,3
toscana,non indicato,violenza fisica,2024,3
toscana,non indicato,atti persecutori/stalking,2023,1
toscana,non indicato,non disponibile,2023,12
toscana,non indicato,non disponibile,2024,14
umbria,maschi,violenza fisica,2015,2
umbria,maschi,violenza fisica,2016,1
umbria,maschi,violenza fisica,2017,1
umbria,maschi,violenza fisica,2021,1
umbria,maschi,violenza fisica,2022,2
umbria,maschi,violenza fisica,2023,1
umbria,maschi,violenza fisica,2024,2
umbria,maschi,violenza sessuale,2015,1
umbria,maschi,violenza sessuale,2018,1
umbria,maschi,violenza sessuale,2020,1
umbria,maschi,violenza sessuale,2022,1
umbria,maschi,minacce,2016,1
umbria,maschi,minacce,2017,1
umbria,maschi,minacce,2022,2
umbria,maschi,mobbing,2020,1
umbria,maschi,violenza psicologica,2015,1
umbria,maschi,violenza psicologica,2016,1
umbria,maschi,violenza psicologica,2017,2
umbria,maschi,violenza psicologica,2018,1
umbria,maschi,violenza psicologica,2019,2
umbria,maschi,violenza psicologica,2023,2
umbria,maschi,atti persecutori/stalking,2024,1
umbria,maschi,non risponde,2017,1
umbria,maschi,non risponde,2019,1
umbria,maschi,non disponibile,2019,1
umbria,femmine,violenza fisica,2015,46
umbria,femmine,violenza fisica,2016,47
umbria,femmine,violenza fisica,2017,50
umbria,femmine,violenza fisica,2018,50
umbria,femmine,violenza fisica,2019,51
umbria,femmine,violenza fisica,2020,71
umbria,femmine,violenza fisica,2021,68
umbria,femmine,violenza fisica,2022,73
umbria,femmine,violenza fisica,2023,111
umbria,femmine,violenza fisica,2024,99
umbria,femmine,violenza sessuale,2015,5
umbria,femmine,violenza sessuale,2016,2
umbria,femmine,violenza sessuale,2017,4
umbria,femmine,violenza sessuale,2018,2
umbria,femmine,violenza sessuale,2019,7
umbria,femmine,violenza sessuale,2020,13
umbria,femmine,violenza sessuale,2021,21
umbria,femmine,violenza sessuale,2022,11
umbria,femmine,violenza sessuale,2023,8
umbria,femmine,violenza sessuale,2024,11
umbria,femmine,minacce,2015,4
umbria,femmine,minacce,2016,5
umbria,femmine,minacce,2017,3
umbria,femmine,minacce,2018,2
umbria,femmine,minacce,2019,3
umbria,femmine,minacce,2020,3
umbria,femmine,minacce,2021,10
umbria,femmine,minacce,2022,7
umbria,femmine,minacce,2024,5
umbria,femmine,mobbing,2015,1
umbria,femmine,mobbing,2017,1
umbria,femmine,mobbing,2018,1
umbria,femmine,tratta,2024,1
umbria,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,1
umbria,femmine,violenza psicologica,2015,51
umbria,femmine,violenza psicologica,2016,38
umbria,femmine,violenza psicologica,2017,28
umbria,femmine,violenza psicologica,2018,57
umbria,femmine,violenza psicologica,2019,34
umbria,femmine,violenza psicologica,2020,48
umbria,femmine,violenza psicologica,2021,66
umbria,femmine,violenza psicologica,2022,53
umbria,femmine,violenza psicologica,2023,61
umbria,femmine,violenza psicologica,2024,78
umbria,femmine,violenza economica,2015,1
umbria,femmine,violenza economica,2016,1
umbria,femmine,violenza economica,2017,3
umbria,femmine,violenza economica,2018,1
umbria,femmine,violenza economica,2019,3
umbria,femmine,violenza economica,2020,1
umbria,femmine,violenza economica,2021,1
umbria,femmine,violenza economica,2022,2
umbria,femmine,atti persecutori/stalking,2023,14
umbria,femmine,atti persecutori/stalking,2024,15
umbria,femmine,altro,2023,1
umbria,femmine,non risponde,2015,2
umbria,femmine,non risponde,2017,2
umbria,femmine,non risponde,2020,2
umbria,femmine,non risponde,2021,2
umbria,femmine,non disponibile,2015,2
umbria,femmine,non disponibile,2016,1
umbria,femmine,non disponibile,2017,9
umbria,femmine,non disponibile,2018,3
umbria,femmine,non disponibile,2019,1
umbria,femmine,non disponibile,2020,4
umbria,femmine,non disponibile,2021,3
umbria,femmine,non disponibile,2022,3
umbria,femmine,non disponibile,2023,1
umbria,femmine,non disponibile,2024,2
umbria,non indicato,non disponibile,2023,1
umbria,non indicato,non disponibile,2024,5
marche,maschi,violenza fisica,2015,2
marche,maschi,violenza fisica,2016,1
marche,maschi,violenza fisica,2017,1
marche,maschi,violenza fisica,2018,2
marche,maschi,violenza fisica,2019,1
marche,maschi,violenza fisica,2020,7
marche,maschi,violenza fisica,2021,1
marche,maschi,violenza fisica,2022,2
marche,maschi,violenza fisica,2023,3
marche,maschi,violenza fisica,2024,4
marche,maschi,violenza sessuale,2016,1
marche,maschi,violenza sessuale,2020,3
marche,maschi,violenza sessuale,2021,1
marche,maschi,violenza sessuale,2022,1
marche,maschi,minacce,2020,1
marche,maschi,minacce,2021,1
marche,maschi,minacce,2022,1
marche,maschi,minacce,2024,1
marche,maschi,diffusione illecita di immagini o di video sessualmente espliciti,2024,1
marche,maschi,violenza psicologica,2015,2
marche,maschi,violenza psicologica,2016,5
marche,maschi,violenza psicologica,2017,1
marche,maschi,violenza psicologica,2018,2
marche,maschi,violenza psicologica,2019,2
marche,maschi,violenza psicologica,2020,5
marche,maschi,violenza psicologica,2021,6
marche,maschi,violenza psicologica,2022,4
marche,maschi,violenza psicologica,2023,3
marche,maschi,violenza psicologica,2024,3
marche,maschi,violenza economica,2016,1
marche,maschi,violenza economica,2019,1
marche,maschi,violenza economica,2023,1
marche,maschi,atti persecutori/stalking,2024,1
marche,maschi,non risponde,2015,2
marche,maschi,non disponibile,2016,1
marche,maschi,non disponibile,2021,1
marche,femmine,violenza fisica,2015,101
marche,femmine,violenza fisica,2016,106
marche,femmine,violenza fisica,2017,86
marche,femmine,violenza fisica,2018,96
marche,femmine,violenza fisica,2019,78
marche,femmine,violenza fisica,2020,147
marche,femmine,violenza fisica,2021,145
marche,femmine,violenza fisica,2022,121
marche,femmine,violenza fisica,2023,135
marche,femmine,violenza fisica,2024,162
marche,femmine,violenza sessuale,2015,7
marche,femmine,violenza sessuale,2016,6
marche,femmine,violenza sessuale,2017,7
marche,femmine,violenza sessuale,2018,13
marche,femmine,violenza sessuale,2019,7
marche,femmine,violenza sessuale,2020,6
marche,femmine,violenza sessuale,2021,31
marche,femmine,violenza sessuale,2022,21
marche,femmine,violenza sessuale,2023,19
marche,femmine,violenza sessuale,2024,4
marche,femmine,minacce,2015,9
marche,femmine,minacce,2016,5
marche,femmine,minacce,2017,6
marche,femmine,minacce,2018,7
marche,femmine,minacce,2019,4
marche,femmine,minacce,2020,6
marche,femmine,minacce,2021,11
marche,femmine,minacce,2022,13
marche,femmine,minacce,2023,3
marche,femmine,minacce,2024,5
marche,femmine,mobbing,2015,1
marche,femmine,mobbing,2016,2
marche,femmine,mobbing,2019,1
marche,femmine,mobbing,2020,3
marche,femmine,mobbing,2022,1
marche,femmine,mobbing,2023,1
marche,femmine,sfruttamento della prostituzione,2024,1
marche,femmine,violenza psicologica,2015,81
marche,femmine,violenza psicologica,2016,75
marche,femmine,violenza psicologica,2017,59
marche,femmine,violenza psicologica,2018,99
marche,femmine,violenza psicologica,2019,82
marche,femmine,violenza psicologica,2020,109
marche,femmine,violenza psicologica,2021,139
marche,femmine,violenza psicologica,2022,85
marche,femmine,violenza psicologica,2023,83
marche,femmine,violenza psicologica,2024,147
marche,femmine,violenza economica,2015,5
marche,femmine,violenza economica,2016,3
marche,femmine,violenza economica,2017,1
marche,femmine,violenza economica,2018,2
marche,femmine,violenza economica,2019,2
marche,femmine,violenza economica,2020,2
marche,femmine,violenza economica,2021,4
marche,femmine,violenza economica,2022,4
marche,femmine,violenza economica,2023,1
marche,femmine,violenza economica,2024,3
marche,femmine,atti persecutori/stalking,2023,20
marche,femmine,atti persecutori/stalking,2024,37
marche,femmine,altro,2024,1
marche,femmine,non risponde,2015,2
marche,femmine,non risponde,2016,1
marche,femmine,non risponde,2017,3
marche,femmine,non risponde,2018,1
marche,femmine,non risponde,2019,1
marche,femmine,non risponde,2020,5
marche,femmine,non risponde,2021,2
marche,femmine,non risponde,2022,2
marche,femmine,non disponibile,2015,9
marche,femmine,non disponibile,2016,5
marche,femmine,non disponibile,2017,9
marche,femmine,non disponibile,2018,8
marche,femmine,non disponibile,2019,6
marche,femmine,non disponibile,2020,7
marche,femmine,non disponibile,2021,11
marche,femmine,non disponibile,2022,9
marche,femmine,non disponibile,2023,5
marche,femmine,non disponibile,2024,1
marche,non indicato,violenza fisica,2024,1
marche,non indicato,violenza psicologica,2023,1
marche,non indicato,non disponibile,2023,4
marche,non indicato,non disponibile,2024,6
lazio,maschi,violenza fisica,2015,7
lazio,maschi,violenza fisica,2016,11
lazio,maschi,violenza fisica,2017,7
lazio,maschi,violenza fisica,2018,9
lazio,maschi,violenza fisica,2019,12
lazio,maschi,violenza fisica,2020,25
lazio,maschi,violenza fisica,2021,18
lazio,maschi,violenza fisica,2022,10
lazio,maschi,violenza fisica,2023,23
lazio,maschi,violenza fisica,2024,21
lazio,maschi,violenza sessuale,2015,2
lazio,maschi,violenza sessuale,2016,4
lazio,maschi,violenza sessuale,2017,4
lazio,maschi,violenza sessuale,2018,2
lazio,maschi,violenza sessuale,2019,5
lazio,maschi,violenza sessuale,2020,14
