territorio,sesso,motivo_chiamata,periodo,numero_vittime
puglia,femmine,richiesta di aiuto vittima di violenza,2024,702
puglia,femmine,segnalazione di un caso di violenza,2015,107
puglia,femmine,segnalazione di un caso di violenza,2016,80
puglia,femmine,segnalazione di un caso di violenza,2017,77
puglia,femmine,segnalazione di un caso di violenza,2018,92
puglia,femmine,segnalazione di un caso di violenza,2019,71
puglia,femmine,segnalazione di un caso di violenza,2020,149
puglia,femmine,segnalazione di un caso di violenza,2021,148
puglia,femmine,segnalazione di un caso di violenza,2022,85
puglia,femmine,segnalazione di un caso di violenza,2023,90
puglia,femmine,segnalazione di un caso di violenza,2024,87
puglia,femmine,emergenza,2015,9
puglia,femmine,emergenza,2016,9
puglia,femmine,emergenza,2017,6
puglia,femmine,emergenza,2018,15
puglia,femmine,emergenza,2019,8
puglia,femmine,emergenza,2020,5
puglia,femmine,emergenza,2021,2
puglia,femmine,emergenza,2022,1
puglia,non indicato,richiesta di aiuto vittima di stalking,2024,1
puglia,non indicato,richiesta di aiuto vittima di violenza,2023,5
puglia,non indicato,richiesta di aiuto vittima di violenza,2024,14
puglia,non indicato,segnalazione di un caso di violenza,2023,1
puglia,non indicato,segnalazione di un caso di violenza,2024,2
puglia,non indicato,emergenza,2023,3
basilicata,maschi,richiesta di aiuto vittima di stalking,2016,1
basilicata,maschi,richiesta di aiuto vittima di stalking,2019,1
basilicata,maschi,richiesta di aiuto vittima di stalking,2022,1
basilicata,maschi,richiesta di aiuto vittima di stalking,2023,3
basilicata,maschi,richiesta di aiuto vittima di violenza,2015,2
basilicata,maschi,richiesta di aiuto vittima di violenza,2016,2
basilicata,maschi,richiesta di aiuto vittima di violenza,2019,1
basilicata,maschi,richiesta di aiuto vittima di violenza,2022,1
basilicata,maschi,richiesta di aiuto vittima di violenza,2023,1
basilicata,maschi,richiesta di aiuto vittima di violenza,2024,2
basilicata,maschi,emergenza,2019,1
basilicata,femmine,richiesta di aiuto vittima di stalking,2015,6
basilicata,femmine,richiesta di aiuto vittima di stalking,2016,4
basilicata,femmine,richiesta di aiuto vittima di stalking,2017,3
basilicata,femmine,richiesta di aiuto vittima di stalking,2018,6
basilicata,femmine,richiesta di aiuto vittima di stalking,2019,4
basilicata,femmine,richiesta di aiuto vittima di stalking,2020,4
basilicata,femmine,richiesta di aiuto vittima di stalking,2021,9
basilicata,femmine,richiesta di aiuto vittima di stalking,2022,4
basilicata,femmine,richiesta di aiuto vittima di stalking,2023,6
basilicata,femmine,richiesta di aiuto vittima di stalking,2024,8
basilicata,femmine,richiesta di aiuto vittima di violenza,2015,35
basilicata,femmine,richiesta di aiuto vittima di violenza,2016,25
basilicata,femmine,richiesta di aiuto vittima di violenza,2017,39
basilicata,femmine,richiesta di aiuto vittima di violenza,2018,40
basilicata,femmine,richiesta di aiuto vittima di violenza,2019,55
basilicata,femmine,richiesta di aiuto vittima di violenza,2020,62
basilicata,femmine,richiesta di aiuto vittima di violenza,2021,79
basilicata,femmine,richiesta di aiuto vittima di violenza,2022,62
basilicata,femmine,richiesta di aiuto vittima di violenza,2023,70
basilicata,femmine,richiesta di aiuto vittima di violenza,2024,63
basilicata,femmine,segnalazione di un caso di violenza,2015,6
basilicata,femmine,segnalazione di un caso di violenza,2016,9
basilicata,femmine,segnalazione di un caso di violenza,2017,8
basilicata,femmine,segnalazione di un caso di violenza,2018,10
basilicata,femmine,segnalazione di un caso di violenza,2019,7
basilicata,femmine,segnalazione di un caso di violenza,2020,16
basilicata,femmine,segnalazione di un caso di violenza,2021,12
basilicata,femmine,segnalazione di un caso di violenza,2022,11
basilicata,femmine,segnalazione di un caso di violenza,2023,8
basilicata,femmine,segnalazione di un caso di violenza,2024,10
basilicata,femmine,emergenza,2022,1
basilicata,non indicato,richiesta di aiuto vittima di stalking,2024,1
calabria,maschi,richiesta di aiuto vittima di stalking,2018,1
calabria,maschi,richiesta di aiuto vittima di stalking,2020,1
calabria,maschi,richiesta di aiuto vittima di stalking,2021,3
calabria,maschi,richiesta di aiuto vittima di stalking,2022,1
calabria,maschi,richiesta di aiuto vittima di violenza,2015,4
calabria,maschi,richiesta di aiuto vittima di violenza,2016,3
calabria,maschi,richiesta di aiuto vittima di violenza,2017,5
calabria,maschi,richiesta di aiuto vittima di violenza,2019,3
calabria,maschi,richiesta di aiuto vittima di violenza,2020,7
calabria,maschi,richiesta di aiuto vittima di violenza,2021,12
calabria,maschi,richiesta di aiuto vittima di violenza,2022,1
calabria,maschi,richiesta di aiuto vittima di violenza,2023,4
calabria,maschi,richiesta di aiuto vittima di violenza,2024,3
calabria,maschi,segnalazione di un caso di violenza,2016,2
calabria,maschi,segnalazione di un caso di violenza,2017,1
calabria,maschi,segnalazione di un caso di violenza,2018,2
calabria,maschi,segnalazione di un caso di violenza,2021,1
calabria,femmine,richiesta di aiuto vittima di stalking,2015,23
calabria,femmine,richiesta di aiuto vittima di stalking,2016,16
calabria,femmine,richiesta di aiuto vittima di stalking,2017,19
calabria,femmine,richiesta di aiuto vittima di stalking,2018,15
calabria,femmine,richiesta di aiuto vittima di stalking,2019,17
calabria,femmine,richiesta di aiuto vittima di stalking,2020,24
calabria,femmine,richiesta di aiuto vittima di stalking,2021,23
calabria,femmine,richiesta di aiuto vittima di stalking,2022,21
calabria,femmine,richiesta di aiuto vittima di stalking,2023,21
calabria,femmine,richiesta di aiuto vittima di stalking,2024,36
calabria,femmine,richiesta di aiuto vittima di violenza,2015,124
calabria,femmine,richiesta di aiuto vittima di violenza,2016,131
calabria,femmine,richiesta di aiuto vittima di violenza,2017,105
calabria,femmine,richiesta di aiuto vittima di violenza,2018,138
calabria,femmine,richiesta di aiuto vittima di violenza,2019,167
calabria,femmine,richiesta di aiuto vittima di violenza,2020,278
calabria,femmine,richiesta di aiuto vittima di violenza,2021,243
calabria,femmine,richiesta di aiuto vittima di violenza,2022,201
calabria,femmine,richiesta di aiuto vittima di violenza,2023,212
calabria,femmine,richiesta di aiuto vittima di violenza,2024,211
calabria,femmine,segnalazione di un caso di violenza,2015,37
calabria,femmine,segnalazione di un caso di violenza,2016,41
calabria,femmine,segnalazione di un caso di violenza,2017,31
calabria,femmine,segnalazione di un caso di violenza,2018,34
calabria,femmine,segnalazione di un caso di violenza,2019,23
calabria,femmine,segnalazione di un caso di violenza,2020,47
calabria,femmine,segnalazione di un caso di violenza,2021,56
calabria,femmine,segnalazione di un caso di violenza,2022,23
calabria,femmine,segnalazione di un caso di violenza,2023,30
calabria,femmine,segnalazione di un caso di violenza,2024,19
calabria,femmine,emergenza,2015,2
calabria,femmine,emergenza,2017,8
calabria,femmine,emergenza,2018,4
calabria,femmine,emergenza,2019,5
calabria,femmine,emergenza,2020,2
calabria,femmine,emergenza,2021,2
calabria,non indicato,richiesta di aiuto vittima di stalking,2023,1
calabria,non indicato,richiesta di aiuto vittima di violenza,2023,5
calabria,non indicato,richiesta di aiuto vittima di violenza,2024,5
calabria,non indicato,segnalazione di un caso di violenza,2023,1
calabria,non indicato,emergenza,2024,1
isole,maschi,richiesta di aiuto vittima di stalking,2015,8
isole,maschi,richiesta di aiuto vittima di stalking,2016,10
isole,maschi,richiesta di aiuto vittima di stalking,2017,5
isole,maschi,richiesta di aiuto vittima di stalking,2018,3
isole,maschi,richiesta di aiuto vittima di stalking,2020,5
isole,maschi,richiesta di aiuto vittima di stalking,2021,10
isole,maschi,richiesta di aiuto vittima di stalking,2022,5
isole,maschi,richiesta di aiuto vittima di stalking,2023,7
isole,maschi,richiesta di aiuto vittima di stalking,2024,8
isole,maschi,richiesta di aiuto vittima di violenza,2015,15
isole,maschi,richiesta di aiuto vittima di violenza,2016,10
isole,maschi,richiesta di aiuto vittima di violenza,2017,11
isole,maschi,richiesta di aiuto vittima di violenza,2018,14
isole,maschi,richiesta di aiuto vittima di violenza,2019,13
isole,maschi,richiesta di aiuto vittima di violenza,2020,25
isole,maschi,richiesta di aiuto vittima di violenza,2021,21
isole,maschi,richiesta di aiuto vittima di violenza,2022,8
isole,maschi,richiesta di aiuto vittima di violenza,2023,11
isole,maschi,richiesta di aiuto vittima di violenza,2024,12
isole,maschi,richiesta di aiuto per discriminazione,2021,1
isole,maschi,richiesta di aiuto per discriminazione,2022,1
isole,maschi,segnalazione di un caso di violenza,2015,1
isole,maschi,segnalazione di un caso di violenza,2016,4
isole,maschi,segnalazione di un caso di violenza,2017,3
isole,maschi,segnalazione di un caso di violenza,2018,5
isole,maschi,segnalazione di un caso di violenza,2019,1
isole,maschi,segnalazione di un caso di violenza,2020,11
isole,maschi,segnalazione di un caso di violenza,2021,3
isole,maschi,segnalazione di un caso di violenza,2022,2
isole,maschi,segnalazione di un caso di violenza,2023,4
isole,maschi,segnalazione di un caso di violenza,2024,5
isole,maschi,emergenza,2015,2
isole,maschi,emergenza,2016,1
isole,maschi,emergenza,2018,1
isole,maschi,emergenza,2019,2
isole,maschi,emergenza,2020,1
isole,femmine,richiesta di aiuto vittima di stalking,2015,86
isole,femmine,richiesta di aiuto vittima di stalking,2016,111
isole,femmine,richiesta di aiuto vittima di stalking,2017,63
isole,femmine,richiesta di aiuto vittima di stalking,2018,62
isole,femmine,richiesta di aiuto vittima di stalking,2019,46
isole,femmine,richiesta di aiuto vittima di stalking,2020,84
isole,femmine,richiesta di aiuto vittima di stalking,2021,92
isole,femmine,richiesta di aiuto vittima di stalking,2022,73
isole,femmine,richiesta di aiuto vittima di stalking,2023,76
isole,femmine,richiesta di aiuto vittima di stalking,2024,119
isole,femmine,richiesta di aiuto vittima di violenza,2015,495
isole,femmine,richiesta di aiuto vittima di violenza,2016,515
isole,femmine,richiesta di aiuto vittima di violenza,2017,535
isole,femmine,richiesta di aiuto vittima di violenza,2018,613
isole,femmine,richiesta di aiuto vittima di violenza,2019,573
isole,femmine,richiesta di aiuto vittima di violenza,2020,856
isole,femmine,richiesta di aiuto vittima di violenza,2021,920
isole,femmine,richiesta di aiuto vittima di violenza,2022,646
isole,femmine,richiesta di aiuto vittima di violenza,2023,686
isole,femmine,richiesta di aiuto vittima di violenza,2024,853
isole,femmine,richiesta di aiuto per discriminazione,2021,1
isole,femmine,segnalazione di un caso di violenza,2015,124
isole,femmine,segnalazione di un caso di violenza,2016,138
isole,femmine,segnalazione di un caso di violenza,2017,115
isole,femmine,segnalazione di un caso di violenza,2018,98
isole,femmine,segnalazione di un caso di violenza,2019,68
isole,femmine,segnalazione di un caso di violenza,2020,173
isole,femmine,segnalazione di un caso di violenza,2021,181
isole,femmine,segnalazione di un caso di violenza,2022,125
isole,femmine,segnalazione di un caso di violenza,2023,120
isole,femmine,segnalazione di un caso di violenza,2024,116
isole,femmine,emergenza,2015,16
isole,femmine,emergenza,2016,13
isole,femmine,emergenza,2017,8
isole,femmine,emergenza,2018,11
isole,femmine,emergenza,2019,13
isole,femmine,emergenza,2020,4
isole,femmine,emergenza,2021,3
isole,femmine,emergenza,2022,1
isole,non indicato,richiesta di aiuto vittima di stalking,2023,2
isole,non indicato,richiesta di aiuto vittima di stalking,2024,1
isole,non indicato,richiesta di aiuto vittima di violenza,2023,10
isole,non indicato,richiesta di aiuto vittima di violenza,2024,12
isole,non indicato,segnalazione di un caso di violenza,2024,1
isole,non indicato,emergenza,2023,4
isole,non indicato,emergenza,2024,3
sicilia,maschi,richiesta di aiuto vittima di stalking,2015,5
sicilia,maschi,richiesta di aiuto vittima di stalking,2016,5
sicilia,maschi,richiesta di aiuto vittima di stalking,2017,4
sicilia,maschi,richiesta di aiuto vittima di stalking,2018,2
sicilia,maschi,richiesta di aiuto vittima di stalking,2020,3
sicilia,maschi,richiesta di aiuto vittima di stalking,2021,8
sicilia,maschi,richiesta di aiuto vittima di stalking,2022,4
sicilia,maschi,richiesta di aiuto vittima di stalking,2023,4
sicilia,maschi,richiesta di aiuto vittima di stalking,2024,7
sicilia,maschi,richiesta di aiuto vittima di violenza,2015,10
sicilia,maschi,richiesta di aiuto vittima di violenza,2016,5
sicilia,maschi,richiesta di aiuto vittima di violenza,2017,7
sicilia,maschi,richiesta di aiuto vittima di violenza,2018,10
sicilia,maschi,richiesta di aiuto vittima di violenza,2019,9
sicilia,maschi,richiesta di aiuto vittima di violenza,2020,17
sicilia,maschi,richiesta di aiuto vittima di violenza,2021,13
sicilia,maschi,richiesta di aiuto vittima di violenza,2022,7
sicilia,maschi,richiesta di aiuto vittima di violenza,2023,8
sicilia,maschi,richiesta di aiuto vittima di violenza,2024,11
sicilia,maschi,richiesta di aiuto per discriminazione,2021,1
sicilia,maschi,richiesta di aiuto per discriminazione,2022,1
sicilia,maschi,segnalazione di un caso di violenza,2015,1
sicilia,maschi,segnalazione di un caso di violenza,2016,4
sicilia,maschi,segnalazione di un caso di violenza,2018,4
sicilia,maschi,segnalazione di un caso di violenza,2020,9
sicilia,maschi,segnalazione di un caso di violenza,2021,3
sicilia,maschi,segnalazione di un caso di violenza,2022,1
sicilia,maschi,segnalazione di un caso di violenza,2023,4
sicilia,maschi,segnalazione di un caso di violenza,2024,4
sicilia,maschi,emergenza,2015,2
sicilia,maschi,emergenza,2016,1
sicilia,maschi,emergenza,2019,1
sicilia,femmine,richiesta di aiuto vittima di stalking,2015,58
sicilia,femmine,richiesta di aiuto vittima di stalking,2016,73
sicilia,femmine,richiesta di aiuto vittima di stalking,2017,40
sicilia,femmine,richiesta di aiuto vittima di stalking,2018,38
sicilia,femmine,richiesta di aiuto vittima di stalking,2019,29
sicilia,femmine,richiesta di aiuto vittima di stalking,2020,57
sicilia,femmine,richiesta di aiuto vittima di stalking,2021,63
sicilia,femmine,richiesta di aiuto vittima di stalking,2022,46
sicilia,femmine,richiesta di aiuto vittima di stalking,2023,56
sicilia,femmine,richiesta di aiuto vittima di stalking,2024,81
sicilia,femmine,richiesta di aiuto vittima di violenza,2015,345
sicilia,femmine,richiesta di aiuto vittima di violenza,2016,364
sicilia,femmine,richiesta di aiuto vittima di violenza,2017,380
sicilia,femmine,richiesta di aiuto vittima di violenza,2018,435
sicilia,femmine,richiesta di aiuto vittima di violenza,2019,430
sicilia,femmine,richiesta di aiuto vittima di violenza,2020,612
sicilia,femmine,richiesta di aiuto vittima di violenza,2021,673
sicilia,femmine,richiesta di aiuto vittima di violenza,2022,461
sicilia,femmine,richiesta di aiuto vittima di violenza,2023,513
sicilia,femmine,richiesta di aiuto vittima di violenza,2024,621
sicilia,femmine,richiesta di aiuto per discriminazione,2021,1
sicilia,femmine,segnalazione di un caso di violenza,2015,90
sicilia,femmine,segnalazione di un caso di violenza,2016,108
sicilia,femmine,segnalazione di un caso di violenza,2017,79
sicilia,femmine,segnalazione di un caso di violenza,2018,68
sicilia,femmine,segnalazione di un caso di violenza,2019,48
sicilia,femmine,segnalazione di un caso di violenza,2020,114
sicilia,femmine,segnalazione di un caso di violenza,2021,123
sicilia,femmine,segnalazione di un caso di violenza,2022,75
sicilia,femmine,segnalazione di un caso di violenza,2023,83
sicilia,femmine,segnalazione di un caso di violenza,2024,83
sicilia,femmine,emergenza,2015,11
sicilia,femmine,emergenza,2016,10
sicilia,femmine,emergenza,2017,5
sicilia,femmine,emergenza,2018,8
sicilia,femmine,emergenza,2019,8
sicilia,femmine,emergenza,2020,3
sicilia,femmine,emergenza,2021,3
sicilia,femmine,emergenza,2022,1
sicilia,non indicato,richiesta di aiuto vittima di stalking,2023,2
sicilia,non indicato,richiesta di aiuto vittima di stalking,2024,1
sicilia,non indicato,richiesta di aiuto vittima di violenza,2023,8
sicilia,non indicato,richiesta di aiuto vittima di violenza,2024,7
sicilia,non indicato,segnalazione di un caso di violenza,2024,1
sicilia,non indicato,emergenza,2023,4
sicilia,non indicato,emergenza,2024,3
sardegna,maschi,richiesta di aiuto vittima di stalking,2015,3
sardegna,maschi,richiesta di aiuto vittima di stalking,2016,5
sardegna,maschi,richiesta di aiuto vittima di stalking,2017,1
sardegna,maschi,richiesta di aiuto vittima di stalking,2018,1
sardegna,maschi,richiesta di aiuto vittima di stalking,2020,2
sardegna,maschi,richiesta di aiuto vittima di stalking,2021,2
sardegna,maschi,richiesta di aiuto vittima di stalking,2022,1
sardegna,maschi,richiesta di aiuto vittima di stalking,2023,3
sardegna,maschi,richiesta di aiuto vittima di stalking,2024,1
sardegna,maschi,richiesta di aiuto vittima di violenza,2015,5
sardegna,maschi,richiesta di aiuto vittima di violenza,2016,5
sardegna,maschi,richiesta di aiuto vittima di violenza,2017,4
sardegna,maschi,richiesta di aiuto vittima di violenza,2018,4
sardegna,maschi,richiesta di aiuto vittima di violenza,2019,4
sardegna,maschi,richiesta di aiuto vittima di violenza,2020,8
sardegna,maschi,richiesta di aiuto vittima di violenza,2021,8
sardegna,maschi,richiesta di aiuto vittima di violenza,2022,1
sardegna,maschi,richiesta di aiuto vittima di violenza,2023,3
sardegna,maschi,richiesta di aiuto vittima di violenza,2024,1
sardegna,maschi,segnalazione di un caso di violenza,2017,3
sardegna,maschi,segnalazione di un caso di violenza,2018,1
sardegna,maschi,segnalazione di un caso di violenza,2019,1
sardegna,maschi,segnalazione di un caso di violenza,2020,2
sardegna,maschi,segnalazione di un caso di violenza,2022,1
sardegna,maschi,segnalazione di un caso di violenza,2024,1
sardegna,maschi,emergenza,2018,1
sardegna,maschi,emergenza,2019,1
sardegna,maschi,emergenza,2020,1
sardegna,femmine,richiesta di aiuto vittima di stalking,2015,28
sardegna,femmine,richiesta di aiuto vittima di stalking,2016,38
sardegna,femmine,richiesta di aiuto vittima di stalking,2017,23
sardegna,femmine,richiesta di aiuto vittima di stalking,2018,24
sardegna,femmine,richiesta di aiuto vittima di stalking,2019,17
sardegna,femmine,richiesta di aiuto vittima di stalking,2020,27
sardegna,femmine,richiesta di aiuto vittima di stalking,2021,29
sardegna,femmine,richiesta di aiuto vittima di stalking,2022,27
sardegna,femmine,richiesta di aiuto vittima di stalking,2023,20
sardegna,femmine,richiesta di aiuto vittima di stalking,2024,38
sardegna,femmine,richiesta di aiuto vittima di violenza,2015,150
sardegna,femmine,richiesta di aiuto vittima di violenza,2016,151
sardegna,femmine,richiesta di aiuto vittima di violenza,2017,155
sardegna,femmine,richiesta di aiuto vittima di violenza,2018,178
sardegna,femmine,richiesta di aiuto vittima di violenza,2019,143
sardegna,femmine,richiesta di aiuto vittima di violenza,2020,244
sardegna,femmine,richiesta di aiuto vittima di violenza,2021,247
sardegna,femmine,richiesta di aiuto vittima di violenza,2022,185
sardegna,femmine,richiesta di aiuto vittima di violenza,2023,173
sardegna,femmine,richiesta di aiuto vittima di violenza,2024,232
sardegna,femmine,segnalazione di un caso di violenza,2015,34
sardegna,femmine,segnalazione di un caso di violenza,2016,30
sardegna,femmine,segnalazione di un caso di violenza,2017,36
sardegna,femmine,segnalazione di un caso di violenza,2018,30
sardegna,femmine,segnalazione di un caso di violenza,2019,20
sardegna,femmine,segnalazione di un caso di violenza,2020,59
sardegna,femmine,segnalazione di un caso di violenza,2021,58
sardegna,femmine,segnalazione di un caso di violenza,2022,50
sardegna,femmine,segnalazione di un caso di violenza,2023,37
sardegna,femmine,segnalazione di un caso di violenza,2024,33
sardegna,femmine,emergenza,2015,5
sardegna,femmine,emergenza,2016,3
sardegna,femmine,emergenza,2017,3
sardegna,femmine,emergenza,2018,3
sardegna,femmine,emergenza,2019,5
sardegna,femmine,emergenza,2020,1
sardegna,non indicato,richiesta di aiuto vittima di violenza,2023,2
sardegna,non indicato,richiesta di aiuto vittima di violenza,2024,5
non indicato,maschi,richiesta di aiuto vittima di stalking,2015,4
non indicato,maschi,richiesta di aiuto vittima di stalking,2016,6
non indicato,maschi,richiesta di aiuto vittima di stalking,2017,13
non indicato,maschi,richiesta di aiuto vittima di stalking,2018,8
non indicato,maschi,richiesta di aiuto vittima di stalking,2019,4
non indicato,maschi,richiesta di aiuto vittima di stalking,2020,26
non indicato,maschi,richiesta di aiuto vittima di stalking,2021,36
non indicato,maschi,richiesta di aiuto vittima di stalking,2022,11
non indicato,maschi,richiesta di aiuto vittima di stalking,2023,25
non indicato,maschi,richiesta di aiuto vittima di stalking,2024,26
non indicato,maschi,richiesta di aiuto vittima di violenza,2015,12
non indicato,maschi,richiesta di aiuto vittima di violenza,2016,8
non indicato,maschi,richiesta di aiuto vittima di violenza,2017,18
non indicato,maschi,richiesta di aiuto vittima di violenza,2018,11
non indicato,maschi,richiesta di aiuto vittima di violenza,2019,10
non indicato,maschi,richiesta di aiuto vittima di violenza,2020,72
non indicato,maschi,richiesta di aiuto vittima di violenza,2021,80
non indicato,maschi,richiesta di aiuto vittima di violenza,2022,35
non indicato,maschi,richiesta di aiuto vittima di violenza,2023,73
non indicato,maschi,richiesta di aiuto vittima di violenza,2024,49
non indicato,maschi,richiesta di aiuto per discriminazione,2020,1
non indicato,maschi,segnalazione di un caso di violenza,2015,6
non indicato,maschi,segnalazione di un caso di violenza,2016,6
non indicato,maschi,segnalazione di un caso di violenza,2017,8
non indicato,maschi,segnalazione di un caso di violenza,2018,3
non indicato,maschi,segnalazione di un caso di violenza,2019,5
non indicato,maschi,segnalazione di un caso di violenza,2020,27
non indicato,maschi,segnalazione di un caso di violenza,2021,27
non indicato,maschi,segnalazione di un caso di violenza,2022,9
non indicato,maschi,segnalazione di un caso di violenza,2023,19
non indicato,maschi,segnalazione di un caso di violenza,2024,26
non indicato,maschi,emergenza,2015,6
non indicato,maschi,emergenza,2016,2
non indicato,maschi,emergenza,2017,4
non indicato,maschi,emergenza,2018,2
non indicato,maschi,emergenza,2019,4
non indicato,maschi,emergenza,2020,1
non indicato,femmine,richiesta di aiuto vittima di stalking,2015,35
non indicato,femmine,richiesta di aiuto vittima di stalking,2016,31
non indicato,femmine,richiesta di aiuto vittima di stalking,2017,115
non indicato,femmine,richiesta di aiuto vittima di stalking,2018,66
non indicato,femmine,richiesta di aiuto vittima di stalking,2019,49
non indicato,femmine,richiesta di aiuto vittima di stalking,2020,204
non indicato,femmine,richiesta di aiuto vittima di stalking,2021,184
non indicato,femmine,richiesta di aiuto vittima di stalking,2022,108
non indicato,femmine,richiesta di aiuto vittima di stalking,2023,264
non indicato,femmine,richiesta di aiuto vittima di stalking,2024,132
non indicato,femmine,richiesta di aiuto vittima di violenza,2015,279
non indicato,femmine,richiesta di aiuto vittima di violenza,2016,286
non indicato,femmine,richiesta di aiuto vittima di violenza,2017,560
non indicato,femmine,richiesta di aiuto vittima di violenza,2018,541
non indicato,femmine,richiesta di aiuto vittima di violenza,2019,390
non indicato,femmine,richiesta di aiuto vittima di violenza,2020,1762
non indicato,femmine,richiesta di aiuto vittima di violenza,2021,1449
non indicato,femmine,richiesta di aiuto vittima di violenza,2022,1071
non indicato,femmine,richiesta di aiuto vittima di violenza,2023,1978
non indicato,femmine,richiesta di aiuto vittima di violenza,2024,882
non indicato,femmine,richiesta di aiuto per discriminazione,2021,1
non indicato,femmine,segnalazione di un caso di violenza,2015,45
non indicato,femmine,segnalazione di un caso di violenza,2016,52
non indicato,femmine,segnalazione di un caso di violenza,2017,182
non indicato,femmine,segnalazione di un caso di violenza,2018,136
non indicato,femmine,segnalazione di un caso di violenza,2019,75
non indicato,femmine,segnalazione di un caso di violenza,2020,412
non indicato,femmine,segnalazione di un caso di violenza,2021,527
non indicato,femmine,segnalazione di un caso di violenza,2022,219
non indicato,femmine,segnalazione di un caso di violenza,2023,333
non indicato,femmine,segnalazione di un caso di violenza,2024,258
non indicato,femmine,emergenza,2015,14
non indicato,femmine,emergenza,2016,19
non indicato,femmine,emergenza,2017,30
non indicato,femmine,emergenza,2018,35
non indicato,femmine,emergenza,2019,30
non indicato,femmine,emergenza,2020,17
non indicato,femmine,emergenza,2021,11
non indicato,femmine,emergenza,2022,7
non indicato,non indicato,richiesta di aiuto vittima di stalking,2023,90
non indicato,non indicato,richiesta di aiuto vittima di stalking,2024,104
non indicato,non indicato,richiesta di aiuto vittima di violenza,2023,915
non indicato,non indicato,richiesta di aiuto vittima di violenza,2024,662
non indicato,non indicato,segnalazione di un caso di violenza,2023,122
non indicato,non indicato,segnalazione di un caso di violenza,2024,75
non indicato,non indicato,emergenza,2015,1
non indicato,non indicato,emergenza,2019,2
non indicato,non indicato,emergenza,2020,9
non indicato,non indicato,emergenza,2021,11
non indicato,non indicato,emergenza,2022,15
non indicato,non indicato,emergenza,2023,29
non indicato,non indicato,emergenza,2024,5
