territorio,sesso,stato_civile,periodo,numero_vittime
toscana,femmine,non indicato,2019,3
toscana,femmine,non indicato,2020,42
toscana,femmine,non indicato,2021,59
toscana,femmine,non indicato,2022,33
toscana,femmine,non indicato,2023,49
toscana,femmine,non indicato,2024,26
toscana,femmine,non disponibile,2015,11
toscana,femmine,non disponibile,2016,4
toscana,femmine,non disponibile,2017,12
toscana,femmine,non disponibile,2018,20
toscana,femmine,non disponibile,2019,12
toscana,femmine,non disponibile,2020,12
toscana,femmine,non disponibile,2021,11
toscana,femmine,non disponibile,2022,12
toscana,non indicato,single,2023,1
toscana,non indicato,coniugat,2023,1
toscana,non indicato,coniugat,2024,2
toscana,non indicato,non indicato,2023,2
toscana,non indicato,non indicato,2024,1
toscana,non indicato,non disponibile,2023,12
toscana,non indicato,non disponibile,2024,14
umbria,maschi,single,2015,3
umbria,maschi,single,2016,1
umbria,maschi,single,2017,4
umbria,maschi,single,2018,1
umbria,maschi,single,2019,2
umbria,maschi,single,2020,1
umbria,maschi,single,2021,1
umbria,maschi,single,2022,3
umbria,maschi,single,2023,2
umbria,maschi,single,2024,2
umbria,maschi,separat,2017,1
umbria,maschi,coniugat,2015,1
umbria,maschi,coniugat,2016,1
umbria,maschi,coniugat,2018,1
umbria,maschi,coniugat,2019,1
umbria,maschi,coniugat,2020,1
umbria,maschi,coniugat,2022,1
umbria,maschi,coniugat,2023,1
umbria,maschi,coniugat,2024,1
umbria,maschi,vedov,2016,1
umbria,maschi,vedov,2022,1
umbria,maschi,non disponibile,2019,1
umbria,femmine,single,2015,37
umbria,femmine,single,2016,29
umbria,femmine,single,2017,25
umbria,femmine,single,2018,41
umbria,femmine,single,2019,35
umbria,femmine,single,2020,57
umbria,femmine,single,2021,66
umbria,femmine,single,2022,69
umbria,femmine,single,2023,80
umbria,femmine,single,2024,97
umbria,femmine,separat,2015,6
umbria,femmine,separat,2016,11
umbria,femmine,separat,2017,16
umbria,femmine,separat,2018,12
umbria,femmine,separat,2019,8
umbria,femmine,separat,2020,3
umbria,femmine,separat,2021,21
umbria,femmine,separat,2022,7
umbria,femmine,separat,2023,21
umbria,femmine,separat,2024,13
umbria,femmine,coniugat,2015,59
umbria,femmine,coniugat,2016,47
umbria,femmine,coniugat,2017,48
umbria,femmine,coniugat,2018,52
umbria,femmine,coniugat,2019,45
umbria,femmine,coniugat,2020,62
umbria,femmine,coniugat,2021,54
umbria,femmine,coniugat,2022,53
umbria,femmine,coniugat,2023,79
umbria,femmine,coniugat,2024,84
umbria,femmine,divorziat,2015,2
umbria,femmine,divorziat,2016,2
umbria,femmine,divorziat,2017,2
umbria,femmine,divorziat,2018,6
umbria,femmine,divorziat,2019,3
umbria,femmine,divorziat,2020,5
umbria,femmine,divorziat,2021,7
umbria,femmine,divorziat,2022,7
umbria,femmine,divorziat,2023,7
umbria,femmine,divorziat,2024,9
umbria,femmine,vedov,2015,5
umbria,femmine,vedov,2016,3
umbria,femmine,vedov,2017,1
umbria,femmine,vedov,2018,3
umbria,femmine,vedov,2019,6
umbria,femmine,vedov,2020,6
umbria,femmine,vedov,2021,10
umbria,femmine,vedov,2022,6
umbria,femmine,non indicato,2015,1
umbria,femmine,non indicato,2016,1
umbria,femmine,non indicato,2019,1
umbria,femmine,non indicato,2020,6
umbria,femmine,non indicato,2021,10
umbria,femmine,non indicato,2022,5
umbria,femmine,non indicato,2023,9
umbria,femmine,non indicato,2024,9
umbria,femmine,non disponibile,2015,2
umbria,femmine,non disponibile,2016,1
umbria,femmine,non disponibile,2017,8
umbria,femmine,non disponibile,2018,2
umbria,femmine,non disponibile,2019,1
umbria,femmine,non disponibile,2020,3
umbria,femmine,non disponibile,2021,3
umbria,femmine,non disponibile,2022,2
umbria,non indicato,non disponibile,2023,1
umbria,non indicato,non disponibile,2024,5
marche,maschi,single,2015,2
marche,maschi,single,2016,6
marche,maschi,single,2017,2
marche,maschi,single,2018,3
marche,maschi,single,2019,1
marche,maschi,single,2020,8
marche,maschi,single,2021,5
marche,maschi,single,2022,3
marche,maschi,single,2023,6
marche,maschi,single,2024,8
marche,maschi,separat,2015,2
marche,maschi,separat,2016,1
marche,maschi,separat,2018,1
marche,maschi,separat,2021,4
marche,maschi,separat,2022,1
marche,maschi,coniugat,2015,2
marche,maschi,coniugat,2016,2
marche,maschi,coniugat,2019,2
marche,maschi,coniugat,2020,7
marche,maschi,coniugat,2022,1
marche,maschi,coniugat,2023,1
marche,maschi,coniugat,2024,1
marche,maschi,divorziat,2020,1
marche,maschi,divorziat,2022,1
marche,maschi,vedov,2019,1
marche,maschi,vedov,2024,1
marche,maschi,non indicato,2021,1
marche,maschi,non indicato,2022,2
marche,femmine,single,2015,64
marche,femmine,single,2016,49
marche,femmine,single,2017,61
marche,femmine,single,2018,82
marche,femmine,single,2019,60
marche,femmine,single,2020,107
marche,femmine,single,2021,127
marche,femmine,single,2022,108
marche,femmine,single,2023,120
marche,femmine,single,2024,178
marche,femmine,separat,2015,31
marche,femmine,separat,2016,22
marche,femmine,separat,2017,9
marche,femmine,separat,2018,18
marche,femmine,separat,2019,14
marche,femmine,separat,2020,30
marche,femmine,separat,2021,39
marche,femmine,separat,2022,13
marche,femmine,separat,2023,23
marche,femmine,separat,2024,26
marche,femmine,coniugat,2015,96
marche,femmine,coniugat,2016,110
marche,femmine,coniugat,2017,85
marche,femmine,coniugat,2018,100
marche,femmine,coniugat,2019,87
marche,femmine,coniugat,2020,123
marche,femmine,coniugat,2021,125
marche,femmine,coniugat,2022,97
marche,femmine,coniugat,2023,91
marche,femmine,coniugat,2024,131
marche,femmine,divorziat,2015,8
marche,femmine,divorziat,2016,9
marche,femmine,divorziat,2017,8
marche,femmine,divorziat,2018,13
marche,femmine,divorziat,2019,13
marche,femmine,divorziat,2020,3
marche,femmine,divorziat,2021,17
marche,femmine,divorziat,2022,12
marche,femmine,divorziat,2023,7
marche,femmine,divorziat,2024,12
marche,femmine,vedov,2015,6
marche,femmine,vedov,2016,8
marche,femmine,vedov,2017,1
marche,femmine,vedov,2018,7
marche,femmine,vedov,2019,4
marche,femmine,vedov,2020,10
marche,femmine,vedov,2021,4
marche,femmine,vedov,2022,4
marche,femmine,vedov,2023,10
marche,femmine,vedov,2024,4
marche,femmine,non indicato,2015,2
marche,femmine,non indicato,2016,1
marche,femmine,non indicato,2018,1
marche,femmine,non indicato,2020,7
marche,femmine,non indicato,2021,24
marche,femmine,non indicato,2022,15
marche,femmine,non indicato,2023,16
marche,femmine,non indicato,2024,10
marche,femmine,non disponibile,2015,8
marche,femmine,non disponibile,2016,4
marche,femmine,non disponibile,2017,7
marche,femmine,non disponibile,2018,5
marche,femmine,non disponibile,2019,3
marche,femmine,non disponibile,2020,5
marche,femmine,non disponibile,2021,7
marche,femmine,non disponibile,2022,7
marche,non indicato,single,2023,1
marche,non indicato,single,2024,1
marche,non indicato,non disponibile,2023,4
marche,non indicato,non disponibile,2024,6
lazio,maschi,single,2015,14
lazio,maschi,single,2016,26
lazio,maschi,single,2017,21
lazio,maschi,single,2018,17
lazio,maschi,single,2019,22
lazio,maschi,single,2020,41
lazio,maschi,single,2021,28
lazio,maschi,single,2022,24
lazio,maschi,single,2023,24
lazio,maschi,single,2024,30
lazio,maschi,separat,2015,8
lazio,maschi,separat,2016,3
lazio,maschi,separat,2017,1
lazio,maschi,separat,2018,2
lazio,maschi,separat,2019,3
lazio,maschi,separat,2020,3
lazio,maschi,separat,2022,3
lazio,maschi,separat,2023,5
lazio,maschi,separat,2024,1
lazio,maschi,coniugat,2015,9
lazio,maschi,coniugat,2016,9
lazio,maschi,coniugat,2017,7
lazio,maschi,coniugat,2018,12
lazio,maschi,coniugat,2019,8
lazio,maschi,coniugat,2020,17
lazio,maschi,coniugat,2021,11
lazio,maschi,coniugat,2022,4
lazio,maschi,coniugat,2023,8
lazio,maschi,coniugat,2024,12
lazio,maschi,divorziat,2015,1
lazio,maschi,divorziat,2017,2
lazio,maschi,divorziat,2018,1
lazio,maschi,divorziat,2019,2
lazio,maschi,divorziat,2020,2
lazio,maschi,divorziat,2021,3
lazio,maschi,divorziat,2022,1
lazio,maschi,divorziat,2024,3
lazio,maschi,vedov,2015,2
lazio,maschi,vedov,2016,1
lazio,maschi,vedov,2018,1
lazio,maschi,vedov,2020,1
lazio,maschi,vedov,2021,1
lazio,maschi,vedov,2023,3
lazio,maschi,vedov,2024,1
lazio,maschi,non indicato,2016,1
lazio,maschi,non indicato,2019,1
lazio,maschi,non indicato,2020,5
lazio,maschi,non indicato,2021,9
lazio,maschi,non indicato,2022,2
lazio,maschi,non indicato,2023,7
lazio,maschi,non indicato,2024,5
lazio,maschi,non disponibile,2015,2
lazio,maschi,non disponibile,2016,3
lazio,maschi,non disponibile,2017,2
lazio,maschi,non disponibile,2018,4
lazio,maschi,non disponibile,2019,1
lazio,maschi,non disponibile,2020,3
lazio,maschi,non disponibile,2021,7
lazio,maschi,non disponibile,2022,1
lazio,femmine,single,2015,341
lazio,femmine,single,2016,374
lazio,femmine,single,2017,295
lazio,femmine,single,2018,414
lazio,femmine,single,2019,445
lazio,femmine,single,2020,703
lazio,femmine,single,2021,845
lazio,femmine,single,2022,699
lazio,femmine,single,2023,883
lazio,femmine,single,2024,957
lazio,femmine,separat,2015,102
lazio,femmine,separat,2016,118
lazio,femmine,separat,2017,112
lazio,femmine,separat,2018,132
lazio,femmine,separat,2019,129
lazio,femmine,separat,2020,159
lazio,femmine,separat,2021,194
lazio,femmine,separat,2022,148
lazio,femmine,separat,2023,170
lazio,femmine,separat,2024,168
lazio,femmine,coniugat,2015,447
lazio,femmine,coniugat,2016,456
lazio,femmine,coniugat,2017,327
lazio,femmine,coniugat,2018,490
lazio,femmine,coniugat,2019,429
lazio,femmine,coniugat,2020,632
lazio,femmine,coniugat,2021,667
lazio,femmine,coniugat,2022,462
lazio,femmine,coniugat,2023,569
lazio,femmine,coniugat,2024,653
lazio,femmine,divorziat,2015,45
lazio,femmine,divorziat,2016,38
lazio,femmine,divorziat,2017,55
lazio,femmine,divorziat,2018,71
lazio,femmine,divorziat,2019,75
lazio,femmine,divorziat,2020,72
lazio,femmine,divorziat,2021,50
lazio,femmine,divorziat,2022,54
lazio,femmine,divorziat,2023,66
lazio,femmine,divorziat,2024,73
lazio,femmine,vedov,2015,36
lazio,femmine,vedov,2016,38
lazio,femmine,vedov,2017,38
lazio,femmine,vedov,2018,36
lazio,femmine,vedov,2019,39
lazio,femmine,vedov,2020,72
lazio,femmine,vedov,2021,80
lazio,femmine,vedov,2022,72
lazio,femmine,vedov,2023,67
lazio,femmine,vedov,2024,73
lazio,femmine,non indicato,2015,8
lazio,femmine,non indicato,2016,6
lazio,femmine,non indicato,2017,8
lazio,femmine,non indicato,2018,10
lazio,femmine,non indicato,2019,3
lazio,femmine,non indicato,2020,110
lazio,femmine,non indicato,2021,176
lazio,femmine,non indicato,2022,78
lazio,femmine,non indicato,2023,120
lazio,femmine,non indicato,2024,81
lazio,femmine,non disponibile,2015,30
lazio,femmine,non disponibile,2016,28
lazio,femmine,non disponibile,2017,37
lazio,femmine,non disponibile,2018,42
lazio,femmine,non disponibile,2019,25
lazio,femmine,non disponibile,2020,49
lazio,femmine,non disponibile,2021,32
lazio,femmine,non disponibile,2022,39
lazio,non indicato,single,2023,4
lazio,non indicato,single,2024,1
lazio,non indicato,coniugat,2023,7
lazio,non indicato,coniugat,2024,4
lazio,non indicato,non indicato,2023,8
lazio,non indicato,non indicato,2024,3
lazio,non indicato,non disponibile,2021,1
lazio,non indicato,non disponibile,2023,34
lazio,non indicato,non disponibile,2024,27
sud,maschi,single,2015,42
sud,maschi,single,2016,28
sud,maschi,single,2017,21
sud,maschi,single,2018,25
sud,maschi,single,2019,20
sud,maschi,single,2020,34
sud,maschi,single,2021,42
sud,maschi,single,2022,17
sud,maschi,single,2023,19
sud,maschi,single,2024,44
sud,maschi,separat,2015,8
sud,maschi,separat,2016,8
sud,maschi,separat,2017,5
sud,maschi,separat,2018,7
sud,maschi,separat,2019,1
sud,maschi,separat,2020,5
sud,maschi,separat,2021,6
sud,maschi,separat,2022,2
sud,maschi,separat,2023,3
sud,maschi,separat,2024,3
sud,maschi,coniugat,2015,16
sud,maschi,coniugat,2016,21
sud,maschi,coniugat,2017,17
sud,maschi,coniugat,2018,20
sud,maschi,coniugat,2019,17
sud,maschi,coniugat,2020,29
sud,maschi,coniugat,2021,22
sud,maschi,coniugat,2022,10
sud,maschi,coniugat,2023,22
sud,maschi,coniugat,2024,27
sud,maschi,divorziat,2015,1
sud,maschi,divorziat,2016,2
sud,maschi,divorziat,2017,1
sud,maschi,divorziat,2018,3
sud,maschi,divorziat,2019,2
sud,maschi,divorziat,2020,1
sud,maschi,divorziat,2021,1
sud,maschi,divorziat,2023,5
sud,maschi,vedov,2015,2
sud,maschi,vedov,2017,3
sud,maschi,vedov,2018,3
sud,maschi,vedov,2020,2
sud,maschi,vedov,2021,2
sud,maschi,vedov,2022,2
sud,maschi,vedov,2023,1
sud,maschi,non indicato,2016,3
sud,maschi,non indicato,2017,3
sud,maschi,non indicato,2018,1
sud,maschi,non indicato,2020,10
sud,maschi,non indicato,2021,8
sud,maschi,non indicato,2022,3
sud,maschi,non indicato,2023,4
sud,maschi,non indicato,2024,6
sud,maschi,non disponibile,2015,4
sud,maschi,non disponibile,2016,4
sud,maschi,non disponibile,2017,2
sud,maschi,non disponibile,2018,3
sud,maschi,non disponibile,2019,3
sud,maschi,non disponibile,2020,1
sud,maschi,non disponibile,2021,3
sud,maschi,non disponibile,2022,4
sud,femmine,single,2015,479
sud,femmine,single,2016,463
sud,femmine,single,2017,434
sud,femmine,single,2018,539
sud,femmine,single,2019,570
sud,femmine,single,2020,939
sud,femmine,single,2021,1102
sud,femmine,single,2022,778
sud,femmine,single,2023,876
sud,femmine,single,2024,1122
sud,femmine,separat,2015,191
sud,femmine,separat,2016,189
sud,femmine,separat,2017,172
sud,femmine,separat,2018,222
sud,femmine,separat,2019,175
sud,femmine,separat,2020,233
sud,femmine,separat,2021,229
sud,femmine,separat,2022,210
sud,femmine,separat,2023,226
sud,femmine,separat,2024,261
sud,femmine,coniugat,2015,957
sud,femmine,coniugat,2016,873
sud,femmine,coniugat,2017,762
sud,femmine,coniugat,2018,1083
sud,femmine,coniugat,2019,875
sud,femmine,coniugat,2020,1326
sud,femmine,coniugat,2021,1230
sud,femmine,coniugat,2022,925
sud,femmine,coniugat,2023,972
sud,femmine,coniugat,2024,1172
sud,femmine,divorziat,2015,55
sud,femmine,divorziat,2016,44
sud,femmine,divorziat,2017,52
sud,femmine,divorziat,2018,72
sud,femmine,divorziat,2019,72
sud,femmine,divorziat,2020,71
sud,femmine,divorziat,2021,86
sud,femmine,divorziat,2022,77
sud,femmine,divorziat,2023,93
sud,femmine,divorziat,2024,119
sud,femmine,vedov,2015,57
sud,femmine,vedov,2016,68
sud,femmine,vedov,2017,54
sud,femmine,vedov,2018,48
sud,femmine,vedov,2019,42
sud,femmine,vedov,2020,79
sud,femmine,vedov,2021,101
sud,femmine,vedov,2022,70
sud,femmine,vedov,2023,80
sud,femmine,vedov,2024,73
sud,femmine,non indicato,2015,6
sud,femmine,non indicato,2016,16
sud,femmine,non indicato,2017,9
sud,femmine,non indicato,2018,7
sud,femmine,non indicato,2019,3
sud,femmine,non indicato,2020,158
sud,femmine,non indicato,2021,213
sud,femmine,non indicato,2022,76
sud,femmine,non indicato,2023,130
sud,femmine,non indicato,2024,90
sud,femmine,non disponibile,2015,65
sud,femmine,non disponibile,2016,57
sud,femmine,non disponibile,2017,58
sud,femmine,non disponibile,2018,66
sud,femmine,non disponibile,2019,69
sud,femmine,non disponibile,2020,76
sud,femmine,non disponibile,2021,44
sud,femmine,non disponibile,2022,60
sud,non indicato,single,2023,3
sud,non indicato,single,2024,4
sud,non indicato,coniugat,2023,4
sud,non indicato,coniugat,2024,1
sud,non indicato,non indicato,2023,2
sud,non indicato,non indicato,2024,4
sud,non indicato,non disponibile,2023,41
sud,non indicato,non disponibile,2024,43
abruzzo,maschi,single,2015,10
abruzzo,maschi,single,2016,8
abruzzo,maschi,single,2017,3
abruzzo,maschi,single,2018,5
abruzzo,maschi,single,2020,5
abruzzo,maschi,single,2021,4
abruzzo,maschi,single,2022,3
abruzzo,maschi,single,2023,3
abruzzo,maschi,single,2024,7
abruzzo,maschi,separat,2016,1
abruzzo,maschi,separat,2020,2
abruzzo,maschi,coniugat,2017,2
abruzzo,maschi,coniugat,2018,1
abruzzo,maschi,coniugat,2020,3
abruzzo,maschi,coniugat,2021,1
abruzzo,maschi,coniugat,2022,1
abruzzo,maschi,coniugat,2023,1
abruzzo,maschi,coniugat,2024,4
abruzzo,maschi,divorziat,2016,1
abruzzo,maschi,vedov,2017,2
abruzzo,maschi,vedov,2021,1
abruzzo,maschi,non indicato,2016,1
abruzzo,maschi,non indicato,2021,2
abruzzo,maschi,non indicato,2023,1
abruzzo,maschi,non disponibile,2015,2
abruzzo,maschi,non disponibile,2018,1
abruzzo,maschi,non disponibile,2021,1
abruzzo,femmine,single,2015,64
abruzzo,femmine,single,2016,53
abruzzo,femmine,single,2017,53
abruzzo,femmine,single,2018,64
abruzzo,femmine,single,2019,71
abruzzo,femmine,single,2020,120
abruzzo,femmine,single,2021,123
abruzzo,femmine,single,2022,102
abruzzo,femmine,single,2023,101
abruzzo,femmine,single,2024,119
abruzzo,femmine,separat,2015,15
abruzzo,femmine,separat,2016,22
abruzzo,femmine,separat,2017,27
abruzzo,femmine,separat,2018,27
abruzzo,femmine,separat,2019,18
abruzzo,femmine,separat,2020,19
abruzzo,femmine,separat,2021,17
abruzzo,femmine,separat,2022,15
abruzzo,femmine,separat,2023,31
abruzzo,femmine,separat,2024,18
abruzzo,femmine,coniugat,2015,71
abruzzo,femmine,coniugat,2016,80
abruzzo,femmine,coniugat,2017,80
abruzzo,femmine,coniugat,2018,109
abruzzo,femmine,coniugat,2019,78
abruzzo,femmine,coniugat,2020,112
abruzzo,femmine,coniugat,2021,103
abruzzo,femmine,coniugat,2022,86
abruzzo,femmine,coniugat,2023,108
abruzzo,femmine,coniugat,2024,99
abruzzo,femmine,divorziat,2015,5
abruzzo,femmine,divorziat,2016,10
abruzzo,femmine,divorziat,2017,6
abruzzo,femmine,divorziat,2018,5
abruzzo,femmine,divorziat,2019,8
abruzzo,femmine,divorziat,2020,8
abruzzo,femmine,divorziat,2021,10
abruzzo,femmine,divorziat,2022,14
abruzzo,femmine,divorziat,2023,8
abruzzo,femmine,divorziat,2024,8
abruzzo,femmine,vedov,2015,6
abruzzo,femmine,vedov,2016,7
abruzzo,femmine,vedov,2017,4
abruzzo,femmine,vedov,2018,5
abruzzo,femmine,vedov,2019,5
abruzzo,femmine,vedov,2020,9
abruzzo,femmine,vedov,2021,15
abruzzo,femmine,vedov,2022,5
abruzzo,femmine,vedov,2023,10
abruzzo,femmine,vedov,2024,9
abruzzo,femmine,non indicato,2016,2
abruzzo,femmine,non indicato,2018,1
abruzzo,femmine,non indicato,2019,1
abruzzo,femmine,non indicato,2020,16
abruzzo,femmine,non indicato,2021,18
abruzzo,femmine,non indicato,2022,8
abruzzo,femmine,non indicato,2023,14
abruzzo,femmine,non indicato,2024,5
abruzzo,femmine,non disponibile,2015,10
abruzzo,femmine,non disponibile,2016,1
abruzzo,femmine,non disponibile,2017,4
abruzzo,femmine,non disponibile,2018,6
abruzzo,femmine,non disponibile,2019,7
abruzzo,femmine,non disponibile,2020,5
abruzzo,femmine,non disponibile,2021,4
abruzzo,femmine,non disponibile,2022,5
abruzzo,non indicato,single,2023,1
abruzzo,non indicato,non indicato,2024,1
abruzzo,non indicato,non disponibile,2023,4
abruzzo,non indicato,non disponibile,2024,5
molise,maschi,single,2015,1
molise,maschi,single,2018,1
molise,maschi,single,2019,1
molise,maschi,single,2020,2
molise,maschi,single,2021,1
molise,maschi,single,2024,2
molise,maschi,separat,2020,1
molise,maschi,coniugat,2016,1
molise,maschi,coniugat,2017,2
molise,maschi,coniugat,2019,1
molise,maschi,coniugat,2020,1
molise,femmine,single,2015,9
molise,femmine,single,2016,10
molise,femmine,single,2017,4
molise,femmine,single,2018,5
molise,femmine,single,2019,9
molise,femmine,single,2020,16
molise,femmine,single,2021,15
molise,femmine,single,2022,15
molise,femmine,single,2023,20
molise,femmine,single,2024,19
molise,femmine,separat,2015,3
molise,femmine,separat,2016,4
molise,femmine,separat,2018,2
molise,femmine,separat,2019,2
molise,femmine,separat,2020,2
molise,femmine,separat,2021,3
molise,femmine,separat,2022,5
molise,femmine,separat,2023,4
molise,femmine,separat,2024,5
molise,femmine,coniugat,2015,20
molise,femmine,coniugat,2016,14
molise,femmine,coniugat,2017,12
molise,femmine,coniugat,2018,13
molise,femmine,coniugat,2019,17
molise,femmine,coniugat,2020,23
molise,femmine,coniugat,2021,19
molise,femmine,coniugat,2022,13
molise,femmine,coniugat,2023,14
molise,femmine,coniugat,2024,23
molise,femmine,divorziat,2015,2
molise,femmine,divorziat,2016,1
molise,femmine,divorziat,2017,1
molise,femmine,divorziat,2018,2
molise,femmine,divorziat,2019,1
molise,femmine,divorziat,2021,1
molise,femmine,divorziat,2023,4
molise,femmine,divorziat,2024,6
molise,femmine,vedov,2016,1
molise,femmine,vedov,2020,1
molise,femmine,vedov,2021,1
molise,femmine,vedov,2022,1
molise,femmine,vedov,2023,2
molise,femmine,vedov,2024,2
molise,femmine,non indicato,2019,1
molise,femmine,non indicato,2020,3
molise,femmine,non indicato,2022,1
molise,femmine,non indicato,2023,3
molise,femmine,non indicato,2024,1
molise,femmine,non disponibile,2015,3
molise,femmine,non disponibile,2016,1
molise,femmine,non disponibile,2017,1
molise,femmine,non disponibile,2018,1
molise,femmine,non disponibile,2019,1
molise,femmine,non disponibile,2021,1
molise,non indicato,single,2024,1
molise,non indicato,non disponibile,2023,1
molise,non indicato,non disponibile,2024,2
campania,maschi,single,2015,16
campania,maschi,single,2016,9
campania,maschi,single,2017,6
campania,maschi,single,2018,11
campania,maschi,single,2019,11
campania,maschi,single,2020,14
campania,maschi,single,2021,13
campania,maschi,single,2022,8
campania,maschi,single,2023,8
campania,maschi,single,2024,20
campania,maschi,separat,2015,6
campania,maschi,separat,2016,6
campania,maschi,separat,2017,4
campania,maschi,separat,2018,4
campania,maschi,separat,2019,1
campania,maschi,separat,2020,1
campania,maschi,separat,2021,6
campania,maschi,separat,2022,2
campania,maschi,separat,2023,2
campania,maschi,separat,2024,3
campania,maschi,coniugat,2015,5
campania,maschi,coniugat,2016,11
campania,maschi,coniugat,2017,10
campania,maschi,coniugat,2018,10
campania,maschi,coniugat,2019,6
campania,maschi,coniugat,2020,9
campania,maschi,coniugat,2021,11
campania,maschi,coniugat,2022,5
campania,maschi,coniugat,2023,9
campania,maschi,coniugat,2024,12
campania,maschi,divorziat,2015,1
campania,maschi,divorziat,2016,1
campania,maschi,divorziat,2017,1
campania,maschi,divorziat,2019,1
campania,maschi,divorziat,2021,1
campania,maschi,divorziat,2023,2
campania,maschi,vedov,2015,2
campania,maschi,vedov,2018,2
campania,maschi,vedov,2021,1
campania,maschi,vedov,2022,2
campania,maschi,vedov,2023,1
campania,maschi,non indicato,2016,2
campania,maschi,non indicato,2018,1
campania,maschi,non indicato,2020,4
campania,maschi,non indicato,2021,1
campania,maschi,non indicato,2022,2
campania,maschi,non indicato,2024,4
campania,maschi,non disponibile,2016,3
campania,maschi,non disponibile,2017,2
campania,maschi,non disponibile,2018,2
campania,maschi,non disponibile,2021,2
campania,maschi,non disponibile,2022,4
campania,femmine,single,2015,207
campania,femmine,single,2016,211
campania,femmine,single,2017,193
campania,femmine,single,2018,255
campania,femmine,single,2019,253
campania,femmine,single,2020,399
campania,femmine,single,2021,481
campania,femmine,single,2022,335
campania,femmine,single,2023,351
campania,femmine,single,2024,468
campania,femmine,separat,2015,95
campania,femmine,separat,2016,93
campania,femmine,separat,2017,80
campania,femmine,separat,2018,103
campania,femmine,separat,2019,73
campania,femmine,separat,2020,106
campania,femmine,separat,2021,114
campania,femmine,separat,2022,85
campania,femmine,separat,2023,104
campania,femmine,separat,2024,115
campania,femmine,coniugat,2015,483
campania,femmine,coniugat,2016,441
campania,femmine,coniugat,2017,351
campania,femmine,coniugat,2018,509
campania,femmine,coniugat,2019,431
campania,femmine,coniugat,2020,594
campania,femmine,coniugat,2021,579
campania,femmine,coniugat,2022,426
campania,femmine,coniugat,2023,458
campania,femmine,coniugat,2024,575
campania,femmine,divorziat,2015,26
campania,femmine,divorziat,2016,13
campania,femmine,divorziat,2017,23
campania,femmine,divorziat,2018,36
campania,femmine,divorziat,2019,32
campania,femmine,divorziat,2020,38
campania,femmine,divorziat,2021,32
campania,femmine,divorziat,2022,29
campania,femmine,divorziat,2023,35
campania,femmine,divorziat,2024,61
campania,femmine,vedov,2015,26
campania,femmine,vedov,2016,30
campania,femmine,vedov,2017,34
campania,femmine,vedov,2018,20
campania,femmine,vedov,2019,15
campania,femmine,vedov,2020,35
campania,femmine,vedov,2021,52
campania,femmine,vedov,2022,26
campania,femmine,vedov,2023,36
campania,femmine,vedov,2024,32
campania,femmine,non indicato,2015,4
campania,femmine,non indicato,2016,7
campania,femmine,non indicato,2017,3
campania,femmine,non indicato,2018,4
campania,femmine,non indicato,2019,1
campania,femmine,non indicato,2020,81
campania,femmine,non indicato,2021,92
campania,femmine,non indicato,2022,35
campania,femmine,non indicato,2023,49
campania,femmine,non indicato,2024,36
campania,femmine,non disponibile,2015,33
campania,femmine,non disponibile,2016,35
campania,femmine,non disponibile,2017,38
campania,femmine,non disponibile,2018,33
campania,femmine,non disponibile,2019,40
campania,femmine,non disponibile,2020,42
campania,femmine,non disponibile,2021,22
campania,femmine,non disponibile,2022,32
campania,non indicato,single,2023,2
campania,non indicato,single,2024,2
campania,non indicato,coniugat,2023,1
campania,non indicato,coniugat,2024,1
campania,non indicato,non indicato,2023,2
campania,non indicato,non indicato,2024,1
campania,non indicato,non disponibile,2023,23
campania,non indicato,non disponibile,2024,15
puglia,maschi,single,2015,14
puglia,maschi,single,2016,8
puglia,maschi,single,2017,9
puglia,maschi,single,2018,7
puglia,maschi,single,2019,5
puglia,maschi,single,2020,10
puglia,maschi,single,2021,14
puglia,maschi,single,2022,4
puglia,maschi,single,2023,5
puglia,maschi,single,2024,12
puglia,maschi,separat,2015,2
puglia,maschi,separat,2016,1
puglia,maschi,separat,2017,1
puglia,maschi,separat,2018,3
puglia,maschi,separat,2020,1
puglia,maschi,separat,2023,1
puglia,maschi,coniugat,2015,6
puglia,maschi,coniugat,2016,4
puglia,maschi,coniugat,2017,3
puglia,maschi,coniugat,2018,9
puglia,maschi,coniugat,2019,8
puglia,maschi,coniugat,2020,13
puglia,maschi,coniugat,2021,6
puglia,maschi,coniugat,2022,3
puglia,maschi,coniugat,2023,8
puglia,maschi,coniugat,2024,10
puglia,maschi,divorziat,2018,1
puglia,maschi,divorziat,2019,1
puglia,maschi,divorziat,2020,1
puglia,maschi,divorziat,2023,3
puglia,maschi,vedov,2018,1
puglia,maschi,vedov,2020,2
puglia,maschi,non indicato,2017,1
puglia,maschi,non indicato,2020,4
puglia,maschi,non indicato,2021,3
puglia,maschi,non indicato,2023,2
puglia,maschi,non indicato,2024,1
puglia,maschi,non disponibile,2015,2
puglia,maschi,non disponibile,2016,1
puglia,maschi,non disponibile,2019,2
puglia,maschi,non disponibile,2020,1
puglia,femmine,single,2015,149
puglia,femmine,single,2016,126
puglia,femmine,single,2017,125
puglia,femmine,single,2018,145
puglia,femmine,single,2019,143
puglia,femmine,single,2020,276
puglia,femmine,single,2021,338
puglia,femmine,single,2022,224
puglia,femmine,single,2023,268
puglia,femmine,single,2024,372
puglia,femmine,separat,2015,55
puglia,femmine,separat,2016,51
