territorio,sesso,nazionalità_utente,modalità_intervento,periodo,numero_vittime
lombardia,femmine,italia,chiamate valide,2020,3274
lombardia,femmine,italia,chiamate valide,2021,3216
lombardia,femmine,italia,chiamate valide,2022,3010
lombardia,femmine,italia,chiamate valide,2023,4359
lombardia,femmine,italia,chiamate valide,2024,6161
lombardia,femmine,italia,richiesto intervento del 118,2015,4
lombardia,femmine,italia,richiesto intervento del 118,2017,4
lombardia,femmine,italia,richiesto intervento del 118,2018,2
lombardia,femmine,italia,richiesto intervento del 118,2019,3
lombardia,femmine,italia,richiesto intervento del 118,2020,2
lombardia,femmine,italia,richiesto intervento del 118,2021,1
lombardia,femmine,italia,richiesto intervento del 118,2023,16
lombardia,femmine,italia,richiesto intervento del 118,2024,16
lombardia,femmine,italia,richiesto intervento del 112,2015,14
lombardia,femmine,italia,richiesto intervento del 112,2016,6
lombardia,femmine,italia,richiesto intervento del 112,2017,15
lombardia,femmine,italia,richiesto intervento del 112,2018,16
lombardia,femmine,italia,richiesto intervento del 112,2019,17
lombardia,femmine,italia,richiesto intervento del 112,2020,11
lombardia,femmine,italia,richiesto intervento del 112,2021,6
lombardia,femmine,italia,richiesto intervento del 112,2022,2
lombardia,femmine,italia,richiesto intervento del 112,2023,191
lombardia,femmine,italia,richiesto intervento del 112,2024,368
lombardia,femmine,italia,richiesto intervento del 113,2015,12
lombardia,femmine,italia,richiesto intervento del 113,2016,7
lombardia,femmine,italia,richiesto intervento del 113,2017,14
lombardia,femmine,italia,richiesto intervento del 113,2018,15
lombardia,femmine,italia,richiesto intervento del 113,2019,13
lombardia,femmine,italia,richiesto intervento del 113,2020,6
lombardia,femmine,italia,richiesto intervento del 113,2021,3
lombardia,femmine,italia,richiesto intervento del 113,2023,217
lombardia,femmine,italia,richiesto intervento del 113,2024,423
lombardia,non indicato,estero,trasferito servizio,2023,7
lombardia,non indicato,estero,trasferito servizio,2024,9
lombardia,non indicato,estero,non trasferito servizio,2023,24
lombardia,non indicato,estero,non trasferito servizio,2024,18
lombardia,non indicato,estero,chiamate valide,2023,31
lombardia,non indicato,estero,chiamate valide,2024,27
lombardia,non indicato,estero,richiesto intervento del 112,2023,2
lombardia,non indicato,estero,richiesto intervento del 112,2024,3
lombardia,non indicato,estero,richiesto intervento del 113,2023,2
lombardia,non indicato,estero,richiesto intervento del 113,2024,4
lombardia,non indicato,estero,trasferito servizio,2024,2
lombardia,non indicato,estero,non trasferito servizio,2024,2
lombardia,non indicato,estero,chiamate valide,2024,4
lombardia,non indicato,estero,richiesto intervento del 112,2024,1
lombardia,non indicato,estero,richiesto intervento del 113,2024,2
lombardia,non indicato,italia,trasferito servizio,2023,7
lombardia,non indicato,italia,trasferito servizio,2024,7
lombardia,non indicato,italia,non trasferito servizio,2023,23
lombardia,non indicato,italia,non trasferito servizio,2024,16
lombardia,non indicato,italia,chiamate valide,2023,30
lombardia,non indicato,italia,chiamate valide,2024,23
lombardia,non indicato,italia,richiesto intervento del 112,2023,2
lombardia,non indicato,italia,richiesto intervento del 112,2024,2
lombardia,non indicato,italia,richiesto intervento del 113,2023,2
lombardia,non indicato,italia,richiesto intervento del 113,2024,2
lombardia,non indicato,non indicato,non trasferito servizio,2023,1
lombardia,non indicato,non indicato,chiamate valide,2023,1
nord est,maschi,estero,trasferito servizio,2015,178
nord est,maschi,estero,trasferito servizio,2016,155
nord est,maschi,estero,trasferito servizio,2017,139
nord est,maschi,estero,trasferito servizio,2018,109
nord est,maschi,estero,trasferito servizio,2019,130
nord est,maschi,estero,trasferito servizio,2020,172
nord est,maschi,estero,trasferito servizio,2021,154
nord est,maschi,estero,trasferito servizio,2022,102
nord est,maschi,estero,trasferito servizio,2023,279
nord est,maschi,estero,trasferito servizio,2024,363
nord est,maschi,estero,non trasferito servizio,2015,90
nord est,maschi,estero,non trasferito servizio,2016,52
nord est,maschi,estero,non trasferito servizio,2017,76
nord est,maschi,estero,non trasferito servizio,2018,189
nord est,maschi,estero,non trasferito servizio,2019,178
nord est,maschi,estero,non trasferito servizio,2020,232
nord est,maschi,estero,non trasferito servizio,2021,284
nord est,maschi,estero,non trasferito servizio,2022,268
nord est,maschi,estero,non trasferito servizio,2023,403
nord est,maschi,estero,non trasferito servizio,2024,497
nord est,maschi,estero,chiamate valide,2015,268
nord est,maschi,estero,chiamate valide,2016,207
nord est,maschi,estero,chiamate valide,2017,215
nord est,maschi,estero,chiamate valide,2018,298
nord est,maschi,estero,chiamate valide,2019,308
nord est,maschi,estero,chiamate valide,2020,404
nord est,maschi,estero,chiamate valide,2021,438
nord est,maschi,estero,chiamate valide,2022,370
nord est,maschi,estero,chiamate valide,2023,682
nord est,maschi,estero,chiamate valide,2024,860
nord est,maschi,estero,richiesto intervento del 118,2023,3
nord est,maschi,estero,richiesto intervento del 118,2024,2
nord est,maschi,estero,richiesto intervento del 112,2015,4
nord est,maschi,estero,richiesto intervento del 112,2016,1
nord est,maschi,estero,richiesto intervento del 112,2017,1
nord est,maschi,estero,richiesto intervento del 112,2018,2
nord est,maschi,estero,richiesto intervento del 112,2019,1
nord est,maschi,estero,richiesto intervento del 112,2023,62
nord est,maschi,estero,richiesto intervento del 112,2024,105
nord est,maschi,estero,richiesto intervento del 113,2015,4
nord est,maschi,estero,richiesto intervento del 113,2017,1
nord est,maschi,estero,richiesto intervento del 113,2018,1
nord est,maschi,estero,richiesto intervento del 113,2019,1
nord est,maschi,estero,richiesto intervento del 113,2023,70
nord est,maschi,estero,richiesto intervento del 113,2024,121
nord est,maschi,estero,trasferito servizio,2015,12
nord est,maschi,estero,trasferito servizio,2016,9
nord est,maschi,estero,trasferito servizio,2017,7
nord est,maschi,estero,trasferito servizio,2018,4
nord est,maschi,estero,trasferito servizio,2019,7
nord est,maschi,estero,trasferito servizio,2020,13
nord est,maschi,estero,trasferito servizio,2021,7
nord est,maschi,estero,trasferito servizio,2022,3
nord est,maschi,estero,trasferito servizio,2023,10
nord est,maschi,estero,trasferito servizio,2024,11
nord est,maschi,estero,non trasferito servizio,2015,6
nord est,maschi,estero,non trasferito servizio,2016,3
nord est,maschi,estero,non trasferito servizio,2017,2
nord est,maschi,estero,non trasferito servizio,2018,5
nord est,maschi,estero,non trasferito servizio,2019,7
nord est,maschi,estero,non trasferito servizio,2020,11
nord est,maschi,estero,non trasferito servizio,2021,7
nord est,maschi,estero,non trasferito servizio,2022,12
nord est,maschi,estero,non trasferito servizio,2023,6
nord est,maschi,estero,non trasferito servizio,2024,16
nord est,maschi,estero,chiamate valide,2015,18
nord est,maschi,estero,chiamate valide,2016,12
nord est,maschi,estero,chiamate valide,2017,9
nord est,maschi,estero,chiamate valide,2018,9
nord est,maschi,estero,chiamate valide,2019,14
nord est,maschi,estero,chiamate valide,2020,24
nord est,maschi,estero,chiamate valide,2021,14
nord est,maschi,estero,chiamate valide,2022,15
nord est,maschi,estero,chiamate valide,2023,16
nord est,maschi,estero,chiamate valide,2024,27
nord est,maschi,estero,richiesto intervento del 118,2023,1
nord est,maschi,estero,richiesto intervento del 112,2023,2
nord est,maschi,estero,richiesto intervento del 112,2024,5
nord est,maschi,estero,richiesto intervento del 113,2023,2
nord est,maschi,estero,richiesto intervento del 113,2024,5
nord est,maschi,italia,trasferito servizio,2015,166
nord est,maschi,italia,trasferito servizio,2016,146
nord est,maschi,italia,trasferito servizio,2017,132
nord est,maschi,italia,trasferito servizio,2018,105
nord est,maschi,italia,trasferito servizio,2019,123
nord est,maschi,italia,trasferito servizio,2020,159
nord est,maschi,italia,trasferito servizio,2021,147
nord est,maschi,italia,trasferito servizio,2022,99
nord est,maschi,italia,trasferito servizio,2023,269
nord est,maschi,italia,trasferito servizio,2024,352
nord est,maschi,italia,non trasferito servizio,2015,84
nord est,maschi,italia,non trasferito servizio,2016,49
nord est,maschi,italia,non trasferito servizio,2017,74
nord est,maschi,italia,non trasferito servizio,2018,184
nord est,maschi,italia,non trasferito servizio,2019,171
nord est,maschi,italia,non trasferito servizio,2020,221
nord est,maschi,italia,non trasferito servizio,2021,277
nord est,maschi,italia,non trasferito servizio,2022,256
nord est,maschi,italia,non trasferito servizio,2023,397
nord est,maschi,italia,non trasferito servizio,2024,481
nord est,maschi,italia,chiamate valide,2015,250
nord est,maschi,italia,chiamate valide,2016,195
nord est,maschi,italia,chiamate valide,2017,206
nord est,maschi,italia,chiamate valide,2018,289
nord est,maschi,italia,chiamate valide,2019,294
nord est,maschi,italia,chiamate valide,2020,380
nord est,maschi,italia,chiamate valide,2021,424
nord est,maschi,italia,chiamate valide,2022,355
nord est,maschi,italia,chiamate valide,2023,666
nord est,maschi,italia,chiamate valide,2024,833
nord est,maschi,italia,richiesto intervento del 118,2023,2
nord est,maschi,italia,richiesto intervento del 118,2024,2
nord est,maschi,italia,richiesto intervento del 112,2015,4
nord est,maschi,italia,richiesto intervento del 112,2016,1
nord est,maschi,italia,richiesto intervento del 112,2018,2
nord est,maschi,italia,richiesto intervento del 112,2019,1
nord est,maschi,italia,richiesto intervento del 112,2023,60
nord est,maschi,italia,richiesto intervento del 112,2024,100
nord est,maschi,italia,richiesto intervento del 113,2015,4
nord est,maschi,italia,richiesto intervento del 113,2018,1
nord est,maschi,italia,richiesto intervento del 113,2019,1
nord est,maschi,italia,richiesto intervento del 113,2023,68
nord est,maschi,italia,richiesto intervento del 113,2024,116
nord est,femmine,estero,trasferito servizio,2015,1940
nord est,femmine,estero,trasferito servizio,2016,1700
nord est,femmine,estero,trasferito servizio,2017,1474
nord est,femmine,estero,trasferito servizio,2018,1836
nord est,femmine,estero,trasferito servizio,2019,1840
nord est,femmine,estero,trasferito servizio,2020,2576
nord est,femmine,estero,trasferito servizio,2021,2675
nord est,femmine,estero,trasferito servizio,2022,2282
nord est,femmine,estero,trasferito servizio,2023,3076
nord est,femmine,estero,trasferito servizio,2024,4996
nord est,femmine,estero,non trasferito servizio,2015,364
nord est,femmine,estero,non trasferito servizio,2016,298
nord est,femmine,estero,non trasferito servizio,2017,382
nord est,femmine,estero,non trasferito servizio,2018,822
nord est,femmine,estero,non trasferito servizio,2019,936
nord est,femmine,estero,non trasferito servizio,2020,1037
nord est,femmine,estero,non trasferito servizio,2021,1293
nord est,femmine,estero,non trasferito servizio,2022,1398
nord est,femmine,estero,non trasferito servizio,2023,2854
nord est,femmine,estero,non trasferito servizio,2024,2616
nord est,femmine,estero,chiamate valide,2015,2304
nord est,femmine,estero,chiamate valide,2016,1998
nord est,femmine,estero,chiamate valide,2017,1856
nord est,femmine,estero,chiamate valide,2018,2658
nord est,femmine,estero,chiamate valide,2019,2776
nord est,femmine,estero,chiamate valide,2020,3613
nord est,femmine,estero,chiamate valide,2021,3968
nord est,femmine,estero,chiamate valide,2022,3680
nord est,femmine,estero,chiamate valide,2023,5930
nord est,femmine,estero,chiamate valide,2024,7612
nord est,femmine,estero,richiesto intervento del 118,2015,3
nord est,femmine,estero,richiesto intervento del 118,2016,1
nord est,femmine,estero,richiesto intervento del 118,2017,1
nord est,femmine,estero,richiesto intervento del 118,2018,3
nord est,femmine,estero,richiesto intervento del 118,2019,3
nord est,femmine,estero,richiesto intervento del 118,2021,1
nord est,femmine,estero,richiesto intervento del 118,2023,12
nord est,femmine,estero,richiesto intervento del 118,2024,24
nord est,femmine,estero,richiesto intervento del 112,2015,15
nord est,femmine,estero,richiesto intervento del 112,2016,10
nord est,femmine,estero,richiesto intervento del 112,2017,9
nord est,femmine,estero,richiesto intervento del 112,2018,24
nord est,femmine,estero,richiesto intervento del 112,2019,18
nord est,femmine,estero,richiesto intervento del 112,2020,13
nord est,femmine,estero,richiesto intervento del 112,2021,5
nord est,femmine,estero,richiesto intervento del 112,2023,240
nord est,femmine,estero,richiesto intervento del 112,2024,431
nord est,femmine,estero,richiesto intervento del 113,2015,9
nord est,femmine,estero,richiesto intervento del 113,2016,10
nord est,femmine,estero,richiesto intervento del 113,2017,8
nord est,femmine,estero,richiesto intervento del 113,2018,20
nord est,femmine,estero,richiesto intervento del 113,2019,18
nord est,femmine,estero,richiesto intervento del 113,2020,8
nord est,femmine,estero,richiesto intervento del 113,2021,3
nord est,femmine,estero,richiesto intervento del 113,2023,275
nord est,femmine,estero,richiesto intervento del 113,2024,503
nord est,femmine,estero,trasferito servizio,2015,264
nord est,femmine,estero,trasferito servizio,2016,198
nord est,femmine,estero,trasferito servizio,2017,202
nord est,femmine,estero,trasferito servizio,2018,243
nord est,femmine,estero,trasferito servizio,2019,288
nord est,femmine,estero,trasferito servizio,2020,299
nord est,femmine,estero,trasferito servizio,2021,335
nord est,femmine,estero,trasferito servizio,2022,334
nord est,femmine,estero,trasferito servizio,2023,399
nord est,femmine,estero,trasferito servizio,2024,488
nord est,femmine,estero,non trasferito servizio,2015,40
nord est,femmine,estero,non trasferito servizio,2016,26
nord est,femmine,estero,non trasferito servizio,2017,26
nord est,femmine,estero,non trasferito servizio,2018,56
nord est,femmine,estero,non trasferito servizio,2019,78
nord est,femmine,estero,non trasferito servizio,2020,90
nord est,femmine,estero,non trasferito servizio,2021,116
nord est,femmine,estero,non trasferito servizio,2022,103
nord est,femmine,estero,non trasferito servizio,2023,108
nord est,femmine,estero,non trasferito servizio,2024,105
nord est,femmine,estero,chiamate valide,2015,304
nord est,femmine,estero,chiamate valide,2016,224
nord est,femmine,estero,chiamate valide,2017,228
nord est,femmine,estero,chiamate valide,2018,299
nord est,femmine,estero,chiamate valide,2019,366
nord est,femmine,estero,chiamate valide,2020,389
nord est,femmine,estero,chiamate valide,2021,451
nord est,femmine,estero,chiamate valide,2022,437
nord est,femmine,estero,chiamate valide,2023,507
nord est,femmine,estero,chiamate valide,2024,593
nord est,femmine,estero,richiesto intervento del 118,2015,1
nord est,femmine,estero,richiesto intervento del 118,2019,1
nord est,femmine,estero,richiesto intervento del 118,2023,1
nord est,femmine,estero,richiesto intervento del 118,2024,1
nord est,femmine,estero,richiesto intervento del 112,2015,6
