territorio,sesso,età,periodo,numero_vittime
umbria,maschi,18-24 anni,2022,1
umbria,maschi,18-24 anni,2023,1
umbria,maschi,25-34 anni,2017,2
umbria,maschi,25-34 anni,2019,1
umbria,maschi,25-34 anni,2022,1
umbria,maschi,25-34 anni,2023,1
umbria,maschi,35-44 anni,2015,1
umbria,maschi,35-44 anni,2017,2
umbria,maschi,45-54 anni,2015,1
umbria,maschi,45-54 anni,2019,1
umbria,maschi,55-64 anni,2015,1
umbria,maschi,55-64 anni,2016,1
umbria,maschi,55-64 anni,2018,1
umbria,maschi,55-64 anni,2022,2
umbria,maschi,65 anni e più,2019,1
umbria,maschi,65 anni e più,2022,1
umbria,maschi,non disponibile,2019,1
umbria,maschi,non disponibile,2020,2
umbria,maschi,non disponibile,2023,1
umbria,maschi,non disponibile,2024,2
umbria,femmine,non indicato,2015,1
umbria,femmine,non indicato,2017,1
umbria,femmine,non indicato,2020,1
umbria,femmine,non indicato,2021,2
umbria,femmine,non indicato,2022,3
umbria,femmine,non indicato,2023,14
umbria,femmine,non indicato,2024,6
umbria,femmine,fino a 17 anni,2018,1
umbria,femmine,fino a 17 anni,2020,5
umbria,femmine,fino a 17 anni,2021,9
umbria,femmine,fino a 17 anni,2022,3
umbria,femmine,fino a 17 anni,2023,2
umbria,femmine,fino a 17 anni,2024,3
umbria,femmine,18-24 anni,2015,10
umbria,femmine,18-24 anni,2016,4
umbria,femmine,18-24 anni,2017,6
umbria,femmine,18-24 anni,2018,5
umbria,femmine,18-24 anni,2019,4
umbria,femmine,18-24 anni,2020,11
umbria,femmine,18-24 anni,2021,14
umbria,femmine,18-24 anni,2022,20
umbria,femmine,18-24 anni,2023,18
umbria,femmine,18-24 anni,2024,12
umbria,femmine,25-34 anni,2015,17
umbria,femmine,25-34 anni,2016,17
umbria,femmine,25-34 anni,2017,9
umbria,femmine,25-34 anni,2018,17
umbria,femmine,25-34 anni,2019,18
umbria,femmine,25-34 anni,2020,21
umbria,femmine,25-34 anni,2021,25
umbria,femmine,25-34 anni,2022,27
umbria,femmine,25-34 anni,2023,34
umbria,femmine,25-34 anni,2024,36
umbria,femmine,35-44 anni,2015,26
umbria,femmine,35-44 anni,2016,30
umbria,femmine,35-44 anni,2017,20
umbria,femmine,35-44 anni,2018,28
umbria,femmine,35-44 anni,2019,28
umbria,femmine,35-44 anni,2020,28
umbria,femmine,35-44 anni,2021,21
umbria,femmine,35-44 anni,2022,32
umbria,femmine,35-44 anni,2023,53
umbria,femmine,35-44 anni,2024,35
umbria,femmine,45-54 anni,2015,19
umbria,femmine,45-54 anni,2016,24
umbria,femmine,45-54 anni,2017,25
umbria,femmine,45-54 anni,2018,34
umbria,femmine,45-54 anni,2019,23
umbria,femmine,45-54 anni,2020,27
umbria,femmine,45-54 anni,2021,35
umbria,femmine,45-54 anni,2022,26
umbria,femmine,45-54 anni,2023,45
umbria,femmine,45-54 anni,2024,26
umbria,femmine,55-64 anni,2015,19
umbria,femmine,55-64 anni,2016,8
umbria,femmine,55-64 anni,2017,14
umbria,femmine,55-64 anni,2018,16
umbria,femmine,55-64 anni,2019,20
umbria,femmine,55-64 anni,2020,11
umbria,femmine,55-64 anni,2021,16
umbria,femmine,55-64 anni,2022,15
umbria,femmine,55-64 anni,2023,7
umbria,femmine,55-64 anni,2024,9
umbria,femmine,65 anni e più,2015,13
umbria,femmine,65 anni e più,2016,10
umbria,femmine,65 anni e più,2017,12
umbria,femmine,65 anni e più,2018,9
umbria,femmine,65 anni e più,2019,4
umbria,femmine,65 anni e più,2020,8
umbria,femmine,65 anni e più,2021,19
umbria,femmine,65 anni e più,2022,15
umbria,femmine,65 anni e più,2023,13
umbria,femmine,65 anni e più,2024,22
umbria,femmine,non disponibile,2015,7
umbria,femmine,non disponibile,2016,1
umbria,femmine,non disponibile,2017,13
umbria,femmine,non disponibile,2018,6
umbria,femmine,non disponibile,2019,2
umbria,femmine,non disponibile,2020,30
umbria,femmine,non disponibile,2021,30
umbria,femmine,non disponibile,2022,8
umbria,femmine,non disponibile,2023,10
umbria,femmine,non disponibile,2024,63
umbria,non indicato,non disponibile,2023,1
umbria,non indicato,non disponibile,2024,5
marche,maschi,non indicato,2023,1
marche,maschi,fino a 17 anni,2018,1
marche,maschi,18-24 anni,2020,2
marche,maschi,18-24 anni,2021,1
marche,maschi,18-24 anni,2022,1
marche,maschi,18-24 anni,2023,2
marche,maschi,18-24 anni,2024,3
marche,maschi,25-34 anni,2015,1
marche,maschi,25-34 anni,2016,2
marche,maschi,25-34 anni,2018,1
marche,maschi,25-34 anni,2020,7
marche,maschi,25-34 anni,2021,2
marche,maschi,25-34 anni,2022,2
marche,maschi,25-34 anni,2023,2
marche,maschi,25-34 anni,2024,1
marche,maschi,35-44 anni,2015,1
marche,maschi,35-44 anni,2016,3
marche,maschi,35-44 anni,2018,1
marche,maschi,35-44 anni,2019,2
marche,maschi,35-44 anni,2020,1
marche,maschi,35-44 anni,2021,2
marche,maschi,35-44 anni,2022,1
marche,maschi,35-44 anni,2023,1
marche,maschi,35-44 anni,2024,1
marche,maschi,45-54 anni,2015,3
marche,maschi,45-54 anni,2016,1
marche,maschi,45-54 anni,2017,1
marche,maschi,45-54 anni,2020,1
marche,maschi,45-54 anni,2024,1
marche,maschi,55-64 anni,2016,2
marche,maschi,55-64 anni,2017,1
marche,maschi,55-64 anni,2020,1
marche,maschi,55-64 anni,2021,1
marche,maschi,65 anni e più,2019,2
marche,maschi,65 anni e più,2021,1
marche,maschi,65 anni e più,2022,2
marche,maschi,65 anni e più,2023,1
marche,maschi,65 anni e più,2024,1
marche,maschi,non disponibile,2015,1
marche,maschi,non disponibile,2016,1
marche,maschi,non disponibile,2018,1
marche,maschi,non disponibile,2020,4
marche,maschi,non disponibile,2021,3
marche,maschi,non disponibile,2022,2
marche,maschi,non disponibile,2024,3
marche,femmine,non indicato,2015,1
marche,femmine,non indicato,2017,3
marche,femmine,non indicato,2020,1
marche,femmine,non indicato,2021,8
marche,femmine,non indicato,2022,14
marche,femmine,non indicato,2023,19
marche,femmine,non indicato,2024,13
marche,femmine,fino a 17 anni,2015,5
marche,femmine,fino a 17 anni,2017,2
marche,femmine,fino a 17 anni,2018,2
marche,femmine,fino a 17 anni,2019,3
marche,femmine,fino a 17 anni,2020,2
marche,femmine,fino a 17 anni,2021,5
marche,femmine,fino a 17 anni,2022,6
marche,femmine,fino a 17 anni,2023,7
marche,femmine,fino a 17 anni,2024,7
marche,femmine,18-24 anni,2015,8
marche,femmine,18-24 anni,2016,12
marche,femmine,18-24 anni,2017,16
marche,femmine,18-24 anni,2018,16
marche,femmine,18-24 anni,2019,14
marche,femmine,18-24 anni,2020,16
marche,femmine,18-24 anni,2021,37
marche,femmine,18-24 anni,2022,30
marche,femmine,18-24 anni,2023,26
marche,femmine,18-24 anni,2024,30
marche,femmine,25-34 anni,2015,30
marche,femmine,25-34 anni,2016,41
marche,femmine,25-34 anni,2017,24
marche,femmine,25-34 anni,2018,51
marche,femmine,25-34 anni,2019,36
marche,femmine,25-34 anni,2020,64
marche,femmine,25-34 anni,2021,41
marche,femmine,25-34 anni,2022,54
marche,femmine,25-34 anni,2023,36
marche,femmine,25-34 anni,2024,49
marche,femmine,35-44 anni,2015,58
marche,femmine,35-44 anni,2016,53
marche,femmine,35-44 anni,2017,47
marche,femmine,35-44 anni,2018,52
marche,femmine,35-44 anni,2019,55
marche,femmine,35-44 anni,2020,48
marche,femmine,35-44 anni,2021,65
marche,femmine,35-44 anni,2022,51
marche,femmine,35-44 anni,2023,60
marche,femmine,35-44 anni,2024,56
marche,femmine,45-54 anni,2015,51
marche,femmine,45-54 anni,2016,45
marche,femmine,45-54 anni,2017,28
marche,femmine,45-54 anni,2018,57
marche,femmine,45-54 anni,2019,34
marche,femmine,45-54 anni,2020,43
marche,femmine,45-54 anni,2021,56
marche,femmine,45-54 anni,2022,41
marche,femmine,45-54 anni,2023,57
marche,femmine,45-54 anni,2024,48
marche,femmine,55-64 anni,2015,29
marche,femmine,55-64 anni,2016,29
marche,femmine,55-64 anni,2017,17
marche,femmine,55-64 anni,2018,16
marche,femmine,55-64 anni,2019,19
marche,femmine,55-64 anni,2020,30
marche,femmine,55-64 anni,2021,32
marche,femmine,55-64 anni,2022,27
marche,femmine,55-64 anni,2023,20
marche,femmine,55-64 anni,2024,23
marche,femmine,65 anni e più,2015,22
marche,femmine,65 anni e più,2016,14
marche,femmine,65 anni e più,2017,20
marche,femmine,65 anni e più,2018,14
marche,femmine,65 anni e più,2019,14
marche,femmine,65 anni e più,2020,23
marche,femmine,65 anni e più,2021,25
marche,femmine,65 anni e più,2022,13
marche,femmine,65 anni e più,2023,25
marche,femmine,65 anni e più,2024,22
marche,femmine,non disponibile,2015,11
marche,femmine,non disponibile,2016,9
marche,femmine,non disponibile,2017,14
marche,femmine,non disponibile,2018,18
marche,femmine,non disponibile,2019,6
marche,femmine,non disponibile,2020,58
marche,femmine,non disponibile,2021,74
marche,femmine,non disponibile,2022,20
marche,femmine,non disponibile,2023,17
marche,femmine,non disponibile,2024,113
marche,non indicato,18-24 anni,2023,1
marche,non indicato,18-24 anni,2024,1
marche,non indicato,non disponibile,2023,4
marche,non indicato,non disponibile,2024,6
lazio,maschi,non indicato,2016,2
lazio,maschi,non indicato,2020,1
lazio,maschi,non indicato,2021,3
lazio,maschi,non indicato,2023,5
lazio,maschi,non indicato,2024,5
lazio,maschi,fino a 17 anni,2017,1
lazio,maschi,fino a 17 anni,2018,1
lazio,maschi,fino a 17 anni,2019,3
lazio,maschi,fino a 17 anni,2020,5
lazio,maschi,fino a 17 anni,2021,3
lazio,maschi,fino a 17 anni,2022,1
lazio,maschi,fino a 17 anni,2023,1
lazio,maschi,fino a 17 anni,2024,3
lazio,maschi,18-24 anni,2015,1
lazio,maschi,18-24 anni,2016,3
lazio,maschi,18-24 anni,2017,1
lazio,maschi,18-24 anni,2018,2
lazio,maschi,18-24 anni,2019,1
lazio,maschi,18-24 anni,2020,3
lazio,maschi,18-24 anni,2021,11
lazio,maschi,18-24 anni,2022,6
lazio,maschi,18-24 anni,2023,2
lazio,maschi,18-24 anni,2024,1
lazio,maschi,25-34 anni,2015,4
lazio,maschi,25-34 anni,2016,12
lazio,maschi,25-34 anni,2017,8
lazio,maschi,25-34 anni,2018,4
lazio,maschi,25-34 anni,2019,4
lazio,maschi,25-34 anni,2020,8
lazio,maschi,25-34 anni,2021,7
lazio,maschi,25-34 anni,2022,9
lazio,maschi,25-34 anni,2023,12
lazio,maschi,25-34 anni,2024,8
lazio,maschi,35-44 anni,2015,10
lazio,maschi,35-44 anni,2016,12
lazio,maschi,35-44 anni,2017,10
lazio,maschi,35-44 anni,2018,7
lazio,maschi,35-44 anni,2019,13
lazio,maschi,35-44 anni,2020,16
lazio,maschi,35-44 anni,2021,7
lazio,maschi,35-44 anni,2022,6
lazio,maschi,35-44 anni,2023,9
lazio,maschi,35-44 anni,2024,5
lazio,maschi,45-54 anni,2015,8
lazio,maschi,45-54 anni,2016,4
lazio,maschi,45-54 anni,2017,8
lazio,maschi,45-54 anni,2018,11
lazio,maschi,45-54 anni,2019,6
lazio,maschi,45-54 anni,2020,11
lazio,maschi,45-54 anni,2021,3
lazio,maschi,45-54 anni,2022,4
lazio,maschi,45-54 anni,2023,7
lazio,maschi,45-54 anni,2024,10
lazio,maschi,55-64 anni,2015,7
lazio,maschi,55-64 anni,2016,2
lazio,maschi,55-64 anni,2017,1
lazio,maschi,55-64 anni,2018,3
lazio,maschi,55-64 anni,2019,5
lazio,maschi,55-64 anni,2020,6
lazio,maschi,55-64 anni,2021,3
lazio,maschi,55-64 anni,2022,3
lazio,maschi,55-64 anni,2023,2
lazio,maschi,65 anni e più,2015,4
lazio,maschi,65 anni e più,2016,2
lazio,maschi,65 anni e più,2017,2
lazio,maschi,65 anni e più,2018,4
lazio,maschi,65 anni e più,2019,4
lazio,maschi,65 anni e più,2020,4
lazio,maschi,65 anni e più,2021,4
lazio,maschi,65 anni e più,2022,3
lazio,maschi,65 anni e più,2023,4
lazio,maschi,65 anni e più,2024,5
lazio,maschi,non disponibile,2015,2
lazio,maschi,non disponibile,2016,6
lazio,maschi,non disponibile,2017,2
lazio,maschi,non disponibile,2018,5
lazio,maschi,non disponibile,2019,1
lazio,maschi,non disponibile,2020,18
lazio,maschi,non disponibile,2021,18
lazio,maschi,non disponibile,2022,3
lazio,maschi,non disponibile,2023,5
lazio,maschi,non disponibile,2024,15
lazio,femmine,non indicato,2015,7
lazio,femmine,non indicato,2016,13
lazio,femmine,non indicato,2017,12
lazio,femmine,non indicato,2018,3
lazio,femmine,non indicato,2019,1
lazio,femmine,non indicato,2020,8
lazio,femmine,non indicato,2021,47
lazio,femmine,non indicato,2022,56
lazio,femmine,non indicato,2023,133
lazio,femmine,non indicato,2024,82
lazio,femmine,fino a 17 anni,2015,8
lazio,femmine,fino a 17 anni,2016,14
lazio,femmine,fino a 17 anni,2017,11
lazio,femmine,fino a 17 anni,2018,4
lazio,femmine,fino a 17 anni,2019,11
lazio,femmine,fino a 17 anni,2020,17
lazio,femmine,fino a 17 anni,2021,43
lazio,femmine,fino a 17 anni,2022,20
lazio,femmine,fino a 17 anni,2023,33
lazio,femmine,fino a 17 anni,2024,21
lazio,femmine,18-24 anni,2015,72
lazio,femmine,18-24 anni,2016,64
lazio,femmine,18-24 anni,2017,58
lazio,femmine,18-24 anni,2018,65
lazio,femmine,18-24 anni,2019,95
lazio,femmine,18-24 anni,2020,121
lazio,femmine,18-24 anni,2021,147
lazio,femmine,18-24 anni,2022,142
lazio,femmine,18-24 anni,2023,192
lazio,femmine,18-24 anni,2024,127
lazio,femmine,25-34 anni,2015,198
lazio,femmine,25-34 anni,2016,192
lazio,femmine,25-34 anni,2017,141
lazio,femmine,25-34 anni,2018,183
lazio,femmine,25-34 anni,2019,196
lazio,femmine,25-34 anni,2020,231
lazio,femmine,25-34 anni,2021,249
lazio,femmine,25-34 anni,2022,260
lazio,femmine,25-34 anni,2023,329
lazio,femmine,25-34 anni,2024,237
lazio,femmine,35-44 anni,2015,259
lazio,femmine,35-44 anni,2016,275
lazio,femmine,35-44 anni,2017,212
lazio,femmine,35-44 anni,2018,311
lazio,femmine,35-44 anni,2019,288
lazio,femmine,35-44 anni,2020,353
lazio,femmine,35-44 anni,2021,337
lazio,femmine,35-44 anni,2022,374
lazio,femmine,35-44 anni,2023,435
lazio,femmine,35-44 anni,2024,340
lazio,femmine,45-54 anni,2015,211
lazio,femmine,45-54 anni,2016,220
lazio,femmine,45-54 anni,2017,191
lazio,femmine,45-54 anni,2018,314
lazio,femmine,45-54 anni,2019,260
lazio,femmine,45-54 anni,2020,318
lazio,femmine,45-54 anni,2021,312
lazio,femmine,45-54 anni,2022,300
lazio,femmine,45-54 anni,2023,367
lazio,femmine,45-54 anni,2024,276
lazio,femmine,55-64 anni,2015,112
lazio,femmine,55-64 anni,2016,123
lazio,femmine,55-64 anni,2017,99
lazio,femmine,55-64 anni,2018,122
lazio,femmine,55-64 anni,2019,144
lazio,femmine,55-64 anni,2020,146
lazio,femmine,55-64 anni,2021,188
lazio,femmine,55-64 anni,2022,159
lazio,femmine,55-64 anni,2023,118
lazio,femmine,55-64 anni,2024,96
lazio,femmine,65 anni e più,2015,85
lazio,femmine,65 anni e più,2016,113
lazio,femmine,65 anni e più,2017,87
lazio,femmine,65 anni e più,2018,105
lazio,femmine,65 anni e più,2019,90
lazio,femmine,65 anni e più,2020,152
lazio,femmine,65 anni e più,2021,190
lazio,femmine,65 anni e più,2022,128
lazio,femmine,65 anni e più,2023,185
lazio,femmine,65 anni e più,2024,181
lazio,femmine,non disponibile,2015,57
lazio,femmine,non disponibile,2016,44
lazio,femmine,non disponibile,2017,61
lazio,femmine,non disponibile,2018,88
lazio,femmine,non disponibile,2019,60
lazio,femmine,non disponibile,2020,451
lazio,femmine,non disponibile,2021,531
lazio,femmine,non disponibile,2022,113
lazio,femmine,non disponibile,2023,83
lazio,femmine,non disponibile,2024,645
lazio,non indicato,non indicato,2023,3
lazio,non indicato,non indicato,2024,3
lazio,non indicato,25-34 anni,2021,1
lazio,non indicato,25-34 anni,2023,1
lazio,non indicato,35-44 anni,2023,4
lazio,non indicato,45-54 anni,2023,3
lazio,non indicato,65 anni e più,2023,1
lazio,non indicato,non disponibile,2023,41
lazio,non indicato,non disponibile,2024,32
sud,maschi,non indicato,2021,2
sud,maschi,non indicato,2022,1
sud,maschi,non indicato,2023,3
sud,maschi,non indicato,2024,10
sud,maschi,fino a 17 anni,2015,1
sud,maschi,fino a 17 anni,2018,1
sud,maschi,fino a 17 anni,2019,1
sud,maschi,fino a 17 anni,2020,5
sud,maschi,fino a 17 anni,2021,4
sud,maschi,fino a 17 anni,2022,1
sud,maschi,18-24 anni,2015,8
sud,maschi,18-24 anni,2016,3
sud,maschi,18-24 anni,2017,2
sud,maschi,18-24 anni,2018,4
sud,maschi,18-24 anni,2019,3
sud,maschi,18-24 anni,2020,6
sud,maschi,18-24 anni,2021,6
sud,maschi,18-24 anni,2022,6
sud,maschi,18-24 anni,2023,4
sud,maschi,18-24 anni,2024,6
sud,maschi,25-34 anni,2015,19
sud,maschi,25-34 anni,2016,8
sud,maschi,25-34 anni,2017,17
sud,maschi,25-34 anni,2018,6
sud,maschi,25-34 anni,2019,5
sud,maschi,25-34 anni,2020,9
sud,maschi,25-34 anni,2021,6
sud,maschi,25-34 anni,2022,5
sud,maschi,25-34 anni,2023,9
sud,maschi,25-34 anni,2024,9
sud,maschi,35-44 anni,2015,16
sud,maschi,35-44 anni,2016,22
sud,maschi,35-44 anni,2017,13
sud,maschi,35-44 anni,2018,12
sud,maschi,35-44 anni,2019,11
sud,maschi,35-44 anni,2020,15
sud,maschi,35-44 anni,2021,7
sud,maschi,35-44 anni,2022,6
sud,maschi,35-44 anni,2023,11
sud,maschi,35-44 anni,2024,14
sud,maschi,45-54 anni,2015,10
sud,maschi,45-54 anni,2016,9
sud,maschi,45-54 anni,2017,3
sud,maschi,45-54 anni,2018,15
sud,maschi,45-54 anni,2019,7
sud,maschi,45-54 anni,2020,11
sud,maschi,45-54 anni,2021,11
sud,maschi,45-54 anni,2022,5
sud,maschi,45-54 anni,2023,5
sud,maschi,45-54 anni,2024,7
sud,maschi,55-64 anni,2015,6
sud,maschi,55-64 anni,2016,13
sud,maschi,55-64 anni,2017,8
sud,maschi,55-64 anni,2018,8
sud,maschi,55-64 anni,2019,4
sud,maschi,55-64 anni,2020,7
sud,maschi,55-64 anni,2021,3
sud,maschi,55-64 anni,2022,3
sud,maschi,55-64 anni,2023,5
sud,maschi,65 anni e più,2015,8
sud,maschi,65 anni e più,2016,4
sud,maschi,65 anni e più,2017,4
sud,maschi,65 anni e più,2018,7
sud,maschi,65 anni e più,2019,9
sud,maschi,65 anni e più,2020,9
sud,maschi,65 anni e più,2021,7
sud,maschi,65 anni e più,2022,3
sud,maschi,65 anni e più,2023,14
sud,maschi,65 anni e più,2024,5
sud,maschi,non disponibile,2015,5
sud,maschi,non disponibile,2016,7
sud,maschi,non disponibile,2017,5
sud,maschi,non disponibile,2018,9
sud,maschi,non disponibile,2019,3
sud,maschi,non disponibile,2020,20
sud,maschi,non disponibile,2021,38
sud,maschi,non disponibile,2022,8
sud,maschi,non disponibile,2023,3
sud,maschi,non disponibile,2024,29
sud,femmine,non indicato,2015,12
sud,femmine,non indicato,2016,9
sud,femmine,non indicato,2017,12
sud,femmine,non indicato,2018,10
sud,femmine,non indicato,2019,1
sud,femmine,non indicato,2020,14
sud,femmine,non indicato,2021,56
sud,femmine,non indicato,2022,65
sud,femmine,non indicato,2023,168
sud,femmine,non indicato,2024,109
sud,femmine,fino a 17 anni,2015,9
sud,femmine,fino a 17 anni,2016,11
sud,femmine,fino a 17 anni,2017,12
sud,femmine,fino a 17 anni,2018,17
sud,femmine,fino a 17 anni,2019,18
sud,femmine,fino a 17 anni,2020,35
sud,femmine,fino a 17 anni,2021,44
sud,femmine,fino a 17 anni,2022,33
sud,femmine,fino a 17 anni,2023,64
sud,femmine,fino a 17 anni,2024,46
sud,femmine,18-24 anni,2015,114
sud,femmine,18-24 anni,2016,94
sud,femmine,18-24 anni,2017,93
sud,femmine,18-24 anni,2018,108
sud,femmine,18-24 anni,2019,125
sud,femmine,18-24 anni,2020,197
sud,femmine,18-24 anni,2021,265
sud,femmine,18-24 anni,2022,148
sud,femmine,18-24 anni,2023,188
sud,femmine,18-24 anni,2024,178
sud,femmine,25-34 anni,2015,338
sud,femmine,25-34 anni,2016,296
sud,femmine,25-34 anni,2017,300
sud,femmine,25-34 anni,2018,342
sud,femmine,25-34 anni,2019,357
sud,femmine,25-34 anni,2020,423
sud,femmine,25-34 anni,2021,425
sud,femmine,25-34 anni,2022,353
sud,femmine,25-34 anni,2023,392
sud,femmine,25-34 anni,2024,311
sud,femmine,35-44 anni,2015,490
sud,femmine,35-44 anni,2016,467
sud,femmine,35-44 anni,2017,406
sud,femmine,35-44 anni,2018,503
sud,femmine,35-44 anni,2019,493
sud,femmine,35-44 anni,2020,619
sud,femmine,35-44 anni,2021,541
sud,femmine,35-44 anni,2022,524
sud,femmine,35-44 anni,2023,548
sud,femmine,35-44 anni,2024,427
sud,femmine,45-54 anni,2015,445
sud,femmine,45-54 anni,2016,406
sud,femmine,45-54 anni,2017,334
sud,femmine,45-54 anni,2018,496
sud,femmine,45-54 anni,2019,405
sud,femmine,45-54 anni,2020,488
sud,femmine,45-54 anni,2021,514
sud,femmine,45-54 anni,2022,465
sud,femmine,45-54 anni,2023,415
sud,femmine,45-54 anni,2024,441
sud,femmine,55-64 anni,2015,195
sud,femmine,55-64 anni,2016,184
sud,femmine,55-64 anni,2017,159
sud,femmine,55-64 anni,2018,235
sud,femmine,55-64 anni,2019,193
sud,femmine,55-64 anni,2020,280
sud,femmine,55-64 anni,2021,280
sud,femmine,55-64 anni,2022,241
sud,femmine,55-64 anni,2023,190
sud,femmine,55-64 anni,2024,194
sud,femmine,65 anni e più,2015,112
sud,femmine,65 anni e più,2016,150
sud,femmine,65 anni e più,2017,100
sud,femmine,65 anni e più,2018,149
sud,femmine,65 anni e più,2019,115
sud,femmine,65 anni e più,2020,221
sud,femmine,65 anni e più,2021,273
sud,femmine,65 anni e più,2022,214
sud,femmine,65 anni e più,2023,311
sud,femmine,65 anni e più,2024,248
sud,femmine,non disponibile,2015,95
sud,femmine,non disponibile,2016,93
sud,femmine,non disponibile,2017,125
sud,femmine,non disponibile,2018,177
sud,femmine,non disponibile,2019,99
sud,femmine,non disponibile,2020,605
sud,femmine,non disponibile,2021,607
sud,femmine,non disponibile,2022,153
sud,femmine,non disponibile,2023,101
sud,femmine,non disponibile,2024,883
sud,non indicato,non indicato,2023,5
sud,non indicato,non indicato,2024,1
sud,non indicato,fino a 17 anni,2024,1
sud,non indicato,18-24 anni,2023,1
sud,non indicato,18-24 anni,2024,1
sud,non indicato,25-34 anni,2023,1
sud,non indicato,25-34 anni,2024,2
sud,non indicato,55-64 anni,2024,1
sud,non indicato,non disponibile,2023,43
sud,non indicato,non disponibile,2024,46
abruzzo,maschi,non indicato,2021,1
abruzzo,maschi,non indicato,2024,1
abruzzo,maschi,fino a 17 anni,2022,1
abruzzo,maschi,18-24 anni,2015,3
abruzzo,maschi,18-24 anni,2020,1
abruzzo,maschi,25-34 anni,2015,3
abruzzo,maschi,25-34 anni,2016,4
abruzzo,maschi,25-34 anni,2017,2
abruzzo,maschi,25-34 anni,2018,2
abruzzo,maschi,25-34 anni,2020,2
abruzzo,maschi,25-34 anni,2022,1
abruzzo,maschi,25-34 anni,2023,3
abruzzo,maschi,25-34 anni,2024,2
abruzzo,maschi,35-44 anni,2015,2
abruzzo,maschi,35-44 anni,2016,1
abruzzo,maschi,35-44 anni,2017,2
abruzzo,maschi,35-44 anni,2018,1
abruzzo,maschi,35-44 anni,2020,1
abruzzo,maschi,35-44 anni,2021,2
abruzzo,maschi,35-44 anni,2022,2
abruzzo,maschi,35-44 anni,2024,3
abruzzo,maschi,45-54 anni,2015,1
abruzzo,maschi,45-54 anni,2016,1
abruzzo,maschi,45-54 anni,2018,1
abruzzo,maschi,45-54 anni,2020,2
abruzzo,maschi,45-54 anni,2024,1
abruzzo,maschi,55-64 anni,2015,1
abruzzo,maschi,55-64 anni,2016,3
abruzzo,maschi,55-64 anni,2017,2
abruzzo,maschi,55-64 anni,2018,1
abruzzo,maschi,55-64 anni,2020,1
abruzzo,maschi,65 anni e più,2017,1
abruzzo,maschi,65 anni e più,2020,2
abruzzo,maschi,65 anni e più,2021,1
abruzzo,maschi,65 anni e più,2023,1
abruzzo,maschi,non disponibile,2015,2
abruzzo,maschi,non disponibile,2016,2
abruzzo,maschi,non disponibile,2018,2
abruzzo,maschi,non disponibile,2020,1
abruzzo,maschi,non disponibile,2021,5
abruzzo,maschi,non disponibile,2023,1
abruzzo,maschi,non disponibile,2024,4
abruzzo,femmine,non indicato,2015,3
abruzzo,femmine,non indicato,2017,1
abruzzo,femmine,non indicato,2018,1
abruzzo,femmine,non indicato,2020,4
abruzzo,femmine,non indicato,2021,7
abruzzo,femmine,non indicato,2022,9
abruzzo,femmine,non indicato,2023,21
abruzzo,femmine,non indicato,2024,10
abruzzo,femmine,fino a 17 anni,2015,1
abruzzo,femmine,fino a 17 anni,2016,1
abruzzo,femmine,fino a 17 anni,2017,1
abruzzo,femmine,fino a 17 anni,2019,3
abruzzo,femmine,fino a 17 anni,2020,3
abruzzo,femmine,fino a 17 anni,2021,5
abruzzo,femmine,fino a 17 anni,2022,6
abruzzo,femmine,fino a 17 anni,2023,7
abruzzo,femmine,fino a 17 anni,2024,7
abruzzo,femmine,18-24 anni,2015,11
abruzzo,femmine,18-24 anni,2016,5
abruzzo,femmine,18-24 anni,2017,6
abruzzo,femmine,18-24 anni,2018,15
abruzzo,femmine,18-24 anni,2019,15
abruzzo,femmine,18-24 anni,2020,17
abruzzo,femmine,18-24 anni,2021,30
abruzzo,femmine,18-24 anni,2022,20
abruzzo,femmine,18-24 anni,2023,18
abruzzo,femmine,18-24 anni,2024,16
abruzzo,femmine,25-34 anni,2015,23
abruzzo,femmine,25-34 anni,2016,38
abruzzo,femmine,25-34 anni,2017,41
abruzzo,femmine,25-34 anni,2018,43
abruzzo,femmine,25-34 anni,2019,46
abruzzo,femmine,25-34 anni,2020,50
abruzzo,femmine,25-34 anni,2021,36
abruzzo,femmine,25-34 anni,2022,40
abruzzo,femmine,25-34 anni,2023,47
abruzzo,femmine,25-34 anni,2024,26
abruzzo,femmine,35-44 anni,2015,57
abruzzo,femmine,35-44 anni,2016,51
abruzzo,femmine,35-44 anni,2017,46
abruzzo,femmine,35-44 anni,2018,53
abruzzo,femmine,35-44 anni,2019,45
abruzzo,femmine,35-44 anni,2020,54
abruzzo,femmine,35-44 anni,2021,66
abruzzo,femmine,35-44 anni,2022,60
abruzzo,femmine,35-44 anni,2023,71
abruzzo,femmine,35-44 anni,2024,41
abruzzo,femmine,45-54 anni,2015,35
abruzzo,femmine,45-54 anni,2016,38
abruzzo,femmine,45-54 anni,2017,34
abruzzo,femmine,45-54 anni,2018,58
abruzzo,femmine,45-54 anni,2019,27
abruzzo,femmine,45-54 anni,2020,45
abruzzo,femmine,45-54 anni,2021,41
abruzzo,femmine,45-54 anni,2022,41
abruzzo,femmine,45-54 anni,2023,35
abruzzo,femmine,45-54 anni,2024,31
abruzzo,femmine,55-64 anni,2015,22
abruzzo,femmine,55-64 anni,2016,19
abruzzo,femmine,55-64 anni,2017,26
abruzzo,femmine,55-64 anni,2018,22
abruzzo,femmine,55-64 anni,2019,23
abruzzo,femmine,55-64 anni,2020,29
abruzzo,femmine,55-64 anni,2021,26
