territorio,sesso,età,periodo,numero_vittime
liguria,femmine,non disponibile,2019,3
liguria,femmine,non disponibile,2020,46
liguria,femmine,non disponibile,2021,70
liguria,femmine,non disponibile,2022,5
liguria,femmine,non disponibile,2023,18
liguria,femmine,non disponibile,2024,104
liguria,non indicato,35-44 anni,2023,2
liguria,non indicato,non disponibile,2023,4
liguria,non indicato,non disponibile,2024,3
lombardia,maschi,non indicato,2015,1
lombardia,maschi,non indicato,2020,1
lombardia,maschi,non indicato,2021,1
lombardia,maschi,non indicato,2022,2
lombardia,maschi,non indicato,2023,8
lombardia,maschi,non indicato,2024,5
lombardia,maschi,fino a 17 anni,2017,1
lombardia,maschi,fino a 17 anni,2018,2
lombardia,maschi,fino a 17 anni,2019,1
lombardia,maschi,fino a 17 anni,2020,2
lombardia,maschi,fino a 17 anni,2021,3
lombardia,maschi,fino a 17 anni,2022,2
lombardia,maschi,fino a 17 anni,2023,3
lombardia,maschi,fino a 17 anni,2024,2
lombardia,maschi,18-24 anni,2015,3
lombardia,maschi,18-24 anni,2016,3
lombardia,maschi,18-24 anni,2017,3
lombardia,maschi,18-24 anni,2018,4
lombardia,maschi,18-24 anni,2019,4
lombardia,maschi,18-24 anni,2020,5
lombardia,maschi,18-24 anni,2021,7
lombardia,maschi,18-24 anni,2022,2
lombardia,maschi,18-24 anni,2023,10
lombardia,maschi,18-24 anni,2024,3
lombardia,maschi,25-34 anni,2015,3
lombardia,maschi,25-34 anni,2016,10
lombardia,maschi,25-34 anni,2017,4
lombardia,maschi,25-34 anni,2018,8
lombardia,maschi,25-34 anni,2019,8
lombardia,maschi,25-34 anni,2020,10
lombardia,maschi,25-34 anni,2021,8
lombardia,maschi,25-34 anni,2022,4
lombardia,maschi,25-34 anni,2023,12
lombardia,maschi,25-34 anni,2024,9
lombardia,maschi,35-44 anni,2015,11
lombardia,maschi,35-44 anni,2016,12
lombardia,maschi,35-44 anni,2017,13
lombardia,maschi,35-44 anni,2018,6
lombardia,maschi,35-44 anni,2019,10
lombardia,maschi,35-44 anni,2020,10
lombardia,maschi,35-44 anni,2021,7
lombardia,maschi,35-44 anni,2022,11
lombardia,maschi,35-44 anni,2023,12
lombardia,maschi,35-44 anni,2024,7
lombardia,maschi,45-54 anni,2015,15
lombardia,maschi,45-54 anni,2016,9
lombardia,maschi,45-54 anni,2017,5
lombardia,maschi,45-54 anni,2018,7
lombardia,maschi,45-54 anni,2019,3
lombardia,maschi,45-54 anni,2020,9
lombardia,maschi,45-54 anni,2021,4
lombardia,maschi,45-54 anni,2022,4
lombardia,maschi,45-54 anni,2023,8
lombardia,maschi,45-54 anni,2024,5
lombardia,maschi,55-64 anni,2016,1
lombardia,maschi,55-64 anni,2017,4
lombardia,maschi,55-64 anni,2018,5
lombardia,maschi,55-64 anni,2019,4
lombardia,maschi,55-64 anni,2020,6
lombardia,maschi,55-64 anni,2021,4
lombardia,maschi,55-64 anni,2022,2
lombardia,maschi,55-64 anni,2023,7
lombardia,maschi,55-64 anni,2024,2
lombardia,maschi,65 anni e più,2015,6
lombardia,maschi,65 anni e più,2016,1
lombardia,maschi,65 anni e più,2017,4
lombardia,maschi,65 anni e più,2018,2
lombardia,maschi,65 anni e più,2019,3
lombardia,maschi,65 anni e più,2020,5
lombardia,maschi,65 anni e più,2021,6
lombardia,maschi,65 anni e più,2022,2
lombardia,maschi,65 anni e più,2023,3
lombardia,maschi,65 anni e più,2024,5
lombardia,maschi,non disponibile,2015,2
lombardia,maschi,non disponibile,2016,3
lombardia,maschi,non disponibile,2017,3
lombardia,maschi,non disponibile,2018,7
lombardia,maschi,non disponibile,2019,3
lombardia,maschi,non disponibile,2020,13
lombardia,maschi,non disponibile,2021,18
lombardia,maschi,non disponibile,2022,4
lombardia,maschi,non disponibile,2023,6
lombardia,maschi,non disponibile,2024,17
lombardia,femmine,non indicato,2015,2
lombardia,femmine,non indicato,2016,10
lombardia,femmine,non indicato,2017,21
lombardia,femmine,non indicato,2018,8
lombardia,femmine,non indicato,2019,1
lombardia,femmine,non indicato,2020,10
lombardia,femmine,non indicato,2021,51
lombardia,femmine,non indicato,2022,69
lombardia,femmine,non indicato,2023,145
lombardia,femmine,non indicato,2024,100
lombardia,femmine,fino a 17 anni,2015,10
lombardia,femmine,fino a 17 anni,2016,12
lombardia,femmine,fino a 17 anni,2017,13
lombardia,femmine,fino a 17 anni,2018,14
lombardia,femmine,fino a 17 anni,2019,19
lombardia,femmine,fino a 17 anni,2020,35
lombardia,femmine,fino a 17 anni,2021,53
lombardia,femmine,fino a 17 anni,2022,44
lombardia,femmine,fino a 17 anni,2023,43
lombardia,femmine,fino a 17 anni,2024,40
lombardia,femmine,18-24 anni,2015,93
lombardia,femmine,18-24 anni,2016,110
lombardia,femmine,18-24 anni,2017,99
lombardia,femmine,18-24 anni,2018,111
lombardia,femmine,18-24 anni,2019,116
lombardia,femmine,18-24 anni,2020,184
lombardia,femmine,18-24 anni,2021,199
lombardia,femmine,18-24 anni,2022,198
lombardia,femmine,18-24 anni,2023,255
lombardia,femmine,18-24 anni,2024,235
lombardia,femmine,25-34 anni,2015,226
lombardia,femmine,25-34 anni,2016,262
lombardia,femmine,25-34 anni,2017,251
lombardia,femmine,25-34 anni,2018,225
lombardia,femmine,25-34 anni,2019,267
lombardia,femmine,25-34 anni,2020,368
lombardia,femmine,25-34 anni,2021,357
lombardia,femmine,25-34 anni,2022,321
lombardia,femmine,25-34 anni,2023,413
lombardia,femmine,25-34 anni,2024,415
lombardia,femmine,35-44 anni,2015,346
lombardia,femmine,35-44 anni,2016,377
lombardia,femmine,35-44 anni,2017,345
lombardia,femmine,35-44 anni,2018,390
lombardia,femmine,35-44 anni,2019,383
lombardia,femmine,35-44 anni,2020,451
lombardia,femmine,35-44 anni,2021,402
lombardia,femmine,35-44 anni,2022,431
lombardia,femmine,35-44 anni,2023,479
lombardia,femmine,35-44 anni,2024,482
lombardia,femmine,45-54 anni,2015,233
lombardia,femmine,45-54 anni,2016,265
lombardia,femmine,45-54 anni,2017,239
lombardia,femmine,45-54 anni,2018,291
lombardia,femmine,45-54 anni,2019,279
lombardia,femmine,45-54 anni,2020,374
lombardia,femmine,45-54 anni,2021,357
lombardia,femmine,45-54 anni,2022,332
lombardia,femmine,45-54 anni,2023,421
lombardia,femmine,45-54 anni,2024,421
lombardia,femmine,55-64 anni,2015,127
lombardia,femmine,55-64 anni,2016,132
lombardia,femmine,55-64 anni,2017,126
lombardia,femmine,55-64 anni,2018,113
lombardia,femmine,55-64 anni,2019,116
lombardia,femmine,55-64 anni,2020,201
lombardia,femmine,55-64 anni,2021,183
lombardia,femmine,55-64 anni,2022,163
lombardia,femmine,55-64 anni,2023,154
lombardia,femmine,55-64 anni,2024,134
lombardia,femmine,65 anni e più,2015,110
lombardia,femmine,65 anni e più,2016,100
lombardia,femmine,65 anni e più,2017,91
lombardia,femmine,65 anni e più,2018,112
lombardia,femmine,65 anni e più,2019,95
lombardia,femmine,65 anni e più,2020,195
lombardia,femmine,65 anni e più,2021,203
lombardia,femmine,65 anni e più,2022,137
lombardia,femmine,65 anni e più,2023,195
lombardia,femmine,65 anni e più,2024,183
lombardia,femmine,non disponibile,2015,68
lombardia,femmine,non disponibile,2016,41
lombardia,femmine,non disponibile,2017,75
lombardia,femmine,non disponibile,2018,110
lombardia,femmine,non disponibile,2019,58
lombardia,femmine,non disponibile,2020,445
lombardia,femmine,non disponibile,2021,459
lombardia,femmine,non disponibile,2022,107
lombardia,femmine,non disponibile,2023,99
lombardia,femmine,non disponibile,2024,867
lombardia,non indicato,non indicato,2023,3
lombardia,non indicato,non indicato,2024,2
lombardia,non indicato,18-24 anni,2024,1
lombardia,non indicato,25-34 anni,2023,1
lombardia,non indicato,25-34 anni,2024,1
lombardia,non indicato,35-44 anni,2023,2
lombardia,non indicato,35-44 anni,2024,1
lombardia,non indicato,45-54 anni,2023,1
lombardia,non indicato,65 anni e più,2023,2
lombardia,non indicato,non disponibile,2023,36
lombardia,non indicato,non disponibile,2024,32
nord est,maschi,non indicato,2022,2
nord est,maschi,non indicato,2023,6
nord est,maschi,non indicato,2024,2
nord est,maschi,fino a 17 anni,2016,2
nord est,maschi,fino a 17 anni,2017,1
nord est,maschi,fino a 17 anni,2021,5
nord est,maschi,fino a 17 anni,2022,5
nord est,maschi,fino a 17 anni,2023,2
nord est,maschi,fino a 17 anni,2024,1
nord est,maschi,18-24 anni,2015,3
nord est,maschi,18-24 anni,2016,4
nord est,maschi,18-24 anni,2017,2
nord est,maschi,18-24 anni,2018,1
nord est,maschi,18-24 anni,2019,3
nord est,maschi,18-24 anni,2020,13
nord est,maschi,18-24 anni,2021,3
nord est,maschi,18-24 anni,2022,3
nord est,maschi,18-24 anni,2023,6
nord est,maschi,18-24 anni,2024,4
nord est,maschi,25-34 anni,2015,6
nord est,maschi,25-34 anni,2016,1
nord est,maschi,25-34 anni,2017,6
nord est,maschi,25-34 anni,2018,3
nord est,maschi,25-34 anni,2019,6
nord est,maschi,25-34 anni,2020,9
nord est,maschi,25-34 anni,2021,5
nord est,maschi,25-34 anni,2022,5
nord est,maschi,25-34 anni,2023,13
nord est,maschi,25-34 anni,2024,5
nord est,maschi,35-44 anni,2015,9
nord est,maschi,35-44 anni,2016,11
nord est,maschi,35-44 anni,2017,10
nord est,maschi,35-44 anni,2018,8
nord est,maschi,35-44 anni,2019,3
nord est,maschi,35-44 anni,2020,11
nord est,maschi,35-44 anni,2021,8
nord est,maschi,35-44 anni,2022,5
nord est,maschi,35-44 anni,2023,10
nord est,maschi,35-44 anni,2024,6
nord est,maschi,45-54 anni,2015,16
nord est,maschi,45-54 anni,2016,11
nord est,maschi,45-54 anni,2017,5
nord est,maschi,45-54 anni,2018,3
nord est,maschi,45-54 anni,2019,10
nord est,maschi,45-54 anni,2020,11
nord est,maschi,45-54 anni,2021,6
nord est,maschi,45-54 anni,2022,4
nord est,maschi,45-54 anni,2023,7
nord est,maschi,45-54 anni,2024,4
nord est,maschi,55-64 anni,2015,4
nord est,maschi,55-64 anni,2016,2
nord est,maschi,55-64 anni,2017,4
nord est,maschi,55-64 anni,2018,7
nord est,maschi,55-64 anni,2019,6
nord est,maschi,55-64 anni,2020,14
nord est,maschi,55-64 anni,2021,3
nord est,maschi,55-64 anni,2022,4
nord est,maschi,55-64 anni,2023,1
nord est,maschi,55-64 anni,2024,3
nord est,maschi,65 anni e più,2015,6
nord est,maschi,65 anni e più,2016,6
nord est,maschi,65 anni e più,2017,2
nord est,maschi,65 anni e più,2018,5
nord est,maschi,65 anni e più,2019,3
nord est,maschi,65 anni e più,2020,3
nord est,maschi,65 anni e più,2021,1
nord est,maschi,65 anni e più,2023,6
nord est,maschi,65 anni e più,2024,7
nord est,maschi,non disponibile,2015,5
nord est,maschi,non disponibile,2016,2
nord est,maschi,non disponibile,2017,6
nord est,maschi,non disponibile,2018,4
nord est,maschi,non disponibile,2019,1
nord est,maschi,non disponibile,2020,17
nord est,maschi,non disponibile,2021,30
nord est,maschi,non disponibile,2022,1
nord est,maschi,non disponibile,2023,9
nord est,maschi,non disponibile,2024,18
nord est,femmine,non indicato,2015,7
nord est,femmine,non indicato,2016,9
nord est,femmine,non indicato,2017,7
nord est,femmine,non indicato,2018,9
nord est,femmine,non indicato,2019,2
nord est,femmine,non indicato,2020,8
nord est,femmine,non indicato,2021,56
nord est,femmine,non indicato,2022,65
nord est,femmine,non indicato,2023,155
nord est,femmine,non indicato,2024,114
nord est,femmine,fino a 17 anni,2015,7
nord est,femmine,fino a 17 anni,2016,8
nord est,femmine,fino a 17 anni,2017,6
nord est,femmine,fino a 17 anni,2018,12
nord est,femmine,fino a 17 anni,2019,14
nord est,femmine,fino a 17 anni,2020,28
nord est,femmine,fino a 17 anni,2021,56
nord est,femmine,fino a 17 anni,2022,35
nord est,femmine,fino a 17 anni,2023,48
nord est,femmine,fino a 17 anni,2024,51
nord est,femmine,18-24 anni,2015,74
nord est,femmine,18-24 anni,2016,65
nord est,femmine,18-24 anni,2017,62
nord est,femmine,18-24 anni,2018,103
nord est,femmine,18-24 anni,2019,109
nord est,femmine,18-24 anni,2020,163
nord est,femmine,18-24 anni,2021,210
nord est,femmine,18-24 anni,2022,180
nord est,femmine,18-24 anni,2023,208
nord est,femmine,18-24 anni,2024,196
nord est,femmine,25-34 anni,2015,165
nord est,femmine,25-34 anni,2016,159
nord est,femmine,25-34 anni,2017,177
nord est,femmine,25-34 anni,2018,198
nord est,femmine,25-34 anni,2019,261
nord est,femmine,25-34 anni,2020,299
nord est,femmine,25-34 anni,2021,300
nord est,femmine,25-34 anni,2022,295
nord est,femmine,25-34 anni,2023,434
nord est,femmine,25-34 anni,2024,416
nord est,femmine,35-44 anni,2015,280
nord est,femmine,35-44 anni,2016,250
nord est,femmine,35-44 anni,2017,289
nord est,femmine,35-44 anni,2018,284
nord est,femmine,35-44 anni,2019,293
nord est,femmine,35-44 anni,2020,399
nord est,femmine,35-44 anni,2021,368
nord est,femmine,35-44 anni,2022,361
nord est,femmine,35-44 anni,2023,456
nord est,femmine,35-44 anni,2024,483
nord est,femmine,45-54 anni,2015,221
nord est,femmine,45-54 anni,2016,249
nord est,femmine,45-54 anni,2017,179
nord est,femmine,45-54 anni,2018,274
nord est,femmine,45-54 anni,2019,234
nord est,femmine,45-54 anni,2020,325
nord est,femmine,45-54 anni,2021,357
nord est,femmine,45-54 anni,2022,343
nord est,femmine,45-54 anni,2023,398
nord est,femmine,45-54 anni,2024,414
nord est,femmine,55-64 anni,2015,110
nord est,femmine,55-64 anni,2016,120
nord est,femmine,55-64 anni,2017,99
nord est,femmine,55-64 anni,2018,169
nord est,femmine,55-64 anni,2019,120
nord est,femmine,55-64 anni,2020,182
nord est,femmine,55-64 anni,2021,221
nord est,femmine,55-64 anni,2022,170
nord est,femmine,55-64 anni,2023,145
nord est,femmine,55-64 anni,2024,133
nord est,femmine,65 anni e più,2015,124
nord est,femmine,65 anni e più,2016,102
nord est,femmine,65 anni e più,2017,92
nord est,femmine,65 anni e più,2018,123
nord est,femmine,65 anni e più,2019,88
nord est,femmine,65 anni e più,2020,177
nord est,femmine,65 anni e più,2021,193
nord est,femmine,65 anni e più,2022,134
nord est,femmine,65 anni e più,2023,216
nord est,femmine,65 anni e più,2024,227
nord est,femmine,non disponibile,2015,38
nord est,femmine,non disponibile,2016,47
nord est,femmine,non disponibile,2017,64
nord est,femmine,non disponibile,2018,83
nord est,femmine,non disponibile,2019,75
nord est,femmine,non disponibile,2020,424
nord est,femmine,non disponibile,2021,517
nord est,femmine,non disponibile,2022,119
nord est,femmine,non disponibile,2023,115
nord est,femmine,non disponibile,2024,978
nord est,non indicato,non indicato,2023,3
nord est,non indicato,18-24 anni,2023,1
nord est,non indicato,18-24 anni,2024,1
nord est,non indicato,25-34 anni,2023,3
nord est,non indicato,25-34 anni,2024,2
nord est,non indicato,35-44 anni,2024,1
nord est,non indicato,45-54 anni,2023,2
nord est,non indicato,45-54 anni,2024,2
nord est,non indicato,non disponibile,2023,27
nord est,non indicato,non disponibile,2024,46
trentino alto adige,maschi,non indicato,2023,1
trentino alto adige,maschi,18-24 anni,2023,1
trentino alto adige,maschi,25-34 anni,2024,1
trentino alto adige,maschi,35-44 anni,2023,1
trentino alto adige,maschi,35-44 anni,2024,1
trentino alto adige,maschi,45-54 anni,2023,1
trentino alto adige,maschi,non disponibile,2020,1
trentino alto adige,maschi,non disponibile,2024,2
trentino alto adige,femmine,non indicato,2023,8
trentino alto adige,femmine,non indicato,2024,5
trentino alto adige,femmine,fino a 17 anni,2023,4
trentino alto adige,femmine,fino a 17 anni,2024,3
trentino alto adige,femmine,18-24 anni,2021,1
trentino alto adige,femmine,18-24 anni,2023,15
trentino alto adige,femmine,18-24 anni,2024,13
trentino alto adige,femmine,25-34 anni,2023,36
trentino alto adige,femmine,25-34 anni,2024,21
trentino alto adige,femmine,35-44 anni,2020,1
trentino alto adige,femmine,35-44 anni,2023,27
trentino alto adige,femmine,35-44 anni,2024,22
trentino alto adige,femmine,45-54 anni,2022,1
trentino alto adige,femmine,45-54 anni,2023,27
trentino alto adige,femmine,45-54 anni,2024,26
trentino alto adige,femmine,55-64 anni,2023,4
trentino alto adige,femmine,55-64 anni,2024,6
trentino alto adige,femmine,65 anni e più,2020,1
trentino alto adige,femmine,65 anni e più,2023,8
trentino alto adige,femmine,65 anni e più,2024,11
trentino alto adige,femmine,non disponibile,2020,4
trentino alto adige,femmine,non disponibile,2021,2
trentino alto adige,femmine,non disponibile,2023,11
trentino alto adige,femmine,non disponibile,2024,43
trentino alto adige,non indicato,25-34 anni,2023,1
trentino alto adige,non indicato,non disponibile,2023,1
bolzano,maschi,18-24 anni,2022,2
bolzano,maschi,25-34 anni,2015,1
bolzano,maschi,25-34 anni,2020,2
bolzano,maschi,55-64 anni,2015,1
bolzano,maschi,55-64 anni,2020,2
bolzano,maschi,non disponibile,2021,3
bolzano,femmine,non indicato,2021,2
bolzano,femmine,non indicato,2022,1
bolzano,femmine,fino a 17 anni,2017,1
bolzano,femmine,fino a 17 anni,2021,4
bolzano,femmine,fino a 17 anni,2022,1
bolzano,femmine,18-24 anni,2015,1
bolzano,femmine,18-24 anni,2017,1
bolzano,femmine,18-24 anni,2018,1
bolzano,femmine,18-24 anni,2020,3
bolzano,femmine,18-24 anni,2021,5
bolzano,femmine,18-24 anni,2022,4
bolzano,femmine,25-34 anni,2015,1
bolzano,femmine,25-34 anni,2016,4
bolzano,femmine,25-34 anni,2017,2
bolzano,femmine,25-34 anni,2018,1
bolzano,femmine,25-34 anni,2019,5
bolzano,femmine,25-34 anni,2020,10
bolzano,femmine,25-34 anni,2021,5
bolzano,femmine,25-34 anni,2022,6
bolzano,femmine,35-44 anni,2015,6
bolzano,femmine,35-44 anni,2017,1
bolzano,femmine,35-44 anni,2018,3
bolzano,femmine,35-44 anni,2019,7
bolzano,femmine,35-44 anni,2020,2
bolzano,femmine,35-44 anni,2021,8
bolzano,femmine,35-44 anni,2022,13
bolzano,femmine,45-54 anni,2015,3
bolzano,femmine,45-54 anni,2016,1
bolzano,femmine,45-54 anni,2017,1
bolzano,femmine,45-54 anni,2018,5
bolzano,femmine,45-54 anni,2019,1
bolzano,femmine,45-54 anni,2020,3
bolzano,femmine,45-54 anni,2021,2
bolzano,femmine,45-54 anni,2022,9
bolzano,femmine,55-64 anni,2016,5
bolzano,femmine,55-64 anni,2017,1
bolzano,femmine,55-64 anni,2018,2
bolzano,femmine,55-64 anni,2019,4
bolzano,femmine,55-64 anni,2020,3
bolzano,femmine,55-64 anni,2021,3
bolzano,femmine,55-64 anni,2022,2
bolzano,femmine,65 anni e più,2016,3
bolzano,femmine,65 anni e più,2019,2
bolzano,femmine,65 anni e più,2020,2
bolzano,femmine,65 anni e più,2021,5
bolzano,femmine,65 anni e più,2022,4
bolzano,femmine,non disponibile,2015,1
bolzano,femmine,non disponibile,2016,1
bolzano,femmine,non disponibile,2018,2
bolzano,femmine,non disponibile,2020,5
bolzano,femmine,non disponibile,2021,4
bolzano,femmine,non disponibile,2022,2
trento,maschi,non indicato,2022,1
trento,maschi,18-24 anni,2020,2
trento,maschi,25-34 anni,2016,2
trento,maschi,25-34 anni,2017,1
trento,maschi,25-34 anni,2020,1
trento,maschi,25-34 anni,2021,4
trento,maschi,35-44 anni,2021,1
trento,maschi,45-54 anni,2015,1
trento,maschi,45-54 anni,2016,1
trento,maschi,45-54 anni,2017,1
trento,maschi,45-54 anni,2018,1
trento,maschi,45-54 anni,2020,1
trento,maschi,45-54 anni,2021,2
trento,maschi,55-64 anni,2021,1
trento,maschi,65 anni e più,2015,1
trento,maschi,non disponibile,2015,3
trento,maschi,non disponibile,2018,2
trento,maschi,non disponibile,2020,2
trento,maschi,non disponibile,2021,2
trento,femmine,non indicato,2016,1
trento,femmine,non indicato,2021,2
trento,femmine,non indicato,2022,6
trento,femmine,fino a 17 anni,2015,1
trento,femmine,fino a 17 anni,2019,2
trento,femmine,fino a 17 anni,2020,1
trento,femmine,fino a 17 anni,2021,6
trento,femmine,18-24 anni,2015,2
trento,femmine,18-24 anni,2016,4
trento,femmine,18-24 anni,2017,4
trento,femmine,18-24 anni,2018,7
trento,femmine,18-24 anni,2019,7
trento,femmine,18-24 anni,2020,10
trento,femmine,18-24 anni,2021,9
trento,femmine,18-24 anni,2022,8
trento,femmine,25-34 anni,2015,6
trento,femmine,25-34 anni,2016,7
trento,femmine,25-34 anni,2017,4
trento,femmine,25-34 anni,2018,10
trento,femmine,25-34 anni,2019,16
trento,femmine,25-34 anni,2020,15
trento,femmine,25-34 anni,2021,20
trento,femmine,25-34 anni,2022,12
trento,femmine,35-44 anni,2015,11
trento,femmine,35-44 anni,2016,10
trento,femmine,35-44 anni,2017,6
trento,femmine,35-44 anni,2018,13
trento,femmine,35-44 anni,2019,16
trento,femmine,35-44 anni,2020,14
trento,femmine,35-44 anni,2021,19
trento,femmine,35-44 anni,2022,16
trento,femmine,45-54 anni,2015,5
trento,femmine,45-54 anni,2016,9
trento,femmine,45-54 anni,2017,6
trento,femmine,45-54 anni,2018,12
trento,femmine,45-54 anni,2019,13
trento,femmine,45-54 anni,2020,13
trento,femmine,45-54 anni,2021,15
trento,femmine,45-54 anni,2022,8
trento,femmine,55-64 anni,2015,3
trento,femmine,55-64 anni,2016,4
trento,femmine,55-64 anni,2017,2
trento,femmine,55-64 anni,2018,7
trento,femmine,55-64 anni,2019,4
trento,femmine,55-64 anni,2020,4
trento,femmine,55-64 anni,2021,11
trento,femmine,55-64 anni,2022,16
trento,femmine,65 anni e più,2015,6
trento,femmine,65 anni e più,2016,4
trento,femmine,65 anni e più,2018,4
trento,femmine,65 anni e più,2019,3
trento,femmine,65 anni e più,2020,6
trento,femmine,65 anni e più,2021,4
trento,femmine,65 anni e più,2022,3
trento,femmine,non disponibile,2015,2
trento,femmine,non disponibile,2016,2
trento,femmine,non disponibile,2017,1
trento,femmine,non disponibile,2018,4
trento,femmine,non disponibile,2019,1
trento,femmine,non disponibile,2020,13
trento,femmine,non disponibile,2021,27
trento,femmine,non disponibile,2022,6
veneto,maschi,non indicato,2022,2
veneto,maschi,non indicato,2023,3
veneto,maschi,non indicato,2024,1
veneto,maschi,fino a 17 anni,2016,2
veneto,maschi,fino a 17 anni,2017,1
veneto,maschi,fino a 17 anni,2021,4
veneto,maschi,fino a 17 anni,2023,1
veneto,maschi,fino a 17 anni,2024,1
veneto,maschi,18-24 anni,2015,3
veneto,maschi,18-24 anni,2016,3
veneto,maschi,18-24 anni,2018,1
veneto,maschi,18-24 anni,2019,1
veneto,maschi,18-24 anni,2020,7
veneto,maschi,18-24 anni,2021,1
veneto,maschi,18-24 anni,2022,1
veneto,maschi,18-24 anni,2023,3
veneto,maschi,18-24 anni,2024,3
veneto,maschi,25-34 anni,2015,4
veneto,maschi,25-34 anni,2016,1
veneto,maschi,25-34 anni,2017,3
veneto,maschi,25-34 anni,2019,4
veneto,maschi,25-34 anni,2020,4
veneto,maschi,25-34 anni,2022,3
veneto,maschi,25-34 anni,2023,5
veneto,maschi,25-34 anni,2024,2
veneto,maschi,35-44 anni,2015,4
veneto,maschi,35-44 anni,2016,2
veneto,maschi,35-44 anni,2017,3
veneto,maschi,35-44 anni,2018,7
veneto,maschi,35-44 anni,2019,1
veneto,maschi,35-44 anni,2020,5
veneto,maschi,35-44 anni,2021,7
veneto,maschi,35-44 anni,2022,1
veneto,maschi,35-44 anni,2023,2
veneto,maschi,35-44 anni,2024,1
veneto,maschi,45-54 anni,2015,8
veneto,maschi,45-54 anni,2016,5
veneto,maschi,45-54 anni,2017,4
veneto,maschi,45-54 anni,2018,1
veneto,maschi,45-54 anni,2019,5
veneto,maschi,45-54 anni,2020,4
veneto,maschi,45-54 anni,2021,2
veneto,maschi,45-54 anni,2022,2
veneto,maschi,45-54 anni,2023,1
veneto,maschi,45-54 anni,2024,2
veneto,maschi,55-64 anni,2015,2
veneto,maschi,55-64 anni,2016,1
veneto,maschi,55-64 anni,2017,1
veneto,maschi,55-64 anni,2018,5
veneto,maschi,55-64 anni,2019,2
veneto,maschi,55-64 anni,2020,10
veneto,maschi,55-64 anni,2021,3
veneto,maschi,55-64 anni,2022,1
veneto,maschi,55-64 anni,2024,1
veneto,maschi,65 anni e più,2015,3
veneto,maschi,65 anni e più,2016,3
veneto,maschi,65 anni e più,2017,2
veneto,maschi,65 anni e più,2018,2
veneto,maschi,65 anni e più,2019,2
veneto,maschi,65 anni e più,2021,1
veneto,maschi,65 anni e più,2023,4
veneto,maschi,65 anni e più,2024,3
veneto,maschi,non disponibile,2016,1
veneto,maschi,non disponibile,2017,1
veneto,maschi,non disponibile,2018,2
veneto,maschi,non disponibile,2020,6
veneto,maschi,non disponibile,2021,10
veneto,maschi,non disponibile,2023,9
veneto,maschi,non disponibile,2024,6
veneto,femmine,non indicato,2015,3
veneto,femmine,non indicato,2016,4
veneto,femmine,non indicato,2017,3
veneto,femmine,non indicato,2018,4
veneto,femmine,non indicato,2019,1
veneto,femmine,non indicato,2020,3
veneto,femmine,non indicato,2021,22
veneto,femmine,non indicato,2022,38
veneto,femmine,non indicato,2023,79
veneto,femmine,non indicato,2024,50
veneto,femmine,fino a 17 anni,2015,6
veneto,femmine,fino a 17 anni,2016,7
veneto,femmine,fino a 17 anni,2017,2
veneto,femmine,fino a 17 anni,2018,4
veneto,femmine,fino a 17 anni,2019,6
veneto,femmine,fino a 17 anni,2020,18
veneto,femmine,fino a 17 anni,2021,27
veneto,femmine,fino a 17 anni,2022,17
veneto,femmine,fino a 17 anni,2023,19
veneto,femmine,fino a 17 anni,2024,24
veneto,femmine,18-24 anni,2015,31
veneto,femmine,18-24 anni,2016,29
veneto,femmine,18-24 anni,2017,39
veneto,femmine,18-24 anni,2018,56
veneto,femmine,18-24 anni,2019,59
veneto,femmine,18-24 anni,2020,80
veneto,femmine,18-24 anni,2021,113
veneto,femmine,18-24 anni,2022,96
veneto,femmine,18-24 anni,2023,97
veneto,femmine,18-24 anni,2024,87
veneto,femmine,25-34 anni,2015,74
veneto,femmine,25-34 anni,2016,70
veneto,femmine,25-34 anni,2017,89
veneto,femmine,25-34 anni,2018,93
veneto,femmine,25-34 anni,2019,131
veneto,femmine,25-34 anni,2020,132
veneto,femmine,25-34 anni,2021,142
veneto,femmine,25-34 anni,2022,138
veneto,femmine,25-34 anni,2023,181
veneto,femmine,25-34 anni,2024,175
veneto,femmine,35-44 anni,2015,132
veneto,femmine,35-44 anni,2016,112
veneto,femmine,35-44 anni,2017,132
veneto,femmine,35-44 anni,2018,123
veneto,femmine,35-44 anni,2019,144
veneto,femmine,35-44 anni,2020,192
veneto,femmine,35-44 anni,2021,205
veneto,femmine,35-44 anni,2022,177
veneto,femmine,35-44 anni,2023,210
veneto,femmine,35-44 anni,2024,209
veneto,femmine,45-54 anni,2015,96
veneto,femmine,45-54 anni,2016,117
veneto,femmine,45-54 anni,2017,87
veneto,femmine,45-54 anni,2018,147
veneto,femmine,45-54 anni,2019,125
veneto,femmine,45-54 anni,2020,161
veneto,femmine,45-54 anni,2021,177
veneto,femmine,45-54 anni,2022,175
veneto,femmine,45-54 anni,2023,210
veneto,femmine,45-54 anni,2024,197
veneto,femmine,55-64 anni,2015,62
veneto,femmine,55-64 anni,2016,58
veneto,femmine,55-64 anni,2017,48
veneto,femmine,55-64 anni,2018,85
veneto,femmine,55-64 anni,2019,55
veneto,femmine,55-64 anni,2020,85
veneto,femmine,55-64 anni,2021,111
veneto,femmine,55-64 anni,2022,76
veneto,femmine,55-64 anni,2023,70
veneto,femmine,55-64 anni,2024,68
veneto,femmine,65 anni e più,2015,57
veneto,femmine,65 anni e più,2016,50
veneto,femmine,65 anni e più,2017,43
